step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,525,127,525,0,0.8052,267,46,388,0,525
2000,a,431,57,431,0,0.8832,282,32,742,0,956
3000,a,377,26,377,0,0.9355,167,10,1040,0,1333
4000,a,317,19,317,0,0.9435,43,1,1139,0,1650
5000,a,328,17,328,0,0.9507,29,4,1146,0,1978
6000,a,330,24,330,0,0.9322,38,1,1162,0,2308
7000,a,333,17,333,0,0.9514,41,1,1168,0,2641
8000,a,331,14,331,0,0.9594,43,2,1167,0,2972
9000,a,325,14,325,0,0.9587,24,1,1180,0,3297
10000,a,335,15,335,0,0.9571,39,1,1180,0,3632
11000,a,329,21,329,0,0.9400,42,0,1183,0,3961
12000,a,334,8,334,0,0.9766,33,1,1192,0,4295
13000,a,322,21,322,0,0.9388,40,3,1174,0,4617
14000,a,334,23,334,0,0.9356,47,5,1191,0,4951
15000,a,325,17,325,0,0.9503,45,2,1192,0,5276
16000,a,326,14,326,0,0.9588,31,2,1193,0,5602
17000,a,335,17,335,0,0.9517,47,0,1193,0,5937
18000,a,329,12,329,0,0.9648,32,1,1205,0,6266
19000,a,330,18,330,0,0.9483,40,3,1203,0,6596
20000,a,329,15,329,0,0.9564,38,1,1208,0,6925
21000,a,328,17,328,0,0.9507,39,2,1212,0,7253
22000,a,323,15,323,0,0.9556,28,2,1197,0,7576
23000,a,331,18,331,0,0.9484,34,2,1205,0,7907
24000,a,330,13,330,0,0.9621,38,1,1200,0,8237
25000,a,329,16,329,0,0.9536,34,5,1207,0,8566
26000,a,335,10,335,0,0.9710,39,2,1208,0,8901
27000,a,324,20,324,0,0.9419,33,1,1216,0,9225
28000,a,331,12,331,0,0.9650,40,2,1207,0,9556
29000,a,329,17,329,0,0.9509,44,1,1210,0,9885
30000,a,325,17,325,0,0.9503,44,2,1202,0,10210
31000,b,603,30,0,30,0.9526,328,17,719,15,10240
32000,b,448,69,0,69,0.8665,354,48,473,60,10309
33000,b,360,115,0,115,0.7579,282,89,314,131,10424
34000,b,290,196,0,196,0.5967,234,124,208,278,10620
35000,b,190,279,0,279,0.4051,148,177,146,494,10899
36000,b,128,324,0,324,0.2832,91,179,112,730,11223
37000,b,105,303,0,303,0.2574,47,116,82,943,11526
38000,b,69,307,0,307,0.1835,6,40,56,1107,11833
39000,b,55,305,0,305,0.1528,6,39,36,1129,12138
40000,b,42,316,0,316,0.1173,4,43,23,1142,12454
41000,b,32,322,0,322,0.0904,5,37,16,1159,12776
42000,b,31,322,0,322,0.0878,3,37,11,1176,13098
43000,b,25,321,0,321,0.0723,8,37,8,1166,13419
44000,b,7,337,0,337,0.0203,1,37,3,1187,13756
45000,b,23,322,0,322,0.0667,1,31,3,1186,14078
46000,b,10,336,0,336,0.0289,1,44,1,1189,14414
47000,b,16,329,0,329,0.0464,1,25,0,1210,14743
48000,b,19,331,0,331,0.0543,2,37,0,1199,15074
49000,b,14,333,0,333,0.0403,0,32,0,1211,15407
50000,b,8,333,0,333,0.0235,0,38,0,1203,15740
51000,b,17,325,0,325,0.0497,2,36,0,1196,16065
52000,b,11,330,0,330,0.0323,3,32,0,1193,16395
53000,b,15,327,0,327,0.0439,4,31,0,1189,16722
54000,b,17,331,0,331,0.0489,1,36,0,1197,17053
55000,b,16,332,0,332,0.0460,1,40,0,1203,17385
56000,b,18,326,0,326,0.0523,1,34,0,1204,17711
57000,b,19,322,0,322,0.0557,2,30,0,1193,18033
58000,b,15,334,0,334,0.0430,3,31,0,1210,18367
59000,b,11,335,0,335,0.0318,1,33,0,1216,18702
60000,b,17,319,0,319,0.0506,2,32,0,1195,19021
61000,a,22,617,22,0,0.0344,13,347,11,692,19043
62000,a,70,444,70,0,0.1362,47,361,47,449,19113
63000,a,140,346,140,0,0.2881,87,305,129,296,19253
64000,a,209,281,209,0,0.4265,152,238,266,187,19462
65000,a,284,188,284,0,0.6017,190,167,483,127,19746
66000,a,318,122,318,0,0.7227,188,88,716,97,20064
67000,a,327,83,327,0,0.7976,136,33,955,77,20391
