step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,286,298,286,0,0.4897,83,85,0,0,286
2000,a,247,262,247,0,0.4853,90,96,0,0,533
3000,a,258,231,258,0,0.5276,75,89,0,0,791
4000,a,252,255,252,0,0.4970,81,97,0,0,1043
5000,a,249,251,249,0,0.4980,97,81,0,0,1292
6000,a,240,258,240,0,0.4819,90,84,0,0,1532
7000,a,261,242,261,0,0.5189,90,90,0,0,1793
8000,a,255,238,255,0,0.5172,81,85,0,0,2048
9000,a,230,273,230,0,0.4573,75,97,0,0,2278
10000,a,259,243,259,0,0.5159,87,89,0,0,2537
11000,a,257,232,257,0,0.5256,83,71,0,0,2794
12000,a,249,258,249,0,0.4911,92,76,0,0,3043
13000,a,252,252,252,0,0.5000,90,86,0,0,3295
14000,a,243,257,243,0,0.4860,93,83,0,0,3538
15000,a,254,249,254,0,0.5050,94,88,0,0,3792
16000,a,256,245,256,0,0.5110,86,98,0,0,4048
17000,a,262,246,262,0,0.5157,88,112,0,0,4310
18000,a,236,249,236,0,0.4866,69,101,0,0,4546
19000,a,245,254,245,0,0.4910,79,89,0,0,4791
20000,a,254,247,254,0,0.5070,86,84,0,0,5045
21000,a,258,240,258,0,0.5181,82,84,0,0,5303
22000,a,251,257,251,0,0.4941,97,85,0,0,5554
23000,a,252,237,252,0,0.5153,74,86,0,0,5806
24000,a,248,268,248,0,0.4806,86,106,0,0,6054
25000,a,246,247,246,0,0.4990,83,95,0,0,6300
26000,a,235,265,235,0,0.4700,81,97,0,0,6535
27000,a,246,267,246,0,0.4795,92,112,0,0,6781
28000,a,248,239,248,0,0.5092,91,87,0,0,7029
29000,a,248,261,248,0,0.4872,98,98,0,0,7277
30000,a,236,253,236,0,0.4826,91,83,0,0,7513
31000,a,242,262,242,0,0.4802,87,95,0,0,7755
32000,a,250,245,250,0,0.5051,86,86,0,0,8005
33000,a,244,248,244,0,0.4959,77,79,0,0,8249
34000,a,258,254,258,0,0.5039,89,91,0,0,8507
35000,a,246,242,246,0,0.5041,72,84,0,0,8753
36000,a,252,254,252,0,0.4980,85,83,0,0,9005
37000,a,253,245,253,0,0.5080,82,82,0,0,9258
38000,a,249,250,249,0,0.4990,80,82,0,0,9507
39000,a,256,241,256,0,0.5151,78,78,0,0,9763
40000,a,264,250,264,0,0.5136,88,96,0,0,10027
41000,a,241,261,241,0,0.4801,94,94,0,0,10268
42000,a,255,245,255,0,0.5100,92,96,0,0,10523
43000,a,230,270,230,0,0.4600,92,96,0,0,10753
44000,a,232,261,232,0,0.4706,86,88,0,0,10985
45000,a,229,270,229,0,0.4589,75,97,0,0,11214
46000,a,261,239,261,0,0.5220,80,92,0,0,11475
47000,a,228,269,228,0,0.4588,74,92,0,0,11703
48000,a,243,262,243,0,0.4812,87,89,0,0,11946
49000,a,261,246,261,0,0.5148,93,97,0,0,12207
50000,a,252,245,252,0,0.5070,94,90,0,0,12459
51000,a,251,262,251,0,0.4893,95,115,0,0,12710
52000,a,234,241,234,0,0.4926,83,77,0,0,12944
53000,a,255,253,255,0,0.5020,90,86,0,0,13199
54000,a,246,246,246,0,0.5000,80,80,0,0,13445
55000,a,240,267,240,0,0.4734,86,88,0,0,13685
56000,a,235,259,235,0,0.4757,87,75,0,0,13920
57000,a,236,274,236,0,0.4627,86,96,0,0,14156
58000,a,235,258,235,0,0.4767,88,80,0,0,14391
59000,a,261,249,261,0,0.5118,88,100,0,0,14652
60000,a,251,242,251,0,0.5091,93,81,0,0,14903
61000,a,249,243,249,0,0.5061,76,82,0,0,15152
62000,a,236,281,236,0,0.4565,84,108,0,0,15388
63000,a,242,251,242,0,0.4909,91,87,0,0,15630
64000,a,250,244,250,0,0.5061,85,81,0,0,15880
65000,a,242,256,242,0,0.4859,75,87,0,0,16122
66000,a,253,249,253,0,0.5040,88,78,0,0,16375
67000,a,260,258,260,0,0.5019,112,90,0,0,16635
68000,a,255,232,255,0,0.5236,101,75,0,0,16890
69000,a,244,243,244,0,0.5010,75,75,0,0,17134
70000,a,265,249,265,0,0.5156,94,84,0,0,17399
71000,a,231,256,231,0,0.4743,80,72,0,0,17630
72000,a,235,274,235,0,0.4617,84,86,0,0,17865
73000,a,245,253,245,0,0.4920,89,77,0,0,18110
74000,a,242,255,242,0,0.4869,81,79,0,0,18352
75000,a,242,256,242,0,0.4859,68,88,0,0,18594
76000,a,253,256,253,0,0.4971,83,91,0,0,18847
77000,a,258,249,258,0,0.5089,90,98,0,0,19105
78000,a,241,248,241,0,0.4928,85,81,0,0,19346
79000,a,244,256,244,0,0.4880,86,80,0,0,19590
80000,a,277,229,277,0,0.5474,95,83,0,0,19867
81000,a,261,237,261,0,0.5241,92,82,0,0,20128
82000,a,250,256,250,0,0.4941,86,100,0,0,20378
83000,a,242,259,242,0,0.4830,87,101,0,0,20620
84000,a,249,251,249,0,0.4980,87,101,0,0,20869
85000,a,233,258,233,0,0.4745,84,86,0,0,21102
86000,a,256,249,256,0,0.5069,93,87,0,0,21358
87000,a,249,255,249,0,0.4940,96,92,0,0,21607
88000,a,256,244,256,0,0.5120,92,96,0,0,21863
89000,a,252,243,252,0,0.5091,89,89,0,0,22115
90000,a,237,256,237,0,0.4807,76,88,0,0,22352
91000,b,237,278,0,278,0.4602,89,105,0,0,22630
92000,b,232,256,0,256,0.4754,82,88,0,0,22886
93000,b,268,233,0,233,0.5349,99,73,0,0,23119
94000,b,234,258,0,258,0.4756,79,77,0,0,23377
95000,b,240,272,0,272,0.4688,79,101,0,0,23649
96000,b,244,261,0,261,0.4832,89,101,0,0,23910
97000,b,237,258,0,258,0.4788,87,93,0,0,24168
98000,b,259,247,0,247,0.5119,92,100,0,0,24415
99000,b,254,231,0,231,0.5237,83,79,0,0,24646
100000,b,248,255,0,255,0.4930,91,77,0,0,24901
101000,b,239,264,0,264,0.4751,86,88,0,0,25165
102000,b,266,242,0,242,0.5236,97,93,0,0,25407
103000,b,255,240,0,240,0.5152,93,87,0,0,25647
104000,b,255,242,0,242,0.5131,77,97,0,0,25889
105000,b,242,253,0,253,0.4889,75,89,0,0,26142
106000,b,255,248,0,248,0.5070,86,84,0,0,26390
107000,b,238,269,0,269,0.4694,88,96,0,0,26659
108000,b,248,241,0,241,0.5072,88,74,0,0,26900
109000,b,227,284,0,284,0.4442,72,112,0,0,27184
110000,b,236,258,0,258,0.4777,83,89,0,0,27442
111000,b,237,267,0,267,0.4702,84,96,0,0,27709
112000,b,239,262,0,262,0.4770,82,100,0,0,27971
113000,b,229,268,0,268,0.4608,78,98,0,0,28239
114000,b,276,233,0,233,0.5422,110,84,0,0,28472
115000,b,246,246,0,246,0.5000,83,95,0,0,28718
116000,b,239,257,0,257,0.4819,83,87,0,0,28975
117000,b,258,246,0,246,0.5119,82,96,0,0,29221
118000,b,258,235,0,235,0.5233,83,81,0,0,29456
119000,b,263,249,0,249,0.5137,90,98,0,0,29705
120000,b,253,240,0,240,0.5132,88,86,0,0,29945
121000,b,235,257,0,257,0.4776,74,84,0,0,30202
122000,b,244,268,0,268,0.4766,79,103,0,0,30470
123000,b,247,253,0,253,0.4940,94,88,0,0,30723
124000,b,272,224,0,224,0.5484,90,84,0,0,30947
125000,b,253,248,0,248,0.5050,84,92,0,0,31195
126000,b,270,224,0,224,0.5466,85,79,0,0,31419
127000,b,255,244,0,244,0.5110,78,84,0,0,31663
128000,b,260,240,0,240,0.5200,86,76,0,0,31903
129000,b,270,243,0,243,0.5263,107,81,0,0,32146
130000,b,255,237,0,237,0.5183,102,70,0,0,32383
131000,b,258,238,0,238,0.5202,88,76,0,0,32621
132000,b,259,250,0,250,0.5088,92,90,0,0,32871
133000,b,251,244,0,244,0.5071,76,96,0,0,33115
134000,b,239,257,0,257,0.4819,69,95,0,0,33372
135000,b,255,247,0,247,0.5080,89,79,0,0,33619
136000,b,253,252,0,252,0.5010,88,90,0,0,33871
137000,b,246,260,0,260,0.4862,99,91,0,0,34131
138000,b,265,226,0,226,0.5397,93,79,0,0,34357
139000,b,242,239,0,239,0.5031,67,67,0,0,34596
140000,b,275,239,0,239,0.5350,85,77,0,0,34835
141000,b,272,238,0,238,0.5333,100,82,0,0,35073
142000,b,231,252,0,252,0.4783,75,73,0,0,35325
143000,b,256,257,0,257,0.4990,90,84,0,0,35582
144000,b,261,229,0,229,0.5327,87,67,0,0,35811
