step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,511,142,511,0,0.7825,256,56,358,0,511
2000,a,442,51,442,0,0.8966,282,38,729,0,953
3000,a,365,32,365,0,0.9194,168,10,999,0,1318
4000,a,325,21,325,0,0.9393,41,1,1134,0,1643
5000,a,332,13,332,0,0.9623,39,2,1145,0,1975
6000,a,329,20,329,0,0.9427,43,3,1148,0,2304
7000,a,327,19,327,0,0.9451,35,5,1156,0,2631
8000,a,328,18,328,0,0.9480,38,4,1161,0,2959
9000,a,318,21,318,0,0.9381,28,3,1157,0,3277
10000,a,342,17,342,0,0.9526,51,2,1173,0,3619
11000,a,328,15,328,0,0.9563,39,0,1179,0,3947
12000,a,319,22,319,0,0.9355,34,1,1162,0,4266
13000,a,338,15,338,0,0.9575,39,0,1177,0,4604
14000,a,324,20,324,0,0.9419,28,3,1183,0,4928
15000,a,334,14,334,0,0.9598,29,2,1196,0,5262
16000,a,318,25,318,0,0.9271,25,3,1187,0,5580
17000,a,337,10,337,0,0.9712,40,3,1187,0,5917
18000,a,329,17,329,0,0.9509,40,5,1189,0,6246
19000,a,328,22,328,0,0.9371,40,1,1204,0,6574
20000,a,323,20,323,0,0.9417,34,4,1197,0,6897
21000,a,332,8,332,0,0.9765,36,1,1198,0,7229
22000,a,324,18,324,0,0.9474,45,1,1183,0,7553
23000,a,326,15,326,0,0.9560,27,0,1191,0,7879
24000,a,327,21,327,0,0.9397,37,5,1188,0,8206
25000,a,334,17,334,0,0.9516,32,1,1216,0,8540
26000,a,334,13,334,0,0.9625,43,2,1216,0,8874
27000,a,328,13,328,0,0.9619,38,3,1208,0,9202
28000,a,329,13,329,0,0.9620,36,1,1207,0,9531
29000,a,325,12,325,0,0.9644,30,2,1193,0,9856
30000,a,335,16,335,0,0.9544,49,3,1189,0,10191
31000,b,379,52,0,52,0.8794,89,12,1003,31,10243
32000,b,402,70,0,70,0.8517,122,21,908,69,10313
33000,b,386,75,0,75,0.8373,133,30,821,100,10388
34000,b,406,74,0,74,0.8458,169,29,755,135,10462
35000,b,369,105,0,105,0.7785,157,46,710,189,10567
36000,b,359,106,0,106,0.7720,140,52,668,249,10673
37000,b,344,122,0,122,0.7382,135,53,617,328,10795
38000,b,328,120,0,120,0.7321,126,39,559,398,10915
39000,b,321,131,0,131,0.7102,107,48,515,468,11046
40000,b,306,146,0,146,0.6770,94,51,480,537,11192
41000,b,268,168,0,168,0.6147,74,45,437,622,11360
42000,b,250,188,0,188,0.5708,65,51,394,703,11548
43000,b,244,173,0,173,0.5851,50,34,341,776,11721
44000,b,216,202,0,202,0.5167,43,43,302,826,11923
45000,b,182,224,0,224,0.4483,20,43,260,903,12147
46000,b,162,241,0,241,0.4020,24,48,218,956,12388
47000,b,125,252,0,252,0.3316,15,32,174,1010,12640
48000,b,99,275,0,275,0.2647,15,31,145,1041,12915
49000,b,98,275,0,275,0.2627,13,41,115,1062,13190
50000,b,91,285,0,285,0.2420,10,45,91,1102,13475
51000,b,73,287,0,287,0.2028,11,43,74,1115,13762
52000,b,57,297,0,297,0.1610,5,35,57,1135,14059
53000,b,38,317,0,317,0.1070,3,36,40,1160,14376
54000,b,30,322,0,322,0.0852,4,40,31,1168,14698
55000,b,45,305,0,305,0.1286,5,25,27,1177,15003
56000,b,19,334,0,334,0.0538,2,49,19,1187,15337
57000,b,20,319,0,319,0.0590,3,41,15,1177,15656
58000,b,21,320,0,320,0.0616,1,28,13,1173,15976
59000,b,19,334,0,334,0.0538,2,35,11,1192,16310
60000,b,21,317,0,317,0.0621,2,30,10,1173,16627
61000,a,60,385,60,0,0.1348,18,91,38,990,16687
62000,a,55,406,55,0,0.1193,17,115,69,896,16742
63000,a,85,398,85,0,0.1760,40,136,115,826,16827
64000,a,97,357,97,0,0.2137,37,125,168,756,16924
65000,a,118,347,118,0,0.2538,38,124,231,704,17042
66000,a,108,356,108,0,0.2328,38,124,295,651,17150
67000,a,113,352,113,0,0.2430,41,111,364,615,17263
68000,a,116,350,116,0,0.2489,37,118,428,567,17379
69000,a,146,298,146,0,0.3288,47,87,510,516,17525
70000,a,156,293,156,0,0.3474,50,81,575,477,17681
71000,a,170,266,170,0,0.3899,44,66,654,436,17851
72000,a,162,264,162,0,0.3803,34,62,712,385,18013
73000,a,179,252,179,0,0.4153,36,45,785,343,18192
74000,a,169,250,169,0,0.4033,35,39,828,300,18361
75000,a,206,213,206,0,0.4916,46,42,885,253,18567
