step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,306,278,306,0,0.5240,93,75,0,0,306
2000,a,239,258,239,0,0.4809,82,80,0,0,545
3000,a,266,241,266,0,0.5247,90,86,0,0,811
4000,a,259,242,259,0,0.5170,96,82,0,0,1070
5000,a,243,267,243,0,0.4765,93,105,0,0,1313
6000,a,247,232,247,0,0.5157,83,73,0,0,1560
7000,a,251,252,251,0,0.4990,78,84,0,0,1811
8000,a,257,252,257,0,0.5049,104,76,0,0,2068
9000,a,257,231,257,0,0.5266,88,68,0,0,2325
10000,a,254,245,254,0,0.5090,82,72,0,0,2579
11000,a,246,266,246,0,0.4805,78,100,0,0,2825
12000,a,264,230,264,0,0.5344,92,74,0,0,3089
13000,a,231,272,231,0,0.4592,83,89,0,0,3320
14000,a,249,248,249,0,0.5010,72,94,0,0,3569
15000,a,242,263,242,0,0.4792,86,90,0,0,3811
16000,a,257,239,257,0,0.5181,84,84,0,0,4068
17000,a,252,252,252,0,0.5000,96,80,0,0,4320
18000,a,257,239,257,0,0.5181,94,74,0,0,4577
19000,a,236,256,236,0,0.4797,78,74,0,0,4813
20000,a,257,242,257,0,0.5150,64,86,0,0,5070
21000,a,255,262,255,0,0.4932,92,92,0,0,5325
22000,a,250,250,250,0,0.5000,93,91,0,0,5575
23000,a,246,249,246,0,0.4970,75,99,0,0,5821
24000,a,251,256,251,0,0.4951,92,96,0,0,6072
25000,a,252,239,252,0,0.5132,88,82,0,0,6324
26000,a,251,248,251,0,0.5030,95,73,0,0,6575
27000,a,240,261,240,0,0.4790,86,84,0,0,6815
28000,a,254,244,254,0,0.5100,84,82,0,0,7069
29000,a,235,268,235,0,0.4672,74,98,0,0,7304
30000,a,263,248,263,0,0.5147,107,87,0,0,7567
31000,a,251,236,251,0,0.5154,90,78,0,0,7818
32000,a,249,253,249,0,0.4960,90,82,0,0,8067
33000,a,263,238,263,0,0.5250,94,80,0,0,8330
34000,a,255,236,255,0,0.5193,81,75,0,0,8585
35000,a,258,248,258,0,0.5099,92,76,0,0,8843
36000,a,249,259,249,0,0.4902,86,98,0,0,9092
37000,a,255,236,255,0,0.5193,85,81,0,0,9347
38000,a,252,262,252,0,0.4903,98,96,0,0,9599
39000,a,234,256,234,0,0.4776,92,82,0,0,9833
40000,a,237,262,237,0,0.4749,83,89,0,0,10070
41000,a,266,227,266,0,0.5396,80,78,0,0,10336
42000,a,256,248,256,0,0.5079,85,81,0,0,10592
43000,a,253,250,253,0,0.5030,89,83,0,0,10845
44000,a,245,263,245,0,0.4823,84,104,0,0,11090
45000,a,241,243,241,0,0.4979,72,84,0,0,11331
46000,a,243,271,243,0,0.4728,83,101,0,0,11574
47000,a,255,231,255,0,0.5247,78,78,0,0,11829
48000,a,256,252,256,0,0.5039,79,93,0,0,12085
49000,a,255,242,255,0,0.5131,81,85,0,0,12340
50000,a,261,240,261,0,0.5210,83,85,0,0,12601
51000,a,264,241,264,0,0.5228,85,93,0,0,12865
52000,a,235,263,235,0,0.4719,94,80,0,0,13100
53000,a,245,249,245,0,0.4960,75,87,0,0,13345
54000,a,263,239,263,0,0.5239,87,79,0,0,13608
55000,a,265,232,265,0,0.5332,83,77,0,0,13873
56000,a,273,228,273,0,0.5449,81,81,0,0,14146
57000,a,266,237,266,0,0.5288,85,83,0,0,14412
58000,a,252,254,252,0,0.4980,93,87,0,0,14664
59000,a,241,250,241,0,0.4908,74,88,0,0,14905
60000,a,250,260,250,0,0.4902,97,85,0,0,15155
61000,a,253,242,253,0,0.5111,90,82,0,0,15408
62000,a,257,241,257,0,0.5161,94,74,0,0,15665
63000,a,243,264,243,0,0.4793,81,101,0,0,15908
64000,a,246,252,246,0,0.4940,87,91,0,0,16154
65000,a,267,240,267,0,0.5266,105,87,0,0,16421
66000,a,269,226,269,0,0.5434,94,88,0,0,16690
67000,a,226,259,226,0,0.4660,69,83,0,0,16916
68000,a,253,259,253,0,0.4941,82,94,0,0,17169
69000,a,249,240,249,0,0.5092,80,74,0,0,17418
70000,a,236,268,236,0,0.4683,81,81,0,0,17654
71000,a,249,262,249,0,0.4873,84,100,0,0,17903
72000,a,254,233,254,0,0.5216,84,74,0,0,18157
73000,a,247,268,247,0,0.4796,93,95,0,0,18404
74000,a,246,254,246,0,0.4920,96,92,0,0,18650
75000,a,242,254,242,0,0.4879,99,81,0,0,18892
76000,a,245,256,245,0,0.4890,96,86,0,0,19137
77000,a,256,247,256,0,0.5089,96,92,0,0,19393
78000,a,261,228,261,0,0.5337,83,83,0,0,19654
79000,a,237,264,237,0,0.4731,87,81,0,0,19891
80000,a,270,237,270,0,0.5325,105,77,0,0,20161
81000,a,254,234,254,0,0.5205,80,78,0,0,20415
82000,a,275,238,275,0,0.5361,100,84,0,0,20690
83000,a,262,221,262,0,0.5424,81,69,0,0,20952
84000,a,242,276,242,0,0.4672,88,98,0,0,21194
85000,a,245,240,245,0,0.5052,74,82,0,0,21439
86000,a,288,225,288,0,0.5614,113,69,0,0,21727
87000,a,242,241,242,0,0.5010,79,69,0,0,21969
88000,a,252,272,252,0,0.4809,96,100,0,0,22221
89000,a,247,242,247,0,0.5051,93,81,0,0,22468
90000,a,241,257,241,0,0.4839,84,86,0,0,22709
91000,b,269,233,0,233,0.5359,95,79,0,0,22942
92000,b,257,245,0,245,0.5120,94,84,0,0,23187
93000,b,249,242,0,242,0.5071,84,76,0,0,23429
94000,b,263,239,0,239,0.5239,92,72,0,0,23668
95000,b,246,248,0,248,0.4980,78,74,0,0,23916
96000,b,267,248,0,248,0.5184,95,87,0,0,24164
97000,b,257,239,0,239,0.5181,77,97,0,0,24403
98000,b,243,254,0,254,0.4889,85,83,0,0,24657
99000,b,232,267,0,267,0.4649,78,88,0,0,24924
100000,b,267,233,0,233,0.5340,87,79,0,0,25157
101000,b,266,234,0,234,0.5320,94,72,0,0,25391
102000,b,240,268,0,268,0.4724,88,94,0,0,25659
103000,b,261,230,0,230,0.5316,92,72,0,0,25889
104000,b,252,250,0,250,0.5020,89,79,0,0,26139
105000,b,254,246,0,246,0.5080,87,81,0,0,26385
106000,b,231,269,0,269,0.4620,74,94,0,0,26654
107000,b,258,247,0,247,0.5109,84,94,0,0,26901
108000,b,250,254,0,254,0.4960,91,95,0,0,27155
109000,b,239,257,0,257,0.4819,82,96,0,0,27412
110000,b,259,230,0,230,0.5297,81,75,0,0,27642
111000,b,246,265,0,265,0.4814,81,97,0,0,27907
112000,b,264,239,0,239,0.5249,100,84,0,0,28146
113000,b,255,249,0,249,0.5060,95,97,0,0,28395
114000,b,233,257,0,257,0.4755,83,89,0,0,28652
115000,b,265,240,0,240,0.5248,88,94,0,0,28892
116000,b,250,240,0,240,0.5102,75,87,0,0,29132
117000,b,240,268,0,268,0.4724,90,88,0,0,29400
118000,b,259,251,0,251,0.5078,92,106,0,0,29651
119000,b,252,232,0,232,0.5207,82,84,0,0,29883
120000,b,229,273,0,273,0.4562,74,96,0,0,30156
121000,b,240,257,0,257,0.4829,76,88,0,0,30413
122000,b,251,247,0,247,0.5040,84,76,0,0,30660
123000,b,270,227,0,227,0.5433,88,66,0,0,30887
124000,b,256,248,0,248,0.5079,94,68,0,0,31135
125000,b,252,246,0,246,0.5060,78,80,0,0,31381
126000,b,243,253,0,253,0.4899,72,78,0,0,31634
127000,b,255,254,0,254,0.5010,80,88,0,0,31888
128000,b,248,249,0,249,0.4990,84,78,0,0,32137
129000,b,235,262,0,262,0.4728,70,86,0,0,32399
130000,b,264,245,0,245,0.5187,87,87,0,0,32644
131000,b,231,256,0,256,0.4743,77,71,0,0,32900
132000,b,255,254,0,254,0.5010,79,87,0,0,33154
133000,b,247,263,0,263,0.4843,97,89,0,0,33417
134000,b,221,267,0,267,0.4529,80,82,0,0,33684
135000,b,240,269,0,269,0.4715,81,99,0,0,33953
136000,b,267,223,0,223,0.5449,81,79,0,0,34176
137000,b,224,275,0,275,0.4489,63,95,0,0,34451
138000,b,264,244,0,244,0.5197,91,83,0,0,34695
139000,b,263,242,0,242,0.5208,99,85,0,0,34937
140000,b,262,239,0,239,0.5230,94,92,0,0,35176
141000,b,264,225,0,225,0.5399,93,71,0,0,35401
142000,b,252,263,0,263,0.4893,93,101,0,0,35664
143000,b,252,242,0,242,0.5101,102,80,0,0,35906
144000,b,256,247,0,247,0.5089,99,89,0,0,36153
145000,b,243,251,0,251,0.4919,83,93,0,0,36404
146000,b,212,291,0,291,0.4215,78,104,0,0,36695
147000,b,237,251,0,251,0.4857,65,93,0,0,36946
148000,b,247,251,0,251,0.4960,71,83,0,0,37197
149000,b,249,257,0,257,0.4921,70,96,0,0,37454
150000,b,250,250,0,250,0.5000,86,80,0,0,37704
151000,b,249,254,0,254,0.4950,85,87,0,0,37958
152000,b,246,250,0,250,0.4960,72,92,0,0,38208
153000,b,237,265,0,265,0.4721,79,89,0,0,38473
154000,b,254,250,0,250,0.5040,88,88,0,0,38723
155000,b,243,259,0,259,0.4841,89,91,0,0,38982
156000,b,242,249,0,249,0.4929,80,82,0,0,39231
157000,b,247,251,0,251,0.4960,81,77,0,0,39482
158000,b,227,277,0,277,0.4504,63,103,0,0,39759
