ring,arm,m,seed,rho_init,rho_lastq,runmean_lastq,tape_lastq,s_share_lastq,fidelity,rho_osc
48,para,8,22,0.542,0.220,2.965,37.633,0.510,0.875,0.063
48,para,8,23,0.333,0.196,3.213,37.867,0.602,0.868,0.060
48,para,8,24,0.625,0.210,3.104,38.092,0.486,0.864,0.054
48,para,8,25,0.458,0.212,2.890,36.608,0.654,0.859,0.068
48,para,8,26,0.500,0.176,3.245,37.042,0.636,0.888,0.051
48,para,8,27,0.417,0.206,3.021,37.158,0.614,0.856,0.062
48,para,8,28,0.417,0.216,3.096,38.242,0.568,0.880,0.064
48,para,8,29,0.500,0.173,3.252,37.092,0.616,0.890,0.054
48,para,8,30,0.417,0.194,3.193,37.758,0.541,0.871,0.057
48,para,8,31,0.500,0.205,3.048,37.775,0.511,0.880,0.064
48,para,8,32,0.542,0.233,2.967,38.425,0.440,0.879,0.061
48,para,4,1,0.458,0.208,2.272,27.083,0.516,0.764,0.082
48,para,4,2,0.583,0.198,2.282,27.767,0.458,0.754,0.079
48,para,4,3,0.500,0.215,2.390,29.492,0.494,0.783,0.081
48,para,4,4,0.458,0.206,2.320,28.050,0.506,0.773,0.088
48,para,4,5,0.417,0.195,2.262,26.050,0.565,0.767,0.085
48,para,4,6,0.583,0.206,2.302,28.467,0.499,0.778,0.082
48,para,4,7,0.375,0.182,2.227,24.483,0.569,0.764,0.083
48,para,4,8,0.500,0.201,2.190,24.742,0.573,0.776,0.081
48,para,4,9,0.458,0.176,2.313,25.275,0.469,0.764,0.087
48,para,4,10,0.375,0.201,2.307,28.425,0.578,0.792,0.069
48,para,4,11,0.417,0.209,2.204,26.400,0.462,0.789,0.080
48,para,4,12,0.542,0.194,2.310,26.525,0.546,0.766,0.081
48,para,4,13,0.500,0.195,2.363,27.875,0.455,0.780,0.079
48,para,4,14,0.583,0.226,2.337,28.450,0.509,0.766,0.082
48,para,4,15,0.417,0.178,2.267,24.758,0.566,0.795,0.088
48,para,4,16,0.458,0.198,2.067,23.733,0.575,0.766,0.090
48,para,4,17,0.458,0.192,2.225,25.200,0.581,0.763,0.079
48,para,4,18,0.542,0.195,2.279,27.375,0.537,0.764,0.081
48,para,4,19,0.542,0.192,2.226,26.292,0.497,0.774,0.092
48,para,4,20,0.500,0.211,2.223,25.583,0.561,0.770,0.077
48,para,4,21,0.583,0.207,2.517,31.292,0.547,0.785,0.080
48,para,4,22,0.542,0.211,2.370,29.192,0.544,0.794,0.086
48,para,4,23,0.333,0.200,2.387,29.525,0.538,0.768,0.090
48,para,4,24,0.625,0.200,2.280,26.258,0.543,0.770,0.083
48,para,4,25,0.458,0.223,2.276,27.942,0.517,0.776,0.085
48,para,4,26,0.500,0.178,2.256,25.358,0.624,0.776,0.071
48,para,4,27,0.417,0.215,2.216,26.300,0.531,0.762,0.091
48,para,4,28,0.417,0.204,2.211,25.708,0.553,0.762,0.077
48,para,4,29,0.500,0.211,2.290,28.392,0.568,0.778,0.077
48,para,4,30,0.417,0.200,2.310,27.458,0.493,0.777,0.083
48,para,4,31,0.500,0.201,2.069,23.333,0.589,0.771,0.087
48,para,4,32,0.542,0.198,2.324,27.025,0.535,0.774,0.075
48,para,2,1,0.458,0.161,1.943,7.370,0.586,0.737,0.161
48,para,2,2,0.583,0.166,1.923,8.650,0.561,0.747,0.168
48,para,2,3,0.500,0.146,1.957,8.872,0.600,0.753,0.164
48,para,2,4,0.458,0.153,2.047,7.158,0.589,0.746,0.169
48,para,2,5,0.417,0.172,1.967,6.958,0.604,0.732,0.162
48,para,2,6,0.583,0.132,1.990,7.739,0.623,0.731,0.157
48,para,2,7,0.375,0.141,1.962,5.974,0.586,0.734,0.146
48,para,2,8,0.500,0.144,1.973,7.060,0.613,0.722,0.163
48,para,2,9,0.458,0.137,1.894,7.361,0.627,0.732,0.163
48,para,2,10,0.375,0.203,1.842,9.370,0.567,0.735,0.160
48,para,2,11,0.417,0.159,1.875,7.598,0.616,0.710,0.144
48,para,2,12,0.542,0.190,1.897,10.692,0.512,0.712,0.139
48,para,2,13,0.500,0.179,1.939,9.025,0.571,0.729,0.171
48,para,2,14,0.583,0.125,2.007,7.105,0.606,0.760,0.163
48,para,2,15,0.417,0.149,1.928,6.612,0.635,0.733,0.150
48,para,2,16,0.458,0.143,1.933,6.105,0.591,0.737,0.147
48,para,2,17,0.458,0.136,2.009,5.009,0.649,0.721,0.162
48,para,2,18,0.542,0.133,1.981,6.224,0.656,0.747,0.152
48,para,2,19,0.542,0.167,1.966,7.949,0.639,0.741,0.154
48,para,2,20,0.500,0.144,1.933,7.655,0.581,0.749,0.160
48,para,2,21,0.583,0.148,2.000,9.110,0.576,0.754,0.158
48,para,2,22,0.542,0.184,1.843,9.271,0.570,0.719,0.150
48,para,2,23,0.333,0.163,1.920,6.559,0.642,0.741,0.150
48,para,2,24,0.625,0.162,2.083,6.387,0.616,0.761,0.153
48,para,2,25,0.458,0.182,1.996,9.075,0.542,0.733,0.149
48,para,2,26,0.500,0.179,1.936,7.791,0.569,0.730,0.165
48,para,2,27,0.417,0.156,1.913,4.897,0.673,0.759,0.177
48,para,2,28,0.417,0.132,1.956,5.955,0.642,0.743,0.144
48,para,2,29,0.500,0.157,1.894,7.496,0.581,0.712,0.163
48,para,2,30,0.417,0.163,1.881,8.118,0.594,0.711,0.147
48,para,2,31,0.500,0.143,2.068,6.035,0.616,0.735,0.157
48,para,2,32,0.542,0.184,1.842,9.500,0.561,0.710,0.147
48,paraonly,8,1,0.458,0.237,2.935,38.217,0.484,0.802,0.063
48,paraonly,8,2,0.583,0.264,2.636,37.458,0.558,0.824,0.059
48,paraonly,8,3,0.500,0.233,2.831,37.267,0.602,0.807,0.055
48,paraonly,8,4,0.458,0.235,2.812,37.508,0.528,0.828,0.054
48,paraonly,8,5,0.417,0.211,3.054,38.025,0.524,0.812,0.072
48,paraonly,8,6,0.583,0.238,2.783,37.567,0.600,0.815,0.065
48,paraonly,8,7,0.375,0.239,2.705,36.617,0.534,0.815,0.053
48,paraonly,8,8,0.500,0.221,2.879,37.325,0.627,0.798,0.063
48,paraonly,8,9,0.458,0.243,2.810,37.558,0.514,0.806,0.059
48,paraonly,8,10,0.375,0.269,2.560,37.367,0.575,0.823,0.056
48,paraonly,8,11,0.417,0.280,2.454,36.458,0.566,0.796,0.058
48,paraonly,8,12,0.542,0.226,2.919,37.450,0.579,0.815,0.066
48,paraonly,8,13,0.500,0.250,2.639,36.767,0.563,0.822,0.061
48,paraonly,8,14,0.583,0.270,2.635,37.858,0.485,0.825,0.060
48,paraonly,8,15,0.417,0.245,2.698,36.808,0.613,0.826,0.057
48,paraonly,8,16,0.458,0.269,2.477,36.033,0.555,0.812,0.057
48,paraonly,8,17,0.458,0.246,2.800,37.517,0.500,0.817,0.059
48,paraonly,8,18,0.542,0.240,2.721,37.050,0.523,0.817,0.061
48,paraonly,8,19,0.542,0.276,2.485,36.725,0.554,0.795,0.064
48,paraonly,8,20,0.500,0.259,2.651,37.267,0.561,0.820,0.055
48,paraonly,8,21,0.583,0.232,2.861,37.458,0.575,0.814,0.063
48,paraonly,8,22,0.542,0.254,2.661,37.033,0.608,0.821,0.058
48,paraonly,8,23,0.333,0.255,2.711,37.492,0.486,0.820,0.054
48,paraonly,8,24,0.625,0.272,2.590,37.192,0.570,0.823,0.060
48,paraonly,8,25,0.458,0.243,2.761,36.867,0.523,0.807,0.055
48,paraonly,8,26,0.500,0.233,2.773,36.867,0.537,0.809,0.059
48,paraonly,8,27,0.417,0.217,2.954,37.208,0.598,0.812,0.065
48,paraonly,8,28,0.417,0.231,2.991,38.392,0.510,0.822,0.048
48,paraonly,8,29,0.500,0.239,2.689,36.650,0.587,0.819,0.056
48,paraonly,8,30,0.417,0.242,2.743,37.517,0.558,0.814,0.065
48,paraonly,8,31,0.500,0.208,2.925,36.983,0.537,0.825,0.064
48,paraonly,8,32,0.542,0.233,3.076,38.950,0.476,0.817,0.059
48,paraonly,4,1,0.458,0.270,1.958,24.625,0.538,0.610,0.101
48,paraonly,4,2,0.583,0.264,1.945,24.783,0.556,0.627,0.091
48,paraonly,4,3,0.500,0.236,2.043,23.325,0.563,0.625,0.084
48,paraonly,4,4,0.458,0.260,1.930,23.233,0.537,0.622,0.091
48,paraonly,4,5,0.417,0.261,1.939,24.142,0.570,0.617,0.094
48,paraonly,4,6,0.583,0.271,1.983,25.800,0.500,0.619,0.087
48,paraonly,4,7,0.375,0.255,1.919,21.850,0.588,0.623,0.087
48,paraonly,4,8,0.500,0.279,2.030,27.442,0.502,0.636,0.076
48,paraonly,4,9,0.458,0.242,1.933,21.608,0.555,0.630,0.087
48,paraonly,4,10,0.375,0.243,2.068,24.050,0.557,0.621,0.094
48,paraonly,4,11,0.417,0.259,1.972,23.525,0.558,0.616,0.087
48,paraonly,4,12,0.542,0.261,1.936,23.275,0.552,0.639,0.080
48,paraonly,4,13,0.500,0.261,1.946,23.150,0.589,0.607,0.091
48,paraonly,4,14,0.583,0.255,1.898,21.758,0.563,0.620,0.090
48,paraonly,4,15,0.417,0.254,1.976,23.458,0.572,0.621,0.102
48,paraonly,4,16,0.458,0.253,1.922,22.167,0.531,0.625,0.088
48,paraonly,4,17,0.458,0.248,2.027,23.750,0.574,0.641,0.090
48,paraonly,4,18,0.542,0.276,2.015,25.533,0.536,0.615,0.092
48,paraonly,4,19,0.542,0.258,2.074,26.750,0.525,0.632,0.092
48,paraonly,4,20,0.500,0.253,1.937,22.925,0.551,0.616,0.090
48,paraonly,4,21,0.583,0.272,1.953,23.983,0.554,0.632,0.080
48,paraonly,4,22,0.542,0.265,1.901,22.417,0.582,0.620,0.096
48,paraonly,4,23,0.333,0.284,1.897,23.700,0.540,0.626,0.096
48,paraonly,4,24,0.625,0.246,1.947,21.708,0.565,0.633,0.095
48,paraonly,4,25,0.458,0.253,2.004,24.992,0.575,0.625,0.100
48,paraonly,4,26,0.500,0.263,2.090,26.675,0.541,0.634,0.091
48,paraonly,4,27,0.417,0.262,1.992,24.375,0.529,0.626,0.086
48,paraonly,4,28,0.417,0.270,1.907,23.400,0.581,0.635,0.098
48,paraonly,4,29,0.500,0.277,1.879,22.517,0.572,0.625,0.086
48,paraonly,4,30,0.417,0.273,2.016,25.400,0.560,0.628,0.093
48,paraonly,4,31,0.500,0.270,1.954,23.783,0.572,0.640,0.093
48,paraonly,4,32,0.542,0.238,2.040,24.708,0.591,0.631,0.103
48,paraonly,2,1,0.458,0.213,1.766,4.243,0.622,0.625,0.204
48,paraonly,2,2,0.583,0.219,1.688,5.667,0.600,0.610,0.167
48,paraonly,2,3,0.500,0.189,1.800,4.094,0.673,0.606,0.189
48,paraonly,2,4,0.458,0.196,1.704,4.596,0.667,0.662,0.188
48,paraonly,2,5,0.417,0.164,1.849,4.126,0.638,0.674,0.194
48,paraonly,2,6,0.583,0.271,1.668,7.042,0.546,0.651,0.188
48,paraonly,2,7,0.375,0.208,1.692,5.250,0.609,0.645,0.187
48,paraonly,2,8,0.500,0.186,1.833,4.105,0.646,0.665,0.210
48,paraonly,2,9,0.458,0.169,1.698,5.018,0.642,0.606,0.174
48,paraonly,2,10,0.375,0.182,1.697,4.845,0.653,0.647,0.182
48,paraonly,2,11,0.417,0.170,1.775,4.460,0.636,0.606,0.180
48,paraonly,2,12,0.542,0.208,1.682,4.640,0.629,0.626,0.200
48,paraonly,2,13,0.500,0.167,1.767,3.954,0.691,0.616,0.182
48,paraonly,2,14,0.583,0.190,1.787,4.483,0.627,0.669,0.189
48,paraonly,2,15,0.417,0.168,1.817,4.372,0.678,0.631,0.196
48,paraonly,2,16,0.458,0.236,1.692,5.429,0.625,0.593,0.172
48,paraonly,2,17,0.458,0.192,1.722,4.947,0.663,0.604,0.163
48,paraonly,2,18,0.542,0.244,1.686,5.836,0.593,0.618,0.182
48,paraonly,2,19,0.542,0.160,1.802,3.081,0.700,0.659,0.201
48,paraonly,2,20,0.500,0.238,1.729,7.094,0.580,0.619,0.170
48,paraonly,2,21,0.583,0.142,1.777,3.821,0.687,0.636,0.206
48,paraonly,2,22,0.542,0.182,1.673,4.219,0.692,0.653,0.188
48,paraonly,2,23,0.333,0.214,1.740,5.518,0.611,0.602,0.185
48,paraonly,2,24,0.625,0.209,1.718,5.143,0.622,0.600,0.166
48,paraonly,2,25,0.458,0.179,1.819,3.832,0.680,0.689,0.198
48,paraonly,2,26,0.500,0.196,1.723,4.675,0.644,0.645,0.200
48,paraonly,2,27,0.417,0.203,1.719,5.103,0.619,0.653,0.183
48,paraonly,2,28,0.417,0.173,1.763,3.713,0.673,0.668,0.188
48,paraonly,2,29,0.500,0.223,1.746,6.797,0.583,0.595,0.188
48,paraonly,2,30,0.417,0.201,1.802,4.119,0.646,0.656,0.194
48,paraonly,2,31,0.500,0.223,1.726,4.551,0.640,0.628,0.190
48,paraonly,2,32,0.542,0.236,1.729,5.781,0.586,0.628,0.168
