chem,struct,m,mix,seed,K,n,heads,rho_lastq,tape_lastq,fuel_lastq,runmean_lastq,cov_wrho,bvar_rho,drift,res,ext_ev,heads_created,rho_traj
paraonly,c4x12,8,chk,14,4,12,1,0.2302,43.2547,0.0621,3.9485,-0.0003,0.0061,-0.0276,19,6264,0,0.22;0.15;0.22;0.16;0.38;0.15;0.20;0.23
paraonly,c4x12,8,chk,15,4,12,1,0.2180,43.2671,0.0373,3.9716,-0.0013,0.0106,-0.0305,8,3792,0,0.23;0.30;0.27;0.19;0.21;0.24;0.22;0.21
paraonly,c4x12,8,chk,16,4,12,1,0.2235,43.2484,0.0373,3.8396,0.0010,0.0075,-0.0244,7,2405,0,0.26;0.21;0.22;0.26;0.16;0.14;0.22;0.28
paraonly,c4x12,8,chk,17,4,12,1,0.2730,43.2360,0.0248,3.3007,-0.0004,0.0088,-0.0237,7,1231,0,0.23;0.21;0.20;0.20;0.37;0.38;0.28;0.26
paraonly,c4x12,8,chk,18,4,12,1,0.2681,43.0559,0.0497,3.3035,0.0005,0.0061,-0.0302,15,2352,0,0.28;0.20;0.19;0.23;0.23;0.15;0.26;0.32
paraonly,c4x12,8,chk,19,4,12,1,0.2258,43.5217,0.0621,4.2359,0.0000,0.0093,-0.0373,12,5943,0,0.28;0.21;0.17;0.23;0.26;0.30;0.21;0.16
paraonly,c4x12,8,chk,20,4,12,1,0.2283,43.0311,0.0435,3.7020,0.0003,0.0061,-0.0229,9,1526,0,0.19;0.21;0.29;0.23;0.19;0.16;0.15;0.27
paraonly,c4x12,8,chk,21,4,12,1,0.1776,42.7205,0.0186,4.7764,-0.0008,0.0144,-0.0318,21,9414,0,0.19;0.22;0.21;0.26;0.19;0.16;0.12;0.23
paraonly,c4x12,8,chk,22,4,12,1,0.2135,43.3106,0.0373,4.0399,0.0011,0.0090,-0.0016,15,2685,0,0.31;0.22;0.30;0.15;0.22;0.32;0.13;0.24
paraonly,c4x12,8,chk,23,4,12,1,0.2245,42.9068,0.0311,3.7005,0.0006,0.0109,-0.0283,9,5819,0,0.19;0.11;0.19;0.15;0.28;0.23;0.24;0.28
paraonly,c4x12,8,chk,24,4,12,1,0.2627,42.7950,0.0683,3.3992,0.0003,0.0106,-0.0241,17,3796,0,0.24;0.28;0.27;0.14;0.33;0.20;0.21;0.23
paraonly,c4x12,2,none,1,4,12,1,0.2230,14.9816,0.6074,1.7732,0.0433,0.0342,-0.0359,760,29571,0,0.15;0.50;0.14;0.19;0.11;0.18;0.27;0.35
paraonly,c4x12,2,none,2,4,12,1,0.2249,15.5460,0.6380,1.7598,0.0000,0.0278,-0.2496,717,28041,0,0.36;0.36;0.12;0.38;0.09;0.00;0.20;0.20
paraonly,c4x12,2,none,3,4,12,1,0.2269,15.4540,0.6012,1.7812,-0.0139,0.0432,-0.0380,785,29593,0,0.19;0.12;0.23;0.31;0.00;0.18;0.00;0.17
paraonly,c4x12,2,none,4,4,12,1,0.2308,15.2147,0.5828,1.8026,0.0235,0.0201,-0.1852,771,29130,0,0.27;0.41;0.13;0.24;0.00;0.22;0.22;0.20
paraonly,c4x12,2,none,5,4,12,1,0.2440,15.3067,0.6564,1.7622,-0.0789,0.1700,-0.1245,770,30474,0,0.20;0.12;0.37;0.11;0.11;0.34;0.17;0.22
paraonly,c4x12,2,none,6,4,12,1,0.2377,14.8098,0.5828,1.7468,0.0139,0.0469,-0.1127,775,29283,0,0.21;0.10;0.30;0.50;0.44;0.33;0.32;0.11
paraonly,c4x12,2,none,7,4,12,1,0.2489,15.4663,0.6074,1.7293,0.0417,0.0208,-0.2853,765,27478,0,0.34;0.44;0.50;0.10;0.19;0.00;0.41;0.28
paraonly,c4x12,2,none,8,4,12,1,0.2564,15.1840,0.5890,1.7388,-0.0074,0.0469,-0.1926,715,27744,0,0.00;0.42;0.17;0.15;0.00;0.53;0.00;0.29
paraonly,c4x12,2,none,9,4,12,1,0.2429,15.2638,0.5644,1.7734,0.0556,0.0208,-0.4075,774,31424,0,0.41;0.24;0.43;0.26;0.24;0.22;0.34;0.24
paraonly,c4x12,2,none,10,4,12,1,0.2363,14.4724,0.7239,1.7646,-0.0083,0.0469,0.1483,757,29312,0,0.09;0.18;0.10;0.29;0.28;0.18;0.26;0.00
paraonly,c4x12,2,none,11,4,12,1,0.2581,15.2699,0.5951,1.7786,-0.0221,0.0469,-0.0528,773,31174,0,0.00;0.00;0.32;0.18;0.31;0.32;0.42;0.27
paraonly,c4x12,2,none,12,4,12,1,0.2438,15.8528,0.6442,1.7639,0.0016,0.0050,0.0725,763,30983,0,0.27;0.14;0.27;0.30;0.30;0.40;0.17;0.37
paraonly,c4x12,2,none,13,4,12,1,0.2470,15.1595,0.6564,1.7602,0.0061,0.0221,-0.2891,734,29194,0,0.13;0.29;0.23;0.20;0.09;0.43;0.20;0.35
paraonly,c4x12,2,none,14,4,12,1,0.2317,15.5153,0.7301,1.7872,0.0556,0.0208,-0.0521,755,26827,0,0.11;0.18;0.25;0.21;0.34;0.33;0.33;0.11
paraonly,c4x12,2,none,15,4,12,1,0.2324,14.3436,0.6994,1.7550,0.0125,0.0430,-0.1858,758,27910,0,0.33;0.45;0.20;0.15;0.29;0.29;0.42;0.21
paraonly,c4x12,2,none,16,4,12,1,0.2355,15.1043,0.6074,1.7759,-0.0150,0.0335,-0.0667,762,28680,0,0.00;0.40;0.10;0.18;0.19;0.42;0.38;0.18
paraonly,c4x12,2,none,17,4,12,1,0.2302,14.9509,0.5276,1.8104,-0.0208,0.0069,0.1717,744,27668,0,0.30;0.23;0.33;0.27;0.29;0.28;0.14;0.24
paraonly,c4x12,2,none,18,4,12,1,0.2464,17.1043,0.5399,1.7970,0.0191,0.0201,-0.0975,700,26137,0,0.00;0.33;0.07;0.36;0.16;0.27;0.26;0.18
paraonly,c4x12,2,none,19,4,12,1,0.2454,15.2577,0.6687,1.7633,0.0000,0.1302,0.0399,722,28637,0,0.18;0.10;0.41;0.23;0.21;0.10;0.49;0.24
paraonly,c4x12,2,none,20,4,12,1,0.2461,14.4110,0.5706,1.7207,0.0208,0.0208,0.0030,773,30965,0,0.23;0.00;0.31;0.15;0.17;0.18;0.40;0.23
paraonly,c4x12,2,none,21,4,12,1,0.2431,15.4479,0.6135,1.7202,-0.0417,0.0139,0.0712,770,28158,0,0.26;0.12;0.00;0.26;0.23;0.26;0.32;0.21
paraonly,c4x12,2,none,22,4,12,1,0.2334,15.4049,0.6074,1.7475,-0.0292,0.1680,-0.0143,764,30632,0,0.10;0.20;0.32;0.14;0.08;0.20;0.44;0.26
paraonly,c4x12,2,none,23,4,12,1,0.2326,14.8528,0.6687,1.7842,-0.0303,0.0556,-0.1851,747,29053,0,0.37;0.31;0.08;0.50;0.39;0.29;0.17;0.12
paraonly,c4x12,2,none,24,4,12,1,0.2489,15.3620,0.5951,1.7275,-0.0156,0.0046,-0.0770,745,27780,0,0.32;0.14;0.26;0.09;0.26;0.36;0.21;0.09
paraonly,c4x12,2,scr,1,4,12,1,0.2286,14.7267,0.6273,1.7519,0.0002,0.0714,0.0710,748,31284,0,0.42;0.35;0.42;0.20;0.45;0.28;0.00;0.00
paraonly,c4x12,2,scr,2,4,12,1,0.2031,14.2795,0.5280,1.7477,0.0097,0.0463,-0.0340,808,33886,0,0.18;0.25;0.36;0.41;0.15;0.14;0.00;0.00
paraonly,c4x12,2,scr,3,4,12,1,0.2395,16.1366,0.6335,1.7396,0.0231,0.0349,0.0351,747,29781,0,0.18;0.29;0.13;0.28;0.20;0.00;0.39;0.43
paraonly,c4x12,2,scr,4,4,12,1,0.2191,15.0807,0.6957,1.7788,0.0330,0.0331,0.0290,773,34421,0,0.27;0.16;0.45;0.29;0.15;0.19;0.27;0.35
paraonly,c4x12,2,scr,5,4,12,1,0.2332,14.7950,0.6087,1.7369,0.0017,0.0329,-0.0815,755,28925,0,0.33;0.24;0.18;0.28;0.43;0.31;0.46;0.28
paraonly,c4x12,2,scr,6,4,12,1,0.2480,15.4596,0.6025,1.7293,0.0211,0.0363,-0.0237,741,27634,0,0.13;0.17;0.00;0.10;0.21;0.32;0.21;0.22
paraonly,c4x12,2,scr,7,4,12,1,0.2304,14.8696,0.6087,1.7520,0.0230,0.0326,0.0230,787,32419,0,0.00;0.00;0.31;0.20;0.00;0.50;0.17;0.30
paraonly,c4x12,2,scr,8,4,12,1,0.2225,13.9503,0.6460,1.7407,0.0118,0.0511,-0.0511,777,33407,0,0.28;0.48;0.13;0.12;0.41;0.25;0.33;0.14
paraonly,c4x12,2,scr,9,4,12,1,0.2293,14.1988,0.5901,1.7704,0.0149,0.0305,-0.0091,817,32806,0,0.22;0.00;0.21;0.41;0.20;0.28;0.25;0.33
paraonly,c4x12,2,scr,10,4,12,1,0.2191,15.0745,0.5652,1.7433,0.0198,0.0351,0.0379,770,30963,0,0.27;0.31;0.16;0.22;0.00;0.27;0.21;0.21
paraonly,c4x12,2,scr,11,4,12,1,0.2585,16.5466,0.6211,1.7676,0.0202,0.0358,-0.0077,751,29473,0,0.10;0.23;0.22;0.00;0.12;0.13;0.23;0.41
paraonly,c4x12,2,scr,12,4,12,1,0.2447,14.8634,0.5093,1.7625,0.0213,0.0399,-0.0325,800,31592,0,0.38;0.14;0.27;0.27;0.33;0.32;0.10;0.36
paraonly,c4x12,2,scr,13,4,12,1,0.2293,15.2981,0.4845,1.7764,0.0140,0.0568,-0.0593,741,30611,0,0.29;0.22;0.21;0.28;0.17;0.35;0.45;0.43
paraonly,c4x12,2,scr,14,4,12,1,0.2448,15.8882,0.6335,1.7459,0.0032,0.0305,0.0082,796,29319,0,0.25;0.22;0.22;0.36;0.21;0.19;0.20;0.23
paraonly,c4x12,2,scr,15,4,12,1,0.2304,15.2671,0.6646,1.8024,0.0222,0.0359,-0.0124,731,25501,0,0.24;0.38;0.27;0.31;0.42;0.30;0.30;0.43
paraonly,c4x12,2,scr,16,4,12,1,0.2397,16.5093,0.6708,1.8153,0.0115,0.0431,0.0338,749,26187,0,0.00;0.11;0.18;0.10;0.55;0.11;0.09;0.13
paraonly,c4x12,2,scr,17,4,12,1,0.2290,15.0373,0.5714,1.7783,0.0128,0.0335,0.0353,806,30708,0,0.07;0.21;0.54;0.26;0.15;0.13;0.19;0.25
paraonly,c4x12,2,scr,18,4,12,1,0.2251,14.4845,0.6460,1.7544,0.0143,0.0426,0.0333,758,31229,0,0.49;0.00;0.44;0.33;0.23;0.47;0.18;0.25
paraonly,c4x12,2,scr,19,4,12,1,0.2245,14.7081,0.5776,1.7736,0.0321,0.0416,-0.0144,763,31185,0,0.19;0.14;0.50;0.08;0.23;0.28;0.36;0.23
paraonly,c4x12,2,scr,20,4,12,1,0.2585,15.5714,0.6211,1.7311,0.0199,0.0410,-0.0153,785,29273,0,0.23;0.00;0.31;0.16;0.34;0.00;0.29;0.18
paraonly,c4x12,2,scr,21,4,12,1,0.2329,15.9317,0.6025,1.8091,0.0081,0.0412,-0.0346,778,30700,0,0.00;0.11;0.28;0.17;0.31;0.24;0.40;0.12
paraonly,c4x12,2,scr,22,4,12,1,0.2427,16.8882,0.5714,1.7774,0.0104,0.0332,0.0111,758,28450,0,0.28;0.15;0.50;0.19;0.00;0.00;0.22;0.21
paraonly,c4x12,2,scr,23,4,12,1,0.2217,13.7950,0.6273,1.7314,0.0127,0.0387,-0.0315,828,33311,0,0.00;0.23;0.00;0.00;0.28;0.43;0.00;0.29
paraonly,c4x12,2,scr,24,4,12,1,0.2365,14.4658,0.6149,1.7836,0.0077,0.0524,-0.0068,781,31764,0,0.25;0.40;0.26;0.09;0.25;0.18;0.00;0.12
paraonly,c4x12,2,chk,1,4,12,1,0.1887,13.5652,0.6149,1.7450,0.0256,0.0407,0.0006,840,34862,0,0.18;0.33;0.27;0.00;0.00;0.25;0.24;0.00
paraonly,c4x12,2,chk,2,4,12,1,0.2132,12.8820,0.6025,1.7329,0.0215,0.0252,-0.0284,755,34166,0,0.29;0.24;0.46;0.33;0.37;0.32;0.00;0.29
paraonly,c4x12,2,chk,3,4,12,1,0.2517,17.1863,0.7081,1.8121,0.0202,0.0292,-0.0152,728,26342,0,0.44;0.35;0.10;0.37;0.27;0.37;0.24;0.45
paraonly,c4x12,2,chk,4,4,12,1,0.2506,15.2174,0.5155,1.7275,0.0125,0.0396,-0.0476,750,27884,0,0.15;0.13;0.36;0.30;0.21;0.37;0.10;0.14
paraonly,c4x12,2,chk,5,4,12,1,0.2154,14.4783,0.6646,1.7475,-0.0100,0.0590,-0.0060,747,29867,0,0.14;0.27;0.00;0.12;0.14;0.50;0.00;0.25
paraonly,c4x12,2,chk,6,4,12,1,0.2510,15.5590,0.5776,1.7550,0.0147,0.0434,-0.0362,775,29019,0,0.12;0.17;0.00;0.24;0.61;0.25;0.22;0.23
paraonly,c4x12,2,chk,7,4,12,1,0.2336,15.8882,0.6149,1.7657,0.0005,0.0357,-0.0724,760,28225,0,0.48;0.20;0.26;0.29;0.18;0.38;0.41;0.49
paraonly,c4x12,2,chk,8,4,12,1,0.2399,15.2857,0.5466,1.7841,-0.0028,0.0667,0.0381,766,29202,0,0.24;0.36;0.52;0.36;0.32;0.00;0.28;0.36
paraonly,c4x12,2,chk,9,4,12,1,0.2564,15.1180,0.5093,1.7432,0.0066,0.0480,0.0231,757,29084,0,0.00;0.23;0.26;0.10;0.33;0.29;0.61;0.50
paraonly,c4x12,2,chk,10,4,12,1,0.2265,15.0124,0.5652,1.7950,0.0118,0.0399,0.0303,745,29791,0,0.33;0.38;0.24;0.22;0.21;0.00;0.17;0.00
paraonly,c4x12,2,chk,11,4,12,1,0.2417,15.8696,0.5590,1.7428,0.0178,0.0329,0.0539,755,27764,0,0.50;0.42;0.32;0.38;0.26;0.21;0.00;0.50
paraonly,c4x12,2,chk,12,4,12,1,0.2368,14.7329,0.6211,1.7649,0.0325,0.0276,-0.1324,745,31527,0,0.33;0.27;0.22;0.23;0.18;0.00;0.27;0.34
paraonly,c4x12,2,chk,13,4,12,1,0.2295,14.5714,0.6273,1.7671,0.0056,0.0424,-0.0248,842,32297,0,0.35;0.30;0.33;0.11;0.38;0.17;0.15;0.40
paraonly,c4x12,2,chk,14,4,12,1,0.2422,15.2733,0.5528,1.7504,0.0049,0.0548,-0.0563,809,30149,0,0.17;0.28;0.00;0.23;0.00;0.22;0.21;0.38
paraonly,c4x12,2,chk,15,4,12,1,0.2297,13.9317,0.5590,1.7185,0.0292,0.0380,-0.0031,805,35694,0,0.23;0.39;0.00;0.24;0.41;0.13;0.34;0.50
paraonly,c4x12,2,chk,16,4,12,1,0.2301,14.6149,0.5590,1.7677,0.0138,0.0487,-0.0694,781,31001,0,0.35;0.29;0.15;0.09;0.23;0.12;0.21;0.31
paraonly,c4x12,2,chk,17,4,12,1,0.2201,14.5901,0.7081,1.7715,0.0208,0.0228,-0.0172,833,33157,0,0.38;0.12;0.11;0.46;0.00;0.08;0.26;0.18
paraonly,c4x12,2,chk,18,4,12,1,0.2046,14.0497,0.6646,1.7789,0.0128,0.0472,-0.1077,736,28616,0,0.14;0.09;0.12;0.22;0.26;0.17;0.18;0.00
paraonly,c4x12,2,chk,19,4,12,1,0.2350,14.8261,0.6149,1.7761,0.0213,0.0432,0.0458,813,32049,0,0.15;0.31;0.18;0.00;0.25;0.24;0.28;0.10
paraonly,c4x12,2,chk,20,4,12,1,0.2651,15.8571,0.6273,1.7345,0.0205,0.0359,-0.0575,750,27912,0,0.35;0.52;0.34;0.00;0.15;0.23;0.15;0.15
paraonly,c4x12,2,chk,21,4,12,1,0.2456,14.9193,0.6087,1.7639,0.0238,0.0314,-0.0833,770,29129,0,0.00;0.00;0.42;0.00;0.19;0.40;0.00;0.20
paraonly,c4x12,2,chk,22,4,12,1,0.2283,14.0186,0.6025,1.7350,0.0217,0.0345,-0.0757,766,31918,0,0.32;0.14;0.37;0.30;0.29;0.11;0.00;0.18
paraonly,c4x12,2,chk,23,4,12,1,0.2695,15.8509,0.5280,1.7277,0.0340,0.0307,0.0127,785,28119,0,0.18;0.39;0.33;0.32;0.30;0.29;0.14;0.11
paraonly,c4x12,2,chk,24,4,12,1,0.2423,14.3230,0.6087,1.7088,0.0137,0.0411,-0.0133,786,29560,0,0.33;0.36;0.33;0.32;0.44;0.15;0.20;0.14
paraonly,c8x6,8,none,1,8,6,1,0.1928,43.4540,0.0675,3.7684,0.0152,0.0278,-0.0473,90,60760,0,0.13;0.18;0.26;0.21;0.33;0.23;0.15;0.18
paraonly,c8x6,8,none,2,8,6,1,0.2324,43.6196,0.0552,3.4653,-0.0031,0.0216,-0.0360,90,60805,0,0.23;0.21;0.28;0.24;0.10;0.26;0.15;0.31
paraonly,c8x6,8,none,3,8,6,1,0.2504,43.8160,0.0429,3.3459,-0.0057,0.0534,-0.0057,90,64431,0,0.18;0.28;0.18;0.20;0.15;0.15;0.34;0.31
paraonly,c8x6,8,none,4,8,6,1,0.2212,43.6196,0.0552,3.5620,0.0056,0.0208,-0.2167,97,56000,0,0.25;0.26;0.26;0.26;0.14;0.23;0.15;0.12
paraonly,c8x6,8,none,5,8,6,1,0.2124,43.9693,0.0613,3.6591,-0.0045,0.0146,-0.1935,85,51970,0,0.23;0.30;0.26;0.23;0.23;0.18;0.26;0.09
paraonly,c8x6,8,none,6,8,6,1,0.2099,43.7791,0.0859,3.6768,0.0007,0.0112,0.0007,76,51507,0,0.23;0.18;0.29;0.28;0.24;0.15;0.21;0.25
paraonly,c8x6,8,none,7,8,6,1,0.2034,43.3804,0.0859,3.6564,0.0050,0.0343,0.0164,86,71962,0,0.21;0.22;0.29;0.27;0.12;0.28;0.19;0.22
paraonly,c8x6,8,none,8,8,6,1,0.2193,43.3865,0.0307,3.5165,0.0053,0.0378,-0.1457,80,58280,0,0.27;0.23;0.31;0.21;0.27;0.27;0.24;0.12
paraonly,c8x6,8,none,9,8,6,1,0.2463,43.3926,0.0491,3.3175,0.0057,0.0378,-0.0282,81,50984,0,0.26;0.31;0.22;0.28;0.25;0.20;0.19;0.20
paraonly,c8x6,8,none,10,8,6,1,0.2012,43.8466,0.0307,3.7545,-0.0027,0.0378,-0.0677,85,76987,0,0.21;0.26;0.29;0.28;0.08;0.20;0.20;0.19
paraonly,c8x6,8,none,11,8,6,1,0.2320,43.7607,0.0491,3.4948,-0.0095,0.0221,-0.0059,83,58602,0,0.18;0.17;0.19;0.23;0.28;0.28;0.25;0.17
paraonly,c8x6,8,none,12,8,6,1,0.2228,43.4540,0.0552,3.5339,0.0124,0.0199,0.1009,88,61388,0,0.10;0.19;0.29;0.36;0.26;0.19;0.25;0.24
paraonly,c8x6,8,none,13,8,6,1,0.2365,43.2515,0.0613,3.3629,0.0133,0.0117,0.0644,87,57554,0,0.25;0.25;0.11;0.26;0.15;0.23;0.17;0.30
paraonly,c8x6,8,none,14,8,6,1,0.2440,43.6442,0.0429,3.3859,-0.0196,0.0329,0.0217,90,49047,0,0.21;0.25;0.19;0.24;0.27;0.23;0.18;0.26
paraonly,c8x6,8,none,15,8,6,1,0.2272,43.6994,0.0368,3.5033,-0.0068,0.0329,-0.1391,77,54994,0,0.21;0.27;0.32;0.28;0.38;0.19;0.30;0.17
paraonly,c8x6,8,none,16,8,6,1,0.1972,43.6380,0.0798,3.7400,0.0007,0.0120,0.0016,93,57238,0,0.29;0.24;0.31;0.23;0.18;0.24;0.22;0.30
paraonly,c8x6,8,none,17,8,6,1,0.2429,43.7669,0.0552,3.3788,-0.0000,0.0104,-0.0611,106,70125,0,0.18;0.28;0.18;0.24;0.09;0.15;0.12;0.28
paraonly,c8x6,8,none,18,8,6,1,0.2434,43.1718,0.0552,3.3053,0.0044,0.0260,-0.0246,82,66810,0,0.22;0.14;0.29;0.22;0.15;0.25;0.25;0.23
paraonly,c8x6,8,none,19,8,6,1,0.2530,43.4847,0.0920,3.3027,0.0152,0.0278,0.1011,93,66103,0,0.16;0.23;0.09;0.23;0.17;0.27;0.15;0.18
paraonly,c8x6,8,none,20,8,6,1,0.2100,43.5153,0.0920,3.6359,-0.0045,0.0221,-0.1626,87,63647,0,0.21;0.28;0.27;0.24;0.24;0.21;0.14;0.14
paraonly,c8x6,8,none,21,8,6,1,0.2123,43.5951,0.0675,3.6577,0.0080,0.0329,-0.0899,87,66273,0,0.16;0.18;0.32;0.18;0.32;0.20;0.20;0.24
paraonly,c8x6,8,none,22,8,6,1,0.2367,43.9325,0.0552,3.4565,0.0036,0.0173,-0.0080,96,66230,0,0.29;0.19;0.16;0.29;0.14;0.24;0.10;0.27
paraonly,c8x6,8,none,23,8,6,1,0.2698,43.5215,0.0491,3.1656,-0.0167,0.0417,-0.1486,82,61160,0,0.26;0.17;0.23;0.22;0.20;0.35;0.27;0.18
paraonly,c8x6,8,none,24,8,6,1,0.1743,43.6871,0.0491,3.9637,0.0047,0.0225,-0.2606,87,57555,0,0.33;0.23;0.27;0.33;0.24;0.27;0.18;0.10
paraonly,c8x6,8,scr,1,8,6,1,0.2661,43.4783,0.0497,3.1870,-0.0005,0.0283,-0.1578,79,41247,0,0.23;0.21;0.23;0.11;0.24;0.31;0.15;0.30
paraonly,c8x6,8,scr,2,8,6,1,0.2930,43.4845,0.0559,3.0591,-0.0021,0.0300,-0.1549,84,46343,0,0.34;0.12;0.37;0.30;0.32;0.15;0.30;0.25
paraonly,c8x6,8,scr,3,8,6,1,0.2990,43.0248,0.0435,2.9084,-0.0009,0.0258,-0.1852,84,52999,0,0.23;0.22;0.18;0.26;0.21;0.15;0.30;0.26
paraonly,c8x6,8,scr,4,8,6,1,0.2540,43.4969,0.1118,3.3192,-0.0023,0.0273,-0.1642,75,52794,0,0.27;0.33;0.19;0.23;0.26;0.33;0.27;0.12
paraonly,c8x6,8,scr,5,8,6,1,0.2766,43.2050,0.0373,3.1321,-0.0003,0.0267,-0.1695,89,38797,0,0.22;0.18;0.25;0.26;0.33;0.26;0.33;0.30
paraonly,c8x6,8,scr,6,8,6,1,0.2477,43.3789,0.0870,3.3146,0.0003,0.0256,-0.1533,83,40688,0,0.28;0.22;0.28;0.29;0.38;0.26;0.21;0.22
paraonly,c8x6,8,scr,7,8,6,1,0.2367,43.1491,0.0497,3.4263,0.0012,0.0278,-0.1821,93,53733,0,0.26;0.33;0.29;0.33;0.28;0.10;0.26;0.18
paraonly,c8x6,8,scr,8,8,6,1,0.2644,43.2174,0.0621,3.3240,0.0017,0.0247,-0.1866,81,53637,0,0.29;0.20;0.13;0.19;0.20;0.24;0.23;0.31
paraonly,c8x6,8,scr,9,8,6,1,0.2721,43.4783,0.0683,3.1984,-0.0030,0.0305,-0.1645,91,57279,0,0.13;0.12;0.30;0.15;0.23;0.33;0.26;0.18
paraonly,c8x6,8,scr,10,8,6,1,0.2520,43.3106,0.0870,3.3309,0.0028,0.0228,-0.2238,75,54474,0,0.19;0.35;0.17;0.13;0.29;0.23;0.19;0.23
paraonly,c8x6,8,scr,11,8,6,1,0.2663,43.4286,0.0683,3.2204,0.0003,0.0235,-0.1400,85,47121,0,0.22;0.29;0.27;0.27;0.33;0.27;0.21;0.19
paraonly,c8x6,8,scr,12,8,6,1,0.2593,43.3851,0.0870,3.2950,0.0012,0.0264,-0.1719,82,52785,0,0.18;0.20;0.18;0.28;0.26;0.18;0.21;0.22
paraonly,c8x6,8,scr,13,8,6,1,0.2291,43.3602,0.0683,3.5289,0.0020,0.0276,-0.1830,85,62932,0,0.18;0.13;0.27;0.24;0.16;0.17;0.25;0.16
paraonly,c8x6,8,scr,14,8,6,1,0.2171,43.5963,0.0373,3.6645,0.0013,0.0247,-0.1729,73,61558,0,0.20;0.18;0.17;0.21;0.18;0.13;0.21;0.15
paraonly,c8x6,8,scr,15,8,6,1,0.2534,43.5652,0.0435,3.3054,-0.0018,0.0251,-0.1598,74,43767,0,0.18;0.26;0.23;0.24;0.26;0.33;0.15;0.31
paraonly,c8x6,8,scr,16,8,6,1,0.2701,43.3416,0.0807,3.1967,0.0014,0.0266,-0.1644,88,44546,0,0.27;0.30;0.21;0.19;0.22;0.20;0.27;0.28
paraonly,c8x6,8,scr,17,8,6,1,0.2567,43.3851,0.0683,3.3013,0.0030,0.0299,-0.2029,74,61982,0,0.23;0.20;0.26;0.24;0.27;0.22;0.24;0.22
paraonly,c8x6,8,scr,18,8,6,1,0.2758,43.6273,0.0621,3.2163,0.0002,0.0271,-0.1921,70,47857,0,0.22;0.25;0.37;0.22;0.23;0.25;0.30;0.19
paraonly,c8x6,8,scr,19,8,6,1,0.2876,43.1429,0.1118,3.0548,-0.0019,0.0285,-0.1823,88,44696,0,0.33;0.25;0.23;0.18;0.27;0.21;0.19;0.33
paraonly,c8x6,8,scr,20,8,6,1,0.2947,43.0807,0.0745,2.9724,-0.0006,0.0320,-0.1475,84,49300,0,0.30;0.38;0.22;0.23;0.24;0.26;0.23;0.31
paraonly,c8x6,8,scr,21,8,6,1,0.2400,43.0062,0.0683,3.3947,-0.0002,0.0258,-0.1857,86,52592,0,0.21;0.33;0.26;0.18;0.24;0.22;0.30;0.33
paraonly,c8x6,8,scr,22,8,6,1,0.2533,43.7702,0.0311,3.3990,-0.0019,0.0311,-0.1995,87,61765,0,0.23;0.17;0.18;0.29;0.22;0.27;0.24;0.21
paraonly,c8x6,8,scr,23,8,6,1,0.2583,43.5466,0.0994,3.3126,-0.0010,0.0284,-0.1771,70,48546,0,0.20;0.23;0.26;0.24;0.24;0.16;0.26;0.20
paraonly,c8x6,8,scr,24,8,6,1,0.2522,43.3602,0.0683,3.3277,-0.0024,0.0264,-0.1761,82,45448,0,0.33;0.30;0.24;0.19;0.24;0.31;0.21;0.19
paraonly,c8x6,8,chk,1,8,6,1,0.2533,43.5652,0.0435,3.3156,-0.0028,0.0314,-0.0344,100,50389,0,0.20;0.25;0.21;0.10;0.29;0.23;0.22;0.22
paraonly,c8x6,8,chk,2,8,6,1,0.2498,43.5528,0.1056,3.3327,-0.0020,0.0323,-0.0657,91,41899,0,0.32;0.36;0.23;0.24;0.18;0.24;0.30;0.22
paraonly,c8x6,8,chk,3,8,6,1,0.2441,43.4969,0.0745,3.3528,-0.0044,0.0271,-0.0457,91,59362,0,0.24;0.18;0.24;0.20;0.24;0.20;0.26;0.33
paraonly,c8x6,8,chk,4,8,6,1,0.2837,43.2857,0.0994,3.0199,-0.0031,0.0253,-0.0493,77,55771,0,0.15;0.21;0.21;0.28;0.22;0.29;0.21;0.25
paraonly,c8x6,8,chk,5,8,6,1,0.2001,44.0124,0.0435,3.7777,0.0030,0.0274,-0.0452,81,58961,0,0.27;0.19;0.23;0.19;0.26;0.06;0.19;0.28
paraonly,c8x6,8,chk,6,8,6,1,0.2464,43.4161,0.0745,3.3274,-0.0018,0.0260,-0.0362,95,51256,0,0.19;0.24;0.18;0.21;0.21;0.24;0.29;0.20
paraonly,c8x6,8,chk,7,8,6,1,0.2451,43.5155,0.0807,3.4173,-0.0018,0.0291,-0.0214,88,61892,0,0.14;0.22;0.28;0.33;0.22;0.17;0.33;0.33
paraonly,c8x6,8,chk,8,8,6,1,0.1787,43.7081,0.0559,3.9318,-0.0007,0.0283,-0.0537,95,67582,0,0.18;0.18;0.15;0.27;0.20;0.19;0.21;0.09
paraonly,c8x6,8,chk,9,8,6,1,0.2493,43.4161,0.0870,3.3277,-0.0011,0.0263,-0.0565,72,63256,0,0.24;0.06;0.08;0.17;0.16;0.22;0.18;0.25
paraonly,c8x6,8,chk,10,8,6,1,0.2422,43.2298,0.0559,3.3121,0.0009,0.0268,-0.0223,81,52062,0,0.25;0.31;0.20;0.32;0.22;0.16;0.26;0.29
paraonly,c8x6,8,chk,11,8,6,1,0.1985,43.3292,0.0497,3.7148,-0.0041,0.0345,-0.0414,76,72139,0,0.24;0.17;0.24;0.13;0.30;0.18;0.18;0.12
