chem,struct,m,mix,seed,K,n,heads,rho_lastq,tape_lastq,fuel_lastq,runmean_lastq,cov_wrho,bvar_rho,drift,res,ext_ev,heads_created,rho_traj
paraonly,c8x6,8,chk,12,8,6,1,0.2594,43.1366,0.0994,3.2107,-0.0024,0.0341,-0.0602,78,66448,0,0.14;0.22;0.15;0.26;0.32;0.22;0.22;0.26
paraonly,c8x6,8,chk,13,8,6,1,0.2214,43.6708,0.0745,3.5681,-0.0017,0.0296,-0.0478,91,70750,0,0.26;0.19;0.17;0.31;0.22;0.11;0.23;0.30
paraonly,c8x6,8,chk,14,8,6,1,0.2531,43.7516,0.0373,3.3136,-0.0019,0.0302,-0.0497,75,63136,0,0.13;0.14;0.05;0.27;0.25;0.16;0.19;0.23
paraonly,c8x6,8,chk,15,8,6,1,0.2803,43.4472,0.0497,3.0775,0.0007,0.0289,-0.0689,89,58070,0,0.19;0.22;0.17;0.17;0.18;0.24;0.30;0.24
paraonly,c8x6,8,chk,16,8,6,1,0.2285,43.2609,0.0373,3.4680,-0.0014,0.0262,-0.0507,89,60243,0,0.27;0.30;0.11;0.24;0.26;0.15;0.22;0.28
paraonly,c8x6,8,chk,17,8,6,1,0.2350,43.1988,0.0435,3.3887,-0.0013,0.0315,-0.0427,80,56170,0,0.06;0.24;0.26;0.20;0.20;0.26;0.25;0.20
paraonly,c8x6,8,chk,18,8,6,1,0.1958,43.8882,0.0248,3.8020,-0.0009,0.0279,-0.0297,82,63687,0,0.23;0.14;0.25;0.30;0.19;0.24;0.10;0.26
paraonly,c8x6,8,chk,19,8,6,1,0.2369,43.4348,0.0621,3.3986,0.0009,0.0241,-0.0433,86,45081,0,0.17;0.20;0.34;0.35;0.26;0.24;0.18;0.27
paraonly,c8x6,8,chk,20,8,6,1,0.2175,43.0124,0.0870,3.5253,-0.0048,0.0265,-0.0359,87,57052,0,0.25;0.30;0.20;0.25;0.24;0.18;0.24;0.27
paraonly,c8x6,8,chk,21,8,6,1,0.2485,43.3540,0.0621,3.3139,0.0015,0.0341,-0.0447,82,63603,0,0.16;0.18;0.16;0.27;0.34;0.18;0.22;0.31
paraonly,c8x6,8,chk,22,8,6,1,0.2206,43.6398,0.0435,3.5690,-0.0052,0.0325,-0.0483,82,53941,0,0.12;0.34;0.18;0.27;0.20;0.05;0.21;0.24
paraonly,c8x6,8,chk,23,8,6,1,0.2293,43.6025,0.0745,3.4686,0.0037,0.0253,-0.0252,82,54066,0,0.31;0.24;0.28;0.24;0.32;0.26;0.21;0.19
paraonly,c8x6,8,chk,24,8,6,1,0.2361,43.8447,0.0186,3.4660,-0.0020,0.0330,-0.0323,89,57464,0,0.34;0.25;0.22;0.34;0.24;0.26;0.27;0.24
paraonly,c8x6,2,none,1,8,6,1,0.2334,23.7485,0.9939,1.8336,0.0290,0.1190,0.0984,1149,92654,0,0.25;0.25;0.18;0.26;0.14;0.32;0.27;0.22
paraonly,c8x6,2,none,2,8,6,1,0.2379,23.1595,1.0184,1.8020,0.0404,0.0612,0.1658,1130,98500,0,0.23;0.21;0.20;0.23;0.28;0.36;0.12;0.37
paraonly,c8x6,2,none,3,8,6,1,0.2394,23.7607,0.8589,1.8396,0.0227,0.0397,-0.0517,1116,97161,0,0.30;0.18;0.41;0.19;0.00;0.22;0.18;0.24
paraonly,c8x6,2,none,4,8,6,1,0.2209,22.8405,0.7853,1.8085,0.0417,0.0347,-0.0876,1090,97774,0,0.11;0.24;0.14;0.08;0.08;0.15;0.40;0.14
paraonly,c8x6,2,none,5,8,6,1,0.2373,23.2086,0.8896,1.8483,-0.0714,0.0833,0.1591,1140,99885,0,0.24;0.19;0.28;0.17;0.14;0.17;0.39;0.25
paraonly,c8x6,2,none,6,8,6,1,0.2290,22.2147,1.0368,1.7959,0.0393,0.1327,0.1338,1108,101773,0,0.25;0.19;0.22;0.07;0.17;0.18;0.18;0.34
paraonly,c8x6,2,none,7,8,6,1,0.2163,21.4540,0.9264,1.7960,0.0453,0.0409,-0.0182,1117,99615,0,0.31;0.26;0.30;0.26;0.15;0.11;0.22;0.34
paraonly,c8x6,2,none,8,8,6,1,0.2453,23.2454,0.9018,1.8020,0.0264,0.1032,-0.0967,1117,92779,0,0.28;0.20;0.21;0.23;0.31;0.17;0.29;0.17
paraonly,c8x6,2,none,9,8,6,1,0.2278,22.1472,0.8773,1.8033,0.0333,0.0154,-0.2355,1113,96913,0,0.39;0.15;0.28;0.34;0.16;0.25;0.18;0.11
paraonly,c8x6,2,none,10,8,6,1,0.2111,22.2270,0.8528,1.8120,0.0190,0.0136,-0.2290,1109,99891,0,0.21;0.20;0.38;0.35;0.26;0.28;0.38;0.26
paraonly,c8x6,2,none,11,8,6,1,0.2188,22.4969,1.0368,1.8262,0.0083,0.0465,0.0166,1110,101668,0,0.18;0.28;0.17;0.21;0.16;0.00;0.10;0.29
paraonly,c8x6,2,none,12,8,6,1,0.2157,22.5890,0.8712,1.8269,0.0497,0.0247,0.0616,1100,100374,0,0.44;0.35;0.16;0.17;0.10;0.15;0.25;0.28
paraonly,c8x6,2,none,13,8,6,1,0.2241,22.4601,0.8834,1.8151,0.0159,0.0306,0.0069,1090,98434,0,0.09;0.08;0.25;0.27;0.23;0.20;0.31;0.11
paraonly,c8x6,2,none,14,8,6,1,0.2458,23.6135,0.8466,1.8024,0.0387,0.0195,-0.1167,1094,96054,0,0.18;0.17;0.17;0.07;0.07;0.23;0.07;0.10
paraonly,c8x6,2,none,15,8,6,1,0.2092,21.8528,0.7791,1.8021,0.0198,0.0409,-0.2150,1139,101792,0,0.12;0.44;0.19;0.19;0.19;0.24;0.16;0.18
paraonly,c8x6,2,none,16,8,6,1,0.2279,22.3374,0.8160,1.7807,0.0149,0.0354,0.0305,1098,96003,0,0.14;0.45;0.07;0.24;0.13;0.16;0.15;0.25
paraonly,c8x6,2,none,17,8,6,1,0.2103,22.2270,0.8405,1.8194,0.0513,0.0444,-0.0562,1078,101214,0,0.08;0.26;0.12;0.31;0.12;0.00;0.12;0.10
paraonly,c8x6,2,none,18,8,6,1,0.2074,22.9141,0.8773,1.8690,0.0028,0.0216,0.0833,1131,96518,0,0.29;0.28;0.30;0.16;0.19;0.12;0.29;0.19
paraonly,c8x6,2,none,19,8,6,1,0.2341,23.2393,0.8160,1.8096,0.0333,0.0100,-0.1314,1121,94513,0,0.31;0.35;0.28;0.27;0.26;0.24;0.17;0.32
paraonly,c8x6,2,none,20,8,6,1,0.2267,23.1288,0.9755,1.8369,0.0097,0.0374,-0.2119,1097,93455,0,0.35;0.23;0.11;0.27;0.34;0.07;0.35;0.06
paraonly,c8x6,2,none,21,8,6,1,0.2242,23.3988,0.9448,1.8315,0.0197,0.0365,-0.1627,1101,99110,0,0.21;0.30;0.27;0.18;0.30;0.20;0.08;0.07
paraonly,c8x6,2,none,22,8,6,1,0.1969,21.4417,0.8712,1.7938,-0.0639,0.1335,-0.0306,1103,101643,0,0.29;0.41;0.18;0.00;0.29;0.07;0.07;0.21
paraonly,c8x6,2,none,23,8,6,1,0.2299,23.2883,0.8344,1.8365,0.0556,0.0551,0.1042,1099,98114,0,0.34;0.32;0.36;0.29;0.18;0.09;0.31;0.36
paraonly,c8x6,2,none,24,8,6,1,0.2109,21.9509,0.8650,1.8107,0.0463,0.0444,-0.0065,1095,104325,0,0.22;0.38;0.22;0.31;0.15;0.33;0.10;0.26
paraonly,c8x6,2,scr,1,8,6,1,0.1948,20.7516,0.8571,1.7693,0.0237,0.0470,-0.0060,1103,99984,0,0.13;0.30;0.41;0.22;0.39;0.15;0.12;0.25
paraonly,c8x6,2,scr,2,8,6,1,0.2190,22.5404,0.9814,1.8117,0.0117,0.0564,-0.0189,1112,101935,0,0.24;0.30;0.27;0.17;0.28;0.18;0.34;0.20
paraonly,c8x6,2,scr,3,8,6,1,0.2177,22.3913,0.8944,1.8216,0.0096,0.0790,-0.0092,1096,96529,0,0.14;0.13;0.39;0.19;0.33;0.12;0.19;0.09
paraonly,c8x6,2,scr,4,8,6,1,0.2217,21.7143,0.8137,1.7596,0.0245,0.0577,-0.0233,1148,100473,0,0.31;0.25;0.30;0.23;0.18;0.08;0.27;0.35
paraonly,c8x6,2,scr,5,8,6,1,0.2454,22.7081,0.9130,1.8097,0.0151,0.0489,0.0266,1105,99984,0,0.24;0.08;0.44;0.00;0.07;0.21;0.30;0.36
paraonly,c8x6,2,scr,6,8,6,1,0.2078,21.7267,0.8199,1.8106,0.0135,0.0460,-0.0463,1089,97207,0,0.19;0.08;0.08;0.10;0.20;0.25;0.37;0.25
paraonly,c8x6,2,scr,7,8,6,1,0.2119,21.5963,0.8634,1.7937,0.0178,0.0778,0.0416,1085,102814,0,0.36;0.21;0.16;0.27;0.29;0.45;0.09;0.25
paraonly,c8x6,2,scr,8,8,6,1,0.2295,22.1056,0.8571,1.8010,0.0219,0.0515,-0.0324,1111,102562,0,0.14;0.26;0.15;0.18;0.24;0.21;0.20;0.26
paraonly,c8x6,2,scr,9,8,6,1,0.2296,21.8944,0.8509,1.7814,0.0170,0.0643,0.0363,1123,100837,0,0.42;0.08;0.08;0.12;0.36;0.08;0.17;0.26
paraonly,c8x6,2,scr,10,8,6,1,0.2572,23.6584,0.9565,1.8094,0.0125,0.0661,0.0144,1138,99404,0,0.16;0.10;0.25;0.28;0.22;0.26;0.16;0.28
paraonly,c8x6,2,scr,11,8,6,1,0.2194,22.6398,0.7826,1.8188,0.0229,0.0711,0.0520,1115,103612,0,0.27;0.10;0.41;0.21;0.25;0.16;0.08;0.30
paraonly,c8x6,2,scr,12,8,6,1,0.2023,21.4099,0.7826,1.8323,0.0158,0.0527,-0.0040,1112,103910,0,0.00;0.25;0.26;0.38;0.60;0.35;0.27;0.26
paraonly,c8x6,2,scr,13,8,6,1,0.2065,21.3043,0.9441,1.8067,0.0242,0.0608,0.0524,1104,103256,0,0.24;0.29;0.27;0.28;0.00;0.29;0.18;0.17
paraonly,c8x6,2,scr,14,8,6,1,0.2223,22.9193,0.9130,1.8507,0.0110,0.0621,-0.0817,1113,99071,0,0.16;0.34;0.23;0.22;0.18;0.26;0.12;0.10
paraonly,c8x6,2,scr,15,8,6,1,0.2113,22.2733,0.8447,1.8190,0.0263,0.0618,-0.0272,1121,100133,0,0.40;0.22;0.21;0.21;0.24;0.26;0.18;0.20
paraonly,c8x6,2,scr,16,8,6,1,0.2285,23.4348,0.9130,1.8487,0.0240,0.0580,0.0283,1108,99446,0,0.21;0.07;0.38;0.26;0.28;0.31;0.16;0.55
paraonly,c8x6,2,scr,17,8,6,1,0.2340,22.9130,0.8634,1.8227,0.0138,0.0790,0.0675,1118,95783,0,0.16;0.14;0.20;0.24;0.34;0.33;0.27;0.28
paraonly,c8x6,2,scr,18,8,6,1,0.2485,22.8447,0.9193,1.8148,0.0114,0.0619,-0.0174,1117,98995,0,0.17;0.42;0.30;0.37;0.17;0.33;0.21;0.13
paraonly,c8x6,2,scr,19,8,6,1,0.2135,21.8820,0.7143,1.8047,0.0116,0.0657,-0.0270,1126,102068,0,0.29;0.32;0.38;0.06;0.15;0.14;0.07;0.12
paraonly,c8x6,2,scr,20,8,6,1,0.2145,22.5404,0.9627,1.8208,0.0270,0.0642,0.0002,1086,97479,0,0.25;0.25;0.13;0.39;0.00;0.44;0.11;0.27
paraonly,c8x6,2,scr,21,8,6,1,0.2226,22.2360,0.7578,1.7812,0.0263,0.0482,0.0729,1164,98848,0,0.17;0.38;0.17;0.25;0.13;0.39;0.21;0.32
paraonly,c8x6,2,scr,22,8,6,1,0.2289,22.7019,0.8199,1.8143,0.0142,0.0436,0.0514,1140,95229,0,0.28;0.38;0.31;0.20;0.19;0.13;0.17;0.08
paraonly,c8x6,2,scr,23,8,6,1,0.2276,21.4534,0.8758,1.7596,0.0277,0.0780,0.0319,1090,100879,0,0.37;0.27;0.24;0.34;0.42;0.26;0.25;0.23
paraonly,c8x6,2,scr,24,8,6,1,0.2126,22.9193,0.9379,1.8489,0.0113,0.0585,0.0281,1133,101032,0,0.31;0.24;0.25;0.13;0.13;0.07;0.30;0.05
paraonly,c8x6,2,chk,1,8,6,1,0.1968,21.6894,0.8696,1.8187,0.0102,0.0584,0.0246,1125,101787,0,0.38;0.35;0.27;0.17;0.32;0.00;0.21;0.34
paraonly,c8x6,2,chk,2,8,6,1,0.2357,23.2981,0.7826,1.8500,0.0218,0.0621,-0.0079,1134,97593,0,0.19;0.31;0.26;0.31;0.13;0.12;0.27;0.17
paraonly,c8x6,2,chk,3,8,6,1,0.2294,23.0435,0.9193,1.8121,0.0223,0.0625,0.0113,1100,100172,0,0.20;0.07;0.10;0.24;0.30;0.14;0.15;0.35
paraonly,c8x6,2,chk,4,8,6,1,0.2235,23.0435,0.8820,1.8723,0.0255,0.0616,0.0487,1115,97391,0,0.42;0.19;0.22;0.31;0.21;0.39;0.27;0.28
paraonly,c8x6,2,chk,5,8,6,1,0.2230,21.5652,0.8696,1.7474,0.0149,0.0544,-0.0138,1116,101835,0,0.31;0.16;0.20;0.38;0.31;0.33;0.52;0.29
paraonly,c8x6,2,chk,6,8,6,1,0.2286,22.5652,0.8820,1.8016,0.0125,0.0627,-0.0522,1153,97533,0,0.27;0.38;0.21;0.14;0.15;0.25;0.22;0.16
paraonly,c8x6,2,chk,7,8,6,1,0.2208,22.3478,0.9689,1.8080,0.0254,0.0505,0.0142,1121,104623,0,0.25;0.32;0.46;0.12;0.22;0.18;0.36;0.29
paraonly,c8x6,2,chk,8,8,6,1,0.2182,21.7391,0.9068,1.8025,0.0286,0.0491,-0.0324,1139,99523,0,0.23;0.34;0.31;0.26;0.38;0.28;0.31;0.24
paraonly,c8x6,2,chk,9,8,6,1,0.2270,21.8571,0.8199,1.7734,0.0251,0.0676,0.0461,1141,98513,0,0.43;0.23;0.00;0.08;0.17;0.34;0.33;0.32
paraonly,c8x6,2,chk,10,8,6,1,0.2102,22.1925,0.9006,1.8205,0.0283,0.0774,0.0653,1097,103425,0,0.28;0.24;0.19;0.32;0.42;0.24;0.30;0.27
paraonly,c8x6,2,chk,11,8,6,1,0.2299,22.9814,0.9130,1.8146,0.0131,0.0688,0.0009,1145,95457,0,0.21;0.23;0.33;0.06;0.35;0.23;0.13;0.16
paraonly,c8x6,2,chk,12,8,6,1,0.2065,21.7081,0.8882,1.8115,0.0261,0.0409,-0.0250,1121,102039,0,0.15;0.48;0.27;0.25;0.00;0.24;0.26;0.26
paraonly,c8x6,2,chk,13,8,6,1,0.2179,22.2981,0.8509,1.8143,0.0216,0.0631,0.0325,1122,98534,0,0.22;0.26;0.22;0.39;0.12;0.13;0.00;0.30
paraonly,c8x6,2,chk,14,8,6,1,0.2213,22.4286,1.0373,1.8135,0.0207,0.0551,-0.0076,1147,99493,0,0.32;0.19;0.31;0.20;0.27;0.18;0.00;0.21
paraonly,c8x6,2,chk,15,8,6,1,0.2227,22.8571,0.8509,1.8146,0.0175,0.0769,0.0178,1134,99478,0,0.27;0.16;0.18;0.18;0.15;0.25;0.27;0.24
paraonly,c8x6,2,chk,16,8,6,1,0.2223,23.1242,0.9627,1.8407,0.0177,0.0463,-0.0796,1153,96015,0,0.07;0.11;0.13;0.16;0.24;0.14;0.08;0.33
paraonly,c8x6,2,chk,17,8,6,1,0.2345,23.0745,0.7764,1.8148,0.0180,0.0555,-0.0087,1119,93051,0,0.29;0.09;0.23;0.28;0.29;0.13;0.20;0.25
paraonly,c8x6,2,chk,18,8,6,1,0.2195,22.5031,0.9193,1.8150,0.0275,0.0382,-0.0730,1128,100951,0,0.17;0.18;0.07;0.26;0.08;0.13;0.14;0.28
paraonly,c8x6,2,chk,19,8,6,1,0.2310,22.5280,0.8385,1.8040,0.0159,0.0608,0.0285,1129,101789,0,0.33;0.36;0.38;0.26;0.23;0.28;0.28;0.25
paraonly,c8x6,2,chk,20,8,6,1,0.1974,21.5901,0.8820,1.8203,0.0255,0.0493,-0.0582,1159,98846,0,0.12;0.26;0.35;0.06;0.24;0.16;0.06;0.23
paraonly,c8x6,2,chk,21,8,6,1,0.2294,22.6335,0.9193,1.7976,0.0202,0.0658,0.0135,1140,96601,0,0.15;0.31;0.24;0.13;0.06;0.10;0.16;0.07
paraonly,c8x6,2,chk,22,8,6,1,0.2109,21.4969,0.8012,1.8125,0.0336,0.0508,-0.0969,1115,99279,0,0.33;0.54;0.26;0.12;0.15;0.19;0.18;0.27
paraonly,c8x6,2,chk,23,8,6,1,0.2078,20.8758,0.8634,1.7462,0.0179,0.0478,-0.0418,1077,102710,0,0.07;0.28;0.43;0.20;0.06;0.20;0.00;0.35
paraonly,c8x6,2,chk,24,8,6,1,0.2142,22.0559,0.8509,1.7835,0.0266,0.0478,-0.0169,1139,100881,0,0.31;0.27;0.00;0.18;0.26;0.28;0.15;0.28
paraonly,bulk8,8,none,1,1,48,8,0.2364,38.4969,0.0613,2.8027,,,-0.0994,0,0,0,0.22;0.16;0.18;0.12;0.20;0.26;0.31;0.19
paraonly,bulk8,8,none,2,1,48,8,0.2122,39.6687,0.0920,3.1578,,,-0.1043,0,0,0,0.29;0.13;0.15;0.17;0.34;0.29;0.21;0.19
paraonly,bulk8,8,none,3,1,48,8,0.1957,38.8405,0.0736,3.1928,,,-0.2028,0,0,0,0.32;0.22;0.31;0.16;0.32;0.09;0.34;0.22
paraonly,bulk8,8,none,4,1,48,8,0.2622,39.3129,0.0920,2.7256,,,-0.2262,0,0,0,0.24;0.26;0.21;0.14;0.28;0.24;0.31;0.14
paraonly,bulk8,8,none,5,1,48,8,0.2453,35.5828,0.0859,2.6864,,,-0.0810,0,0,0,0.32;0.20;0.22;0.16;0.28;0.29;0.25;0.26
paraonly,bulk8,8,none,6,1,48,8,0.2257,37.8405,0.1288,2.8608,,,-0.0405,0,0,0,0.21;0.28;0.15;0.21;0.22;0.29;0.14;0.23
paraonly,bulk8,8,none,7,1,48,8,0.2810,35.8712,0.1166,2.5059,,,0.1024,0,0,0,0.33;0.32;0.24;0.25;0.29;0.32;0.24;0.38
paraonly,bulk8,8,none,8,1,48,8,0.2217,36.8528,0.1043,2.9454,,,-0.0220,0,0,0,0.26;0.24;0.27;0.14;0.21;0.20;0.32;0.31
paraonly,bulk8,8,none,9,1,48,8,0.2000,38.1166,0.0982,3.0522,,,-0.2656,0,0,0,0.29;0.23;0.20;0.24;0.28;0.17;0.21;0.12
paraonly,bulk8,8,none,10,1,48,8,0.2099,39.7362,0.0982,3.0994,,,-0.1275,0,0,0,0.23;0.31;0.20;0.27;0.10;0.34;0.24;0.21
paraonly,bulk8,8,none,11,1,48,8,0.2288,39.4724,0.0491,2.9845,,,-0.0037,0,0,0,0.28;0.23;0.21;0.27;0.14;0.26;0.25;0.34
paraonly,bulk8,8,none,12,1,48,8,0.2018,36.4540,0.1166,2.9824,,,-0.2638,1,8,0,0.21;0.23;0.19;0.16;0.28;0.31;0.24;0.12
paraonly,bulk8,8,none,13,1,48,8,0.2120,39.4049,0.0736,3.0873,,,-0.2204,0,0,0,0.21;0.19;0.33;0.17;0.15;0.21;0.18;0.17
paraonly,bulk8,8,none,14,1,48,8,0.2380,38.2393,0.0798,2.7992,,,0.0370,0,0,0,0.29;0.14;0.14;0.33;0.21;0.20;0.33;0.30
paraonly,bulk8,8,none,15,1,48,8,0.2470,37.0307,0.0982,2.7336,,,-0.2827,0,0,0,0.26;0.15;0.23;0.29;0.17;0.31;0.27;0.12
paraonly,bulk8,8,none,16,1,48,8,0.2430,39.5031,0.0675,2.8118,,,-0.2360,0,0,0,0.19;0.17;0.29;0.18;0.33;0.27;0.24;0.17
paraonly,bulk8,8,none,17,1,48,8,0.2194,36.1043,0.0491,2.9958,,,-0.1113,1,165,0,0.17;0.22;0.29;0.19;0.24;0.24;0.33;0.15
paraonly,bulk8,8,none,18,1,48,8,0.2412,36.4663,0.1472,2.7130,,,-0.1066,0,0,0,0.15;0.27;0.29;0.19;0.29;0.17;0.17;0.29
paraonly,bulk8,8,none,19,1,48,8,0.2333,35.5706,0.0859,2.7570,,,-0.1279,0,0,0,0.26;0.35;0.25;0.29;0.33;0.28;0.17;0.28
paraonly,bulk8,8,none,20,1,48,8,0.2501,37.7423,0.0982,2.7039,,,-0.0437,0,0,0,0.34;0.19;0.25;0.28;0.14;0.24;0.28;0.22
paraonly,bulk8,8,none,21,1,48,8,0.2462,38.8160,0.0736,2.7511,,,-0.2247,0,0,0,0.29;0.29;0.24;0.16;0.28;0.20;0.25;0.12
paraonly,bulk8,8,none,22,1,48,8,0.2364,38.2577,0.1104,2.8591,,,-0.1116,0,0,0,0.25;0.24;0.24;0.28;0.15;0.23;0.23;0.26
paraonly,bulk8,8,none,23,1,48,8,0.2667,35.6626,0.1227,2.5833,,,-0.0575,0,0,0,0.17;0.21;0.17;0.29;0.17;0.18;0.32;0.31
paraonly,bulk8,8,none,24,1,48,8,0.2234,38.8896,0.0491,2.9402,,,0.0564,1,95,0,0.21;0.25;0.19;0.22;0.26;0.26;0.10;0.35
paraonly,bulk8,8,scr,1,1,48,8,0.2536,39.0497,0.0683,2.8664,,,-0.1786,0,0,0,0.19;0.20;0.19;0.21;0.25;0.17;0.19;0.35
paraonly,bulk8,8,scr,2,1,48,8,0.2576,39.4658,0.0745,2.7434,,,-0.1832,0,0,0,0.17;0.31;0.19;0.25;0.00;0.19;0.30;0.27
paraonly,bulk8,8,scr,3,1,48,8,0.2653,39.8758,0.0994,2.6896,,,-0.1706,0,0,0,0.26;0.24;0.15;0.30;0.24;0.19;0.24;0.27
paraonly,bulk8,8,scr,4,1,48,8,0.2458,39.0994,0.0683,2.8616,,,-0.1337,0,0,0,0.28;0.20;0.09;0.18;0.16;0.10;0.23;0.21
paraonly,bulk8,8,scr,5,1,48,8,0.2650,40.4099,0.0621,2.7523,,,-0.1606,0,0,0,0.26;0.25;0.25;0.31;0.16;0.26;0.29;0.26
paraonly,bulk8,8,scr,6,1,48,8,0.2581,38.5901,0.0683,2.7047,,,-0.1785,0,0,0,0.30;0.25;0.32;0.24;0.17;0.21;0.31;0.19
paraonly,bulk8,8,scr,7,1,48,8,0.2127,39.0124,0.1056,3.0798,,,-0.1609,0,0,0,0.21;0.23;0.21;0.24;0.24;0.23;0.29;0.19
paraonly,bulk8,8,scr,8,1,48,8,0.2635,38.6335,0.0932,2.6611,,,-0.1932,0,0,0,0.24;0.21;0.19;0.23;0.25;0.33;0.14;0.14
paraonly,bulk8,8,scr,9,1,48,8,0.2171,37.5404,0.0870,2.8673,,,-0.1437,0,0,0,0.23;0.27;0.28;0.28;0.26;0.32;0.21;0.10
paraonly,bulk8,8,scr,10,1,48,8,0.2392,35.9565,0.0621,2.7053,,,-0.1840,0,0,0,0.26;0.27;0.17;0.14;0.22;0.27;0.24;0.19
paraonly,bulk8,8,scr,11,1,48,8,0.2760,38.7888,0.0932,2.5957,,,-0.2061,0,0,0,0.23;0.19;0.22;0.30;0.15;0.24;0.24;0.18
paraonly,bulk8,8,scr,12,1,48,8,0.2171,37.9752,0.0932,3.0039,,,-0.1800,0,0,0,0.25;0.28;0.24;0.27;0.26;0.19;0.11;0.28
paraonly,bulk8,8,scr,13,1,48,8,0.2404,39.1739,0.0683,2.9448,,,-0.1788,0,0,0,0.24;0.14;0.22;0.17;0.29;0.30;0.24;0.26
paraonly,bulk8,8,scr,14,1,48,8,0.2742,38.7516,0.0994,2.6527,,,-0.1786,0,0,0,0.17;0.26;0.21;0.19;0.29;0.24;0.18;0.38
paraonly,bulk8,8,scr,15,1,48,8,0.2217,40.2050,0.0932,3.0668,,,-0.1718,0,0,0,0.27;0.26;0.19;0.31;0.23;0.23;0.33;0.22
paraonly,bulk8,8,scr,16,1,48,8,0.2412,38.9752,0.1056,2.8929,,,-0.2123,0,0,0,0.26;0.32;0.31;0.10;0.20;0.21;0.20;0.16
paraonly,bulk8,8,scr,17,1,48,8,0.2627,39.1304,0.0994,2.7292,,,-0.1603,0,0,0,0.43;0.23;0.24;0.25;0.21;0.11;0.23;0.35
paraonly,bulk8,8,scr,18,1,48,8,0.2613,38.1366,0.0994,2.7415,,,-0.1971,0,0,0,0.21;0.27;0.28;0.23;0.27;0.23;0.25;0.29
paraonly,bulk8,8,scr,19,1,48,8,0.2545,38.2857,0.1180,2.7412,,,-0.2371,0,0,0,0.21;0.19;0.24;0.20;0.21;0.30;0.18;0.21
paraonly,bulk8,8,scr,20,1,48,8,0.2491,38.7640,0.1056,2.7680,,,-0.2016,0,0,0,0.21;0.08;0.22;0.24;0.23;0.14;0.26;0.31
paraonly,bulk8,8,scr,21,1,48,8,0.2516,39.9068,0.0683,2.8532,,,-0.1507,0,0,0,0.25;0.24;0.15;0.11;0.31;0.26;0.25;0.31
paraonly,bulk8,8,scr,22,1,48,8,0.2706,38.9876,0.0683,2.6882,,,-0.2197,0,0,0,0.27;0.13;0.27;0.12;0.30;0.30;0.21;0.28
paraonly,bulk8,8,scr,23,1,48,8,0.2601,36.7205,0.0497,2.6203,,,-0.1138,0,0,0,0.21;0.28;0.27;0.33;0.28;0.23;0.31;0.30
paraonly,bulk8,8,scr,24,1,48,8,0.2668,38.9193,0.0932,2.6972,,,-0.1500,0,0,0,0.27;0.24;0.16;0.26;0.31;0.24;0.26;0.19
paraonly,bulk8,8,chk,1,1,48,8,0.2425,39.2981,0.0745,2.8601,,,-0.0321,0,0,0,0.37;0.22;0.26;0.24;0.28;0.28;0.26;0.28
paraonly,bulk8,8,chk,2,1,48,8,0.2708,36.1491,0.1863,2.5680,,,-0.0433,0,0,0,0.19;0.24;0.18;0.21;0.22;0.17;0.33;0.23
paraonly,bulk8,8,chk,3,1,48,8,0.2508,35.8199,0.0932,2.7101,,,-0.0381,1,34,0,0.15;0.09;0.20;0.07;0.15;0.27;0.25;0.24
paraonly,bulk8,8,chk,4,1,48,8,0.2406,39.7391,0.0994,2.8837,,,-0.0357,0,0,0,0.27;0.24;0.25;0.26;0.24;0.29;0.25;0.17
paraonly,bulk8,8,chk,5,1,48,8,0.2543,39.1739,0.0932,2.8056,,,-0.0402,0,0,0,0.19;0.25;0.25;0.23;0.25;0.16;0.22;0.25
paraonly,bulk8,8,chk,6,1,48,8,0.2012,38.7764,0.0621,3.1113,,,-0.0529,0,0,0,0.36;0.13;0.32;0.15;0.07;0.22;0.26;0.18
paraonly,bulk8,8,chk,7,1,48,8,0.2488,40.0311,0.0932,2.8454,,,-0.0267,0,0,0,0.14;0.23;0.16;0.26;0.26;0.23;0.29;0.19
paraonly,bulk8,8,chk,8,1,48,8,0.2364,34.4161,0.1118,2.6949,,,-0.0469,0,0,0,0.28;0.18;0.22;0.21;0.18;0.30;0.18;0.23
paraonly,bulk8,8,chk,9,1,48,8,0.2400,35.4224,0.0497,2.6894,,,-0.0657,1,34,0,0.25;0.19;0.29;0.23;0.19;0.22;0.18;0.07
paraonly,bulk8,8,chk,10,1,48,8,0.2239,34.7329,0.0807,2.8724,,,-0.0346,1,33,0,0.27;0.12;0.29;0.21;0.29;0.21;0.17;0.10
paraonly,bulk8,8,chk,11,1,48,8,0.2249,37.7081,0.0932,2.9456,,,-0.0344,0,0,0,0.23;0.25;0.30;0.24;0.23;0.27;0.23;0.25
paraonly,bulk8,8,chk,12,1,48,8,0.2265,36.0932,0.1056,2.8538,,,-0.0541,0,0,0,0.25;0.29;0.12;0.23;0.21;0.21;0.16;0.25
paraonly,bulk8,8,chk,13,1,48,8,0.2179,38.4286,0.1242,3.0114,,,-0.0281,0,0,0,0.27;0.34;0.31;0.13;0.31;0.21;0.23;0.16
paraonly,bulk8,8,chk,14,1,48,8,0.2560,36.9130,0.0994,2.6326,,,-0.0488,0,0,0,0.33;0.24;0.26;0.27;0.11;0.24;0.22;0.06
