init,m,mu,seed,outcome,t_birth,t_secure,births_A,births_C,mut_BD,mut_DB,mutant_share_lastq,end_slow,end_fast,pokes
fast,8,0.003,2,RESIDENT_HOLDS,487,,24,1709,3,232,0.020,2,21,2666
fast,8,0.003,3,RESIDENT_HOLDS,534,,26,1700,3,247,0.014,0,24,2666
fast,8,0.003,4,RESIDENT_HOLDS,4066,,15,1766,4,242,0.010,0,24,2666
fast,8,0.003,5,RESIDENT_HOLDS,1772,,33,1692,2,264,0.011,0,24,2666
fast,8,0.003,6,RESIDENT_HOLDS,136,,22,1710,2,268,0.011,0,23,2666
fast,8,0.003,7,RESIDENT_HOLDS,126,,23,1687,4,283,0.016,0,23,2666
fast,8,0.003,8,RESIDENT_HOLDS,305,,17,1712,1,236,0.010,0,23,2666
fast,8,0.003,9,RESIDENT_HOLDS,1942,,16,1707,3,255,0.006,0,23,2666
fast,8,0.003,10,RESIDENT_HOLDS,78,,22,1721,3,285,0.007,0,24,2666
fast,8,0.003,11,RESIDENT_HOLDS,1729,,21,1707,4,283,0.014,0,23,2666
fast,8,0.003,12,RESIDENT_HOLDS,1875,,16,1719,4,229,0.010,0,24,2666
fast,8,0.003,13,RESIDENT_HOLDS,435,,25,1706,6,249,0.011,1,22,2666
fast,8,0.003,14,RESIDENT_HOLDS,2599,,18,1731,2,235,0.011,2,21,2666
fast,8,0.003,15,RESIDENT_HOLDS,148,,15,1712,1,236,0.005,1,23,2666
fast,8,0.003,16,RESIDENT_HOLDS,249,,25,1705,2,263,0.012,1,23,2666
fast,8,0.003,17,RESIDENT_HOLDS,1536,,28,1745,4,245,0.014,0,24,2666
fast,8,0.003,18,RESIDENT_HOLDS,66,,19,1751,4,213,0.005,0,24,2666
fast,8,0.003,19,RESIDENT_HOLDS,1826,,19,1755,1,230,0.018,4,19,2666
fast,8,0.003,20,RESIDENT_HOLDS,87,,21,1736,2,243,0.007,0,24,2666
fast,8,0.003,21,RESIDENT_HOLDS,370,,26,1708,4,242,0.017,0,24,2666
fast,8,0.003,22,RESIDENT_HOLDS,220,,32,1715,9,281,0.011,0,23,2666
fast,8,0.003,23,RESIDENT_HOLDS,1096,,15,1751,2,244,0.004,0,23,2666
fast,8,0.003,24,RESIDENT_HOLDS,86,,12,1727,4,255,0.010,1,22,2666
fast,8,0.010,1,RESIDENT_HOLDS,486,,69,1668,35,815,0.036,0,24,2666
fast,8,0.010,2,RESIDENT_HOLDS,121,,43,1680,31,761,0.030,1,23,2666
fast,8,0.010,3,RESIDENT_HOLDS,77,,76,1626,24,745,0.037,1,22,2666
fast,8,0.010,4,RESIDENT_HOLDS,186,,64,1660,39,757,0.039,2,21,2666
fast,8,0.010,5,RESIDENT_HOLDS,94,,69,1673,26,804,0.033,0,23,2666
fast,8,0.010,6,RESIDENT_HOLDS,676,,81,1625,31,835,0.034,0,23,2666
fast,8,0.010,7,RESIDENT_HOLDS,449,,80,1658,33,789,0.034,0,23,2666
fast,8,0.010,8,RESIDENT_HOLDS,190,,64,1669,19,769,0.034,0,24,2666
fast,8,0.010,9,RESIDENT_HOLDS,165,,73,1648,27,837,0.028,0,23,2666
fast,8,0.010,10,RESIDENT_HOLDS,572,,88,1682,34,786,0.029,0,22,2666
fast,8,0.010,11,RESIDENT_HOLDS,374,,72,1654,34,802,0.024,0,24,2666
fast,8,0.010,12,RESIDENT_HOLDS,502,,80,1678,37,803,0.041,0,23,2666
fast,8,0.010,13,RESIDENT_HOLDS,440,,69,1656,29,816,0.031,0,23,2666
fast,8,0.010,14,RESIDENT_HOLDS,66,,75,1648,23,743,0.032,0,24,2666
fast,8,0.010,15,RESIDENT_HOLDS,555,,72,1653,30,797,0.033,0,24,2666
fast,8,0.010,16,RESIDENT_HOLDS,68,,66,1682,26,812,0.033,0,23,2666
fast,8,0.010,17,RESIDENT_HOLDS,507,,94,1642,23,751,0.035,0,24,2666
fast,8,0.010,18,RESIDENT_HOLDS,708,,97,1662,33,799,0.051,2,22,2666
fast,8,0.010,19,RESIDENT_HOLDS,580,,65,1689,37,724,0.029,0,24,2666
fast,8,0.010,20,RESIDENT_HOLDS,85,,82,1672,31,749,0.033,1,23,2666
fast,8,0.010,21,RESIDENT_HOLDS,66,,77,1641,36,787,0.029,1,23,2666
fast,8,0.010,22,RESIDENT_HOLDS,356,,73,1653,40,813,0.044,0,24,2666
fast,8,0.010,23,RESIDENT_HOLDS,247,,99,1645,34,817,0.041,1,22,2666
fast,8,0.010,24,RESIDENT_HOLDS,88,,86,1646,45,759,0.031,0,22,2666
fast,4,0.001,1,RESIDENT_HOLDS,514,,6,2685,0,46,0.001,0,20,4800
fast,4,0.001,2,RESIDENT_HOLDS,4427,,11,2690,0,58,0.002,0,24,4800
fast,4,0.001,3,RESIDENT_HOLDS,996,,7,2672,0,51,0.002,0,22,4800
fast,4,0.001,4,RESIDENT_HOLDS,777,,9,2696,0,51,0.005,0,21,4800
fast,4,0.001,5,RESIDENT_HOLDS,2554,,11,2652,0,53,0.002,0,23,4800
fast,4,0.001,6,RESIDENT_HOLDS,626,,8,2639,0,51,0.003,0,23,4800
fast,4,0.001,7,RESIDENT_HOLDS,823,,17,2617,0,50,0.003,0,22,4800
fast,4,0.001,8,RESIDENT_HOLDS,3154,,5,2680,0,47,0.002,0,21,4800
fast,4,0.001,9,RESIDENT_HOLDS,4591,,5,2648,0,35,0.002,0,22,4800
fast,4,0.001,10,RESIDENT_HOLDS,1202,,13,2657,0,61,0.004,0,21,4800
fast,4,0.001,11,RESIDENT_HOLDS,1408,,11,2584,0,41,0.000,0,21,4800
fast,4,0.001,12,RESIDENT_HOLDS,5792,,15,2642,0,47,0.003,0,24,4800
fast,4,0.001,13,RESIDENT_HOLDS,7174,,13,2627,1,57,0.008,0,23,4800
fast,4,0.001,14,RESIDENT_HOLDS,918,,9,2699,0,47,0.001,0,23,4800
fast,4,0.001,15,RESIDENT_HOLDS,631,,17,2637,0,47,0.005,0,22,4800
fast,4,0.001,16,RESIDENT_HOLDS,2476,,8,2689,0,35,0.002,0,22,4800
fast,4,0.001,17,RESIDENT_HOLDS,904,,15,2687,0,36,0.001,0,21,4800
fast,4,0.001,18,RESIDENT_HOLDS,1559,,12,2610,0,58,0.002,1,22,4800
fast,4,0.001,19,RESIDENT_HOLDS,10656,,7,2691,1,49,0.004,0,20,4800
fast,4,0.001,20,RESIDENT_HOLDS,848,,7,2605,0,49,0.002,0,21,4800
fast,4,0.001,21,RESIDENT_HOLDS,3344,,14,2705,0,52,0.005,0,23,4800
fast,4,0.001,22,RESIDENT_HOLDS,983,,12,2683,0,65,0.003,0,22,4800
fast,4,0.001,23,RESIDENT_HOLDS,377,,14,2614,0,63,0.005,0,23,4800
fast,4,0.001,24,RESIDENT_HOLDS,10382,,3,2683,0,40,0.001,0,24,4800
fast,4,0.003,1,RESIDENT_HOLDS,1792,,19,2633,4,142,0.008,0,23,4800
fast,4,0.003,2,RESIDENT_HOLDS,967,,26,2635,2,156,0.009,0,21,4800
fast,4,0.003,3,RESIDENT_HOLDS,594,,31,2680,2,147,0.008,0,24,4800
fast,4,0.003,4,RESIDENT_HOLDS,496,,49,2633,2,145,0.017,0,22,4800
fast,4,0.003,5,RESIDENT_HOLDS,292,,30,2639,2,150,0.012,0,23,4800
fast,4,0.003,6,RESIDENT_HOLDS,71,,33,2641,0,146,0.005,0,22,4800
fast,4,0.003,7,RESIDENT_HOLDS,76,,23,2639,1,133,0.007,0,23,4800
fast,4,0.003,8,RESIDENT_HOLDS,491,,30,2604,0,143,0.005,0,22,4800
fast,4,0.003,9,RESIDENT_HOLDS,1416,,25,2698,1,138,0.007,0,23,4800
fast,4,0.003,10,RESIDENT_HOLDS,71,,40,2605,1,176,0.008,1,20,4800
fast,4,0.003,11,RESIDENT_HOLDS,851,,38,2619,1,126,0.006,0,22,4800
fast,4,0.003,12,RESIDENT_HOLDS,786,,26,2658,4,135,0.008,0,23,4800
fast,4,0.003,13,RESIDENT_HOLDS,98,,32,2593,0,157,0.020,0,23,4800
fast,4,0.003,14,RESIDENT_HOLDS,747,,25,2622,5,159,0.007,0,19,4800
fast,4,0.003,15,RESIDENT_HOLDS,116,,38,2609,2,151,0.007,0,21,4800
fast,4,0.003,16,RESIDENT_HOLDS,528,,22,2669,3,170,0.007,0,22,4800
fast,4,0.003,17,RESIDENT_HOLDS,668,,28,2665,2,138,0.004,0,21,4800
fast,4,0.003,18,RESIDENT_HOLDS,66,,28,2693,5,138,0.006,1,22,4800
fast,4,0.003,19,RESIDENT_HOLDS,1501,,33,2641,1,138,0.009,0,21,4800
fast,4,0.003,20,RESIDENT_HOLDS,259,,31,2607,2,142,0.007,0,21,4800
fast,4,0.003,21,RESIDENT_HOLDS,998,,37,2630,3,170,0.013,0,22,4800
fast,4,0.003,22,RESIDENT_HOLDS,1102,,30,2696,2,165,0.011,0,22,4800
fast,4,0.003,23,RESIDENT_HOLDS,1044,,29,2630,2,146,0.008,0,23,4800
fast,4,0.003,24,RESIDENT_HOLDS,116,,26,2629,3,136,0.005,0,23,4800
fast,4,0.010,1,RESIDENT_HOLDS,71,,124,2552,22,486,0.029,0,22,4800
fast,4,0.010,2,RESIDENT_HOLDS,78,,87,2531,14,457,0.028,0,21,4800
fast,4,0.010,3,RESIDENT_HOLDS,996,,81,2586,16,474,0.024,1,23,4800
fast,4,0.010,4,RESIDENT_HOLDS,513,,98,2592,16,481,0.033,0,22,4800
fast,4,0.010,5,RESIDENT_HOLDS,86,,132,2555,26,496,0.037,3,20,4800
fast,4,0.010,6,RESIDENT_HOLDS,126,,117,2560,22,513,0.026,1,19,4800
fast,4,0.010,7,RESIDENT_HOLDS,653,,91,2608,18,484,0.027,1,19,4800
fast,4,0.010,8,RESIDENT_HOLDS,588,,95,2594,19,444,0.025,1,21,4800
fast,4,0.010,9,RESIDENT_HOLDS,163,,61,2584,17,495,0.020,1,20,4800
fast,4,0.010,10,RESIDENT_HOLDS,1378,,99,2525,26,519,0.033,1,20,4800
fast,4,0.010,11,RESIDENT_HOLDS,138,,82,2582,7,493,0.022,0,22,4800
fast,4,0.010,12,RESIDENT_HOLDS,161,,145,2577,21,508,0.036,0,22,4800
fast,4,0.010,13,RESIDENT_HOLDS,112,,75,2590,16,498,0.023,3,19,4800
fast,4,0.010,14,RESIDENT_HOLDS,66,,128,2557,30,461,0.023,0,21,4800
fast,4,0.010,15,RESIDENT_HOLDS,116,,127,2516,24,516,0.042,0,23,4800
fast,4,0.010,16,RESIDENT_HOLDS,68,,73,2619,16,469,0.027,0,22,4800
fast,4,0.010,17,RESIDENT_HOLDS,177,,78,2618,16,496,0.026,1,20,4800
fast,4,0.010,18,RESIDENT_HOLDS,92,,91,2587,14,475,0.027,0,22,4800
fast,4,0.010,19,RESIDENT_HOLDS,72,,98,2520,11,437,0.021,0,20,4800
fast,4,0.010,20,RESIDENT_HOLDS,509,,103,2543,21,483,0.031,0,22,4800
fast,4,0.010,21,RESIDENT_HOLDS,66,,90,2612,14,466,0.021,0,22,4800
fast,4,0.010,22,RESIDENT_HOLDS,99,,129,2548,19,508,0.032,0,23,4800
fast,4,0.010,23,RESIDENT_HOLDS,293,,78,2582,11,467,0.018,0,22,4800
fast,4,0.010,24,RESIDENT_HOLDS,77,,93,2560,13,449,0.028,1,20,4800
fast,2,0.001,1,RESIDENT_HOLDS,2716,,11,3622,0,29,0.001,0,14,8000
fast,2,0.001,2,RESIDENT_HOLDS,76,,9,3577,1,24,0.001,0,14,8000
fast,2,0.001,3,RESIDENT_HOLDS,996,,11,3623,0,22,0.001,0,16,8000
fast,2,0.001,4,RESIDENT_HOLDS,1944,,18,3616,0,30,0.006,0,16,8000
fast,2,0.001,5,RESIDENT_HOLDS,75,,16,3567,0,33,0.000,0,16,8000
fast,2,0.001,6,RESIDENT_HOLDS,14179,,6,3646,0,23,0.007,0,19,8000
fast,2,0.001,7,RESIDENT_HOLDS,1924,,19,3610,0,28,0.002,0,16,8000
fast,2,0.001,8,RESIDENT_HOLDS,385,,38,3598,0,31,0.003,0,14,8000
fast,2,0.001,9,RESIDENT_HOLDS,4680,,11,3603,0,19,0.002,0,13,8000
fast,2,0.001,10,RESIDENT_HOLDS,2032,,16,3590,0,32,0.010,0,15,8000
fast,2,0.001,11,RESIDENT_HOLDS,1387,,14,3532,0,21,0.008,0,15,8000
fast,2,0.001,12,RESIDENT_HOLDS,147,,11,3643,0,18,0.000,0,14,8000
fast,2,0.001,13,RESIDENT_HOLDS,4089,,20,3619,0,23,0.003,0,12,8000
fast,2,0.001,14,RESIDENT_HOLDS,2355,,25,3602,0,37,0.010,0,7,8000
fast,2,0.001,15,RESIDENT_HOLDS,70,,18,3605,0,26,0.001,0,17,8000
fast,2,0.001,16,RESIDENT_HOLDS,3952,,9,3577,0,29,0.003,0,13,8000
fast,2,0.001,17,RESIDENT_HOLDS,3286,,18,3598,0,18,0.002,0,19,8000
fast,2,0.001,18,RESIDENT_HOLDS,13417,,3,3607,0,24,0.004,0,13,8000
fast,2,0.001,19,RESIDENT_HOLDS,849,,11,3608,0,35,0.003,0,19,8000
fast,2,0.001,20,RESIDENT_HOLDS,1881,,13,3644,0,33,0.002,0,15,8000
fast,2,0.001,21,RESIDENT_HOLDS,792,,6,3542,0,15,0.001,0,15,8000
fast,2,0.001,22,RESIDENT_HOLDS,7125,,19,3600,0,24,0.011,0,14,8000
fast,2,0.001,23,RESIDENT_HOLDS,6460,,25,3635,0,22,0.004,0,18,8000
fast,2,0.001,24,RESIDENT_HOLDS,757,,48,3552,1,31,0.005,1,16,8000
fast,2,0.003,1,RESIDENT_HOLDS,76,,40,3625,0,64,0.007,0,15,8000
fast,2,0.003,2,RESIDENT_HOLDS,1237,,37,3522,2,76,0.014,0,11,8000
fast,2,0.003,3,RESIDENT_HOLDS,996,,35,3578,2,82,0.005,0,15,8000
fast,2,0.003,4,RESIDENT_HOLDS,148,,31,3566,1,74,0.013,0,15,8000
fast,2,0.003,5,RESIDENT_HOLDS,79,,60,3531,2,74,0.017,0,16,8000
fast,2,0.003,6,RESIDENT_HOLDS,111,,45,3557,0,61,0.024,0,14,8000
fast,2,0.003,7,RESIDENT_HOLDS,87,,62,3565,0,90,0.009,0,15,8000
fast,2,0.003,8,RESIDENT_HOLDS,339,,179,3535,4,78,0.004,1,16,8000
fast,2,0.003,9,RESIDENT_HOLDS,474,,23,3623,0,67,0.003,0,9,8000
fast,2,0.003,10,RESIDENT_HOLDS,787,,76,3611,1,73,0.004,0,15,8000
fast,2,0.003,11,RESIDENT_HOLDS,148,,73,3578,3,95,0.007,0,13,8000
fast,2,0.003,12,RESIDENT_HOLDS,127,,43,3576,1,80,0.007,1,14,8000
fast,2,0.003,13,RESIDENT_HOLDS,558,,473,3235,9,57,0.008,0,13,8000
fast,2,0.003,14,RESIDENT_HOLDS,73,,204,3460,4,96,0.153,0,17,8000
fast,2,0.003,15,RESIDENT_HOLDS,742,,45,3589,1,88,0.007,0,15,8000
fast,2,0.003,16,RESIDENT_HOLDS,1959,,142,3446,6,88,0.117,0,16,8000
fast,2,0.003,17,RESIDENT_HOLDS,3267,,22,3605,0,65,0.012,2,14,8000
fast,2,0.003,18,RESIDENT_HOLDS,66,,37,3577,2,72,0.016,0,15,8000
fast,2,0.003,19,RESIDENT_HOLDS,130,,231,3420,6,86,0.026,0,16,8000
fast,2,0.003,20,RESIDENT_HOLDS,87,,53,3539,1,82,0.010,0,14,8000
fast,2,0.003,21,RESIDENT_HOLDS,2184,,67,3504,2,77,0.021,1,17,8000
fast,2,0.003,22,RESIDENT_HOLDS,142,,104,3497,5,80,0.018,0,16,8000
fast,2,0.003,23,RESIDENT_HOLDS,2260,,44,3630,1,66,0.011,0,18,8000
fast,2,0.003,24,RESIDENT_HOLDS,88,,58,3531,1,80,0.002,0,16,8000
fast,2,0.010,1,RESIDENT_HOLDS,174,,126,3488,15,247,0.031,0,16,8000
fast,2,0.010,2,RESIDENT_HOLDS,342,,148,3455,5,234,0.021,0,10,8000
fast,2,0.010,3,RESIDENT_HOLDS,91,,182,3427,7,248,0.047,0,17,8000
fast,2,0.010,4,RESIDENT_HOLDS,2410,,131,3522,15,216,0.021,0,11,8000
fast,2,0.010,5,RESIDENT_HOLDS,79,,133,3427,15,261,0.029,0,14,8000
fast,2,0.010,6,RESIDENT_HOLDS,72,,132,3443,8,264,0.021,0,11,8000
fast,2,0.010,7,RESIDENT_HOLDS,76,,223,3424,11,263,0.065,1,12,8000
fast,2,0.010,8,RESIDENT_HOLDS,147,,115,3521,6,246,0.027,0,14,8000
fast,2,0.010,9,RESIDENT_HOLDS,637,,115,3524,8,258,0.026,0,13,8000
fast,2,0.010,10,RESIDENT_HOLDS,106,,135,3510,7,233,0.030,0,13,8000
fast,2,0.010,11,RESIDENT_HOLDS,106,,154,3454,10,294,0.041,0,13,8000
fast,2,0.010,12,RESIDENT_HOLDS,319,,208,3489,10,266,0.037,0,13,8000
fast,2,0.010,13,RESIDENT_HOLDS,85,,155,3493,11,266,0.031,1,15,8000
fast,2,0.010,14,RESIDENT_HOLDS,66,,164,3479,17,261,0.021,0,19,8000
fast,2,0.010,15,RESIDENT_HOLDS,454,,199,3412,10,276,0.047,0,16,8000
fast,2,0.010,16,RESIDENT_HOLDS,78,,146,3421,15,262,0.052,2,12,8000
fast,2,0.010,17,RESIDENT_HOLDS,345,,204,3473,17,243,0.056,2,16,8000
fast,2,0.010,18,TAKEOVER,219,24050,151,3423,13,240,0.046,11,4,8000
fast,2,0.010,19,RESIDENT_HOLDS,441,,182,3430,13,263,0.073,0,15,8000
fast,2,0.010,20,RESIDENT_HOLDS,109,,171,3510,9,256,0.031,0,15,8000
fast,2,0.010,21,RESIDENT_HOLDS,66,,305,3296,30,266,0.051,0,12,8000
fast,2,0.010,22,RESIDENT_HOLDS,235,,166,3469,14,244,0.034,0,14,8000
fast,2,0.010,23,RESIDENT_HOLDS,100,,189,3498,21,241,0.023,0,18,8000
fast,2,0.010,24,RESIDENT_HOLDS,94,,147,3442,11,256,0.026,0,18,8000
