init,m,mu,seed,outcome,t_birth,t_secure,births_A,births_C,mut_BD,mut_DB,mutant_share_lastq,end_slow,end_fast,pokes
slow,inf,0.001,1,NO_BIRTH,,,0,0,1051,40,0.024,24,0,0
slow,inf,0.001,2,NO_BIRTH,,,0,0,1044,23,0.022,24,0,0
slow,inf,0.001,3,NO_BIRTH,,,0,0,1012,15,0.024,23,1,0
slow,inf,0.001,4,NO_BIRTH,,,0,0,1018,22,0.023,24,0,0
slow,inf,0.001,5,NO_BIRTH,,,0,0,1054,25,0.026,23,1,0
slow,inf,0.001,6,NO_BIRTH,,,0,0,1007,27,0.019,24,0,0
slow,inf,0.001,7,NO_BIRTH,,,0,0,1000,23,0.021,24,0,0
slow,inf,0.001,8,NO_BIRTH,,,0,0,1042,18,0.021,24,0,0
slow,inf,0.001,9,NO_BIRTH,,,0,0,1000,25,0.024,24,0,0
slow,inf,0.001,10,NO_BIRTH,,,0,0,1081,32,0.026,23,1,0
slow,inf,0.001,11,NO_BIRTH,,,0,0,1058,25,0.020,23,1,0
slow,inf,0.001,12,NO_BIRTH,,,0,0,971,21,0.023,24,0,0
slow,inf,0.001,13,NO_BIRTH,,,0,0,1015,20,0.018,23,1,0
slow,inf,0.001,14,NO_BIRTH,,,0,0,1046,19,0.015,23,1,0
slow,inf,0.001,15,NO_BIRTH,,,0,0,1014,12,0.020,23,1,0
slow,inf,0.001,16,NO_BIRTH,,,0,0,1048,26,0.021,24,0,0
slow,inf,0.001,17,NO_BIRTH,,,0,0,1060,32,0.020,24,0,0
slow,inf,0.001,18,NO_BIRTH,,,0,0,971,23,0.020,24,0,0
slow,inf,0.001,19,NO_BIRTH,,,0,0,1038,20,0.023,24,0,0
slow,inf,0.001,20,NO_BIRTH,,,0,0,1026,20,0.019,24,0,0
slow,inf,0.001,21,NO_BIRTH,,,0,0,1047,33,0.022,24,0,0
slow,inf,0.001,22,NO_BIRTH,,,0,0,1041,29,0.023,24,0,0
slow,inf,0.001,23,NO_BIRTH,,,0,0,1023,23,0.021,24,0,0
slow,inf,0.001,24,NO_BIRTH,,,0,0,983,32,0.021,22,2,0
slow,inf,0.003,1,NO_BIRTH,,,0,0,2744,185,0.070,24,0,0
slow,inf,0.003,2,NO_BIRTH,,,0,0,2664,187,0.059,20,4,0
slow,inf,0.003,3,NO_BIRTH,,,0,0,2736,189,0.067,21,3,0
slow,inf,0.003,4,NO_BIRTH,,,0,0,2667,170,0.065,21,3,0
slow,inf,0.003,5,NO_BIRTH,,,0,0,2734,185,0.075,22,2,0
slow,inf,0.003,6,NO_BIRTH,,,0,0,2839,192,0.064,23,1,0
slow,inf,0.003,7,NO_BIRTH,,,0,0,2696,169,0.066,24,0,0
slow,inf,0.003,8,NO_BIRTH,,,0,0,2741,199,0.066,23,1,0
slow,inf,0.003,9,NO_BIRTH,,,0,0,2710,195,0.065,23,1,0
slow,inf,0.003,10,NO_BIRTH,,,0,0,2833,199,0.059,21,3,0
slow,inf,0.003,11,NO_BIRTH,,,0,0,2814,188,0.074,24,0,0
slow,inf,0.003,12,NO_BIRTH,,,0,0,2731,168,0.064,24,0,0
slow,inf,0.003,13,NO_BIRTH,,,0,0,2691,172,0.058,23,1,0
slow,inf,0.003,14,NO_BIRTH,,,0,0,2715,178,0.061,24,0,0
slow,inf,0.003,15,NO_BIRTH,,,0,0,2789,171,0.064,21,3,0
slow,inf,0.003,16,NO_BIRTH,,,0,0,2811,181,0.065,23,1,0
slow,inf,0.003,17,NO_BIRTH,,,0,0,2761,173,0.066,24,0,0
slow,inf,0.003,18,NO_BIRTH,,,0,0,2635,154,0.055,24,0,0
slow,inf,0.003,19,NO_BIRTH,,,0,0,2806,205,0.065,24,0,0
slow,inf,0.003,20,NO_BIRTH,,,0,0,2764,195,0.063,23,1,0
slow,inf,0.003,21,NO_BIRTH,,,0,0,2791,221,0.060,23,1,0
slow,inf,0.003,22,NO_BIRTH,,,0,0,2722,195,0.068,24,0,0
slow,inf,0.003,23,NO_BIRTH,,,0,0,2720,198,0.064,22,2,0
slow,inf,0.003,24,NO_BIRTH,,,0,0,2707,211,0.065,22,2,0
slow,inf,0.010,1,NO_BIRTH,,,0,0,6216,1348,0.166,24,0,0
slow,inf,0.010,2,NO_BIRTH,,,0,0,6164,1355,0.167,18,6,0
slow,inf,0.010,3,NO_BIRTH,,,0,0,6254,1369,0.178,16,8,0
slow,inf,0.010,4,NO_BIRTH,,,0,0,6252,1287,0.177,22,2,0
slow,inf,0.010,5,NO_BIRTH,,,0,0,6178,1300,0.167,19,5,0
slow,inf,0.010,6,NO_BIRTH,,,0,0,6213,1378,0.167,20,4,0
slow,inf,0.010,7,NO_BIRTH,,,0,0,6257,1354,0.171,22,2,0
slow,inf,0.010,8,NO_BIRTH,,,0,0,6227,1403,0.174,19,5,0
slow,inf,0.010,9,NO_BIRTH,,,0,0,6241,1353,0.163,23,1,0
slow,inf,0.010,10,NO_BIRTH,,,0,0,6219,1349,0.167,22,2,0
slow,inf,0.010,11,NO_BIRTH,,,0,0,6269,1297,0.173,20,4,0
slow,inf,0.010,12,NO_BIRTH,,,0,0,6235,1325,0.172,20,4,0
slow,inf,0.010,13,NO_BIRTH,,,0,0,6218,1356,0.150,19,5,0
slow,inf,0.010,14,NO_BIRTH,,,0,0,6198,1302,0.156,22,2,0
slow,inf,0.010,15,NO_BIRTH,,,0,0,6324,1386,0.174,19,5,0
slow,inf,0.010,16,NO_BIRTH,,,0,0,6210,1358,0.165,22,2,0
slow,inf,0.010,17,NO_BIRTH,,,0,0,6281,1384,0.167,22,2,0
slow,inf,0.010,18,NO_BIRTH,,,0,0,6104,1300,0.159,20,4,0
slow,inf,0.010,19,NO_BIRTH,,,0,0,6218,1372,0.181,22,2,0
slow,inf,0.010,20,NO_BIRTH,,,0,0,6351,1368,0.165,21,3,0
slow,inf,0.010,21,NO_BIRTH,,,0,0,6221,1404,0.173,21,3,0
slow,inf,0.010,22,NO_BIRTH,,,0,0,6279,1303,0.176,19,5,0
slow,inf,0.010,23,NO_BIRTH,,,0,0,6257,1376,0.174,18,6,0
slow,inf,0.010,24,NO_BIRTH,,,0,0,6120,1320,0.160,23,1,0
slow,16,0.001,1,TAKEOVER,900,950,49,994,13,114,0.994,0,24,1411
slow,16,0.001,2,TAKEOVER,140,200,8,1016,8,133,0.996,0,24,1411
slow,16,0.001,3,TAKEOVER,2905,2950,129,889,33,112,0.995,0,24,1411
slow,16,0.001,4,TAKEOVER,5354,5400,268,799,51,107,0.995,0,24,1411
slow,16,0.001,5,TAKEOVER,865,900,41,979,14,137,0.996,0,24,1411
slow,16,0.001,6,TAKEOVER,10013,10600,496,593,101,84,0.996,0,24,1411
slow,16,0.001,7,TAKEOVER,2004,2050,96,927,31,123,0.993,0,24,1411
slow,16,0.001,8,TAKEOVER,100,150,5,1051,4,140,0.995,0,24,1411
slow,16,0.001,9,TAKEOVER,1613,1700,83,989,18,116,0.996,0,24,1411
slow,16,0.001,10,TAKEOVER,1887,2000,77,966,33,128,0.997,0,24,1411
slow,16,0.001,11,TAKEOVER,2174,2300,104,928,19,113,0.990,0,24,1411
slow,16,0.001,12,TAKEOVER,508,650,36,990,9,122,0.995,0,24,1411
slow,16,0.001,13,TAKEOVER,919,3900,186,868,42,115,0.995,0,24,1411
slow,16,0.001,14,TAKEOVER,2279,2450,109,935,38,110,0.997,1,23,1411
slow,16,0.001,15,TAKEOVER,4045,4100,192,855,47,97,0.996,0,24,1411
slow,16,0.001,16,TAKEOVER,763,800,36,991,10,129,0.997,0,24,1411
slow,16,0.001,17,TAKEOVER,4130,4300,204,837,58,113,0.994,0,24,1411
slow,16,0.001,18,TAKEOVER,1648,1750,87,951,26,110,0.996,0,24,1411
slow,16,0.001,19,TAKEOVER,84,200,13,1013,5,133,0.997,1,23,1411
slow,16,0.001,20,TAKEOVER,2922,3000,136,880,30,121,0.996,0,24,1411
slow,16,0.001,21,TAKEOVER,610,800,37,1012,8,114,0.998,0,24,1411
slow,16,0.001,22,TAKEOVER,1631,1700,78,939,16,122,0.996,0,24,1411
slow,16,0.001,23,TAKEOVER,10573,18000,819,248,162,33,0.996,0,24,1411
slow,16,0.001,24,TAKEOVER,3791,3850,171,851,38,107,0.992,0,24,1411
slow,16,0.003,1,TAKEOVER,171,350,26,1031,22,412,0.987,0,24,1411
slow,16,0.003,2,TAKEOVER,270,4450,31,979,23,360,0.992,0,24,1411
slow,16,0.003,3,TAKEOVER,2344,3600,183,881,92,315,0.983,5,19,1411
slow,16,0.003,4,TAKEOVER,389,500,29,988,29,351,0.991,0,24,1411
slow,16,0.003,5,TAKEOVER,1957,2050,97,917,83,367,0.992,0,24,1411
slow,16,0.003,6,TAKEOVER,1402,9050,427,600,252,272,0.987,1,23,1411
slow,16,0.003,7,TAKEOVER,254,350,27,1003,21,385,0.987,0,24,1411
slow,16,0.003,8,TAKEOVER,3585,3650,190,898,113,313,0.989,0,24,1411
slow,16,0.003,9,TAKEOVER,338,400,34,1017,28,371,0.989,0,24,1411
slow,16,0.003,10,TAKEOVER,1327,1350,66,952,53,370,0.992,0,24,1411
slow,16,0.003,11,TAKEOVER,374,450,31,1000,20,339,0.992,0,23,1411
slow,16,0.003,12,TAKEOVER,66,250,24,1011,15,374,0.990,0,24,1411
slow,16,0.003,13,TAKEOVER,576,650,53,988,26,358,0.991,0,24,1411
slow,16,0.003,14,TAKEOVER,152,300,19,1004,20,383,0.990,0,24,1411
slow,16,0.003,15,TAKEOVER,423,450,41,986,28,359,0.986,0,24,1411
slow,16,0.003,16,TAKEOVER,611,700,39,1009,35,367,0.989,1,23,1411
slow,16,0.003,17,TAKEOVER,262,17250,137,925,72,368,0.983,0,24,1411
slow,16,0.003,18,TAKEOVER,1104,2550,136,953,83,276,0.988,1,23,1411
slow,16,0.003,19,TAKEOVER,66,100,14,1015,12,388,0.991,0,24,1411
slow,16,0.003,20,TAKEOVER,408,500,35,991,27,352,0.988,1,23,1411
slow,16,0.003,21,TAKEOVER,629,700,46,1000,30,368,0.988,0,24,1411
slow,16,0.003,22,TAKEOVER,632,750,57,1001,23,370,0.991,0,23,1411
slow,16,0.003,23,TAKEOVER,135,200,28,983,13,361,0.977,0,24,1411
slow,16,0.003,24,TAKEOVER,458,2700,132,891,79,324,0.985,0,24,1411
slow,16,0.010,1,TAKEOVER,628,700,73,973,121,1141,0.961,0,24,1411
slow,16,0.010,2,TAKEOVER,88,300,44,979,88,1196,0.956,5,19,1411
slow,16,0.010,3,TAKEOVER,261,300,57,991,86,1170,0.963,0,24,1411
slow,16,0.010,4,TAKEOVER,373,400,67,960,94,1095,0.959,0,24,1411
slow,16,0.010,5,TAKEOVER,83,100,36,972,83,1179,0.958,0,24,1411
slow,16,0.010,6,TAKEOVER,84,19900,60,957,80,1181,0.939,1,23,1411
slow,16,0.010,7,TAKEOVER,117,150,52,943,78,1190,0.961,0,24,1411
slow,16,0.010,8,TAKEOVER,137,10250,60,997,99,1239,0.946,0,24,1411
slow,16,0.010,9,TAKEOVER,447,14050,82,992,120,1113,0.958,3,21,1411
slow,16,0.010,10,TAKEOVER,356,450,83,948,95,1229,0.957,1,23,1411
slow,16,0.010,11,TAKEOVER,236,300,57,979,78,1155,0.964,0,24,1411
slow,16,0.010,12,TAKEOVER,203,300,58,986,91,1112,0.964,0,24,1411
slow,16,0.010,13,TAKEOVER,84,12350,71,982,93,1205,0.958,0,24,1411
slow,16,0.010,14,TAKEOVER,272,2800,72,952,107,1108,0.963,0,24,1411
slow,16,0.010,15,TAKEOVER,66,5500,53,968,73,1179,0.963,1,23,1411
slow,16,0.010,16,TAKEOVER,68,23300,66,959,87,1224,0.947,0,24,1411
slow,16,0.010,17,TAKEOVER,121,7450,48,996,84,1156,0.955,1,23,1411
slow,16,0.010,18,TAKEOVER,106,150,48,978,86,1123,0.959,1,23,1411
slow,16,0.010,19,TAKEOVER,494,550,69,990,100,1168,0.961,2,22,1411
slow,16,0.010,20,TAKEOVER,219,250,60,993,95,1105,0.966,0,24,1411
slow,16,0.010,21,TAKEOVER,85,1300,94,956,141,1160,0.957,1,23,1411
slow,16,0.010,22,TAKEOVER,66,100,46,972,91,1222,0.960,1,22,1411
slow,16,0.010,23,TAKEOVER,170,19900,59,981,81,1137,0.944,0,24,1411
slow,16,0.010,24,TAKEOVER,186,500,59,969,106,1104,0.969,0,24,1411
slow,8,0.001,1,TAKEOVER,1508,2100,164,1621,14,81,0.998,0,24,2666
slow,8,0.001,2,TAKEOVER,805,3600,304,1490,28,76,0.997,0,22,2666
slow,8,0.001,3,TAKEOVER,104,250,22,1701,3,87,0.997,0,24,2666
slow,8,0.001,4,TAKEOVER,1263,2050,159,1597,17,81,0.995,0,23,2666
slow,8,0.001,5,TAKEOVER,1502,1650,132,1614,17,95,0.997,0,23,2666
slow,8,0.001,6,TAKEOVER,1663,1750,139,1612,12,77,0.997,0,24,2666
slow,8,0.001,7,TAKEOVER,354,550,39,1656,9,94,0.997,0,23,2666
slow,8,0.001,8,TAKEOVER,4785,4900,383,1384,32,72,0.998,0,22,2666
slow,8,0.001,9,TAKEOVER,4452,5400,423,1345,30,64,0.999,0,23,2666
slow,8,0.001,10,TAKEOVER,971,1050,98,1674,12,88,0.998,0,24,2666
slow,8,0.001,11,TAKEOVER,1093,1300,106,1641,10,76,0.998,0,22,2666
slow,8,0.001,12,TAKEOVER,543,600,50,1729,7,75,0.998,0,24,2666
slow,8,0.001,13,TAKEOVER,5430,8250,651,1149,42,69,0.995,0,22,2666
slow,8,0.001,14,TAKEOVER,2470,2550,198,1563,26,72,0.997,2,21,2666
slow,8,0.001,15,TAKEOVER,1437,10250,793,999,71,46,0.996,0,24,2666
slow,8,0.001,16,TAKEOVER,1975,14900,175,1554,12,90,0.995,0,24,2666
slow,8,0.001,17,TAKEOVER,877,1000,71,1710,6,76,0.997,0,24,2666
slow,8,0.001,18,TAKEOVER,1022,1750,136,1625,13,85,0.997,0,23,2666
slow,8,0.001,19,TAKEOVER,2695,5600,433,1361,27,70,0.994,0,24,2666
slow,8,0.001,20,TAKEOVER,3162,3250,258,1504,30,71,0.998,0,23,2666
slow,8,0.001,21,TAKEOVER,3425,3500,292,1502,24,71,0.992,0,24,2666
slow,8,0.001,22,TAKEOVER,876,950,69,1637,10,76,0.996,0,23,2666
slow,8,0.001,23,TAKEOVER,148,3650,281,1493,22,62,0.996,0,23,2666
slow,8,0.001,24,TAKEOVER,4238,7050,572,1194,38,65,0.996,0,24,2666
slow,8,0.003,1,TAKEOVER,230,450,42,1690,24,245,0.989,0,24,2666
slow,8,0.003,2,TAKEOVER,1663,1800,162,1597,45,214,0.980,2,21,2666
slow,8,0.003,3,TAKEOVER,534,750,75,1648,21,251,0.986,0,24,2666
slow,8,0.003,4,TAKEOVER,940,1050,91,1695,27,233,0.990,0,24,2666
slow,8,0.003,5,TAKEOVER,75,200,35,1684,12,256,0.989,0,24,2666
slow,8,0.003,6,TAKEOVER,660,9350,70,1672,31,256,0.989,0,23,2666
slow,8,0.003,7,TAKEOVER,996,2800,228,1508,75,252,0.984,0,23,2666
slow,8,0.003,8,TAKEOVER,831,900,83,1651,25,218,0.990,0,23,2666
slow,8,0.003,9,TAKEOVER,111,250,23,1693,14,252,0.994,0,23,2666
slow,8,0.003,10,TAKEOVER,2112,2250,187,1549,49,256,0.993,0,24,2666
slow,8,0.003,11,TAKEOVER,768,800,82,1656,27,273,0.986,0,23,2666
slow,8,0.003,12,TAKEOVER,66,150,25,1720,9,221,0.990,0,24,2666
slow,8,0.003,13,TAKEOVER,1481,1550,135,1603,33,236,0.989,1,22,2666
slow,8,0.003,14,TAKEOVER,2525,2600,203,1524,59,222,0.989,2,21,2666
slow,8,0.003,15,TAKEOVER,354,450,45,1684,18,222,0.995,1,23,2666
slow,8,0.003,16,TAKEOVER,114,300,45,1685,18,255,0.988,1,23,2666
slow,8,0.003,17,TAKEOVER,121,150,34,1734,10,236,0.986,0,24,2666
slow,8,0.003,18,TAKEOVER,948,1050,105,1667,26,207,0.995,0,24,2666
slow,8,0.003,19,TAKEOVER,66,23150,21,1745,8,232,0.982,4,19,2666
slow,8,0.003,20,TAKEOVER,1101,1200,104,1640,32,218,0.993,0,24,2666
slow,8,0.003,21,TAKEOVER,1050,2150,183,1569,49,217,0.983,0,24,2666
slow,8,0.003,22,TAKEOVER,210,250,44,1699,18,271,0.989,0,23,2666
slow,8,0.003,23,TAKEOVER,840,900,80,1684,22,232,0.996,0,23,2666
slow,8,0.003,24,TAKEOVER,169,300,21,1721,14,254,0.990,1,22,2666
slow,8,0.010,1,TAKEOVER,75,200,79,1732,47,762,0.967,0,24,2666
slow,8,0.010,2,TAKEOVER,148,300,56,1676,61,761,0.970,1,23,2666
slow,8,0.010,3,TAKEOVER,207,22750,111,1609,69,712,0.963,1,22,2666
slow,8,0.010,4,TAKEOVER,85,800,116,1607,79,728,0.961,2,21,2666
slow,8,0.010,5,TAKEOVER,94,150,74,1654,47,794,0.967,0,23,2666
slow,8,0.010,6,TAKEOVER,149,200,81,1634,52,815,0.966,0,23,2666
slow,8,0.010,7,TAKEOVER,158,250,89,1657,54,782,0.966,0,23,2666
slow,8,0.010,8,TAKEOVER,190,250,72,1675,49,760,0.966,0,24,2666
slow,8,0.010,9,TAKEOVER,300,450,98,1640,59,810,0.972,0,23,2666
slow,8,0.010,10,TAKEOVER,88,150,84,1680,52,799,0.971,0,22,2666
slow,8,0.010,11,TAKEOVER,365,450,101,1637,61,766,0.976,0,24,2666
slow,8,0.010,12,TAKEOVER,75,150,73,1671,45,826,0.959,0,23,2666
slow,8,0.010,13,TAKEOVER,147,200,77,1655,53,806,0.969,0,23,2666
slow,8,0.010,14,TAKEOVER,698,750,142,1603,68,744,0.968,0,24,2666
slow,8,0.010,15,TAKEOVER,66,100,79,1643,56,793,0.967,0,24,2666
slow,8,0.010,16,TAKEOVER,68,100,77,1678,49,781,0.967,0,23,2666
slow,8,0.010,17,TAKEOVER,687,1100,166,1575,92,721,0.965,0,24,2666
slow,8,0.010,18,TAKEOVER,75,18950,125,1621,67,774,0.949,2,22,2666
slow,8,0.010,19,TAKEOVER,85,17950,75,1693,50,691,0.971,0,24,2666
slow,8,0.010,20,TAKEOVER,86,150,83,1679,44,738,0.967,1,23,2666
slow,8,0.010,21,TAKEOVER,94,200,79,1603,50,777,0.971,1,23,2666
slow,8,0.010,22,TAKEOVER,66,150,75,1659,49,798,0.956,0,24,2666
slow,8,0.010,23,TAKEOVER,253,6600,116,1624,62,805,0.959,1,22,2666
slow,8,0.010,24,TAKEOVER,156,300,87,1653,56,753,0.969,0,22,2666
