arm,m,seed,runmean_init,runmean_lastq,runmax_init,runmax_lastq,tape_lastq,s_share_lastq,rep_base,rep_boost,min_tape
boost,2,14,2.000,2.738,8,10,5.267,0.000,4894,3088,0
boost,2,15,2.400,1.923,6,4,1.313,1.000,7278,477,0
boost,2,16,1.714,2.700,5,9,4.983,0.000,4873,3110,0
boost,2,17,1.500,1.880,5,5,1.320,1.000,7313,444,0
boost,2,18,2.000,1.790,4,5,1.323,1.000,7312,461,0
boost,2,19,2.400,1.791,4,4,1.343,1.000,7336,403,0
boost,2,20,2.400,2.583,6,10,5.689,0.000,4782,3207,0
boost,2,21,2.400,2.840,5,8,5.733,0.000,4750,3236,0
boost,2,22,2.000,1.672,6,4,1.289,1.000,7305,441,0
boost,2,23,2.000,2.869,4,9,5.608,0.000,4788,3195,0
boost,2,24,2.000,1.733,8,4,1.307,1.000,7301,451,0
boost,2,25,2.400,2.571,5,8,5.308,0.000,4864,3119,0
boost,2,26,1.500,1.823,5,5,1.422,1.000,7331,442,0
boost,2,27,3.000,1.706,8,3,1.467,1.000,7267,515,0
boost,2,28,3.000,2.719,9,8,5.208,0.000,4837,3143,0
boost,2,29,3.000,2.927,7,10,6.092,0.000,4708,3277,0
boost,2,30,2.000,2.666,6,9,6.092,0.000,4781,3203,0
boost,2,31,2.000,2.757,7,8,5.950,0.000,4812,3170,0
boost,2,32,1.714,1.762,4,4,1.301,1.000,7305,478,0
boost,2,33,2.000,1.701,6,3,1.407,1.000,7280,477,0
boost,2,34,2.400,1.741,6,5,1.456,1.000,7266,491,0
boost,2,35,2.000,1.705,9,4,1.333,1.000,7277,482,0
boost,2,36,2.400,1.748,5,3,1.500,1.000,7320,452,0
boost,2,37,2.000,1.678,7,3,1.319,1.000,7288,463,0
boost,2,38,2.000,1.722,4,4,1.459,1.000,7336,441,0
boost,2,39,1.500,1.752,3,4,1.231,1.000,7282,483,0
boost,2,40,1.714,1.796,4,4,1.278,1.000,7281,450,0
boost,2,41,2.400,1.771,6,5,1.303,1.000,7273,494,0
boost,2,42,2.400,1.675,4,4,1.204,1.000,7319,454,0
boost,2,43,2.000,1.731,5,4,1.366,1.000,7248,529,0
boost,2,44,2.000,1.998,4,4,1.550,1.000,7260,516,0
boost,2,45,3.000,1.747,7,5,1.269,1.000,7309,456,0
boost,2,46,2.000,1.867,6,4,1.506,1.000,7307,449,0
boost,2,47,2.400,2.815,5,10,5.692,0.000,4811,3172,0
boost,2,48,3.000,1.993,8,4,1.522,1.000,7290,478,0
boost,2,49,2.400,1.734,4,4,1.343,1.000,7328,428,0
boost,2,50,2.400,1.771,5,4,1.484,1.000,7242,515,0
boost,2,51,1.714,1.657,4,4,1.320,1.000,7267,524,0
boost,2,52,2.000,1.930,7,4,1.516,1.000,7276,473,0
boost,2,53,3.000,1.881,5,5,1.295,1.000,7280,491,0
boost,2,54,1.500,1.921,4,5,1.352,1.000,7321,442,0
boost,2,55,2.000,2.841,6,7,4.683,0.000,4898,3084,0
boost,2,56,1.714,1.943,4,6,1.422,1.000,7288,465,0
boost,2,57,2.000,1.717,6,4,1.417,1.000,7298,489,0
boost,2,58,1.714,1.765,4,3,1.235,1.000,7283,483,0
boost,2,59,2.000,1.869,7,4,1.534,1.000,7215,545,0
boost,2,60,3.000,2.625,6,9,5.467,0.000,4852,3134,0
boost,2,61,2.000,1.776,5,4,1.303,1.000,7261,477,0
boost,2,62,2.400,1.753,5,4,1.473,1.000,7291,445,0
boost,2,63,2.400,1.783,5,4,1.406,1.000,7309,438,0
boost,2,64,2.400,1.791,6,4,1.484,1.000,7254,519,0
pair,inf,1,1.714,1.714,4,4,22.000,0.333,0,0,22
pair,inf,2,2.400,2.400,10,10,22.000,0.333,0,0,22
pair,inf,3,3.000,3.000,8,8,22.000,0.208,0,0,22
pair,inf,4,3.000,3.000,6,6,22.000,0.417,0,0,22
pair,inf,5,2.000,2.000,8,8,22.000,0.292,0,0,22
pair,inf,6,2.000,2.000,5,5,22.000,0.458,0,0,22
pair,inf,7,2.400,2.400,7,7,22.000,0.292,0,0,22
pair,inf,8,1.714,1.714,5,5,22.000,0.375,0,0,22
pair,inf,9,1.500,1.500,3,3,22.000,0.375,0,0,22
pair,inf,10,2.000,2.000,5,5,22.000,0.333,0,0,22
pair,inf,11,1.714,1.714,6,6,22.000,0.375,0,0,22
pair,inf,12,1.714,1.714,3,3,22.000,0.417,0,0,22
pair,inf,13,2.000,2.000,5,5,22.000,0.417,0,0,22
pair,inf,14,2.000,2.000,8,8,22.000,0.292,0,0,22
pair,inf,15,2.400,2.400,6,6,22.000,0.375,0,0,22
pair,inf,16,1.714,1.714,5,5,22.000,0.333,0,0,22
pair,inf,17,1.500,1.500,5,5,22.000,0.333,0,0,22
pair,inf,18,2.000,2.000,4,4,22.000,0.458,0,0,22
pair,inf,19,2.400,2.400,4,4,22.000,0.417,0,0,22
pair,inf,20,2.400,2.400,6,6,22.000,0.458,0,0,22
pair,inf,21,2.400,2.400,5,5,22.000,0.333,0,0,22
pair,inf,22,2.000,2.000,6,6,22.000,0.292,0,0,22
pair,inf,23,2.000,2.000,4,4,22.000,0.417,0,0,22
pair,inf,24,2.000,2.000,8,8,22.000,0.292,0,0,22
pair,inf,25,2.400,2.400,5,5,22.000,0.333,0,0,22
pair,inf,26,1.500,1.500,5,5,22.000,0.500,0,0,22
pair,inf,27,3.000,3.000,8,8,22.000,0.417,0,0,22
pair,inf,28,3.000,3.000,9,9,22.000,0.292,0,0,22
pair,inf,29,3.000,3.000,7,7,22.000,0.250,0,0,22
pair,inf,30,2.000,2.000,6,6,22.000,0.292,0,0,22
pair,inf,31,2.000,2.000,7,7,22.000,0.375,0,0,22
pair,inf,32,1.714,1.714,4,4,22.000,0.417,0,0,22
pair,inf,33,2.000,2.000,6,6,22.000,0.417,0,0,22
pair,inf,34,2.400,2.400,6,6,22.000,0.375,0,0,22
pair,inf,35,2.000,2.000,9,9,22.000,0.333,0,0,22
pair,inf,36,2.400,2.400,5,5,22.000,0.333,0,0,22
pair,inf,37,2.000,2.000,7,7,22.000,0.375,0,0,22
pair,inf,38,2.000,2.000,4,4,22.000,0.292,0,0,22
pair,inf,39,1.500,1.500,3,3,22.000,0.417,0,0,22
pair,inf,40,1.714,1.714,4,4,22.000,0.375,0,0,22
pair,inf,41,2.400,2.400,6,6,22.000,0.292,0,0,22
pair,inf,42,2.400,2.400,4,4,22.000,0.333,0,0,22
pair,inf,43,2.000,2.000,5,5,22.000,0.375,0,0,22
pair,inf,44,2.000,2.000,4,4,22.000,0.417,0,0,22
pair,inf,45,3.000,3.000,7,7,22.000,0.292,0,0,22
pair,inf,46,2.000,2.000,6,6,22.000,0.417,0,0,22
pair,inf,47,2.400,2.400,5,5,22.000,0.458,0,0,22
pair,inf,48,3.000,3.000,8,8,22.000,0.333,0,0,22
pair,inf,49,2.400,2.400,4,4,22.000,0.417,0,0,22
pair,inf,50,2.400,2.400,5,5,22.000,0.333,0,0,22
pair,inf,51,1.714,1.714,4,4,22.000,0.458,0,0,22
pair,inf,52,2.000,2.000,7,7,22.000,0.375,0,0,22
pair,inf,53,3.000,3.000,5,5,22.000,0.375,0,0,22
pair,inf,54,1.500,1.500,4,4,22.000,0.417,0,0,22
pair,inf,55,2.000,2.000,6,6,22.000,0.375,0,0,22
pair,inf,56,1.714,1.714,4,4,22.000,0.375,0,0,22
pair,inf,57,2.000,2.000,6,6,22.000,0.292,0,0,22
pair,inf,58,1.714,1.714,4,4,22.000,0.417,0,0,22
pair,inf,59,2.000,2.000,7,7,22.000,0.333,0,0,22
pair,inf,60,3.000,3.000,6,6,22.000,0.375,0,0,22
pair,inf,61,2.000,2.000,5,5,22.000,0.292,0,0,22
pair,inf,62,2.400,2.400,5,5,22.000,0.417,0,0,22
pair,inf,63,2.400,2.400,5,5,22.000,0.417,0,0,22
pair,inf,64,2.400,2.400,6,6,22.000,0.417,0,0,22
pair,8,1,1.714,5.059,4,23,18.025,0.657,2182,240,14
pair,8,2,2.400,13.836,10,24,19.892,0.000,2337,164,16
pair,8,3,3.000,14.454,8,24,20.008,0.000,2334,165,16
pair,8,4,3.000,5.954,6,23,16.842,1.000,2033,314,13
pair,8,5,2.000,13.397,8,24,19.758,0.000,2282,191,14
pair,8,6,2.000,6.899,5,23,17.642,1.000,2024,320,12
pair,8,7,2.400,6.157,7,22,17.050,1.000,2071,296,12
pair,8,8,1.714,6.064,5,22,17.208,1.000,2088,286,13
pair,8,9,1.500,13.401,3,23,19.758,0.000,2331,167,16
pair,8,10,2.000,12.803,5,24,19.825,0.000,2290,187,16
pair,8,11,1.714,12.567,6,24,19.867,0.000,2283,191,15
pair,8,12,1.714,6.317,3,24,17.033,1.000,2092,285,12
pair,8,13,2.000,12.978,5,24,19.708,0.000,2350,157,15
pair,8,14,2.000,6.521,8,23,17.267,1.000,2023,320,13
pair,8,15,2.400,6.656,6,23,17.650,1.000,2075,294,12
pair,8,16,1.714,13.885,5,24,19.900,0.000,2320,172,17
pair,8,17,1.500,13.494,5,24,19.900,0.000,2341,161,16
pair,8,18,2.000,6.272,4,23,17.283,1.000,2026,318,13
pair,8,19,2.400,13.506,4,24,19.700,0.000,2315,174,16
pair,8,20,2.400,6.746,6,21,17.525,1.000,2088,286,12
pair,8,21,2.400,14.398,5,24,19.925,0.000,2288,187,16
pair,8,22,2.000,12.894,6,24,19.808,0.000,2277,194,14
pair,8,23,2.000,5.656,4,23,16.900,1.000,2037,312,12
pair,8,24,2.000,13.914,8,24,19.875,0.000,2345,159,16
pair,8,25,2.400,5.033,5,23,16.650,1.000,2169,247,13
pair,8,26,1.500,13.855,5,24,19.883,0.000,2314,175,16
pair,8,27,3.000,6.578,8,23,17.308,1.000,2040,311,12
pair,8,28,3.000,6.156,9,21,17.375,1.000,2033,314,12
pair,8,29,3.000,13.662,7,24,19.892,0.000,2389,137,17
pair,8,30,2.000,6.163,6,23,17.450,1.000,2052,305,12
pair,8,31,2.000,5.634,7,23,16.800,1.000,2172,245,12
pair,8,32,1.714,12.401,4,23,19.767,0.000,2283,191,15
pair,8,33,2.000,13.543,6,24,19.817,0.000,2268,198,14
pair,8,34,2.400,12.876,6,24,19.717,0.000,2283,191,13
pair,8,35,2.000,6.335,9,23,17.308,1.000,2103,279,13
pair,8,36,2.400,6.919,5,23,17.850,1.000,2129,266,13
pair,8,37,2.000,12.688,7,24,19.792,0.000,2338,163,15
pair,8,38,2.000,13.044,4,24,19.733,0.000,2320,172,14
pair,8,39,1.500,13.314,3,24,19.850,0.000,2297,183,15
pair,8,40,1.714,13.293,4,24,19.825,0.000,2241,212,14
pair,8,41,2.400,6.481,6,23,17.217,1.000,2130,265,13
pair,8,42,2.400,13.312,4,24,19.808,0.000,2273,196,14
pair,8,43,2.000,13.447,5,24,19.783,0.000,2341,162,16
pair,8,44,2.000,6.468,4,23,17.417,1.000,2085,288,13
pair,8,45,3.000,5.579,7,20,16.842,1.000,2210,226,13
pair,8,46,2.000,13.940,6,24,19.975,0.000,2356,153,16
pair,8,47,2.400,5.387,5,19,16.808,1.000,2093,285,12
pair,8,48,3.000,13.733,8,24,19.850,0.000,2321,172,17
pair,8,49,2.400,6.866,4,23,17.642,1.000,2069,297,12
pair,8,50,2.400,7.203,5,23,17.917,1.000,2056,303,12
pair,8,51,1.714,13.383,4,24,19.842,0.000,2345,159,16
pair,8,52,2.000,10.112,7,24,19.558,0.061,2191,236,12
pair,8,53,3.000,13.947,5,24,19.950,0.000,2310,177,15
pair,8,54,1.500,6.587,4,23,17.108,1.000,2004,328,12
pair,8,55,2.000,6.150,6,23,17.042,1.000,2061,299,13
pair,8,56,1.714,13.849,4,24,19.908,0.000,2294,185,17
pair,8,57,2.000,9.459,6,24,19.725,0.123,2345,160,15
pair,8,58,1.714,6.724,4,23,17.383,1.000,2005,329,12
pair,8,59,2.000,6.801,7,23,17.517,1.000,2115,273,12
pair,8,60,3.000,13.346,6,24,19.817,0.000,2221,221,14
pair,8,61,2.000,13.181,5,24,19.808,0.000,2285,189,15
pair,8,62,2.400,5.768,5,23,17.600,0.858,2205,228,14
pair,8,63,2.400,14.185,5,24,20.008,0.000,2239,212,14
pair,8,64,2.400,6.456,6,22,17.292,1.000,2089,284,12
pair,4,1,1.714,3.462,4,15,12.217,1.000,2929,932,1
pair,4,2,2.400,3.384,10,16,11.167,1.000,2755,1017,1
pair,4,3,3.000,5.492,8,20,16.800,0.000,3444,675,12
pair,4,4,3.000,5.524,6,19,16.792,0.000,3455,670,9
pair,4,5,2.000,5.992,8,23,17.108,0.000,3439,679,8
pair,4,6,2.000,5.597,5,23,16.717,0.000,3401,697,12
pair,4,7,2.400,6.207,7,23,17.033,0.000,3416,689,12
pair,4,8,1.714,3.477,5,17,10.550,1.000,2832,978,2
pair,4,9,1.500,5.528,3,23,16.758,0.000,3427,685,12
pair,4,10,2.000,6.300,5,23,17.033,0.000,3398,698,10
pair,4,11,1.714,3.394,6,13,11.275,1.000,2939,927,2
pair,4,12,1.714,3.141,3,15,10.725,1.000,2862,963,2
pair,4,13,2.000,3.419,5,13,10.350,1.000,2829,980,1
pair,4,14,2.000,3.311,8,13,10.758,1.000,2835,978,1
pair,4,15,2.400,7.204,6,24,17.658,0.000,3426,685,11
pair,4,16,1.714,5.771,5,22,16.933,0.000,3477,660,12
pair,4,17,1.500,5.328,5,19,16.592,0.000,3381,706,12
pair,4,18,2.000,3.649,4,15,11.550,1.000,2811,990,2
pair,4,19,2.400,6.653,4,23,17.408,0.000,3436,680,11
pair,4,20,2.400,6.168,6,21,17.067,0.000,3378,708,8
pair,4,21,2.400,6.102,5,21,17.233,0.000,3377,710,11
pair,4,22,2.000,5.708,6,21,16.758,0.000,3444,676,12
pair,4,23,2.000,2.970,4,12,9.450,1.000,2880,952,1
pair,4,24,2.000,3.285,8,13,10.683,1.000,2804,994,2
pair,4,25,2.400,3.180,5,13,9.958,1.000,2784,1003,1
pair,4,26,1.500,3.548,5,17,12.417,1.000,2866,962,1
pair,4,27,3.000,3.178,8,13,11.308,1.000,2870,961,3
pair,4,28,3.000,5.450,9,19,16.900,0.000,3475,660,9
pair,4,29,3.000,6.053,7,23,16.950,0.000,3447,674,12
pair,4,30,2.000,5.939,6,19,17.033,0.000,3451,673,8
pair,4,31,2.000,5.663,7,23,16.867,0.000,3471,662,12
pair,4,32,1.714,3.325,4,15,11.750,1.000,2834,978,2
pair,4,33,2.000,6.162,6,23,17.075,0.000,3477,658,12
pair,4,34,2.400,5.832,6,23,16.750,0.000,3368,714,12
pair,4,35,2.000,5.792,9,23,16.925,0.000,3455,670,12
pair,4,36,2.400,3.413,5,17,10.475,1.000,2860,966,3
pair,4,37,2.000,6.018,7,23,16.708,0.000,3448,675,10
pair,4,38,2.000,5.923,4,19,16.900,0.000,3443,675,11
pair,4,39,1.500,5.690,3,20,16.700,0.000,3430,682,12
pair,4,40,1.714,3.466,4,14,11.700,1.000,2900,946,2
pair,4,41,2.400,5.620,6,23,16.658,0.000,3350,721,10
pair,4,42,2.400,3.365,4,16,12.133,1.000,2738,1026,2
pair,4,43,2.000,3.253,5,15,10.383,1.000,2865,961,1
pair,4,44,2.000,3.220,4,14,10.700,1.000,2918,933,3
pair,4,45,3.000,3.437,7,18,10.517,1.000,2868,962,2
pair,4,46,2.000,5.738,6,20,17.042,0.000,3454,671,8
pair,4,47,2.400,3.418,5,15,11.442,1.000,2793,1000,2
pair,4,48,3.000,3.379,8,13,11.567,1.000,2894,948,1
pair,4,49,2.400,3.403,4,14,10.967,1.000,2819,983,1
pair,4,50,2.400,3.305,5,16,11.075,1.000,2801,996,2
pair,4,51,1.714,3.533,4,15,10.550,1.000,2794,998,2
pair,4,52,2.000,3.826,7,16,12.125,1.000,2893,949,1
pair,4,53,3.000,3.352,5,13,9.558,1.000,2891,948,2
pair,4,54,1.500,5.720,4,22,16.967,0.000,3378,709,8
pair,4,55,2.000,5.857,6,22,16.892,0.000,3419,687,12
pair,4,56,1.714,3.423,4,14,10.333,1.000,2863,964,2
pair,4,57,2.000,3.294,6,17,10.800,1.000,2889,949,3
pair,4,58,1.714,3.253,4,13,11.475,1.000,2833,980,2
pair,4,59,2.000,6.052,7,23,17.375,0.000,3425,686,9
pair,4,60,3.000,6.196,6,23,17.383,0.000,3427,684,9
pair,4,61,2.000,3.286,5,17,11.283,1.000,3018,885,3
pair,4,62,2.400,6.027,5,20,17.108,0.000,3443,676,9
pair,4,63,2.400,3.522,5,19,12.650,1.000,2862,964,2
pair,4,64,2.400,3.285,6,15,10.583,1.000,2917,933,1
pair,2,1,1.714,3.048,4,16,8.658,0.000,4209,1889,1
pair,2,2,2.400,2.005,10,6,1.677,1.000,6765,531,0
pair,2,3,3.000,1.989,8,5,1.853,1.000,6504,662,0
pair,2,4,3.000,1.992,6,5,1.928,1.000,6609,604,0
pair,2,5,2.000,2.063,8,6,1.705,1.000,6625,593,0
pair,2,6,2.000,2.983,5,14,9.625,0.000,4222,1884,1
pair,2,7,2.400,3.341,7,12,8.983,0.000,4251,1870,1
pair,2,8,1.714,3.103,5,14,10.525,0.000,4233,1880,1
pair,2,9,1.500,2.039,3,6,1.802,1.000,6672,581,0
pair,2,10,2.000,3.160,5,12,9.475,0.000,4322,1833,1
pair,2,11,1.714,3.313,6,15,9.733,0.000,4213,1889,1
pair,2,12,1.714,1.895,3,5,1.860,1.000,6686,553,0
pair,2,13,2.000,3.257,5,13,9.875,0.000,4178,1907,1
pair,2,14,2.000,3.051,8,12,9.225,0.000,4086,1951,1
pair,2,15,2.400,1.989,6,7,1.917,1.000,6524,649,0
pair,2,16,1.714,2.984,5,12,9.633,0.000,4201,1895,1
pair,2,17,1.500,2.053,5,5,1.737,1.000,6718,533,0
pair,2,18,2.000,1.918,4,4,1.875,1.000,6706,556,0
pair,2,19,2.400,2.193,4,6,1.653,1.000,6788,507,0
pair,2,20,2.400,1.971,6,6,1.870,1.000,6519,657,0
pair,2,21,2.400,3.356,5,15,9.867,0.000,4261,1865,0
pair,2,22,2.000,1.958,6,6,1.930,1.000,6642,578,0
pair,2,23,2.000,1.977,4,6,1.817,1.000,6692,557,0
pair,2,24,2.000,1.876,8,5,1.890,1.000,6667,578,0
pair,2,25,2.400,1.988,5,6,1.688,1.000,6751,534,0
pair,2,26,1.500,2.005,5,6,1.677,1.000,6543,631,0
pair,2,27,3.000,2.243,8,8,2.101,1.000,6573,617,0
pair,2,28,3.000,2.975,9,13,8.583,0.000,4312,1839,0
pair,2,29,3.000,1.799,7,5,1.624,1.000,6745,528,0
pair,2,30,2.000,1.874,6,6,1.804,1.000,6738,529,0
pair,2,31,2.000,3.180,7,11,10.175,0.000,4140,1924,1
pair,2,32,1.714,1.979,4,5,2.000,1.000,6809,486,0
pair,2,33,2.000,1.969,6,5,1.755,1.000,6690,550,0
pair,2,34,2.400,1.917,6,5,1.833,1.000,6537,639,0
pair,2,35,2.000,3.224,9,12,10.483,0.000,4246,1871,1
pair,2,36,2.400,1.960,5,5,1.854,1.000,6727,538,0
pair,2,37,2.000,2.947,7,13,8.942,0.000,4254,1866,1
pair,2,38,2.000,1.887,4,5,1.758,1.000,6700,561,0
pair,2,39,1.500,1.992,3,5,1.788,1.000,6628,590,0
pair,2,40,1.714,2.091,4,5,1.758,1.000,6617,590,0
pair,2,41,2.400,2.061,6,6,1.880,1.000,6710,547,0
pair,2,42,2.400,2.053,4,5,1.793,1.000,6796,495,0
pair,2,43,2.000,1.881,5,5,1.971,1.000,6682,564,0
pair,2,44,2.000,2.020,4,6,1.979,1.000,6619,589,0
pair,2,45,3.000,1.903,7,7,1.905,1.000,6768,514,0
pair,2,46,2.000,2.070,6,5,1.753,1.000,6679,560,0
pair,2,47,2.400,2.075,5,6,1.674,1.000,6645,583,0
pair,2,48,3.000,1.935,8,5,1.870,1.000,6554,615,0
pair,2,49,2.400,2.113,4,6,1.929,1.000,6729,536,0
pair,2,50,2.400,3.015,5,12,9.733,0.000,4249,1870,1
pair,2,51,1.714,1.967,4,5,1.830,1.000,6668,571,0
pair,2,52,2.000,3.279,7,12,9.583,0.000,4139,1924,1
pair,2,53,3.000,1.966,5,6,1.825,1.000,6730,537,0
pair,2,54,1.500,1.942,4,5,1.596,1.000,6689,557,0
pair,2,55,2.000,2.047,6,5,1.857,1.000,6717,539,0
pair,2,56,1.714,3.115,4,13,9.192,0.000,4086,1953,1
pair,2,57,2.000,2.002,6,5,2.071,1.000,6555,626,0
pair,2,58,1.714,1.945,4,5,2.170,1.000,6415,698,0
pair,2,59,2.000,2.131,7,7,1.775,1.000,6716,545,0
pair,2,60,3.000,3.143,6,11,10.225,0.000,4192,1899,2
pair,2,61,2.000,2.087,5,6,1.928,1.000,6609,598,0
pair,2,62,2.400,2.069,5,6,1.868,1.000,6508,660,0
pair,2,63,2.400,2.032,5,5,1.911,1.000,6468,676,0
pair,2,64,2.400,1.952,6,5,1.981,1.000,6724,536,0
