init,m,mu,seed,winner,t_death,path,t_birth1,t_birth2,t_birth3,births1,births2,births3,mutations,fitness_lastq,share1,share2,share3,pokes
fast,inf,0.003,15,FIX1,,1,1,,,0,0,0,3955,0.958,0.929,0.033,0.038,0
fast,inf,0.003,16,FIX1,,1,1,,,0,0,0,3953,0.962,0.935,0.032,0.033,0
fast,inf,0.003,17,FIX1,,1,1,,,0,0,0,3895,0.962,0.934,0.033,0.033,0
fast,inf,0.003,18,FIX1,,1,1,,,0,0,0,3813,0.961,0.934,0.029,0.036,0
fast,inf,0.003,19,FIX1,,1,1,,,0,0,0,3973,0.965,0.940,0.028,0.032,0
fast,inf,0.003,20,FIX1,,1,1,,,0,0,0,3962,0.963,0.936,0.032,0.032,0
fast,inf,0.003,21,FIX1,,1,1,,,0,0,0,4035,0.957,0.928,0.033,0.039,0
fast,inf,0.003,22,FIX1,,1,1,,,0,0,0,3844,0.963,0.936,0.032,0.032,0
fast,inf,0.003,23,FIX1,,1,1,,,0,0,0,3870,0.963,0.938,0.028,0.034,0
fast,inf,0.003,24,FIX1,,1,1,,,0,0,0,3896,0.965,0.940,0.027,0.032,0
fast,inf,0.010,1,FIX1,,1,1,,,0,0,0,10066,0.896,0.822,0.088,0.090,0
fast,inf,0.010,2,FIX1,,1,1,,,0,0,0,10055,0.893,0.816,0.093,0.091,0
fast,inf,0.010,3,FIX1,,1,1,,,0,0,0,10142,0.895,0.818,0.094,0.088,0
fast,inf,0.010,4,FIX1,,1,1,,,0,0,0,10089,0.900,0.829,0.085,0.087,0
fast,inf,0.010,5,FIX1,,1,1,,,0,0,0,10031,0.890,0.814,0.086,0.100,0
fast,inf,0.010,6,FIX1,,1,1,,,0,0,0,10111,0.895,0.819,0.094,0.087,0
fast,inf,0.010,7,FIX1,,1,1,,,0,0,0,10161,0.894,0.818,0.093,0.090,0
fast,inf,0.010,8,FIX1,,1,1,,,0,0,0,10113,0.891,0.814,0.090,0.097,0
fast,inf,0.010,9,FIX1,,1,1,,,0,0,0,10204,0.895,0.818,0.096,0.086,0
fast,inf,0.010,10,FIX1,,1,1,,,0,0,0,10093,0.895,0.820,0.088,0.092,0
fast,inf,0.010,11,FIX1,,1,1,,,0,0,0,10056,0.899,0.827,0.085,0.089,0
fast,inf,0.010,12,FIX1,,1,1,,,0,0,0,10001,0.904,0.834,0.088,0.078,0
fast,inf,0.010,13,FIX1,,1,1,,,0,0,0,10046,0.894,0.816,0.098,0.086,0
fast,inf,0.010,14,FIX1,,1,1,,,0,0,0,10094,0.896,0.822,0.089,0.089,0
fast,inf,0.010,15,FIX1,,1,1,,,0,0,0,10267,0.892,0.814,0.093,0.093,0
fast,inf,0.010,16,FIX1,,1,1,,,0,0,0,10092,0.896,0.822,0.088,0.090,0
fast,inf,0.010,17,FIX1,,1,1,,,0,0,0,10192,0.899,0.825,0.090,0.085,0
fast,inf,0.010,18,FIX1,,1,1,,,0,0,0,9952,0.897,0.823,0.086,0.091,0
fast,inf,0.010,19,FIX1,,1,1,,,0,0,0,10091,0.896,0.822,0.085,0.093,0
fast,inf,0.010,20,FIX1,,1,1,,,0,0,0,10315,0.890,0.811,0.095,0.094,0
fast,inf,0.010,21,FIX1,,1,1,,,0,0,0,10177,0.894,0.818,0.091,0.091,0
fast,inf,0.010,22,FIX1,,1,1,,,0,0,0,10043,0.899,0.825,0.092,0.082,0
fast,inf,0.010,23,FIX1,,1,1,,,0,0,0,10140,0.897,0.823,0.089,0.088,0
fast,inf,0.010,24,FIX1,,1,1,,,0,0,0,9965,0.892,0.815,0.092,0.093,0
fast,8,0.001,1,FIX1,,1,1,2842,979,2359,11,4,215,0.995,0.991,0.005,0.004,3555
fast,8,0.001,2,FIX1,,1,1,1548,344,2277,6,7,242,0.997,0.994,0.002,0.003,3555
fast,8,0.001,3,FIX1,,1,1,1212,887,2279,17,9,208,0.995,0.992,0.004,0.004,3555
fast,8,0.001,4,FIX1,,1,1,4191,1959,2273,8,8,214,0.996,0.994,0.002,0.004,3555
fast,8,0.001,5,FIX1,,1,1,2974,644,2270,11,8,229,0.998,0.996,0.002,0.002,3555
fast,8,0.001,6,FIX1,,1,1,15214,737,2248,11,9,229,0.996,0.992,0.005,0.002,3555
fast,8,0.001,7,FIX1,,1,1,7866,1924,2261,11,8,240,0.997,0.994,0.004,0.001,3555
fast,8,0.001,8,FIX1,,1,1,3904,3834,2268,6,14,207,0.997,0.996,0.002,0.003,3555
fast,8,0.001,9,FIX1,,1,1,1481,184,2314,12,13,240,0.996,0.993,0.003,0.004,3555
fast,8,0.001,10,FIX1,,1,1,1887,1768,2344,9,7,236,0.997,0.994,0.002,0.004,3555
fast,8,0.001,11,FIX1,,1,1,4301,2400,2312,18,5,196,0.998,0.997,0.002,0.001,3555
fast,8,0.001,12,FIX1,,1,1,798,5792,2287,11,8,205,0.997,0.995,0.003,0.002,3555
fast,8,0.001,13,FIX1,,1,1,2365,2479,2323,16,8,215,0.994,0.990,0.007,0.004,3555
fast,8,0.001,14,FIX1,,1,1,1472,3047,2369,13,12,224,0.996,0.992,0.004,0.003,3555
fast,8,0.001,15,FIX1,,1,1,4372,3202,2303,10,5,225,0.994,0.991,0.005,0.005,3555
fast,8,0.001,16,FIX1,,1,1,1085,1751,2298,12,7,243,0.997,0.994,0.002,0.003,3555
fast,8,0.001,17,FIX1,,1,1,1518,2957,2294,10,11,221,0.995,0.991,0.005,0.004,3555
fast,8,0.001,18,FIX1,,1,1,881,21869,2347,13,5,189,0.997,0.995,0.001,0.004,3555
fast,8,0.001,19,FIX1,,1,1,425,9154,2316,11,8,211,0.993,0.989,0.004,0.007,3555
fast,8,0.001,20,FIX1,,1,1,8252,3885,2284,9,9,208,0.995,0.991,0.005,0.003,3555
fast,8,0.001,21,FIX1,,1,1,3506,5251,2308,14,3,257,0.998,0.996,0.003,0.001,3555
fast,8,0.001,22,FIX1,,1,1,2393,3613,2294,9,9,250,0.996,0.993,0.003,0.004,3555
fast,8,0.001,23,FIX1,,1,1,216,2933,2304,7,10,191,0.997,0.994,0.003,0.003,3555
fast,8,0.001,24,FIX1,,1,1,130,754,2264,13,13,224,0.996,0.993,0.005,0.002,3555
fast,8,0.003,1,FIX1,,1,1,2072,3788,2226,29,26,623,0.994,0.990,0.005,0.005,3555
fast,8,0.003,2,FIX1,,1,1,139,2841,2258,26,20,671,0.988,0.980,0.012,0.008,3555
fast,8,0.003,3,FIX1,,1,1,140,1895,2263,25,18,665,0.989,0.982,0.008,0.010,3555
fast,8,0.003,4,FIX1,,1,1,131,2293,2242,21,21,657,0.991,0.984,0.007,0.009,3555
fast,8,0.003,5,FIX1,,1,1,2968,688,2254,28,33,673,0.989,0.981,0.010,0.009,3555
fast,8,0.003,6,FIX1,,1,1,212,139,2281,28,27,675,0.988,0.980,0.009,0.011,3555
fast,8,0.003,7,FIX1,,1,1,2497,375,2242,29,17,607,0.992,0.986,0.009,0.005,3555
fast,8,0.003,8,FIX1,,1,1,1411,131,2289,26,37,645,0.987,0.979,0.009,0.012,3555
fast,8,0.003,9,FIX1,,1,1,536,3107,2240,41,30,667,0.989,0.981,0.007,0.011,3555
fast,8,0.003,10,FIX1,,1,1,1008,1393,2277,35,29,700,0.989,0.982,0.009,0.009,3555
fast,8,0.003,11,FIX1,,1,1,1532,917,2280,24,26,670,0.991,0.984,0.009,0.007,3555
fast,8,0.003,12,FIX1,,1,1,311,430,2271,20,27,614,0.990,0.983,0.006,0.010,3555
fast,8,0.003,13,FIX1,,1,1,456,310,2263,34,27,709,0.987,0.977,0.015,0.008,3555
fast,8,0.003,14,FIX1,,1,1,457,414,2264,35,30,675,0.990,0.983,0.007,0.010,3555
fast,8,0.003,15,FIX1,,1,1,206,737,2251,23,30,651,0.988,0.981,0.009,0.011,3555
fast,8,0.003,16,FIX1,,1,1,1464,589,2233,42,31,708,0.984,0.971,0.020,0.009,3555
fast,8,0.003,17,FIX1,,1>2>1,1,1022,169,2202,40,34,667,0.983,0.969,0.025,0.006,3555
fast,8,0.003,18,FIX1,,1,1,247,1834,2192,17,24,657,0.988,0.980,0.008,0.012,3555
fast,8,0.003,19,FIX1,,1,1,457,287,2211,35,28,664,0.989,0.981,0.010,0.009,3555
fast,8,0.003,20,FIX1,,1,1,203,148,2237,42,21,677,0.990,0.983,0.008,0.009,3555
fast,8,0.003,21,FIX1,,1,1,2363,967,2245,43,29,667,0.990,0.982,0.010,0.008,3555
fast,8,0.003,22,FIX1,,1,1,149,614,2214,29,31,702,0.988,0.979,0.012,0.008,3555
fast,8,0.003,23,FIX1,,1,1,385,854,2285,35,19,644,0.988,0.979,0.009,0.012,3555
fast,8,0.003,24,FIX1,,1,1,754,690,2253,45,34,713,0.989,0.981,0.011,0.008,3555
fast,8,0.010,1,FIX1,,1,1,298,133,2095,118,85,2036,0.962,0.932,0.040,0.028,3555
fast,8,0.010,2,FIX1,,1,1,356,726,2140,84,83,2020,0.968,0.945,0.028,0.026,3555
fast,8,0.010,3,FIX1,,1,1,379,143,2092,93,92,2038,0.973,0.954,0.022,0.024,3555
fast,8,0.010,4,FIX1,,1,1,266,169,2165,99,77,2076,0.966,0.939,0.038,0.023,3555
fast,8,0.010,5,FIX1,,1,1,466,130,2119,88,94,2107,0.965,0.940,0.030,0.030,3555
fast,8,0.010,6,FIX1,,1,1,421,487,2114,72,105,2096,0.962,0.935,0.032,0.033,3555
fast,8,0.010,7,FIX1,,1,1,298,1086,2102,88,74,1962,0.967,0.942,0.034,0.024,3555
fast,8,0.010,8,FIX1,,1>2>1,1,347,231,2185,91,69,2011,0.974,0.954,0.025,0.021,3555
fast,8,0.010,9,FIX1,,1>2>1,1,233,136,2113,90,88,2074,0.959,0.927,0.042,0.030,3555
fast,8,0.010,10,FIX1,,1,1,294,625,2131,115,105,2023,0.956,0.922,0.047,0.031,3555
fast,8,0.010,11,FIX1,,1,1,590,258,2149,77,99,1989,0.969,0.947,0.025,0.028,3555
fast,8,0.010,12,FIX1,,1>2>1,1,161,152,2115,93,58,2090,0.966,0.940,0.035,0.025,3555
fast,8,0.010,13,FIX1,,1,1,170,1012,2102,93,86,2081,0.959,0.928,0.041,0.032,3555
fast,8,0.010,14,FIX1,,1,1,199,518,2171,95,84,1972,0.962,0.935,0.032,0.034,3555
fast,8,0.010,15,FIX1,,1,1,230,134,2126,103,84,2050,0.973,0.955,0.022,0.023,3555
fast,8,0.010,16,FIX1,,1,1,153,283,2153,99,84,2025,0.954,0.921,0.043,0.036,3555
fast,8,0.010,17,FIX1,,1,1,328,1042,2119,96,85,2047,0.965,0.938,0.037,0.025,3555
fast,8,0.010,18,FIX1,,1,1,644,322,2089,100,87,2068,0.961,0.933,0.034,0.033,3555
fast,8,0.010,19,FIX1,,1,1,131,932,2097,95,84,2002,0.965,0.938,0.039,0.023,3555
fast,8,0.010,20,FIX1,,1,1,130,482,2116,118,104,2039,0.955,0.923,0.041,0.037,3555
fast,8,0.010,21,FIX1,,1,1,186,580,2173,89,98,2072,0.963,0.937,0.031,0.032,3555
fast,8,0.010,22,FIX1,,1,1,220,752,2160,81,90,2124,0.965,0.940,0.030,0.030,3555
fast,8,0.010,23,FIX1,,1,1,898,385,2107,103,100,2079,0.960,0.931,0.036,0.033,3555
fast,8,0.010,24,FIX1,,1,1,446,202,2072,103,89,2119,0.963,0.936,0.036,0.028,3555
fast,2,0.001,1,FIX1,,1,1,473,1933,4724,16,15,68,0.999,0.998,0.000,0.002,10666
fast,2,0.001,2,FIX1,,1,1,6931,580,4739,37,16,77,0.987,0.975,0.024,0.001,10666
fast,2,0.001,3,FIX1,,1,1,7384,4385,4811,12,9,59,0.998,0.997,0.000,0.003,10666
fast,2,0.001,4,FIX1,,1,1,494,1844,4796,33,12,74,0.993,0.986,0.012,0.002,10666
fast,2,0.001,5,FIX1,,1,1,2870,2129,4862,14,21,101,0.998,0.996,0.003,0.001,10666
fast,2,0.001,6,FIX1,,1,1,245,2261,4752,26,16,80,0.995,0.990,0.006,0.004,10666
fast,2,0.001,7,FIX1,,1,1,401,2362,4790,24,13,89,0.996,0.993,0.002,0.005,10666
fast,2,0.001,8,FIX1,,1,1,919,2008,4800,20,18,66,0.997,0.995,0.003,0.003,10666
fast,2,0.001,9,FIX1,,1,1,229,4421,4742,43,12,80,0.996,0.992,0.006,0.002,10666
fast,2,0.001,10,FIX1,,1>2>1,1,209,1289,4785,41,18,93,0.992,0.985,0.012,0.004,10666
fast,2,0.001,11,FIX1,,1,1,218,1387,4873,20,14,61,0.999,0.998,0.001,0.001,10666
fast,2,0.001,12,FIX1,,1,1,785,481,4864,13,19,73,0.998,0.997,0.001,0.002,10666
fast,2,0.001,13,FIX1,,1,1,3665,493,4786,33,17,91,0.996,0.992,0.006,0.002,10666
fast,2,0.001,14,FIX1,,1,1,169,1289,4771,29,16,89,0.991,0.985,0.008,0.007,10666
fast,2,0.001,15,FIX1,,1,1,820,2711,4738,13,7,78,0.998,0.997,0.002,0.001,10666
fast,2,0.001,16,FIX1,,1,1,1184,2045,4728,23,12,84,0.996,0.993,0.005,0.002,10666
fast,2,0.001,17,FIX1,,1,1,2966,3251,4837,13,11,68,0.999,0.998,0.001,0.002,10666
fast,2,0.001,18,FIX1,,1,1,1315,688,4775,23,13,68,0.998,0.997,0.001,0.002,10666
fast,2,0.001,19,FIX1,,1,1,3794,4396,4777,12,10,56,0.999,0.999,0.001,0.000,10666
fast,2,0.001,20,FIX1,,1,1,5101,1831,4754,16,17,68,0.992,0.985,0.013,0.002,10666
fast,2,0.001,21,FIX1,,1,1,2294,5189,4800,19,13,73,0.992,0.984,0.012,0.004,10666
fast,2,0.001,22,FIX1,,1,1,316,4888,4793,12,6,60,0.998,0.997,0.003,0.001,10666
fast,2,0.001,23,FIX1,,1,1,6659,568,4807,15,17,76,0.997,0.996,0.001,0.003,10666
fast,2,0.001,24,FIX1,,1>2>1,1,130,403,4897,30,10,78,0.995,0.989,0.010,0.001,10666
fast,2,0.003,1,FIX1,,1,1,167,148,4666,42,37,208,0.992,0.985,0.011,0.003,10666
fast,2,0.003,2,FIX1,,1>2>1,1,1633,809,4633,71,41,225,0.990,0.983,0.012,0.005,10666
fast,2,0.003,3,FIX1,,1,1,817,331,4726,60,54,221,0.984,0.972,0.019,0.009,10666
fast,2,0.003,4,FIX1,,1,1,131,1741,4723,68,40,234,0.990,0.981,0.014,0.005,10666
fast,2,0.003,5,FIX1,,1>2>1,1,179,1808,4742,63,47,223,0.991,0.985,0.005,0.010,10666
fast,2,0.003,6,FIX1,,1,1,1438,139,4731,55,49,212,0.984,0.970,0.024,0.006,10666
fast,2,0.003,7,FIX1,,1,1,146,184,4689,47,35,220,0.989,0.981,0.006,0.012,10666
fast,2,0.003,8,FIX1,,1,1,718,131,4720,56,32,197,0.990,0.983,0.009,0.008,10666
fast,2,0.003,9,FIX1,,1,1,1207,229,4681,59,57,231,0.987,0.977,0.013,0.010,10666
fast,2,0.003,10,DEAD,12240,1>2>1,1,1492,484,1805,22,19,99,0.984,0.970,0.025,0.005,4038
fast,2,0.003,11,FIX1,,1,1,1120,517,4771,71,45,225,0.987,0.979,0.010,0.012,10666
fast,2,0.003,12,FIX1,,1,1,152,142,4746,65,40,186,0.988,0.977,0.017,0.006,10666
fast,2,0.003,13,FIX1,,1,1,3056,376,4717,49,56,227,0.987,0.978,0.014,0.009,10666
fast,2,0.003,14,FIX1,,1,1,1912,248,4695,33,52,232,0.990,0.982,0.008,0.009,10666
fast,2,0.003,15,DEAD,8496,1,1,137,1666,1237,31,7,63,0.980,0.961,0.036,0.003,2790
fast,2,0.003,16,DEAD,19656,1>2,1,613,1505,2834,66,18,132,0.978,0.958,0.037,0.004,6510
fast,2,0.003,17,FIX1,,1>2>1,1,916,151,4677,68,52,204,0.982,0.968,0.021,0.012,10666
fast,2,0.003,18,FIX1,,1,1,406,173,4849,52,38,207,0.993,0.987,0.007,0.005,10666
fast,2,0.003,19,FIX1,,1,1,898,766,4680,62,30,223,0.994,0.990,0.005,0.005,10666
fast,2,0.003,20,FIX1,,1,1,385,469,4682,39,45,215,0.988,0.981,0.006,0.013,10666
fast,2,0.003,21,FIX1,,1>3>1,1,1276,1559,4675,62,43,218,0.989,0.981,0.012,0.007,10666
fast,2,0.003,22,FIX1,,1>2>1,1,143,929,4693,95,42,224,0.991,0.985,0.007,0.008,10666
fast,2,0.003,23,FIX1,,1,1,524,1115,4695,52,35,209,0.992,0.986,0.009,0.004,10666
fast,2,0.003,24,FIX1,,1>2>1,1,139,163,4702,68,35,213,0.990,0.982,0.013,0.005,10666
fast,2,0.010,1,FIX1,,1>2>1>2>1,1,856,140,4365,170,143,704,0.968,0.944,0.031,0.025,10666
fast,2,0.010,2,DEAD,10971,1>2,1,148,140,1410,91,55,280,0.949,0.907,0.066,0.027,3615
fast,2,0.010,3,DEAD,10299,1>2>1>2>1,1,157,176,1383,82,37,253,0.968,0.943,0.034,0.023,3391
fast,2,0.010,4,DEAD,31452,1>3>1>2>1>3,1,274,248,4405,203,132,663,0.961,0.931,0.041,0.028,10442
fast,2,0.010,5,DEAD,2235,1>2,1,179,130,278,28,12,83,0.885,0.786,0.167,0.047,703
fast,2,0.010,6,DEAD,29946,1>2>1>2>1,1,154,181,4111,163,157,666,0.967,0.944,0.026,0.030,9940
fast,2,0.010,7,FIX1,,1>2>1,1,268,143,4526,156,129,674,0.975,0.958,0.022,0.021,10666
fast,2,0.010,8,DEAD,3108,1>2>1>2,1,134,167,378,43,14,97,0.879,0.769,0.199,0.032,994
fast,2,0.010,9,DEAD,4275,1,1,143,136,585,13,31,124,0.959,0.938,0.003,0.059,1383
fast,2,0.010,10,DEAD,14439,1>2>1,1,733,161,1987,109,60,336,0.960,0.927,0.050,0.023,4771
fast,2,0.010,11,DEAD,2694,1,1,152,436,351,10,25,68,0.940,0.901,0.037,0.063,856
fast,2,0.010,12,DEAD,6168,1>2,1,559,196,823,46,18,172,0.934,0.875,0.105,0.021,2014
fast,2,0.010,13,DEAD,20604,1>2,1,151,448,2831,122,105,481,0.968,0.943,0.038,0.019,6826
fast,2,0.010,14,DEAD,1791,1,1,193,502,202,13,8,82,0.930,0.876,0.077,0.047,555
fast,2,0.010,15,FIX1,,1>2>1,1,208,134,4454,163,121,656,0.971,0.950,0.027,0.023,10666
fast,2,0.010,16,DEAD,17655,1>3>1>2,1,281,275,2383,124,71,403,0.953,0.915,0.060,0.026,5843
fast,2,0.010,17,DEAD,3201,1>2,1,149,193,400,37,13,103,0.909,0.828,0.142,0.030,1025
fast,2,0.010,18,FIX1,,1>2>1,1,193,173,4423,154,143,650,0.968,0.946,0.023,0.031,10666
fast,2,0.010,19,DEAD,5667,1>2,1,131,508,792,39,9,136,0.956,0.917,0.071,0.012,1847
fast,2,0.010,20,DEAD,3471,1>2>1>2,1,130,152,443,36,9,111,0.935,0.871,0.123,0.006,1115
fast,2,0.010,21,DEAD,5463,1>2,1,457,290,732,33,18,126,0.945,0.897,0.080,0.023,1779
fast,2,0.010,22,DEAD,2154,1>3,1,316,298,274,14,14,81,0.890,0.821,0.056,0.123,676
fast,2,0.010,23,DEAD,19761,1>2>1,1,149,158,2718,146,103,414,0.941,0.897,0.057,0.046,6545
fast,2,0.010,24,FIX1,,1>2>1>2>1,1,163,613,4474,180,108,656,0.974,0.953,0.029,0.017,10666
