arm,m,seed,rho_init,rho_lastq,runmean_lastq,tape_lastq,s_share_lastq,fidelity,rho_traj,rho_osc,rep_base,rep_pair,rep_mut,rep_dpair
full,2,18,0.500,0.000,1.937,1.883,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;-;0.00,0.000,6706,556,0,0
full,2,19,0.417,0.000,3.074,9.832,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;-,0.000,4212,1885,1,0
full,2,20,0.417,0.000,2.015,1.867,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6582,618,3,0
full,2,21,0.417,0.000,3.356,9.867,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4240,1873,5,0
full,2,22,0.500,0.000,3.112,10.417,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4209,1890,4,0
full,2,23,0.500,0.000,1.987,1.826,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;-;0.00,0.000,6692,557,0,0
full,2,24,0.500,0.000,2.100,1.936,1.000,1.000,-;0.00;-;0.00;-;-;0.00;0.00,0.000,6501,660,2,0
full,2,25,0.417,0.000,2.028,1.881,1.000,1.000,-;0.00;0.00;0.00;-;0.00;0.00;0.00,0.000,6513,636,1,0
full,2,26,0.667,0.000,2.059,1.713,1.000,1.000,0.00;0.00;-;0.00;-;0.00;0.00;0.00,0.000,6632,585,3,0
full,2,27,0.333,0.000,2.243,2.101,1.000,1.000,-;0.00;-;-;0.00;0.00;0.00;0.00,0.000,6573,617,0,0
full,2,28,0.333,0.000,2.108,2.131,1.000,1.000,-;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6613,612,1,0
full,2,29,0.333,0.000,3.148,10.867,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4197,1891,1,0
full,2,30,0.500,0.000,2.029,1.840,1.000,0.999,0.00;-;-;0.00;0.00;-;0.00;0.00,0.000,6758,517,8,0
full,2,31,0.500,0.000,3.180,10.175,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4175,1905,3,0
full,2,32,0.583,0.000,3.028,9.517,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4162,1909,5,0
para,8,1,0.583,0.175,3.923,18.500,0.509,0.894,0.38;0.18;0.26;0.17;0.17;0.17;0.25;0.20,0.074,2124,128,0,141
para,8,2,0.417,0.209,3.275,18.433,0.515,0.897,0.07;0.12;0.27;0.30;0.27;0.20;0.25;0.35,0.077,2106,141,0,137
para,8,3,0.333,0.213,3.442,18.825,0.594,0.907,0.22;0.20;0.17;0.08;0.18;0.16;0.19;0.18,0.085,2129,143,0,124
para,8,4,0.333,0.197,3.433,18.358,0.467,0.902,0.31;0.19;0.17;0.36;0.30;0.33;0.35;0.24,0.083,2119,142,0,130
para,8,5,0.500,0.211,3.249,18.367,0.541,0.900,0.31;0.11;0.24;0.22;0.15;0.12;0.18;0.28,0.076,2128,135,0,133
para,8,6,0.500,0.182,3.598,18.558,0.575,0.892,0.27;0.22;0.20;0.35;0.26;0.21;0.20;0.22,0.074,2126,125,0,144
para,8,7,0.417,0.206,3.465,18.717,0.521,0.898,0.19;0.12;0.33;0.22;0.12;0.14;0.15;0.12,0.076,2110,140,0,136
para,8,8,0.583,0.165,4.016,18.817,0.463,0.899,0.27;0.31;0.20;0.21;0.28;0.12;0.24;0.06,0.067,2134,131,0,134
para,8,9,0.667,0.174,3.508,17.825,0.696,0.909,0.20;0.20;0.22;0.08;0.12;0.29;0.20;0.27,0.089,2119,149,0,121
para,8,10,0.500,0.185,3.349,18.083,0.703,0.895,0.07;0.17;0.30;0.27;0.37;0.12;0.26;0.20,0.069,2155,114,0,140
para,8,11,0.583,0.234,3.026,18.392,0.572,0.893,0.07;0.25;0.18;0.27;0.08;0.21;0.24;0.22,0.076,2085,146,0,143
para,8,12,0.583,0.239,3.178,18.608,0.515,0.899,0.18;0.24;0.20;0.17;0.10;0.18;0.15;0.25,0.087,2107,143,0,135
para,8,13,0.500,0.192,3.648,18.658,0.514,0.892,0.30;0.25;0.21;0.20;0.21;0.05;0.31;0.18,0.086,2090,143,0,144
para,8,14,0.500,0.220,3.111,18.042,0.590,0.889,0.17;0.17;0.20;0.16;0.11;0.33;0.38;0.29,0.083,2097,135,0,148
para,8,15,0.417,0.166,3.696,18.408,0.637,0.893,0.22;0.16;0.18;0.28;0.27;0.18;0.28;0.06,0.087,2107,136,0,143
para,8,16,0.583,0.204,3.387,18.275,0.586,0.878,0.27;0.14;0.07;0.00;0.19;0.25;0.28;0.29,0.090,2087,125,0,163
para,8,17,0.667,0.189,3.617,18.825,0.589,0.899,0.18;0.19;0.25;0.06;0.16;0.15;0.16;0.25,0.076,2151,121,0,135
para,8,18,0.500,0.190,3.526,18.500,0.614,0.900,0.15;0.09;0.08;0.20;0.25;0.18;0.17;0.07,0.082,2104,148,0,133
para,8,19,0.417,0.188,3.592,18.350,0.508,0.899,0.16;0.18;0.22;0.25;0.06;0.09;0.21;0.17,0.076,2087,154,0,134
para,8,20,0.417,0.191,3.547,18.275,0.604,0.884,0.46;0.19;0.31;0.06;0.15;0.22;0.06;0.23,0.089,2081,136,0,154
para,8,21,0.417,0.200,3.348,18.408,0.560,0.914,0.18;0.29;0.28;0.22;0.31;0.19;0.20;0.33,0.083,2180,128,0,114
para,8,22,0.500,0.204,3.287,18.375,0.565,0.899,0.22;0.13;0.07;0.00;0.17;0.25;0.31;0.06,0.087,2112,142,0,134
para,8,23,0.500,0.228,3.233,18.725,0.506,0.904,0.25;0.09;0.17;0.12;0.31;0.14;0.27;0.28,0.077,2132,138,0,128
para,8,24,0.500,0.209,3.182,17.975,0.686,0.897,0.21;0.21;0.25;0.07;0.15;0.09;0.38;0.22,0.076,2117,137,0,137
para,8,25,0.417,0.163,3.987,18.825,0.506,0.902,0.19;0.14;0.22;0.22;0.25;0.06;0.11;0.17,0.079,2154,125,0,130
para,8,26,0.667,0.205,3.381,18.250,0.627,0.894,0.12;0.29;0.21;0.20;0.23;0.11;0.24;0.16,0.092,2067,157,0,141
para,8,27,0.333,0.203,3.257,18.025,0.649,0.904,0.10;0.17;0.21;0.07;0.17;0.22;0.38;0.25,0.079,2131,138,0,128
para,8,28,0.333,0.222,3.400,18.575,0.512,0.896,0.25;0.25;0.27;0.31;0.19;0.35;0.22;0.20,0.102,2105,139,0,139
para,8,29,0.333,0.226,3.309,18.725,0.612,0.881,0.28;0.25;0.07;0.07;0.32;0.20;0.12;0.11,0.088,2048,149,0,159
para,8,30,0.500,0.215,3.144,18.117,0.652,0.897,0.14;0.17;0.18;0.06;0.24;0.25;0.28;0.12,0.081,2108,140,0,137
para,8,31,0.500,0.181,3.959,18.917,0.465,0.911,0.27;0.25;0.27;0.22;0.00;0.18;0.15;0.21,0.081,2163,131,0,119
para,8,32,0.583,0.197,3.643,18.808,0.517,0.899,0.25;0.28;0.10;0.30;0.17;0.22;0.14;0.10,0.084,2137,130,0,134
para,4,1,0.583,0.206,2.567,14.150,0.546,0.799,0.00;0.00;0.21;0.12;0.09;0.27;0.20;0.25,0.106,2887,472,0,482
para,4,2,0.417,0.184,2.534,13.567,0.573,0.796,0.10;0.08;0.27;0.17;0.10;0.00;0.07;0.11,0.112,2892,461,0,489
para,4,3,0.333,0.207,2.436,13.717,0.552,0.806,0.21;0.33;0.31;0.17;0.11;0.24;0.38;0.00,0.115,2938,461,0,466
para,4,4,0.333,0.201,2.417,13.375,0.519,0.809,0.11;0.36;0.27;0.27;0.25;0.12;0.36;0.29,0.110,2910,483,0,459
para,4,5,0.500,0.202,2.371,13.158,0.569,0.797,0.25;0.09;0.31;0.31;0.14;0.08;0.23;0.14,0.107,2824,499,0,486
para,4,6,0.500,0.224,2.433,14.458,0.563,0.794,0.15;0.27;0.11;0.20;0.09;0.18;0.36;0.23,0.105,2865,470,0,495
para,4,7,0.417,0.204,2.586,14.275,0.484,0.803,0.33;0.15;0.17;0.14;0.12;0.08;0.20;0.20,0.106,2865,493,0,471
para,4,8,0.583,0.203,2.520,13.892,0.553,0.790,0.12;0.20;0.50;0.14;0.25;0.17;0.45;0.25,0.097,2836,475,0,503
para,4,9,0.667,0.215,2.286,13.350,0.596,0.796,0.10;0.15;0.25;0.36;0.23;0.23;0.21;0.44,0.106,2897,458,0,488
para,4,10,0.500,0.199,2.433,13.358,0.572,0.800,0.21;0.23;0.10;0.30;0.18;0.08;0.33;0.20,0.110,2818,507,0,479
para,4,11,0.583,0.202,2.544,14.600,0.577,0.805,0.08;0.08;0.29;0.10;0.20;0.18;0.15;0.23,0.111,2843,507,0,468
para,4,12,0.583,0.203,2.542,14.217,0.557,0.803,0.25;0.08;0.07;0.08;0.27;0.33;0.00;0.27,0.095,2822,512,0,473
para,4,13,0.500,0.200,2.536,14.633,0.493,0.802,0.21;0.15;0.08;0.27;0.33;0.15;0.27;0.31,0.101,2892,477,0,474
para,4,14,0.500,0.215,2.476,14.492,0.535,0.802,0.09;0.30;0.09;0.22;0.23;0.29;0.22;0.15,0.112,2885,480,0,475
para,4,15,0.417,0.199,2.726,14.033,0.538,0.795,0.10;0.12;0.25;0.00;0.14;0.00;0.20;0.10,0.104,2833,488,0,492
para,4,16,0.583,0.202,2.530,14.267,0.529,0.796,0.21;0.29;0.00;0.20;0.18;0.08;0.21;0.14,0.104,2836,490,0,488
para,4,17,0.667,0.189,2.410,12.758,0.666,0.796,0.20;0.11;0.27;0.11;0.22;0.00;0.00;0.20,0.108,2887,463,0,489
para,4,18,0.500,0.206,2.468,13.442,0.593,0.795,0.27;0.00;0.33;0.00;0.25;0.23;0.22;0.22,0.107,2836,488,0,490
para,4,19,0.417,0.213,2.476,14.383,0.559,0.809,0.20;0.18;0.09;0.25;0.25;0.17;0.18;0.46,0.108,2834,523,0,457
para,4,20,0.417,0.217,2.415,13.875,0.472,0.804,0.36;0.10;0.17;0.00;0.07;0.29;0.29;0.07,0.096,2908,473,0,469
para,4,21,0.417,0.179,2.525,13.500,0.640,0.801,0.23;0.00;0.38;0.38;0.29;0.21;0.14;0.15,0.119,2877,482,0,476
para,4,22,0.500,0.217,2.548,14.575,0.487,0.800,0.33;0.25;0.22;0.08;0.30;0.29;0.00;0.42,0.113,2873,480,0,478
para,4,23,0.500,0.202,2.445,13.892,0.549,0.795,0.14;0.21;0.17;0.38;0.50;0.25;0.11;0.27,0.107,2929,441,0,491
para,4,24,0.500,0.226,2.449,14.617,0.526,0.798,0.31;0.23;0.23;0.31;0.25;0.31;0.36;0.21,0.101,2872,477,0,484
para,4,25,0.417,0.203,2.550,14.425,0.485,0.806,0.17;0.07;0.27;0.00;0.43;0.22;0.14;0.10,0.103,2864,499,0,465
para,4,26,0.667,0.231,2.350,14.508,0.529,0.798,0.20;0.11;0.20;0.40;0.18;0.27;0.36;0.00,0.112,2912,455,0,485
para,4,27,0.333,0.188,2.633,13.983,0.546,0.807,0.00;0.32;0.00;0.25;0.06;0.17;0.12;0.08,0.098,2843,512,0,463
para,4,28,0.333,0.228,2.223,12.950,0.566,0.796,0.30;0.00;0.25;0.25;0.24;0.30;0.23;0.25,0.112,2871,469,0,488
para,4,29,0.333,0.182,2.462,12.625,0.627,0.792,0.42;0.18;0.21;0.22;0.27;0.12;0.17;0.27,0.110,2872,463,0,499
para,4,30,0.500,0.205,2.538,14.717,0.531,0.821,0.33;0.13;0.18;0.14;0.11;0.09;0.15;0.42,0.098,2962,486,0,430
para,4,31,0.500,0.175,2.547,13.133,0.580,0.813,0.15;0.25;0.00;0.21;0.12;0.22;0.27;0.12,0.108,2969,462,0,448
para,4,32,0.583,0.212,2.494,14.017,0.476,0.809,0.17;0.18;0.10;0.17;0.15;0.17;0.17;0.21,0.106,2930,473,0,458
para,2,1,0.583,0.136,2.009,4.939,0.659,0.790,-;0.00;0.20;0.20;0.00;0.00;0.00;0.29,0.155,4554,855,0,833
para,2,2,0.417,0.139,2.021,5.026,0.604,0.778,0.00;0.00;0.00;0.12;0.29;0.00;0.33;0.17,0.172,4603,781,0,878
para,2,3,0.333,0.131,2.009,4.453,0.660,0.791,0.00;0.20;0.00;0.00;0.17;0.00;0.00;0.29,0.158,4523,880,0,828
para,2,4,0.333,0.147,2.046,4.266,0.665,0.805,0.00;0.20;0.00;0.00;0.00;0.00;-;0.50,0.168,4652,860,0,773
para,2,5,0.500,0.122,2.019,3.927,0.679,0.795,0.33;0.00;0.20;0.00;0.00;0.00;0.20;0.00,0.157,4763,761,0,811
para,2,6,0.500,0.126,1.941,4.635,0.605,0.778,0.29;0.00;0.00;0.17;0.00;0.25;0.10;0.00,0.165,4476,854,0,881
para,2,7,0.417,0.124,2.048,3.857,0.687,0.778,-;0.00;0.00;0.20;0.20;0.00;0.00;0.20,0.168,4423,875,0,879
para,2,8,0.583,0.159,2.006,5.096,0.622,0.790,0.00;0.00;0.00;0.25;0.33;0.00;0.40;0.00,0.178,4604,828,0,833
para,2,9,0.667,0.129,1.999,4.200,0.679,0.793,0.50;0.00;0.14;0.00;0.00;0.00;0.00;0.33,0.167,4520,891,0,821
para,2,10,0.500,0.105,1.914,3.629,0.707,0.791,0.00;1.00;0.25;0.00;0.50;0.00;0.00;0.25,0.187,4619,825,0,829
para,2,11,0.583,0.177,2.084,5.042,0.613,0.769,0.17;0.00;0.25;0.50;0.25;0.00;0.00;0.00,0.182,4344,882,0,915
para,2,12,0.583,0.156,2.033,5.664,0.624,0.792,0.00;-;0.00;0.25;0.25;0.00;0.25;0.50,0.163,4674,797,0,823
para,2,13,0.500,0.123,1.984,4.143,0.668,0.797,0.00;0.00;-;0.50;0.00;0.00;0.50;0.50,0.177,4807,754,0,803
para,2,14,0.500,0.137,2.030,4.223,0.667,0.789,0.00;0.12;0.17;0.00;0.33;0.00;0.00;0.33,0.168,4623,809,0,834
para,2,15,0.417,0.142,2.024,5.974,0.616,0.777,0.17;0.40;0.33;0.25;0.40;0.20;0.29;0.33,0.152,4329,914,0,883
para,2,16,0.583,0.142,1.951,4.701,0.611,0.783,-;1.00;0.00;0.20;0.25;0.00;0.25;0.00,0.176,4560,823,0,859
para,2,17,0.667,0.144,2.103,4.667,0.641,0.794,0.00;0.00;0.33;0.17;0.00;0.50;-;0.25,0.173,4706,794,0,815
para,2,18,0.500,0.152,1.994,4.616,0.685,0.804,0.00;-;0.25;0.25;0.40;0.33;0.00;0.00,0.171,4843,764,0,777
para,2,19,0.417,0.130,2.013,4.741,0.643,0.791,0.33;0.00;0.00;0.20;0.00;0.14;-;0.00,0.165,4509,881,0,829
para,2,20,0.417,0.115,1.985,3.754,0.730,0.809,0.20;0.00;0.20;0.00;0.00;0.00;0.00;-,0.183,4790,802,0,754
para,2,21,0.417,0.165,2.026,4.730,0.622,0.779,0.00;0.40;0.25;0.00;0.00;0.00;0.00;0.00,0.199,4585,796,0,878
para,2,22,0.500,0.168,2.063,6.117,0.540,0.770,0.33;0.00;0.40;0.00;0.40;0.33;0.40;0.30,0.180,4389,858,0,914
para,2,23,0.500,0.162,1.901,4.153,0.615,0.803,0.00;-;0.00;0.33;0.20;-;0.40;0.50,0.166,4829,770,0,782
para,2,24,0.500,0.131,2.023,5.204,0.661,0.790,0.12;-;0.50;0.00;0.25;0.14;0.50;0.25,0.170,4636,816,0,832
para,2,25,0.417,0.146,2.024,5.500,0.582,0.789,0.00;0.25;0.14;0.33;0.00;0.00;0.00;0.25,0.174,4488,886,0,839
para,2,26,0.667,0.149,2.062,5.072,0.633,0.793,0.00;0.29;-;0.00;0.00;0.00;0.25;0.00,0.169,4638,826,0,819
para,2,27,0.333,0.172,1.937,5.319,0.641,0.796,0.00;0.20;0.25;0.00;0.25;0.50;0.33;0.25,0.175,4726,790,0,806
para,2,28,0.333,0.113,2.058,5.098,0.627,0.831,0.14;0.00;0.14;0.00;0.00;-;0.00;0.00,0.158,4997,788,0,669
para,2,29,0.333,0.130,1.964,3.712,0.690,0.791,0.00;0.43;0.17;0.50;0.00;0.00;0.17;0.20,0.180,4697,787,0,827
para,2,30,0.500,0.152,2.008,4.526,0.693,0.797,0.00;0.00;-;0.50;0.00;0.00;0.00;0.25,0.168,4691,813,0,803
para,2,31,0.500,0.148,1.893,5.088,0.630,0.796,0.00;0.00;-;0.00;0.33;0.33;0.00;0.50,0.171,4637,828,0,807
para,2,32,0.583,0.166,1.914,5.522,0.613,0.783,0.33;0.17;0.12;0.00;-;0.43;0.17;-,0.159,4601,801,0,859
paraonly,8,1,0.583,0.228,3.196,18.517,0.618,0.846,0.30;0.20;0.38;0.38;0.25;0.19;0.07;0.29,0.076,2251,0,0,205
paraonly,8,2,0.417,0.237,2.958,18.175,0.559,0.859,0.31;0.25;0.22;0.24;0.14;0.39;0.35;0.33,0.094,2288,0,0,188
paraonly,8,3,0.333,0.225,3.241,18.817,0.465,0.863,0.24;0.25;0.22;0.31;0.35;0.31;0.28;0.17,0.070,2298,0,0,183
paraonly,8,4,0.333,0.225,3.043,18.125,0.609,0.836,0.16;0.21;0.36;0.27;0.27;0.24;0.33;0.27,0.083,2226,0,0,218
paraonly,8,5,0.500,0.237,2.842,17.767,0.575,0.842,0.14;0.18;0.24;0.31;0.06;0.17;0.38;0.28,0.107,2243,0,0,210
paraonly,8,6,0.500,0.225,2.975,18.125,0.567,0.827,0.19;0.15;0.24;0.19;0.25;0.26;0.06;0.33,0.081,2202,0,0,231
paraonly,8,7,0.417,0.244,3.115,18.583,0.466,0.852,0.18;0.33;0.20;0.36;0.25;0.28;0.22;0.18,0.083,2270,0,0,197
paraonly,8,8,0.583,0.232,3.054,18.125,0.667,0.829,0.18;0.35;0.35;0.18;0.30;0.28;0.27;0.24,0.090,2205,0,0,228
paraonly,8,9,0.667,0.237,3.035,18.308,0.521,0.860,0.25;0.29;0.24;0.18;0.24;0.12;0.33;0.31,0.089,2288,0,0,187
paraonly,8,10,0.500,0.211,3.574,18.958,0.393,0.840,0.26;0.24;0.20;0.21;0.25;0.24;0.20;0.25,0.075,2239,0,0,213
paraonly,8,11,0.583,0.222,3.207,18.425,0.572,0.854,0.11;0.12;0.31;0.12;0.22;0.06;0.24;0.12,0.075,2274,0,0,195
paraonly,8,12,0.583,0.222,3.151,18.342,0.626,0.851,0.24;0.33;0.15;0.38;0.18;0.18;0.29;0.33,0.074,2268,0,0,198
paraonly,8,13,0.500,0.235,3.050,18.408,0.578,0.831,0.19;0.29;0.06;0.19;0.22;0.06;0.13;0.31,0.085,2214,0,0,225
paraonly,8,14,0.500,0.210,3.357,18.592,0.580,0.850,0.29;0.06;0.11;0.12;0.37;0.15;0.19;0.19,0.082,2264,0,0,200
paraonly,8,15,0.417,0.209,3.244,18.392,0.591,0.850,0.16;0.17;0.11;0.22;0.32;0.22;0.19;0.19,0.082,2263,0,0,199
paraonly,8,16,0.583,0.223,3.107,18.450,0.593,0.856,0.36;0.33;0.24;0.44;0.20;0.32;0.31;0.18,0.077,2279,0,0,192
paraonly,8,17,0.667,0.245,3.082,18.500,0.559,0.863,0.18;0.12;0.18;0.15;0.47;0.36;0.21;0.24,0.082,2296,0,0,183
paraonly,8,18,0.500,0.238,2.923,18.175,0.606,0.841,0.21;0.29;0.06;0.13;0.24;0.10;0.25;0.31,0.072,2240,0,0,211
paraonly,8,19,0.417,0.238,3.136,18.483,0.574,0.848,0.18;0.15;0.35;0.12;0.14;0.36;0.15;0.24,0.096,2259,0,0,202
paraonly,8,20,0.417,0.203,3.882,18.883,0.402,0.860,0.14;0.17;0.41;0.28;0.07;0.11;0.16;0.24,0.082,2289,0,0,187
paraonly,8,21,0.417,0.252,2.940,18.442,0.520,0.854,0.18;0.19;0.30;0.43;0.31;0.25;0.27;0.29,0.079,2273,0,0,194
paraonly,8,22,0.500,0.214,3.329,18.483,0.575,0.845,0.20;0.25;0.09;0.20;0.25;0.17;0.18;0.13,0.078,2250,0,0,206
paraonly,8,23,0.500,0.238,3.065,18.558,0.608,0.838,0.21;0.25;0.17;0.10;0.25;0.16;0.25;0.24,0.086,2232,0,0,216
paraonly,8,24,0.500,0.231,3.139,18.492,0.588,0.838,0.20;0.19;0.14;0.11;0.29;0.20;0.25;0.29,0.097,2231,0,0,216
paraonly,8,25,0.417,0.217,3.097,18.092,0.595,0.837,0.38;0.15;0.33;0.19;0.29;0.29;0.00;0.12,0.082,2228,0,0,217
paraonly,8,26,0.667,0.231,3.268,18.942,0.451,0.845,0.30;0.35;0.18;0.25;0.17;0.20;0.25;0.12,0.077,2249,0,0,207
paraonly,8,27,0.333,0.255,2.939,18.458,0.542,0.851,0.07;0.20;0.21;0.12;0.38;0.22;0.32;0.21,0.084,2267,0,0,198
paraonly,8,28,0.333,0.237,2.897,17.992,0.621,0.845,0.25;0.20;0.15;0.31;0.28;0.30;0.18;0.32,0.092,2249,0,0,207
paraonly,8,29,0.333,0.213,3.199,18.042,0.572,0.837,0.12;0.26;0.39;0.17;0.33;0.20;0.37;0.13,0.082,2228,0,0,217
paraonly,8,30,0.500,0.238,3.041,18.333,0.647,0.844,0.20;0.29;0.35;0.17;0.35;0.12;0.31;0.31,0.099,2247,0,0,208
paraonly,8,31,0.500,0.236,3.076,18.425,0.570,0.851,0.33;0.06;0.29;0.31;0.06;0.22;0.13;0.14,0.082,2267,0,0,198
paraonly,8,32,0.583,0.246,2.878,18.133,0.626,0.847,0.17;0.33;0.16;0.20;0.20;0.25;0.24;0.15,0.076,2254,0,0,204
paraonly,4,1,0.583,0.266,2.219,13.725,0.568,0.692,0.44;0.20;0.12;0.29;0.20;0.25;0.14;0.17,0.110,3314,0,0,738
paraonly,4,2,0.417,0.254,2.153,12.742,0.606,0.667,0.11;0.22;0.33;0.25;0.25;0.25;0.12;0.38,0.111,3197,0,0,797
paraonly,4,3,0.333,0.267,2.107,13.175,0.562,0.690,0.30;0.27;0.20;0.27;0.30;0.20;0.15;0.25,0.106,3308,0,0,743
paraonly,4,4,0.333,0.254,2.162,12.775,0.572,0.686,0.25;0.11;0.43;0.33;0.38;0.36;0.21;0.22,0.117,3289,0,0,753
paraonly,4,5,0.500,0.259,2.213,13.575,0.531,0.678,0.00;0.20;0.00;0.27;0.31;0.25;0.18;0.23,0.118,3253,0,0,771
paraonly,4,6,0.500,0.249,2.231,13.225,0.554,0.679,0.25;0.20;0.20;0.36;0.00;0.00;0.00;0.33,0.120,3251,0,0,769
paraonly,4,7,0.417,0.267,2.253,13.617,0.533,0.704,0.27;0.25;0.50;0.28;0.14;0.22;0.09;0.33,0.115,3374,0,0,711
paraonly,4,8,0.583,0.259,2.144,12.600,0.560,0.680,0.38;0.27;0.12;0.21;0.17;0.38;0.31;0.21,0.112,3262,0,0,767
paraonly,4,9,0.667,0.264,2.141,13.233,0.521,0.684,0.43;0.00;0.17;0.27;0.12;0.38;0.12;0.17,0.104,3271,0,0,757
paraonly,4,10,0.500,0.259,2.139,13.342,0.545,0.682,0.25;0.31;0.00;0.36;0.17;0.25;0.36;0.25,0.108,3266,0,0,761
paraonly,4,11,0.583,0.277,2.137,13.417,0.540,0.686,0.17;0.18;0.17;0.20;0.38;0.25;0.12;0.30,0.124,3284,0,0,753
paraonly,4,12,0.583,0.256,2.308,14.183,0.558,0.684,0.00;0.30;0.18;0.12;0.14;0.43;0.29;0.38,0.103,3282,0,0,758
paraonly,4,13,0.500,0.242,2.249,13.208,0.570,0.677,0.07;0.20;0.20;0.38;0.20;0.18;0.33;0.13,0.112,3244,0,0,775
paraonly,4,14,0.500,0.269,2.152,14.242,0.553,0.690,0.50;0.43;0.15;0.15;0.18;0.29;0.21;0.20,0.108,3307,0,0,743
paraonly,4,15,0.417,0.257,2.277,14.025,0.533,0.689,0.43;0.38;0.30;0.50;0.31;0.12;0.15;0.43,0.115,3305,0,0,745
paraonly,4,16,0.583,0.268,2.122,13.025,0.551,0.670,0.31;0.30;0.14;0.25;0.00;0.45;0.40;0.60,0.107,3209,0,0,792
paraonly,4,17,0.667,0.238,2.307,13.867,0.595,0.693,0.31;0.33;0.45;0.33;0.26;0.10;0.38;0.11,0.104,3316,0,0,736
paraonly,4,18,0.500,0.248,2.216,12.925,0.607,0.677,0.27;0.17;0.22;0.00;0.08;0.15;0.33;0.42,0.117,3247,0,0,773
paraonly,4,19,0.417,0.243,2.167,12.458,0.558,0.680,0.40;0.18;0.22;0.25;0.38;0.29;0.33;0.22,0.117,3258,0,0,767
paraonly,4,20,0.417,0.240,2.197,13.175,0.562,0.677,0.22;0.30;0.25;0.43;0.33;0.18;0.33;0.20,0.110,3242,0,0,774
paraonly,4,21,0.417,0.258,2.150,13.300,0.582,0.679,0.00;0.40;0.38;0.31;0.00;0.21;0.20;0.38,0.115,3252,0,0,768
paraonly,4,22,0.500,0.275,2.202,13.717,0.538,0.678,0.31;0.33;0.40;0.27;0.17;0.25;0.30;0.17,0.115,3249,0,0,773
paraonly,4,23,0.500,0.243,2.184,13.017,0.595,0.685,0.33;0.14;0.29;0.29;0.11;0.50;0.25;0.22,0.111,3282,0,0,754
paraonly,4,24,0.500,0.292,2.067,13.133,0.556,0.679,0.33;0.17;0.25;0.44;0.18;0.36;0.36;0.31,0.118,3256,0,0,769
paraonly,4,25,0.417,0.280,2.108,13.142,0.555,0.674,0.17;0.29;0.45;0.22;0.18;0.31;0.43;0.33,0.114,3227,0,0,782
paraonly,4,26,0.667,0.250,2.099,12.358,0.577,0.689,0.44;0.22;0.22;0.22;0.00;0.20;0.33;0.17,0.126,3299,0,0,744
paraonly,4,27,0.333,0.262,2.178,13.933,0.553,0.690,0.33;0.33;0.30;0.00;0.46;0.22;0.31;0.33,0.100,3308,0,0,743
paraonly,4,28,0.333,0.275,2.123,13.283,0.567,0.678,0.25;0.46;0.50;0.18;0.33;0.20;0.20;0.43,0.115,3245,0,0,772
paraonly,4,29,0.333,0.255,2.154,12.975,0.562,0.683,0.10;0.33;0.38;0.17;0.33;0.33;0.33;0.08,0.112,3277,0,0,759
paraonly,4,30,0.500,0.270,2.143,13.275,0.593,0.672,0.12;0.00;0.12;0.20;0.25;0.15;0.25;0.25,0.123,3219,0,0,786
paraonly,4,31,0.500,0.264,2.112,13.050,0.569,0.693,0.22;0.33;0.23;0.29;0.33;0.11;0.00;0.33,0.103,3325,0,0,736
paraonly,4,32,0.583,0.277,2.200,14.475,0.574,0.667,0.38;0.27;0.36;0.33;0.33;0.45;0.29;0.25,0.108,3197,0,0,797
paraonly,2,1,0.583,0.160,1.834,3.505,0.658,0.712,0.00;0.00;0.50;0.33;0.25;-;0.00;0.33,0.207,5634,0,0,1142
paraonly,2,2,0.417,0.140,1.775,3.198,0.698,0.710,0.33;0.50;0.00;0.40;0.00;0.00;0.00;0.33,0.225,5619,0,0,1150
paraonly,2,3,0.333,0.214,1.741,4.314,0.631,0.712,0.00;0.25;-;0.20;0.50;0.33;0.00;0.00,0.192,5625,0,0,1140
paraonly,2,4,0.333,0.128,1.804,2.817,0.708,0.729,0.40;0.50;-;0.40;-;0.00;-;0.33,0.201,5758,0,0,1071
paraonly,2,5,0.500,0.173,1.813,3.446,0.654,0.736,0.00;0.50;0.40;0.00;0.00;0.00;0.20;-,0.206,5803,0,0,1040
paraonly,2,6,0.500,0.153,1.823,3.082,0.677,0.737,0.33;0.40;0.00;0.25;0.00;0.67;0.00;0.33,0.194,5817,0,0,1036
paraonly,2,7,0.417,0.193,1.745,4.051,0.662,0.685,0.60;0.00;0.25;0.20;0.12;0.33;0.50;0.00,0.199,5436,0,0,1247
paraonly,2,8,0.583,0.177,1.790,3.409,0.687,0.696,0.43;0.25;0.33;0.33;0.33;0.00;0.00;0.00,0.206,5505,0,0,1201
