lambda,wi,wr,seed,events,score,extinct
0.4375,14,32,8,5,-1,1
0.4375,14,32,9,1,-1,1
0.4375,14,32,10,1,-1,1
0.4375,14,32,11,50001,107,0
0.4375,14,32,12,1,-1,1
0.4375,14,32,13,50001,111,0
0.4375,14,32,14,3,-1,1
0.4375,14,32,15,3,-1,1
0.4375,14,32,16,5,-1,1
0.4375,14,32,17,1,-1,1
0.4375,14,32,18,7,-1,1
0.4375,14,32,19,275,-1,1
0.4375,14,32,20,5,-1,1
0.4375,14,32,21,249,-1,1
0.4375,14,32,22,55,-1,1
0.4375,14,32,23,1,-1,1
0.4375,14,32,24,3,-1,1
0.4375,14,32,25,3,-1,1
0.4375,14,32,26,1,-1,1
0.4375,14,32,27,499,-1,1
0.4375,14,32,28,43,-1,1
0.4375,14,32,29,3,-1,1
0.4375,14,32,30,3,-1,1
0.4375,14,32,31,1,-1,1
0.4375,14,32,32,11,-1,1
0.4375,14,32,33,83,-1,1
0.4375,14,32,34,65,-1,1
0.4375,14,32,35,1,-1,1
0.4375,14,32,36,1,-1,1
0.4375,14,32,37,771,-1,1
0.4375,14,32,38,159,-1,1
0.4375,14,32,39,50001,149,0
0.4375,14,32,40,1,-1,1
0.4375,14,32,41,193,-1,1
0.4375,14,32,42,11,-1,1
0.4375,14,32,43,5,-1,1
0.4375,14,32,44,5,-1,1
0.4375,14,32,45,50001,129,0
0.4375,14,32,46,15,-1,1
0.4375,14,32,47,9,-1,1
0.4375,14,32,48,17,-1,1
0.4375,14,32,49,50001,107,0
0.4375,14,32,50,1,-1,1
0.4375,14,32,51,37,-1,1
0.4375,14,32,52,3,-1,1
0.4375,14,32,53,419,-1,1
0.4375,14,32,54,19,-1,1
0.4375,14,32,55,3,-1,1
0.4375,14,32,56,1,-1,1
0.4375,14,32,57,7,-1,1
0.4375,14,32,58,3,-1,1
0.4375,14,32,59,5,-1,1
0.4375,14,32,60,3,-1,1
0.4375,14,32,61,50001,63,0
0.4375,14,32,62,1,-1,1
0.4375,14,32,63,209,-1,1
0.4375,14,32,64,3,-1,1
0.4375,14,32,65,5,-1,1
0.4375,14,32,66,7,-1,1
0.4375,14,32,67,1,-1,1
0.4375,14,32,68,369,-1,1
0.4375,14,32,69,17,-1,1
0.4375,14,32,70,1,-1,1
0.4375,14,32,71,1,-1,1
0.4375,14,32,72,50001,91,0
0.4375,14,32,73,7,-1,1
0.4375,14,32,74,1,-1,1
0.4375,14,32,75,50001,71,0
0.4375,14,32,76,50001,113,0
0.4375,14,32,77,1,-1,1
0.4375,14,32,78,1,-1,1
0.4375,14,32,79,50001,123,0
0.4375,14,32,80,1,-1,1
0.4375,14,32,81,1,-1,1
0.4375,14,32,82,3,-1,1
0.4375,14,32,83,1,-1,1
0.4375,14,32,84,9,-1,1
0.4375,14,32,85,50001,63,0
0.4375,14,32,86,1,-1,1
0.4375,14,32,87,9,-1,1
0.4375,14,32,88,50001,51,0
0.4375,14,32,89,1,-1,1
0.4375,14,32,90,1,-1,1
0.4375,14,32,91,11,-1,1
0.4375,14,32,92,27,-1,1
0.4375,14,32,93,50001,95,0
0.4375,14,32,94,50001,103,0
0.4375,14,32,95,41,-1,1
0.4375,14,32,96,1,-1,1
0.4375,14,32,97,1,-1,1
0.4375,14,32,98,1,-1,1
0.4375,14,32,99,27,-1,1
0.4375,14,32,100,319,-1,1
0.4688,15,32,1,3,-1,1
0.4688,15,32,2,50001,139,0
0.4688,15,32,3,50001,127,0
0.4688,15,32,4,1,-1,1
0.4688,15,32,5,9,-1,1
0.4688,15,32,6,1,-1,1
0.4688,15,32,7,1,-1,1
0.4688,15,32,8,21,-1,1
0.4688,15,32,9,1,-1,1
0.4688,15,32,10,1,-1,1
0.4688,15,32,11,50001,149,0
0.4688,15,32,12,1,-1,1
0.4688,15,32,13,50001,147,0
0.4688,15,32,14,3,-1,1
0.4688,15,32,15,3,-1,1
0.4688,15,32,16,5,-1,1
0.4688,15,32,17,1,-1,1
0.4688,15,32,18,50001,157,0
0.4688,15,32,19,50001,137,0
0.4688,15,32,20,5,-1,1
0.4688,15,32,21,50001,109,0
0.4688,15,32,22,50001,161,0
0.4688,15,32,23,1,-1,1
0.4688,15,32,24,3,-1,1
0.4688,15,32,25,3,-1,1
0.4688,15,32,26,1,-1,1
0.4688,15,32,27,19,-1,1
0.4688,15,32,28,50001,123,0
0.4688,15,32,29,3,-1,1
0.4688,15,32,30,3,-1,1
0.4688,15,32,31,1,-1,1
0.4688,15,32,32,17,-1,1
0.4688,15,32,33,31,-1,1
0.4688,15,32,34,50001,135,0
0.4688,15,32,35,1,-1,1
0.4688,15,32,36,1,-1,1
0.4688,15,32,37,50001,143,0
0.4688,15,32,38,50001,105,0
0.4688,15,32,39,50001,171,0
0.4688,15,32,40,1,-1,1
0.4688,15,32,41,50001,147,0
0.4688,15,32,42,11,-1,1
0.4688,15,32,43,5,-1,1
0.4688,15,32,44,27,-1,1
0.4688,15,32,45,121,-1,1
0.4688,15,32,46,15,-1,1
0.4688,15,32,47,9,-1,1
0.4688,15,32,48,17,-1,1
0.4688,15,32,49,50001,175,0
0.4688,15,32,50,1,-1,1
0.4688,15,32,51,33,-1,1
0.4688,15,32,52,3,-1,1
0.4688,15,32,53,50001,177,0
0.4688,15,32,54,19,-1,1
0.4688,15,32,55,50001,103,0
0.4688,15,32,56,1,-1,1
0.4688,15,32,57,5,-1,1
0.4688,15,32,58,3,-1,1
0.4688,15,32,59,5,-1,1
0.4688,15,32,60,3,-1,1
0.4688,15,32,61,50001,133,0
0.4688,15,32,62,1,-1,1
0.4688,15,32,63,50001,123,0
0.4688,15,32,64,19,-1,1
0.4688,15,32,65,21,-1,1
0.4688,15,32,66,7,-1,1
0.4688,15,32,67,1,-1,1
0.4688,15,32,68,50001,151,0
0.4688,15,32,69,50001,171,0
0.4688,15,32,70,1,-1,1
0.4688,15,32,71,1,-1,1
0.4688,15,32,72,11,-1,1
0.4688,15,32,73,7,-1,1
0.4688,15,32,74,1,-1,1
0.4688,15,32,75,50001,173,0
0.4688,15,32,76,50001,149,0
0.4688,15,32,77,1,-1,1
0.4688,15,32,78,1,-1,1
0.4688,15,32,79,19,-1,1
0.4688,15,32,80,1,-1,1
0.4688,15,32,81,1,-1,1
0.4688,15,32,82,3,-1,1
0.4688,15,32,83,1,-1,1
0.4688,15,32,84,9,-1,1
0.4688,15,32,85,217,-1,1
0.4688,15,32,86,1,-1,1
0.4688,15,32,87,9,-1,1
0.4688,15,32,88,29,-1,1
0.4688,15,32,89,1,-1,1
0.4688,15,32,90,1,-1,1
0.4688,15,32,91,11,-1,1
0.4688,15,32,92,41,-1,1
0.4688,15,32,93,50001,135,0
0.4688,15,32,94,27,-1,1
0.4688,15,32,95,77,-1,1
0.4688,15,32,96,1,-1,1
0.4688,15,32,97,1,-1,1
0.4688,15,32,98,1,-1,1
0.4688,15,32,99,27,-1,1
0.4688,15,32,100,17,-1,1
0.5000,16,32,1,87,-1,1
0.5000,16,32,2,77,-1,1
0.5000,16,32,3,50001,201,0
0.5000,16,32,4,1,-1,1
0.5000,16,32,5,9,-1,1
0.5000,16,32,6,1,-1,1
0.5000,16,32,7,1,-1,1
0.5000,16,32,8,50001,181,0
0.5000,16,32,9,1,-1,1
0.5000,16,32,10,1,-1,1
0.5000,16,32,11,50001,191,0
0.5000,16,32,12,1,-1,1
0.5000,16,32,13,50001,175,0
0.5000,16,32,14,3,-1,1
0.5000,16,32,15,3,-1,1
0.5000,16,32,16,5,-1,1
0.5000,16,32,17,1,-1,1
0.5000,16,32,18,50001,163,0
0.5000,16,32,19,81,-1,1
0.5000,16,32,20,5,-1,1
0.5000,16,32,21,50001,183,0
0.5000,16,32,22,49,-1,1
0.5000,16,32,23,1,-1,1
0.5000,16,32,24,3,-1,1
0.5000,16,32,25,3,-1,1
0.5000,16,32,26,1,-1,1
0.5000,16,32,27,19,-1,1
0.5000,16,32,28,50001,199,0
0.5000,16,32,29,50001,217,0
0.5000,16,32,30,5,-1,1
0.5000,16,32,31,1,-1,1
0.5000,16,32,32,50001,193,0
0.5000,16,32,33,31,-1,1
0.5000,16,32,34,50001,219,0
0.5000,16,32,35,1,-1,1
0.5000,16,32,36,1,-1,1
0.5000,16,32,37,50001,171,0
0.5000,16,32,38,50001,163,0
0.5000,16,32,39,50001,183,0
0.5000,16,32,40,1,-1,1
0.5000,16,32,41,50001,169,0
0.5000,16,32,42,17,-1,1
0.5000,16,32,43,5,-1,1
0.5000,16,32,44,27,-1,1
0.5000,16,32,45,50001,185,0
0.5000,16,32,46,50001,193,0
0.5000,16,32,47,9,-1,1
0.5000,16,32,48,59,-1,1
0.5000,16,32,49,50001,191,0
0.5000,16,32,50,3,-1,1
0.5000,16,32,51,105,-1,1
0.5000,16,32,52,50001,163,0
0.5000,16,32,53,50001,197,0
0.5000,16,32,54,50001,159,0
0.5000,16,32,55,50001,157,0
0.5000,16,32,56,1,-1,1
0.5000,16,32,57,5,-1,1
0.5000,16,32,58,3,-1,1
0.5000,16,32,59,5,-1,1
0.5000,16,32,60,3,-1,1
0.5000,16,32,61,50001,185,0
0.5000,16,32,62,1,-1,1
0.5000,16,32,63,50001,157,0
0.5000,16,32,64,109,-1,1
0.5000,16,32,65,50001,181,0
0.5000,16,32,66,7,-1,1
0.5000,16,32,67,1,-1,1
0.5000,16,32,68,50001,213,0
0.5000,16,32,69,50001,165,0
0.5000,16,32,70,1,-1,1
0.5000,16,32,71,1,-1,1
0.5000,16,32,72,11,-1,1
0.5000,16,32,73,5,-1,1
0.5000,16,32,74,1,-1,1
0.5000,16,32,75,50001,151,0
0.5000,16,32,76,21,-1,1
0.5000,16,32,77,1,-1,1
0.5000,16,32,78,1,-1,1
0.5000,16,32,79,50001,199,0
0.5000,16,32,80,1,-1,1
0.5000,16,32,81,1,-1,1
0.5000,16,32,82,3,-1,1
0.5000,16,32,83,1,-1,1
0.5000,16,32,84,9,-1,1
0.5000,16,32,85,50001,181,0
0.5000,16,32,86,1,-1,1
0.5000,16,32,87,65,-1,1
0.5000,16,32,88,29,-1,1
0.5000,16,32,89,1,-1,1
0.5000,16,32,90,1,-1,1
0.5000,16,32,91,13,-1,1
0.5000,16,32,92,37,-1,1
0.5000,16,32,93,50001,189,0
0.5000,16,32,94,27,-1,1
0.5000,16,32,95,50001,203,0
0.5000,16,32,96,1,-1,1
0.5000,16,32,97,1,-1,1
0.5000,16,32,98,1,-1,1
0.5000,16,32,99,113,-1,1
0.5000,16,32,100,50001,185,0
0.5312,17,32,1,50001,185,0
0.5312,17,32,2,50001,211,0
0.5312,17,32,3,50001,197,0
0.5312,17,32,4,1,-1,1
0.5312,17,32,5,9,-1,1
0.5312,17,32,6,1,-1,1
0.5312,17,32,7,1,-1,1
0.5312,17,32,8,81,-1,1
0.5312,17,32,9,1,-1,1
0.5312,17,32,10,1,-1,1
0.5312,17,32,11,50001,217,0
0.5312,17,32,12,1,-1,1
0.5312,17,32,13,50001,215,0
0.5312,17,32,14,3,-1,1
0.5312,17,32,15,3,-1,1
0.5312,17,32,16,5,-1,1
0.5312,17,32,17,1,-1,1
0.5312,17,32,18,50001,213,0
0.5312,17,32,19,50001,219,0
0.5312,17,32,20,5,-1,1
0.5312,17,32,21,50001,221,0
0.5312,17,32,22,50001,215,0
0.5312,17,32,23,1,-1,1
0.5312,17,32,24,3,-1,1
0.5312,17,32,25,3,-1,1
0.5312,17,32,26,1,-1,1
0.5312,17,32,27,50001,205,0
0.5312,17,32,28,50001,207,0
0.5312,17,32,29,50001,191,0
0.5312,17,32,30,5,-1,1
0.5312,17,32,31,1,-1,1
0.5312,17,32,32,25,-1,1
0.5312,17,32,33,50001,219,0
0.5312,17,32,34,50001,271,0
0.5312,17,32,35,3,-1,1
0.5312,17,32,36,1,-1,1
0.5312,17,32,37,50001,245,0
0.5312,17,32,38,50001,213,0
0.5312,17,32,39,50001,209,0
0.5312,17,32,40,1,-1,1
0.5312,17,32,41,99,-1,1
0.5312,17,32,42,50001,229,0
0.5312,17,32,43,5,-1,1
0.5312,17,32,44,50001,193,0
0.5312,17,32,45,50001,195,0
0.5312,17,32,46,50001,225,0
0.5312,17,32,47,9,-1,1
0.5312,17,32,48,50001,183,0
0.5312,17,32,49,50001,173,0
0.5312,17,32,50,3,-1,1
0.5312,17,32,51,50001,265,0
0.5312,17,32,52,50001,233,0
0.5312,17,32,53,50001,233,0
0.5312,17,32,54,50001,239,0
0.5312,17,32,55,50001,229,0
0.5312,17,32,56,1,-1,1
0.5312,17,32,57,7,-1,1
0.5312,17,32,58,3,-1,1
0.5312,17,32,59,5,-1,1
0.5312,17,32,60,3,-1,1
0.5312,17,32,61,50001,217,0
0.5312,17,32,62,1,-1,1
0.5312,17,32,63,50001,201,0
0.5312,17,32,64,50001,211,0
0.5312,17,32,65,50001,193,0
0.5312,17,32,66,50001,235,0
0.5312,17,32,67,1,-1,1
0.5312,17,32,68,50001,195,0
0.5312,17,32,69,50001,199,0
0.5312,17,32,70,1,-1,1
0.5312,17,32,71,1,-1,1
0.5312,17,32,72,11,-1,1
0.5312,17,32,73,50001,235,0
0.5312,17,32,74,1,-1,1
0.5312,17,32,75,50001,221,0
0.5312,17,32,76,21,-1,1
0.5312,17,32,77,1,-1,1
0.5312,17,32,78,1,-1,1
0.5312,17,32,79,50001,233,0
0.5312,17,32,80,1,-1,1
0.5312,17,32,81,1,-1,1
0.5312,17,32,82,3,-1,1
0.5312,17,32,83,1,-1,1
0.5312,17,32,84,9,-1,1
0.5312,17,32,85,50001,189,0
0.5312,17,32,86,1,-1,1
0.5312,17,32,87,50001,221,0
0.5312,17,32,88,29,-1,1
0.5312,17,32,89,1,-1,1
0.5312,17,32,90,1,-1,1
0.5312,17,32,91,50001,195,0
0.5312,17,32,92,59,-1,1
0.5312,17,32,93,50001,227,0
0.5312,17,32,94,27,-1,1
0.5312,17,32,95,50001,215,0
0.5312,17,32,96,1,-1,1
0.5312,17,32,97,1,-1,1
0.5312,17,32,98,1,-1,1
0.5312,17,32,99,35,-1,1
0.5312,17,32,100,50001,217,0
0.5625,18,32,1,50001,231,0
0.5625,18,32,2,50001,213,0
0.5625,18,32,3,50001,219,0
0.5625,18,32,4,1,-1,1
0.5625,18,32,5,9,-1,1
0.5625,18,32,6,1,-1,1
0.5625,18,32,7,1,-1,1
0.5625,18,32,8,50001,193,0
0.5625,18,32,9,1,-1,1
0.5625,18,32,10,1,-1,1
0.5625,18,32,11,50001,265,0
0.5625,18,32,12,50001,227,0
0.5625,18,32,13,50001,223,0
0.5625,18,32,14,3,-1,1
0.5625,18,32,15,3,-1,1
0.5625,18,32,16,5,-1,1
0.5625,18,32,17,1,-1,1
0.5625,18,32,18,50001,237,0
0.5625,18,32,19,50001,213,0
0.5625,18,32,20,5,-1,1
0.5625,18,32,21,50001,225,0
0.5625,18,32,22,50001,245,0
0.5625,18,32,23,1,-1,1
0.5625,18,32,24,50001,259,0
0.5625,18,32,25,3,-1,1
0.5625,18,32,26,1,-1,1
0.5625,18,32,27,27,-1,1
0.5625,18,32,28,50001,221,0
0.5625,18,32,29,50001,251,0
0.5625,18,32,30,5,-1,1
0.5625,18,32,31,1,-1,1
0.5625,18,32,32,50001,243,0
0.5625,18,32,33,50001,197,0
0.5625,18,32,34,50001,235,0
0.5625,18,32,35,50001,227,0
0.5625,18,32,36,1,-1,1
0.5625,18,32,37,50001,231,0
0.5625,18,32,38,50001,237,0
0.5625,18,32,39,50001,249,0
0.5625,18,32,40,1,-1,1
0.5625,18,32,41,79,-1,1
0.5625,18,32,42,50001,205,0
0.5625,18,32,43,5,-1,1
0.5625,18,32,44,25,-1,1
0.5625,18,32,45,50001,239,0
0.5625,18,32,46,50001,221,0
0.5625,18,32,47,9,-1,1
0.5625,18,32,48,50001,239,0
0.5625,18,32,49,50001,223,0
0.5625,18,32,50,3,-1,1
0.5625,18,32,51,50001,227,0
0.5625,18,32,52,50001,241,0
0.5625,18,32,53,50001,233,0
0.5625,18,32,54,50001,245,0
0.5625,18,32,55,65,-1,1
0.5625,18,32,56,1,-1,1
0.5625,18,32,57,50001,229,0
0.5625,18,32,58,3,-1,1
0.5625,18,32,59,5,-1,1
0.5625,18,32,60,3,-1,1
0.5625,18,32,61,50001,241,0
0.5625,18,32,62,1,-1,1
0.5625,18,32,63,50001,213,0
0.5625,18,32,64,50001,241,0
0.5625,18,32,65,50001,203,0
0.5625,18,32,66,50001,229,0
0.5625,18,32,67,1,-1,1
0.5625,18,32,68,50001,253,0
0.5625,18,32,69,50001,233,0
0.5625,18,32,70,1,-1,1
0.5625,18,32,71,1,-1,1
0.5625,18,32,72,11,-1,1
0.5625,18,32,73,50001,219,0
0.5625,18,32,74,1,-1,1
0.5625,18,32,75,50001,207,0
0.5625,18,32,76,21,-1,1
0.5625,18,32,77,1,-1,1
0.5625,18,32,78,1,-1,1
0.5625,18,32,79,50001,235,0
0.5625,18,32,80,1,-1,1
0.5625,18,32,81,1,-1,1
0.5625,18,32,82,3,-1,1
0.5625,18,32,83,1,-1,1
0.5625,18,32,84,50001,213,0
0.5625,18,32,85,50001,253,0
0.5625,18,32,86,1,-1,1
0.5625,18,32,87,50001,227,0
0.5625,18,32,88,35,-1,1
0.5625,18,32,89,1,-1,1
0.5625,18,32,90,1,-1,1
0.5625,18,32,91,50001,245,0
0.5625,18,32,92,50001,253,0
0.5625,18,32,93,50001,229,0
0.5625,18,32,94,50001,255,0
0.5625,18,32,95,50001,193,0
0.5625,18,32,96,1,-1,1
0.5625,18,32,97,1,-1,1
0.5625,18,32,98,1,-1,1
0.5625,18,32,99,50001,221,0
0.5625,18,32,100,50001,227,0
