lambda,wi,wr,seed,events,score,extinct
0.4062,13,32,56,1,-1,1
0.4062,13,32,57,7,-1,1
0.4062,13,32,58,35,-1,1
0.4062,13,32,59,1,-1,1
0.4062,13,32,60,5,-1,1
0.4062,13,32,61,155,-1,1
0.4062,13,32,62,231,-1,1
0.4062,13,32,63,5,-1,1
0.4062,13,32,64,177,-1,1
0.4062,13,32,65,1,-1,1
0.4062,13,32,66,1,-1,1
0.4062,13,32,67,3,-1,1
0.4062,13,32,68,10177,-1,1
0.4062,13,32,69,13,-1,1
0.4062,13,32,70,105,-1,1
0.4062,13,32,71,13233,-1,1
0.4062,13,32,72,1,-1,1
0.4062,13,32,73,1,-1,1
0.4062,13,32,74,18317,-1,1
0.4062,13,32,75,1,-1,1
0.4062,13,32,76,1,-1,1
0.4062,13,32,77,1,-1,1
0.4062,13,32,78,43,-1,1
0.4062,13,32,79,1,-1,1
0.4062,13,32,80,3,-1,1
0.4062,13,32,81,15,-1,1
0.4062,13,32,82,5,-1,1
0.4062,13,32,83,27,-1,1
0.4062,13,32,84,1,-1,1
0.4062,13,32,85,11,-1,1
0.4062,13,32,86,5,-1,1
0.4062,13,32,87,1,-1,1
0.4062,13,32,88,1,-1,1
0.4062,13,32,89,81,-1,1
0.4062,13,32,90,3,-1,1
0.4062,13,32,91,3,-1,1
0.4062,13,32,92,5317,-1,1
0.4062,13,32,93,17,-1,1
0.4062,13,32,94,1,-1,1
0.4062,13,32,95,3,-1,1
0.4062,13,32,96,3,-1,1
0.4062,13,32,97,261,-1,1
0.4062,13,32,98,1,-1,1
0.4062,13,32,99,1107,-1,1
0.4062,13,32,100,1,-1,1
0.4375,14,32,1,50000,76,0
0.4375,14,32,2,5,-1,1
0.4375,14,32,3,50000,62,0
0.4375,14,32,4,3,-1,1
0.4375,14,32,5,1,-1,1
0.4375,14,32,6,1,-1,1
0.4375,14,32,7,23,-1,1
0.4375,14,32,8,1,-1,1
0.4375,14,32,9,1,-1,1
0.4375,14,32,10,50000,64,0
0.4375,14,32,11,3,-1,1
0.4375,14,32,12,50000,98,0
0.4375,14,32,13,13,-1,1
0.4375,14,32,14,7,-1,1
0.4375,14,32,15,1,-1,1
0.4375,14,32,16,1,-1,1
0.4375,14,32,17,3,-1,1
0.4375,14,32,18,50000,104,0
0.4375,14,32,19,1,-1,1
0.4375,14,32,20,1,-1,1
0.4375,14,32,21,3,-1,1
0.4375,14,32,22,13,-1,1
0.4375,14,32,23,7,-1,1
0.4375,14,32,24,1,-1,1
0.4375,14,32,25,50000,102,0
0.4375,14,32,26,3,-1,1
0.4375,14,32,27,3,-1,1
0.4375,14,32,28,7,-1,1
0.4375,14,32,29,13,-1,1
0.4375,14,32,30,1,-1,1
0.4375,14,32,31,61,-1,1
0.4375,14,32,32,63,-1,1
0.4375,14,32,33,1,-1,1
0.4375,14,32,34,1,-1,1
0.4375,14,32,35,5,-1,1
0.4375,14,32,36,50000,120,0
0.4375,14,32,37,1,-1,1
0.4375,14,32,38,50000,108,0
0.4375,14,32,39,3,-1,1
0.4375,14,32,40,3,-1,1
0.4375,14,32,41,5,-1,1
0.4375,14,32,42,1,-1,1
0.4375,14,32,43,307,-1,1
0.4375,14,32,44,5,-1,1
0.4375,14,32,45,129,-1,1
0.4375,14,32,46,7,-1,1
0.4375,14,32,47,50000,80,0
0.4375,14,32,48,33,-1,1
0.4375,14,32,49,1,-1,1
0.4375,14,32,50,3,-1,1
0.4375,14,32,51,83,-1,1
0.4375,14,32,52,29,-1,1
0.4375,14,32,53,50000,134,0
0.4375,14,32,54,1,-1,1
0.4375,14,32,55,1,-1,1
0.4375,14,32,56,1,-1,1
0.4375,14,32,57,7,-1,1
0.4375,14,32,58,3579,-1,1
0.4375,14,32,59,1,-1,1
0.4375,14,32,60,13,-1,1
0.4375,14,32,61,50000,112,0
0.4375,14,32,62,50000,92,0
0.4375,14,32,63,5,-1,1
0.4375,14,32,64,50000,90,0
0.4375,14,32,65,1,-1,1
0.4375,14,32,66,1,-1,1
0.4375,14,32,67,3,-1,1
0.4375,14,32,68,1497,-1,1
0.4375,14,32,69,13,-1,1
0.4375,14,32,70,105,-1,1
0.4375,14,32,71,50000,66,0
0.4375,14,32,72,1,-1,1
0.4375,14,32,73,1,-1,1
0.4375,14,32,74,109,-1,1
0.4375,14,32,75,1,-1,1
0.4375,14,32,76,1,-1,1
0.4375,14,32,77,1,-1,1
0.4375,14,32,78,50000,70,0
0.4375,14,32,79,1,-1,1
0.4375,14,32,80,3,-1,1
0.4375,14,32,81,15,-1,1
0.4375,14,32,82,9,-1,1
0.4375,14,32,83,123,-1,1
0.4375,14,32,84,1,-1,1
0.4375,14,32,85,11,-1,1
0.4375,14,32,86,5,-1,1
0.4375,14,32,87,1,-1,1
0.4375,14,32,88,1,-1,1
0.4375,14,32,89,15,-1,1
0.4375,14,32,90,3,-1,1
0.4375,14,32,91,3,-1,1
0.4375,14,32,92,79,-1,1
0.4375,14,32,93,17,-1,1
0.4375,14,32,94,1,-1,1
0.4375,14,32,95,50000,104,0
0.4375,14,32,96,3,-1,1
0.4375,14,32,97,141,-1,1
0.4375,14,32,98,1,-1,1
0.4375,14,32,99,50000,108,0
0.4375,14,32,100,1,-1,1
0.4688,15,32,1,50000,148,0
0.4688,15,32,2,50000,156,0
0.4688,15,32,3,50000,136,0
0.4688,15,32,4,3,-1,1
0.4688,15,32,5,1,-1,1
0.4688,15,32,6,1,-1,1
0.4688,15,32,7,23,-1,1
0.4688,15,32,8,50000,166,0
0.4688,15,32,9,1,-1,1
0.4688,15,32,10,50000,154,0
0.4688,15,32,11,3,-1,1
0.4688,15,32,12,50000,144,0
0.4688,15,32,13,13,-1,1
0.4688,15,32,14,7,-1,1
0.4688,15,32,15,50000,160,0
0.4688,15,32,16,1,-1,1
0.4688,15,32,17,3,-1,1
0.4688,15,32,18,50000,134,0
0.4688,15,32,19,1,-1,1
0.4688,15,32,20,1,-1,1
0.4688,15,32,21,3,-1,1
0.4688,15,32,22,13,-1,1
0.4688,15,32,23,7,-1,1
0.4688,15,32,24,1,-1,1
0.4688,15,32,25,50000,132,0
0.4688,15,32,26,21,-1,1
0.4688,15,32,27,3,-1,1
0.4688,15,32,28,7,-1,1
0.4688,15,32,29,50000,148,0
0.4688,15,32,30,1,-1,1
0.4688,15,32,31,50000,150,0
0.4688,15,32,32,131,-1,1
0.4688,15,32,33,1,-1,1
0.4688,15,32,34,1,-1,1
0.4688,15,32,35,50000,140,0
0.4688,15,32,36,50000,146,0
0.4688,15,32,37,1,-1,1
0.4688,15,32,38,50000,152,0
0.4688,15,32,39,3,-1,1
0.4688,15,32,40,3,-1,1
0.4688,15,32,41,5,-1,1
0.4688,15,32,42,1,-1,1
0.4688,15,32,43,383,-1,1
0.4688,15,32,44,5,-1,1
0.4688,15,32,45,50000,154,0
0.4688,15,32,46,7,-1,1
0.4688,15,32,47,50000,150,0
0.4688,15,32,48,33,-1,1
0.4688,15,32,49,1,-1,1
0.4688,15,32,50,3,-1,1
0.4688,15,32,51,50000,160,0
0.4688,15,32,52,29,-1,1
0.4688,15,32,53,50000,168,0
0.4688,15,32,54,1,-1,1
0.4688,15,32,55,1,-1,1
0.4688,15,32,56,1,-1,1
0.4688,15,32,57,7,-1,1
0.4688,15,32,58,23,-1,1
0.4688,15,32,59,1,-1,1
0.4688,15,32,60,13,-1,1
0.4688,15,32,61,50000,176,0
0.4688,15,32,62,50000,158,0
0.4688,15,32,63,5,-1,1
0.4688,15,32,64,177,-1,1
0.4688,15,32,65,1,-1,1
0.4688,15,32,66,1,-1,1
0.4688,15,32,67,3,-1,1
0.4688,15,32,68,50000,122,0
0.4688,15,32,69,91,-1,1
0.4688,15,32,70,50000,120,0
0.4688,15,32,71,259,-1,1
0.4688,15,32,72,1,-1,1
0.4688,15,32,73,1,-1,1
0.4688,15,32,74,50000,134,0
0.4688,15,32,75,13,-1,1
0.4688,15,32,76,1,-1,1
0.4688,15,32,77,1,-1,1
0.4688,15,32,78,283,-1,1
0.4688,15,32,79,1,-1,1
0.4688,15,32,80,3,-1,1
0.4688,15,32,81,15,-1,1
0.4688,15,32,82,9,-1,1
0.4688,15,32,83,50000,164,0
0.4688,15,32,84,1,-1,1
0.4688,15,32,85,11,-1,1
0.4688,15,32,86,5,-1,1
0.4688,15,32,87,1,-1,1
0.4688,15,32,88,1,-1,1
0.4688,15,32,89,15,-1,1
0.4688,15,32,90,3,-1,1
0.4688,15,32,91,3,-1,1
0.4688,15,32,92,79,-1,1
0.4688,15,32,93,17,-1,1
0.4688,15,32,94,1,-1,1
0.4688,15,32,95,50000,124,0
0.4688,15,32,96,3,-1,1
0.4688,15,32,97,50000,158,0
0.4688,15,32,98,1,-1,1
0.4688,15,32,99,50000,112,0
0.4688,15,32,100,1,-1,1
0.5000,16,32,1,50000,166,0
0.5000,16,32,2,50000,142,0
0.5000,16,32,3,50000,198,0
0.5000,16,32,4,3,-1,1
0.5000,16,32,5,1,-1,1
0.5000,16,32,6,1,-1,1
0.5000,16,32,7,25,-1,1
0.5000,16,32,8,50000,218,0
0.5000,16,32,9,1,-1,1
0.5000,16,32,10,50000,186,0
0.5000,16,32,11,3,-1,1
0.5000,16,32,12,50000,210,0
0.5000,16,32,13,13,-1,1
0.5000,16,32,14,7,-1,1
0.5000,16,32,15,50000,158,0
0.5000,16,32,16,1,-1,1
0.5000,16,32,17,3,-1,1
0.5000,16,32,18,50000,162,0
0.5000,16,32,19,1,-1,1
0.5000,16,32,20,1,-1,1
0.5000,16,32,21,5,-1,1
0.5000,16,32,22,13,-1,1
0.5000,16,32,23,7,-1,1
0.5000,16,32,24,1,-1,1
0.5000,16,32,25,50000,138,0
0.5000,16,32,26,21,-1,1
0.5000,16,32,27,3,-1,1
0.5000,16,32,28,7,-1,1
0.5000,16,32,29,50000,204,0
0.5000,16,32,30,1,-1,1
0.5000,16,32,31,50000,176,0
0.5000,16,32,32,50000,174,0
0.5000,16,32,33,1,-1,1
0.5000,16,32,34,1,-1,1
0.5000,16,32,35,50000,152,0
0.5000,16,32,36,50000,218,0
0.5000,16,32,37,1,-1,1
0.5000,16,32,38,50000,212,0
0.5000,16,32,39,3,-1,1
0.5000,16,32,40,3,-1,1
0.5000,16,32,41,5,-1,1
0.5000,16,32,42,1,-1,1
0.5000,16,32,43,50000,200,0
0.5000,16,32,44,5,-1,1
0.5000,16,32,45,50000,200,0
0.5000,16,32,46,17,-1,1
0.5000,16,32,47,50000,188,0
0.5000,16,32,48,33,-1,1
0.5000,16,32,49,1,-1,1
0.5000,16,32,50,3,-1,1
0.5000,16,32,51,50000,162,0
0.5000,16,32,52,29,-1,1
0.5000,16,32,53,50000,156,0
0.5000,16,32,54,1,-1,1
0.5000,16,32,55,1,-1,1
0.5000,16,32,56,1,-1,1
0.5000,16,32,57,7,-1,1
0.5000,16,32,58,50000,162,0
0.5000,16,32,59,1,-1,1
0.5000,16,32,60,13,-1,1
0.5000,16,32,61,50000,184,0
0.5000,16,32,62,50000,194,0
0.5000,16,32,63,5,-1,1
0.5000,16,32,64,50000,180,0
0.5000,16,32,65,1,-1,1
0.5000,16,32,66,1,-1,1
0.5000,16,32,67,3,-1,1
0.5000,16,32,68,50000,160,0
0.5000,16,32,69,50000,182,0
0.5000,16,32,70,50000,146,0
0.5000,16,32,71,50000,194,0
0.5000,16,32,72,1,-1,1
0.5000,16,32,73,1,-1,1
0.5000,16,32,74,50000,176,0
0.5000,16,32,75,13,-1,1
0.5000,16,32,76,1,-1,1
0.5000,16,32,77,1,-1,1
0.5000,16,32,78,50000,186,0
0.5000,16,32,79,1,-1,1
0.5000,16,32,80,3,-1,1
0.5000,16,32,81,15,-1,1
0.5000,16,32,82,50000,178,0
0.5000,16,32,83,50000,182,0
0.5000,16,32,84,1,-1,1
0.5000,16,32,85,11,-1,1
0.5000,16,32,86,5,-1,1
0.5000,16,32,87,1,-1,1
0.5000,16,32,88,1,-1,1
0.5000,16,32,89,15,-1,1
0.5000,16,32,90,3,-1,1
0.5000,16,32,91,3,-1,1
0.5000,16,32,92,79,-1,1
0.5000,16,32,93,21,-1,1
0.5000,16,32,94,1,-1,1
0.5000,16,32,95,50000,136,0
0.5000,16,32,96,3,-1,1
0.5000,16,32,97,50000,164,0
0.5000,16,32,98,1,-1,1
0.5000,16,32,99,50000,184,0
0.5000,16,32,100,1,-1,1
0.5312,17,32,1,50000,222,0
0.5312,17,32,2,50000,220,0
0.5312,17,32,3,50000,204,0
0.5312,17,32,4,3,-1,1
0.5312,17,32,5,1,-1,1
0.5312,17,32,6,1,-1,1
0.5312,17,32,7,25,-1,1
0.5312,17,32,8,50000,192,0
0.5312,17,32,9,1,-1,1
0.5312,17,32,10,50000,210,0
0.5312,17,32,11,3,-1,1
0.5312,17,32,12,50000,198,0
0.5312,17,32,13,13,-1,1
0.5312,17,32,14,7,-1,1
0.5312,17,32,15,50000,196,0
0.5312,17,32,16,1,-1,1
0.5312,17,32,17,3,-1,1
0.5312,17,32,18,50000,190,0
0.5312,17,32,19,1,-1,1
0.5312,17,32,20,1,-1,1
0.5312,17,32,21,7,-1,1
0.5312,17,32,22,50000,230,0
0.5312,17,32,23,7,-1,1
0.5312,17,32,24,1,-1,1
0.5312,17,32,25,50000,202,0
0.5312,17,32,26,50000,178,0
0.5312,17,32,27,3,-1,1
0.5312,17,32,28,7,-1,1
0.5312,17,32,29,50000,216,0
0.5312,17,32,30,1,-1,1
0.5312,17,32,31,50000,206,0
0.5312,17,32,32,50000,222,0
0.5312,17,32,33,1,-1,1
0.5312,17,32,34,1,-1,1
0.5312,17,32,35,50000,190,0
0.5312,17,32,36,50000,220,0
0.5312,17,32,37,1,-1,1
0.5312,17,32,38,50000,206,0
0.5312,17,32,39,3,-1,1
0.5312,17,32,40,3,-1,1
0.5312,17,32,41,5,-1,1
0.5312,17,32,42,1,-1,1
0.5312,17,32,43,50000,220,0
0.5312,17,32,44,5,-1,1
0.5312,17,32,45,50000,192,0
0.5312,17,32,46,17,-1,1
0.5312,17,32,47,50000,164,0
0.5312,17,32,48,33,-1,1
0.5312,17,32,49,1,-1,1
0.5312,17,32,50,3,-1,1
0.5312,17,32,51,50000,208,0
0.5312,17,32,52,50000,200,0
0.5312,17,32,53,50000,238,0
0.5312,17,32,54,50000,180,0
0.5312,17,32,55,1,-1,1
0.5312,17,32,56,1,-1,1
0.5312,17,32,57,7,-1,1
0.5312,17,32,58,50000,232,0
0.5312,17,32,59,1,-1,1
0.5312,17,32,60,50000,222,0
0.5312,17,32,61,50000,230,0
0.5312,17,32,62,50000,218,0
0.5312,17,32,63,5,-1,1
0.5312,17,32,64,50000,214,0
0.5312,17,32,65,1,-1,1
0.5312,17,32,66,1,-1,1
0.5312,17,32,67,3,-1,1
0.5312,17,32,68,50000,224,0
0.5312,17,32,69,50000,190,0
0.5312,17,32,70,50000,198,0
0.5312,17,32,71,50000,232,0
0.5312,17,32,72,1,-1,1
0.5312,17,32,73,1,-1,1
0.5312,17,32,74,50000,190,0
0.5312,17,32,75,13,-1,1
0.5312,17,32,76,1,-1,1
0.5312,17,32,77,1,-1,1
0.5312,17,32,78,50000,192,0
0.5312,17,32,79,1,-1,1
0.5312,17,32,80,3,-1,1
0.5312,17,32,81,15,-1,1
0.5312,17,32,82,9,-1,1
0.5312,17,32,83,50000,196,0
0.5312,17,32,84,1,-1,1
0.5312,17,32,85,50000,198,0
0.5312,17,32,86,5,-1,1
0.5312,17,32,87,1,-1,1
0.5312,17,32,88,1,-1,1
0.5312,17,32,89,15,-1,1
0.5312,17,32,90,3,-1,1
0.5312,17,32,91,3,-1,1
0.5312,17,32,92,50000,216,0
0.5312,17,32,93,21,-1,1
0.5312,17,32,94,1,-1,1
0.5312,17,32,95,50000,228,0
0.5312,17,32,96,3,-1,1
0.5312,17,32,97,50000,182,0
0.5312,17,32,98,1,-1,1
0.5312,17,32,99,50000,204,0
0.5312,17,32,100,1,-1,1
0.5625,18,32,1,50000,256,0
0.5625,18,32,2,50000,256,0
0.5625,18,32,3,50000,210,0
0.5625,18,32,4,3,-1,1
0.5625,18,32,5,1,-1,1
0.5625,18,32,6,1,-1,1
0.5625,18,32,7,25,-1,1
0.5625,18,32,8,50000,202,0
0.5625,18,32,9,1,-1,1
0.5625,18,32,10,50000,202,0
0.5625,18,32,11,50000,262,0
0.5625,18,32,12,50000,198,0
0.5625,18,32,13,13,-1,1
0.5625,18,32,14,7,-1,1
0.5625,18,32,15,50000,200,0
0.5625,18,32,16,1,-1,1
0.5625,18,32,17,3,-1,1
0.5625,18,32,18,50000,238,0
0.5625,18,32,19,1,-1,1
0.5625,18,32,20,1,-1,1
0.5625,18,32,21,7,-1,1
0.5625,18,32,22,50000,206,0
0.5625,18,32,23,7,-1,1
0.5625,18,32,24,1,-1,1
0.5625,18,32,25,50000,258,0
0.5625,18,32,26,50000,240,0
0.5625,18,32,27,3,-1,1
0.5625,18,32,28,50000,240,0
0.5625,18,32,29,50000,218,0
0.5625,18,32,30,1,-1,1
0.5625,18,32,31,50000,246,0
0.5625,18,32,32,50000,218,0
0.5625,18,32,33,5,-1,1
0.5625,18,32,34,1,-1,1
0.5625,18,32,35,50000,234,0
0.5625,18,32,36,50000,206,0
0.5625,18,32,37,1,-1,1
0.5625,18,32,38,50000,232,0
0.5625,18,32,39,3,-1,1
0.5625,18,32,40,3,-1,1
0.5625,18,32,41,5,-1,1
0.5625,18,32,42,1,-1,1
0.5625,18,32,43,50000,234,0
0.5625,18,32,44,5,-1,1
0.5625,18,32,45,50000,240,0
0.5625,18,32,46,50000,252,0
0.5625,18,32,47,49,-1,1
0.5625,18,32,48,33,-1,1
0.5625,18,32,49,1,-1,1
0.5625,18,32,50,3,-1,1
0.5625,18,32,51,50000,230,0
0.5625,18,32,52,50000,226,0
0.5625,18,32,53,50000,224,0
0.5625,18,32,54,50000,228,0
0.5625,18,32,55,1,-1,1
0.5625,18,32,56,1,-1,1
0.5625,18,32,57,7,-1,1
0.5625,18,32,58,50000,248,0
0.5625,18,32,59,1,-1,1
0.5625,18,32,60,50000,228,0
0.5625,18,32,61,50000,244,0
0.5625,18,32,62,50000,218,0
0.5625,18,32,63,50000,198,0
0.5625,18,32,64,50000,236,0
0.5625,18,32,65,1,-1,1
0.5625,18,32,66,1,-1,1
0.5625,18,32,67,3,-1,1
0.5625,18,32,68,50000,252,0
0.5625,18,32,69,13,-1,1
0.5625,18,32,70,50000,220,0
0.5625,18,32,71,50000,238,0
0.5625,18,32,72,1,-1,1
0.5625,18,32,73,1,-1,1
0.5625,18,32,74,50000,240,0
0.5625,18,32,75,13,-1,1
0.5625,18,32,76,1,-1,1
0.5625,18,32,77,1,-1,1
0.5625,18,32,78,50000,242,0
0.5625,18,32,79,1,-1,1
0.5625,18,32,80,3,-1,1
0.5625,18,32,81,50000,200,0
0.5625,18,32,82,9,-1,1
0.5625,18,32,83,50000,224,0
0.5625,18,32,84,1,-1,1
0.5625,18,32,85,50000,244,0
0.5625,18,32,86,5,-1,1
0.5625,18,32,87,1,-1,1
0.5625,18,32,88,1,-1,1
0.5625,18,32,89,15,-1,1
0.5625,18,32,90,3,-1,1
0.5625,18,32,91,3,-1,1
0.5625,18,32,92,50000,234,0
0.5625,18,32,93,50000,220,0
0.5625,18,32,94,1,-1,1
0.5625,18,32,95,50000,238,0
0.5625,18,32,96,3,-1,1
0.5625,18,32,97,50000,240,0
0.5625,18,32,98,1,-1,1
0.5625,18,32,99,50000,254,0
0.5625,18,32,100,50000,236,0
