lambda,wi,wr,seed,events,score,extinct
0.4375,14,32,1,3,-1,1
0.4375,14,32,2,45,-1,1
0.4375,14,32,3,50001,101,0
0.4375,14,32,4,1,-1,1
0.4375,14,32,5,21,-1,1
0.4375,14,32,6,1,-1,1
0.4375,14,32,7,1,-1,1
0.4375,14,32,8,287,-1,1
0.4375,14,32,9,1,-1,1
0.4375,14,32,10,1,-1,1
0.4375,14,32,11,27,-1,1
0.4375,14,32,12,1,-1,1
0.4375,14,32,13,603,-1,1
0.4375,14,32,14,5,-1,1
0.4375,14,32,15,3,-1,1
0.4375,14,32,16,50000,102,0
0.4375,14,32,17,1,-1,1
0.4375,14,32,18,23,-1,1
0.4375,14,32,19,50001,81,0
0.4375,14,32,20,5,-1,1
0.4375,14,32,21,29,-1,1
0.4375,14,32,22,50000,118,0
0.4375,14,32,23,1,-1,1
0.4375,14,32,24,3,-1,1
0.4375,14,32,25,3,-1,1
0.4375,14,32,26,1,-1,1
0.4375,14,32,27,11,-1,1
0.4375,14,32,28,50001,121,0
0.4375,14,32,29,3,-1,1
0.4375,14,32,30,3,-1,1
0.4375,14,32,31,1,-1,1
0.4375,14,32,32,50001,57,0
0.4375,14,32,33,21,-1,1
0.4375,14,32,34,91,-1,1
0.4375,14,32,35,1,-1,1
0.4375,14,32,36,1,-1,1
0.4375,14,32,37,21,-1,1
0.4375,14,32,38,327,-1,1
0.4375,14,32,39,50000,36,0
0.4375,14,32,40,1,-1,1
0.4375,14,32,41,79,-1,1
0.4375,14,32,42,50001,119,0
0.4375,14,32,43,13,-1,1
0.4375,14,32,44,65,-1,1
0.4375,14,32,45,369,-1,1
0.4375,14,32,46,50000,60,0
0.4375,14,32,47,21,-1,1
0.4375,14,32,48,563,-1,1
0.4375,14,32,49,50001,111,0
0.4375,14,32,50,1,-1,1
0.4375,14,32,51,9,-1,1
0.4375,14,32,52,3,-1,1
0.4375,14,32,53,63,-1,1
0.4375,14,32,54,55,-1,1
0.4375,14,32,55,3,-1,1
0.4375,14,32,56,1,-1,1
0.4375,14,32,57,5,-1,1
0.4375,14,32,58,3353,-1,1
0.4375,14,32,59,50001,99,0
0.4375,14,32,60,50001,71,0
0.4375,14,32,61,5,-1,1
0.4375,14,32,62,1,-1,1
0.4375,14,32,63,129,-1,1
0.4375,14,32,64,3,-1,1
0.4375,14,32,65,50001,83,0
0.4375,14,32,66,7,-1,1
0.4375,14,32,67,1,-1,1
0.4375,14,32,68,1429,-1,1
0.4375,14,32,69,23,-1,1
0.4375,14,32,70,1,-1,1
0.4375,14,32,71,1,-1,1
0.4375,14,32,72,107,-1,1
0.4375,14,32,73,23,-1,1
0.4375,14,32,74,1,-1,1
0.4375,14,32,75,137,-1,1
0.4375,14,32,76,295,-1,1
0.4375,14,32,77,1,-1,1
0.4375,14,32,78,1,-1,1
0.4375,14,32,79,17,-1,1
0.4375,14,32,80,1,-1,1
0.4375,14,32,81,1,-1,1
0.4375,14,32,82,5,-1,1
0.4375,14,32,83,1,-1,1
0.4375,14,32,84,3,-1,1
0.4375,14,32,85,47351,-1,1
0.4375,14,32,86,1,-1,1
0.4375,14,32,87,9,-1,1
0.4375,14,32,88,281,-1,1
0.4375,14,32,89,1,-1,1
0.4375,14,32,90,1,-1,1
0.4375,14,32,91,11,-1,1
0.4375,14,32,92,11,-1,1
0.4375,14,32,93,50001,89,0
0.4375,14,32,94,53,-1,1
0.4375,14,32,95,43,-1,1
0.4375,14,32,96,1,-1,1
0.4375,14,32,97,1,-1,1
0.4375,14,32,98,1,-1,1
0.4375,14,32,99,89,-1,1
0.4375,14,32,100,44901,-1,1
0.4688,15,32,1,3,-1,1
0.4688,15,32,2,25,-1,1
0.4688,15,32,3,50001,135,0
0.4688,15,32,4,1,-1,1
0.4688,15,32,5,50001,115,0
0.4688,15,32,6,1,-1,1
0.4688,15,32,7,1,-1,1
0.4688,15,32,8,13,-1,1
0.4688,15,32,9,1,-1,1
0.4688,15,32,10,1,-1,1
0.4688,15,32,11,50001,135,0
0.4688,15,32,12,1,-1,1
0.4688,15,32,13,50001,137,0
0.4688,15,32,14,5,-1,1
0.4688,15,32,15,3,-1,1
0.4688,15,32,16,50000,194,0
0.4688,15,32,17,1,-1,1
0.4688,15,32,18,50001,135,0
0.4688,15,32,19,50001,153,0
0.4688,15,32,20,5,-1,1
0.4688,15,32,21,50001,161,0
0.4688,15,32,22,50001,131,0
0.4688,15,32,23,1,-1,1
0.4688,15,32,24,3,-1,1
0.4688,15,32,25,3,-1,1
0.4688,15,32,26,1,-1,1
0.4688,15,32,27,11,-1,1
0.4688,15,32,28,83,-1,1
0.4688,15,32,29,3,-1,1
0.4688,15,32,30,3,-1,1
0.4688,15,32,31,1,-1,1
0.4688,15,32,32,63,-1,1
0.4688,15,32,33,127,-1,1
0.4688,15,32,34,121,-1,1
0.4688,15,32,35,1,-1,1
0.4688,15,32,36,1,-1,1
0.4688,15,32,37,21,-1,1
0.4688,15,32,38,50001,149,0
0.4688,15,32,39,50000,120,0
0.4688,15,32,40,1,-1,1
0.4688,15,32,41,50001,135,0
0.4688,15,32,42,71,-1,1
0.4688,15,32,43,13,-1,1
0.4688,15,32,44,50000,136,0
0.4688,15,32,45,50000,60,0
0.4688,15,32,46,50001,133,0
0.4688,15,32,47,50001,135,0
0.4688,15,32,48,50000,156,0
0.4688,15,32,49,50000,164,0
0.4688,15,32,50,1,-1,1
0.4688,15,32,51,9,-1,1
0.4688,15,32,52,3,-1,1
0.4688,15,32,53,50000,104,0
0.4688,15,32,54,50001,155,0
0.4688,15,32,55,39,-1,1
0.4688,15,32,56,1,-1,1
0.4688,15,32,57,5,-1,1
0.4688,15,32,58,50000,136,0
0.4688,15,32,59,50001,131,0
0.4688,15,32,60,50000,144,0
0.4688,15,32,61,50001,151,0
0.4688,15,32,62,1,-1,1
0.4688,15,32,63,50001,133,0
0.4688,15,32,64,50000,142,0
0.4688,15,32,65,50001,161,0
0.4688,15,32,66,7,-1,1
0.4688,15,32,67,1,-1,1
0.4688,15,32,68,37,-1,1
0.4688,15,32,69,50001,121,0
0.4688,15,32,70,1,-1,1
0.4688,15,32,71,1,-1,1
0.4688,15,32,72,50001,97,0
0.4688,15,32,73,253,-1,1
0.4688,15,32,74,1,-1,1
0.4688,15,32,75,261,-1,1
0.4688,15,32,76,51,-1,1
0.4688,15,32,77,1,-1,1
0.4688,15,32,78,1,-1,1
0.4688,15,32,79,50001,151,0
0.4688,15,32,80,1,-1,1
0.4688,15,32,81,1,-1,1
0.4688,15,32,82,5,-1,1
0.4688,15,32,83,1,-1,1
0.4688,15,32,84,3,-1,1
0.4688,15,32,85,259,-1,1
0.4688,15,32,86,1,-1,1
0.4688,15,32,87,9,-1,1
0.4688,15,32,88,50001,159,0
0.4688,15,32,89,1,-1,1
0.4688,15,32,90,1,-1,1
0.4688,15,32,91,11,-1,1
0.4688,15,32,92,50000,112,0
0.4688,15,32,93,50001,127,0
0.4688,15,32,94,311,-1,1
0.4688,15,32,95,43,-1,1
0.4688,15,32,96,1,-1,1
0.4688,15,32,97,1,-1,1
0.4688,15,32,98,1,-1,1
0.4688,15,32,99,231,-1,1
0.4688,15,32,100,50001,127,0
0.5000,16,32,1,3,-1,1
0.5000,16,32,2,25,-1,1
0.5000,16,32,3,50001,151,0
0.5000,16,32,4,1,-1,1
0.5000,16,32,5,50001,175,0
0.5000,16,32,6,1,-1,1
0.5000,16,32,7,1,-1,1
0.5000,16,32,8,13,-1,1
0.5000,16,32,9,1,-1,1
0.5000,16,32,10,1,-1,1
0.5000,16,32,11,50001,181,0
0.5000,16,32,12,1,-1,1
0.5000,16,32,13,50001,173,0
0.5000,16,32,14,5,-1,1
0.5000,16,32,15,3,-1,1
0.5000,16,32,16,50000,156,0
0.5000,16,32,17,1,-1,1
0.5000,16,32,18,50001,171,0
0.5000,16,32,19,517,-1,1
0.5000,16,32,20,5,-1,1
0.5000,16,32,21,50001,175,0
0.5000,16,32,22,50001,155,0
0.5000,16,32,23,1,-1,1
0.5000,16,32,24,3,-1,1
0.5000,16,32,25,3,-1,1
0.5000,16,32,26,1,-1,1
0.5000,16,32,27,11,-1,1
0.5000,16,32,28,50001,167,0
0.5000,16,32,29,25,-1,1
0.5000,16,32,30,50001,189,0
0.5000,16,32,31,1,-1,1
0.5000,16,32,32,50001,153,0
0.5000,16,32,33,50001,247,0
0.5000,16,32,34,50001,203,0
0.5000,16,32,35,1,-1,1
0.5000,16,32,36,1,-1,1
0.5000,16,32,37,50001,185,0
0.5000,16,32,38,50001,173,0
0.5000,16,32,39,17,-1,1
0.5000,16,32,40,1,-1,1
0.5000,16,32,41,53,-1,1
0.5000,16,32,42,50001,159,0
0.5000,16,32,43,13,-1,1
0.5000,16,32,44,50000,142,0
0.5000,16,32,45,50000,170,0
0.5000,16,32,46,50001,169,0
0.5000,16,32,47,50001,207,0
0.5000,16,32,48,50000,156,0
0.5000,16,32,49,50001,177,0
0.5000,16,32,50,3,-1,1
0.5000,16,32,51,9,-1,1
0.5000,16,32,52,50000,152,0
0.5000,16,32,53,50001,189,0
0.5000,16,32,54,50001,173,0
0.5000,16,32,55,50000,160,0
0.5000,16,32,56,1,-1,1
0.5000,16,32,57,5,-1,1
0.5000,16,32,58,50001,145,0
0.5000,16,32,59,50001,181,0
0.5000,16,32,60,67,-1,1
0.5000,16,32,61,50001,183,0
0.5000,16,32,62,1,-1,1
0.5000,16,32,63,13,-1,1
0.5000,16,32,64,50000,156,0
0.5000,16,32,65,50001,211,0
0.5000,16,32,66,7,-1,1
0.5000,16,32,67,1,-1,1
0.5000,16,32,68,23,-1,1
0.5000,16,32,69,50001,149,0
0.5000,16,32,70,1,-1,1
0.5000,16,32,71,1,-1,1
0.5000,16,32,72,50001,189,0
0.5000,16,32,73,50000,196,0
0.5000,16,32,74,1,-1,1
0.5000,16,32,75,50000,178,0
0.5000,16,32,76,11,-1,1
0.5000,16,32,77,1,-1,1
0.5000,16,32,78,1,-1,1
0.5000,16,32,79,50001,195,0
0.5000,16,32,80,1,-1,1
0.5000,16,32,81,1,-1,1
0.5000,16,32,82,5,-1,1
0.5000,16,32,83,1,-1,1
0.5000,16,32,84,3,-1,1
0.5000,16,32,85,50001,151,0
0.5000,16,32,86,1,-1,1
0.5000,16,32,87,50001,145,0
0.5000,16,32,88,5,-1,1
0.5000,16,32,89,1,-1,1
0.5000,16,32,90,1,-1,1
0.5000,16,32,91,13,-1,1
0.5000,16,32,92,43,-1,1
0.5000,16,32,93,17,-1,1
0.5000,16,32,94,63,-1,1
0.5000,16,32,95,50001,167,0
0.5000,16,32,96,1,-1,1
0.5000,16,32,97,1,-1,1
0.5000,16,32,98,1,-1,1
0.5000,16,32,99,50000,146,0
0.5000,16,32,100,50001,183,0
0.5312,17,32,1,3,-1,1
0.5312,17,32,2,25,-1,1
0.5312,17,32,3,50001,193,0
0.5312,17,32,4,1,-1,1
0.5312,17,32,5,50001,199,0
0.5312,17,32,6,1,-1,1
0.5312,17,32,7,1,-1,1
0.5312,17,32,8,13,-1,1
0.5312,17,32,9,1,-1,1
0.5312,17,32,10,1,-1,1
0.5312,17,32,11,50001,179,0
0.5312,17,32,12,1,-1,1
0.5312,17,32,13,50001,173,0
0.5312,17,32,14,5,-1,1
0.5312,17,32,15,3,-1,1
0.5312,17,32,16,95,-1,1
0.5312,17,32,17,1,-1,1
0.5312,17,32,18,50001,219,0
0.5312,17,32,19,50001,203,0
0.5312,17,32,20,5,-1,1
0.5312,17,32,21,50001,209,0
0.5312,17,32,22,139,-1,1
0.5312,17,32,23,1,-1,1
0.5312,17,32,24,3,-1,1
0.5312,17,32,25,3,-1,1
0.5312,17,32,26,1,-1,1
0.5312,17,32,27,11,-1,1
0.5312,17,32,28,50001,225,0
0.5312,17,32,29,50001,263,0
0.5312,17,32,30,50001,221,0
0.5312,17,32,31,1,-1,1
0.5312,17,32,32,50001,173,0
0.5312,17,32,33,50001,207,0
0.5312,17,32,34,50001,191,0
0.5312,17,32,35,50000,208,0
0.5312,17,32,36,1,-1,1
0.5312,17,32,37,50001,215,0
0.5312,17,32,38,50001,193,0
0.5312,17,32,39,17,-1,1
0.5312,17,32,40,1,-1,1
0.5312,17,32,41,53,-1,1
0.5312,17,32,42,50001,193,0
0.5312,17,32,43,13,-1,1
0.5312,17,32,44,50000,236,0
0.5312,17,32,45,50000,206,0
0.5312,17,32,46,50001,187,0
0.5312,17,32,47,50000,190,0
0.5312,17,32,48,127,-1,1
0.5312,17,32,49,50001,195,0
0.5312,17,32,50,3,-1,1
0.5312,17,32,51,9,-1,1
0.5312,17,32,52,41,-1,1
0.5312,17,32,53,65,-1,1
0.5312,17,32,54,50001,213,0
0.5312,17,32,55,50000,236,0
0.5312,17,32,56,1,-1,1
0.5312,17,32,57,5,-1,1
0.5312,17,32,58,50001,213,0
0.5312,17,32,59,50001,193,0
0.5312,17,32,60,50001,209,0
0.5312,17,32,61,50001,201,0
0.5312,17,32,62,1,-1,1
0.5312,17,32,63,50001,179,0
0.5312,17,32,64,50000,196,0
0.5312,17,32,65,50001,199,0
0.5312,17,32,66,50001,197,0
0.5312,17,32,67,1,-1,1
0.5312,17,32,68,23,-1,1
0.5312,17,32,69,50001,183,0
0.5312,17,32,70,1,-1,1
0.5312,17,32,71,1,-1,1
0.5312,17,32,72,47,-1,1
0.5312,17,32,73,50000,238,0
0.5312,17,32,74,1,-1,1
0.5312,17,32,75,50000,192,0
0.5312,17,32,76,11,-1,1
0.5312,17,32,77,1,-1,1
0.5312,17,32,78,1,-1,1
0.5312,17,32,79,50000,186,0
0.5312,17,32,80,1,-1,1
0.5312,17,32,81,1,-1,1
0.5312,17,32,82,50001,169,0
0.5312,17,32,83,1,-1,1
0.5312,17,32,84,3,-1,1
0.5312,17,32,85,50001,215,0
0.5312,17,32,86,1,-1,1
0.5312,17,32,87,50001,181,0
0.5312,17,32,88,5,-1,1
0.5312,17,32,89,1,-1,1
0.5312,17,32,90,1,-1,1
0.5312,17,32,91,50001,189,0
0.5312,17,32,92,50001,221,0
0.5312,17,32,93,50000,208,0
0.5312,17,32,94,50001,221,0
0.5312,17,32,95,23,-1,1
0.5312,17,32,96,1,-1,1
0.5312,17,32,97,1,-1,1
0.5312,17,32,98,1,-1,1
0.5312,17,32,99,50000,188,0
0.5312,17,32,100,50001,221,0
0.5625,18,32,1,3,-1,1
0.5625,18,32,2,50000,204,0
0.5625,18,32,3,50001,249,0
0.5625,18,32,4,1,-1,1
0.5625,18,32,5,50001,235,0
0.5625,18,32,6,1,-1,1
0.5625,18,32,7,1,-1,1
0.5625,18,32,8,13,-1,1
0.5625,18,32,9,1,-1,1
0.5625,18,32,10,1,-1,1
0.5625,18,32,11,50001,225,0
0.5625,18,32,12,50001,237,0
0.5625,18,32,13,50000,202,0
0.5625,18,32,14,5,-1,1
0.5625,18,32,15,3,-1,1
0.5625,18,32,16,50001,241,0
0.5625,18,32,17,1,-1,1
0.5625,18,32,18,50001,227,0
0.5625,18,32,19,50001,227,0
0.5625,18,32,20,9,-1,1
0.5625,18,32,21,50001,247,0
0.5625,18,32,22,50001,215,0
0.5625,18,32,23,1,-1,1
0.5625,18,32,24,50000,248,0
0.5625,18,32,25,3,-1,1
0.5625,18,32,26,1,-1,1
0.5625,18,32,27,50001,243,0
0.5625,18,32,28,50001,233,0
0.5625,18,32,29,50001,239,0
0.5625,18,32,30,50001,221,0
0.5625,18,32,31,1,-1,1
0.5625,18,32,32,50001,253,0
0.5625,18,32,33,50001,227,0
0.5625,18,32,34,50000,206,0
0.5625,18,32,35,50001,239,0
0.5625,18,32,36,1,-1,1
0.5625,18,32,37,50001,237,0
0.5625,18,32,38,5,-1,1
0.5625,18,32,39,17,-1,1
0.5625,18,32,40,1,-1,1
0.5625,18,32,41,53,-1,1
0.5625,18,32,42,50001,219,0
0.5625,18,32,43,50001,233,0
0.5625,18,32,44,50001,235,0
0.5625,18,32,45,50000,236,0
0.5625,18,32,46,50001,231,0
0.5625,18,32,47,50001,213,0
0.5625,18,32,48,50000,190,0
0.5625,18,32,49,50001,239,0
0.5625,18,32,50,3,-1,1
0.5625,18,32,51,9,-1,1
0.5625,18,32,52,50001,209,0
0.5625,18,32,53,50000,240,0
0.5625,18,32,54,50001,219,0
0.5625,18,32,55,50000,222,0
0.5625,18,32,56,1,-1,1
0.5625,18,32,57,50001,189,0
0.5625,18,32,58,50001,209,0
0.5625,18,32,59,50001,241,0
0.5625,18,32,60,50001,191,0
0.5625,18,32,61,50001,225,0
0.5625,18,32,62,1,-1,1
0.5625,18,32,63,50001,227,0
0.5625,18,32,64,50000,210,0
0.5625,18,32,65,50001,223,0
0.5625,18,32,66,50001,237,0
0.5625,18,32,67,1,-1,1
0.5625,18,32,68,23,-1,1
0.5625,18,32,69,50001,245,0
0.5625,18,32,70,1,-1,1
0.5625,18,32,71,1,-1,1
0.5625,18,32,72,50001,241,0
0.5625,18,32,73,50000,220,0
0.5625,18,32,74,1,-1,1
0.5625,18,32,75,50000,252,0
0.5625,18,32,76,50001,189,0
0.5625,18,32,77,1,-1,1
0.5625,18,32,78,1,-1,1
0.5625,18,32,79,50001,201,0
0.5625,18,32,80,1,-1,1
0.5625,18,32,81,1,-1,1
0.5625,18,32,82,50001,217,0
0.5625,18,32,83,1,-1,1
0.5625,18,32,84,50001,207,0
0.5625,18,32,85,50001,237,0
0.5625,18,32,86,1,-1,1
0.5625,18,32,87,50001,217,0
0.5625,18,32,88,5,-1,1
0.5625,18,32,89,1,-1,1
0.5625,18,32,90,1,-1,1
0.5625,18,32,91,50001,209,0
0.5625,18,32,92,50001,245,0
0.5625,18,32,93,50001,193,0
0.5625,18,32,94,50001,187,0
0.5625,18,32,95,50001,247,0
0.5625,18,32,96,1,-1,1
0.5625,18,32,97,1,-1,1
0.5625,18,32,98,1,-1,1
0.5625,18,32,99,50000,238,0
0.5625,18,32,100,50001,195,0
