arm,seed,survived,alive,copiers,xlators,scripts,builds,backups,restores,codons_code,codons_bak,exact
no-t-q8,64,True,25,4,0,0,216,11,0,2,0,True
no-t-q8,65,True,23,4,0,0,217,10,0,0,1,True
no-t-q8,66,True,22,6,3,0,253,15,0,4,2,True
no-t-q8,67,False,23,0,0,0,206,16,0,3,4,True
no-t-q8,68,True,24,1,0,0,120,13,0,2,2,True
no-t-q8,69,False,9,7,2,0,224,18,1,5,5,True
no-t-q8,70,True,22,2,0,0,123,8,0,0,0,True
no-t-q8,71,False,17,0,0,0,152,14,0,2,3,True
no-t-q8,72,True,18,5,8,0,230,16,0,5,2,True
no-t-q8,73,False,19,0,0,0,146,16,0,1,6,True
no-t-q8,74,True,26,3,0,0,150,16,0,2,5,True
no-t-q8,75,True,24,4,9,0,292,15,0,4,2,True
no-t-q8,76,False,0,0,0,0,138,6,0,0,0,True
no-t-q8,77,True,24,3,0,0,169,4,0,0,0,True
no-t-q8,78,True,25,7,0,0,183,15,0,3,3,True
no-t-q8,79,True,25,2,0,0,154,16,0,4,3,True
no-t-q8,80,True,22,3,0,0,210,13,0,2,2,True
no-t-q8,81,True,26,2,0,0,110,15,0,3,3,True
no-t-q8,82,False,9,1,0,0,205,15,0,4,2,True
no-t-q8,83,True,22,4,0,0,170,16,0,3,4,True
no-t-q8,84,True,24,3,0,0,180,16,0,4,3,True
no-t-q8,85,False,18,0,0,0,152,14,0,3,2,True
no-t-q8,86,True,20,3,0,0,188,16,0,3,4,True
no-t-q8,87,False,17,0,0,0,113,10,0,0,1,True
no-t-q8,88,False,0,0,0,0,38,16,1,4,4,True
no-t-q8,89,True,24,5,0,0,174,16,0,2,5,True
no-t-q8,90,False,0,0,0,0,223,10,0,1,0,True
no-t-q8,91,True,23,3,0,0,115,10,0,0,1,True
no-t-q8,92,False,25,0,0,0,99,7,0,0,0,True
no-t-q8,93,True,24,10,2,0,201,16,1,5,3,True
no-t-q8,94,True,24,1,0,0,87,0,0,0,0,True
no-t-q8,95,False,13,1,0,0,189,11,0,0,2,True
no-t-q8,96,True,24,9,3,0,222,16,0,4,3,True
no-t-q8,97,False,0,0,0,0,138,6,0,0,0,True
no-t-q8,98,False,11,5,1,0,196,15,0,6,0,True
no-t-q8,99,False,15,0,0,0,187,6,0,0,0,True
no-t-q8,100,True,20,1,0,0,236,16,0,1,6,True
