regime,arm,seed,winner,gates_a,gates_b,qmarks,copiers,alive,alive_a,alive_b,aland_α,aland_β,bland_α,bland_β,exact
abundant,taxed,68,COEX,12,12,0,3,21,11,10,7,5,5,7,True
abundant,taxed,69,α,13,11,0,0,24,12,12,10,2,3,9,True
abundant,taxed,70,α,14,10,0,0,23,11,12,7,5,7,5,True
abundant,taxed,71,β,9,14,1,1,23,11,12,4,7,5,7,True
abundant,taxed,72,COEX,12,12,0,0,23,11,12,8,4,4,8,True
abundant,taxed,73,α,15,9,0,0,22,11,11,9,3,6,6,True
abundant,taxed,74,α,13,11,0,0,24,12,12,7,5,6,6,True
abundant,taxed,75,α,18,6,0,1,23,11,12,10,2,8,4,True
abundant,taxed,76,α,18,6,0,1,22,12,10,11,1,7,5,True
abundant,taxed,77,β,8,16,0,2,23,12,11,6,6,2,10,True
abundant,taxed,78,α,15,8,1,0,23,12,11,8,3,7,5,True
abundant,taxed,79,COEX,12,12,0,4,23,11,12,7,5,5,7,True
abundant,taxed,80,COEX,12,12,0,2,24,12,12,10,2,2,10,True
abundant,taxed,81,β,8,15,1,0,24,12,12,4,7,4,8,True
abundant,taxed,82,COEX,12,12,0,1,24,12,12,6,6,6,6,True
abundant,taxed,83,α,13,11,0,0,24,12,12,8,4,5,7,True
abundant,taxed,84,α,14,10,0,0,22,12,10,9,3,5,7,True
abundant,taxed,85,β,10,14,0,0,22,10,12,6,6,4,8,True
abundant,taxed,86,β,11,13,0,1,23,12,11,7,5,4,8,True
abundant,taxed,87,α,14,10,0,1,23,11,12,9,3,5,7,True
abundant,taxed,88,α,13,11,0,1,22,11,11,4,8,9,3,True
abundant,taxed,89,β,9,15,0,0,22,12,10,6,6,3,9,True
abundant,taxed,90,β,11,13,0,0,24,12,12,9,3,2,10,True
abundant,taxed,91,β,8,16,0,0,23,11,12,5,7,3,9,True
abundant,taxed,92,β,4,20,0,0,23,12,11,0,12,4,8,True
abundant,taxed,93,α,16,8,0,1,21,11,10,8,4,8,4,True
abundant,taxed,94,α,14,10,0,2,23,12,11,8,4,6,6,True
abundant,taxed,95,β,11,13,0,0,24,12,12,9,3,2,10,True
abundant,taxed,96,α,17,7,0,0,24,12,12,9,3,8,4,True
abundant,taxed,97,α,15,9,0,0,23,11,12,9,3,6,6,True
abundant,taxed,98,β,10,14,0,0,23,11,12,3,9,7,5,True
abundant,taxed,99,α,17,7,0,3,23,12,11,8,4,9,3,True
abundant,taxed,100,β,11,13,0,1,23,11,12,5,7,6,6,True
abundant,taxed,101,α,17,7,0,1,24,12,12,11,1,6,6,True
abundant,taxed,102,α,13,11,0,0,22,12,10,9,3,4,8,True
abundant,taxed,103,α,14,10,0,0,21,12,9,8,4,6,6,True
abundant,taxed,104,α,13,11,0,0,23,11,12,8,4,5,7,True
abundant,taxed,105,α,14,10,0,3,23,12,11,10,2,4,8,True
abundant,taxed,106,β,9,15,0,1,23,11,12,6,6,3,9,True
abundant,taxed,107,β,10,14,0,0,22,11,11,7,5,3,9,True
abundant,taxed,108,α,14,10,0,0,24,12,12,8,4,6,6,True
abundant,taxed,109,α,18,6,0,1,22,11,11,9,3,9,3,True
abundant,taxed,110,COEX,12,12,0,0,24,12,12,7,5,5,7,True
abundant,taxed,111,β,11,13,0,1,23,11,12,2,10,9,3,True
abundant,taxed,112,α,17,7,0,0,21,9,12,7,5,10,2,True
abundant,taxed,113,α,14,10,0,2,23,11,12,8,4,6,6,True
abundant,taxed,114,α,15,9,0,0,24,12,12,8,4,7,5,True
abundant,taxed,115,COEX,12,12,0,1,23,11,12,9,3,3,9,True
abundant,taxed,116,α,13,11,0,0,23,12,11,4,8,9,3,True
abundant,taxed,117,α,18,6,0,3,24,12,12,7,5,11,1,True
abundant,taxed,118,α,15,9,0,0,23,11,12,9,3,6,6,True
abundant,taxed,119,β,11,13,0,0,22,11,11,7,5,4,8,True
abundant,taxed,120,α,20,4,0,1,24,12,12,8,4,12,0,True
abundant,taxed,121,β,10,13,1,0,24,12,12,7,5,3,8,True
abundant,taxed,122,β,9,14,1,0,24,12,12,7,4,2,10,True
abundant,taxed,123,β,8,16,0,0,24,12,12,3,9,5,7,True
abundant,taxed,124,α,13,11,0,0,21,10,11,9,3,4,8,True
abundant,taxed,125,α,16,8,0,0,22,10,12,10,2,6,6,True
abundant,taxed,126,α,14,10,0,0,24,12,12,7,5,7,5,True
abundant,taxed,127,β,11,13,0,0,24,12,12,7,5,4,8,True
abundant,taxed,128,α,19,5,0,2,22,12,10,9,3,10,2,True
abundant,taxed,129,β,8,16,0,0,22,10,12,4,8,4,8,True
abundant,taxed,130,α,15,9,0,1,23,11,12,8,4,7,5,True
abundant,taxed,131,α,14,10,0,0,24,12,12,6,6,8,4,True
abundant,taxed,132,α,12,11,1,0,24,12,12,6,5,6,6,True
abundant,taxed,133,α,15,9,0,1,23,11,12,7,5,8,4,True
abundant,taxed,134,α,18,6,0,0,24,12,12,9,3,9,3,True
abundant,taxed,135,α,17,7,0,0,24,12,12,8,4,9,3,True
abundant,taxed,136,α,18,6,0,0,23,12,11,9,3,9,3,True
abundant,taxed,137,β,9,15,0,0,22,12,10,6,6,3,9,True
abundant,taxed,138,β,8,16,0,0,23,12,11,3,9,5,7,True
abundant,taxed,139,α,16,7,1,0,23,11,12,8,3,8,4,True
abundant,taxed,140,α,19,5,0,0,22,11,11,9,3,10,2,True
abundant,taxed,141,β,9,15,0,0,24,12,12,3,9,6,6,True
abundant,taxed,142,β,11,13,0,1,24,12,12,6,6,5,7,True
abundant,taxed,143,α,14,10,0,0,22,11,11,8,4,6,6,True
abundant,taxed,144,α,17,7,0,2,24,12,12,9,3,8,4,True
abundant,taxed,145,α,14,10,0,1,23,12,11,9,3,5,7,True
abundant,taxed,146,COEX,12,12,0,0,23,12,11,4,8,8,4,True
abundant,taxed,147,COEX,12,12,0,0,22,11,11,8,4,4,8,True
abundant,taxed,148,β,11,13,0,0,23,11,12,8,4,3,9,True
abundant,taxed,149,β,8,16,0,0,22,11,11,4,8,4,8,True
abundant,taxed,150,α,14,10,0,0,22,12,10,7,5,7,5,True
abundant,taxed,151,COEX,12,12,0,0,24,12,12,7,5,5,7,True
abundant,taxed,152,β,10,14,0,0,24,12,12,5,7,5,7,True
abundant,taxed,153,β,9,15,0,1,24,12,12,6,6,3,9,True
abundant,taxed,154,β,10,14,0,0,24,12,12,9,3,1,11,True
abundant,taxed,155,α,13,11,0,0,23,12,11,4,8,9,3,True
abundant,taxed,156,α,12,11,1,0,24,12,12,5,6,7,5,True
abundant,taxed,157,β,6,18,0,1,24,12,12,4,8,2,10,True
abundant,taxed,158,β,5,19,0,0,24,12,12,4,8,1,11,True
abundant,taxed,159,β,3,19,2,0,24,12,12,2,9,1,10,True
abundant,taxed,160,α,12,11,1,0,24,12,12,7,4,5,7,True
abundant,taxed,161,α,14,10,0,0,24,12,12,5,7,9,3,True
abundant,taxed,162,β,10,14,0,0,23,12,11,6,6,4,8,True
abundant,taxed,163,α,14,10,0,1,23,12,11,6,6,8,4,True
abundant,taxed,164,β,7,17,0,1,24,12,12,4,8,3,9,True
abundant,taxed,165,β,10,14,0,0,21,9,12,3,9,7,5,True
abundant,taxed,166,α,14,10,0,0,23,12,11,10,2,4,8,True
abundant,taxed,167,β,9,15,0,0,23,12,11,5,7,4,8,True
abundant,taxed,168,α,18,6,0,0,22,11,11,10,2,8,4,True
abundant,taxed,169,β,7,16,1,0,23,11,12,4,7,3,9,True
abundant,taxed,170,β,11,13,0,0,23,11,12,8,4,3,9,True
abundant,taxed,171,β,7,17,0,1,24,12,12,5,7,2,10,True
abundant,taxed,172,α,14,10,0,1,22,10,12,6,6,8,4,True
abundant,taxed,173,α,18,6,0,0,24,12,12,6,6,12,0,True
abundant,taxed,174,α,14,10,0,1,23,12,11,8,4,6,6,True
abundant,taxed,175,α,16,8,0,1,24,12,12,11,1,5,7,True
abundant,taxed,176,α,17,7,0,0,24,12,12,10,2,7,5,True
abundant,taxed,177,α,19,5,0,0,23,12,11,11,1,8,4,True
abundant,taxed,178,β,10,13,1,0,23,11,12,8,4,2,9,True
abundant,taxed,179,β,11,13,0,0,23,12,11,5,7,6,6,True
abundant,taxed,180,β,11,13,0,0,24,12,12,5,7,6,6,True
abundant,taxed,181,α,13,11,0,0,23,12,11,7,5,6,6,True
abundant,taxed,182,β,6,18,0,0,23,11,12,5,7,1,11,True
abundant,taxed,183,β,7,15,2,0,24,12,12,4,7,3,8,True
abundant,taxed,184,β,9,15,0,0,24,12,12,5,7,4,8,True
abundant,taxed,185,α,19,5,0,0,23,12,11,11,1,8,4,True
abundant,taxed,186,α,14,10,0,0,24,12,12,8,4,6,6,True
abundant,taxed,187,α,13,11,0,1,22,12,10,9,3,4,8,True
abundant,taxed,188,β,11,13,0,0,24,12,12,7,5,4,8,True
abundant,taxed,189,COEX,12,12,0,0,22,10,12,7,5,5,7,True
abundant,taxed,190,α,22,2,0,5,22,10,12,10,2,12,0,True
abundant,taxed,191,β,10,13,1,0,23,11,12,8,4,2,9,True
abundant,taxed,192,α,22,1,1,2,22,12,10,10,1,12,0,True
abundant,taxed,193,α,13,11,0,2,24,12,12,7,5,6,6,True
abundant,taxed,194,β,11,13,0,1,23,12,11,9,3,2,10,True
abundant,taxed,195,α,13,11,0,0,23,12,11,9,3,4,8,True
abundant,taxed,196,β,9,15,0,0,23,11,12,6,6,3,9,True
abundant,taxed,197,COEX,12,12,0,0,22,11,11,7,5,5,7,True
abundant,taxed,198,α,14,10,0,0,23,12,11,7,5,7,5,True
abundant,taxed,199,COEX,12,12,0,0,23,12,11,10,2,2,10,True
abundant,taxed,200,β,9,15,0,0,24,12,12,5,7,4,8,True
mid,both,1,β,6,18,0,21,21,11,10,2,10,4,8,True
mid,both,2,β,10,14,0,22,21,9,12,6,6,4,8,True
mid,both,3,α,13,11,0,23,21,10,11,6,6,7,5,True
mid,both,4,α,15,8,1,21,22,12,10,5,6,10,2,True
mid,both,5,α,13,11,0,24,21,10,11,9,3,4,8,True
mid,both,6,α,14,9,1,23,22,10,12,9,3,5,6,True
mid,both,7,β,10,14,0,21,23,11,12,4,8,6,6,True
mid,both,8,α,13,10,1,20,22,11,11,7,4,6,6,True
mid,both,9,α,16,7,1,21,22,12,10,11,1,5,6,True
mid,both,10,α,15,9,0,21,22,10,12,7,5,8,4,True
mid,both,11,β,10,13,1,21,23,11,12,4,7,6,6,True
mid,both,12,β,6,18,0,19,22,11,11,2,10,4,8,True
mid,both,13,β,10,13,1,22,22,11,11,6,5,4,8,True
mid,both,14,β,8,15,1,19,20,11,9,6,5,2,10,True
mid,both,15,α,14,10,0,23,22,11,11,4,8,10,2,True
mid,both,16,β,11,12,1,22,23,12,11,7,5,4,7,True
mid,both,17,α,15,8,1,23,22,10,12,5,7,10,1,True
mid,both,18,α,14,8,2,20,22,12,10,5,6,9,2,True
mid,both,19,β,11,13,0,20,19,8,11,5,7,6,6,True
mid,both,20,α,21,2,1,19,22,10,12,10,1,11,1,True
mid,both,21,α,12,11,1,20,21,10,11,6,5,6,6,True
mid,both,22,α,14,8,2,22,24,12,12,9,2,5,6,True
mid,both,23,β,9,13,2,21,23,11,12,6,5,3,8,True
mid,both,24,α,14,10,0,19,21,12,9,6,6,8,4,True
mid,both,25,α,12,10,2,23,23,12,11,8,2,4,8,True
mid,both,26,α,15,7,2,22,23,11,12,7,4,8,3,True
mid,both,27,α,13,11,0,21,22,11,11,6,6,7,5,True
mid,both,28,β,10,14,0,23,23,12,11,9,3,1,11,True
mid,both,29,β,10,12,2,20,22,10,12,6,6,4,6,True
mid,both,30,α,13,10,1,21,20,8,12,6,5,7,5,True
mid,both,31,β,3,21,0,19,23,11,12,0,12,3,9,True
mid,both,32,β,10,13,1,22,23,11,12,7,5,3,8,True
mid,both,33,β,9,15,0,22,21,10,11,4,8,5,7,True
mid,both,34,α,14,9,1,21,20,10,10,9,3,5,6,True
mid,both,35,β,7,17,0,23,23,11,12,4,8,3,9,True
mid,both,36,β,10,13,1,18,21,10,11,5,6,5,7,True
mid,both,37,β,11,13,0,22,22,10,12,7,5,4,8,True
mid,both,38,β,9,14,1,22,21,10,11,6,6,3,8,True
mid,both,39,β,8,16,0,24,23,11,12,0,12,8,4,True
mid,both,40,α,15,8,1,21,22,12,10,7,4,8,4,True
mid,both,41,α,15,9,0,19,23,11,12,7,5,8,4,True
mid,both,42,β,11,13,0,21,22,12,10,4,8,7,5,True
mid,both,43,COEX,11,11,2,21,21,10,11,8,4,3,7,True
mid,both,44,β,8,14,2,21,23,11,12,2,8,6,6,True
mid,both,45,α,13,8,3,20,23,11,12,8,3,5,5,True
mid,both,46,β,6,17,1,21,22,12,10,0,12,6,5,True
mid,both,47,β,11,13,0,22,23,11,12,3,9,8,4,True
mid,both,48,β,7,17,0,21,22,11,11,6,6,1,11,True
mid,both,49,β,9,13,2,16,23,11,12,4,6,5,7,True
mid,both,50,α,12,11,1,20,24,12,12,6,6,6,5,True
mid,both,51,β,8,16,0,20,24,12,12,7,5,1,11,True
mid,both,52,α,13,10,1,23,24,12,12,9,3,4,7,True
mid,both,53,α,17,5,2,20,24,12,12,9,3,8,2,True
mid,both,54,β,11,12,1,20,23,11,12,5,6,6,6,True
mid,both,55,β,0,24,0,20,22,12,10,0,12,0,12,True
mid,both,56,α,14,9,1,21,23,11,12,9,3,5,6,True
mid,both,57,α,13,10,1,20,23,12,11,8,3,5,7,True
mid,both,58,β,8,16,0,23,22,10,12,5,7,3,9,True
mid,both,59,β,11,13,0,23,22,10,12,2,10,9,3,True
mid,both,60,β,6,18,0,20,24,12,12,4,8,2,10,True
mid,both,61,β,3,20,1,22,22,11,11,0,11,3,9,True
mid,both,62,β,10,13,1,21,21,9,12,6,6,4,7,True
mid,both,63,α,14,10,0,23,23,12,11,7,5,7,5,True
mid,both,64,α,16,7,1,21,23,11,12,8,3,8,4,True
mid,both,65,α,16,6,2,23,22,12,10,8,4,8,2,True
mid,both,66,β,10,13,1,21,22,11,11,7,5,3,8,True
mid,both,67,β,10,13,1,22,22,11,11,5,7,5,6,True
mid,both,68,α,13,11,0,22,21,11,10,10,2,3,9,True
mid,both,69,β,10,12,2,22,23,11,12,3,7,7,5,True
mid,both,70,α,13,10,1,20,23,11,12,7,4,6,6,True
mid,both,71,α,13,11,0,21,21,10,11,8,4,5,7,True
mid,both,72,α,13,11,0,22,22,11,11,8,4,5,7,True
mid,both,73,α,12,11,1,21,22,11,11,8,3,4,8,True
mid,both,74,β,10,14,0,23,22,12,10,5,7,5,7,True
mid,both,75,β,11,13,0,17,22,12,10,5,7,6,6,True
mid,both,76,β,11,13,0,20,23,11,12,9,3,2,10,True
mid,both,77,β,8,16,0,20,20,11,9,5,7,3,9,True
mid,both,78,β,11,13,0,19,22,10,12,3,9,8,4,True
mid,both,79,α,13,9,2,20,24,12,12,6,6,7,3,True
mid,both,80,α,13,10,1,21,23,11,12,8,4,5,6,True
mid,both,81,α,15,8,1,20,22,10,12,10,1,5,7,True
mid,both,82,α,13,10,1,21,24,12,12,9,2,4,8,True
mid,both,83,α,17,7,0,23,21,10,11,6,6,11,1,True
mid,both,84,β,8,16,0,21,22,12,10,4,8,4,8,True
mid,both,85,α,16,7,1,20,21,12,9,8,3,8,4,True
mid,both,86,β,5,19,0,24,22,11,11,1,11,4,8,True
mid,both,87,α,13,11,0,22,22,11,11,5,7,8,4,True
mid,both,88,α,13,10,1,22,23,12,11,5,6,8,4,True
mid,both,89,α,13,11,0,21,21,10,11,5,7,8,4,True
mid,both,90,β,9,13,2,23,23,12,11,5,5,4,8,True
mid,both,91,α,20,4,0,18,19,11,8,9,3,11,1,True
mid,both,92,β,10,14,0,22,23,12,11,4,8,6,6,True
mid,both,93,β,9,14,1,19,22,11,11,7,5,2,9,True
mid,both,94,β,9,13,2,20,23,11,12,6,5,3,8,True
mid,both,95,β,0,24,0,20,21,11,10,0,12,0,12,True
mid,both,96,β,10,12,2,22,24,12,12,6,5,4,7,True
mid,both,97,β,9,14,1,21,23,12,11,5,7,4,7,True
mid,both,98,α,19,4,1,23,23,12,11,12,0,7,4,True
mid,both,99,α,21,3,0,23,21,10,11,9,3,12,0,True
mid,both,100,α,17,7,0,21,22,11,11,9,3,8,4,True
mid,free,1,β,9,15,0,8,23,12,11,5,7,4,8,True
mid,free,2,α,19,4,1,20,23,11,12,7,4,12,0,True
mid,free,3,β,10,14,0,12,21,11,10,8,4,2,10,True
mid,free,4,α,13,10,1,16,22,11,11,5,6,8,4,True
mid,free,5,α,17,7,0,19,21,10,11,9,3,8,4,True
mid,free,6,α,15,9,0,18,22,11,11,10,2,5,7,True
mid,free,7,β,8,15,1,9,22,10,12,4,7,4,8,True
mid,free,8,α,15,9,0,16,23,12,11,8,4,7,5,True
mid,free,9,α,14,10,0,16,22,12,10,11,1,3,9,True
mid,free,10,α,13,11,0,13,22,10,12,7,5,6,6,True
mid,free,11,α,13,10,1,9,21,9,12,7,5,6,5,True
mid,free,12,β,9,15,0,8,22,11,11,6,6,3,9,True
mid,free,13,β,7,16,1,9,23,12,11,6,5,1,11,True
mid,free,14,β,5,19,0,6,22,11,11,3,9,2,10,True
mid,free,15,COEX,12,12,0,17,22,10,12,6,6,6,6,True
mid,free,16,COEX,12,12,0,11,23,12,11,7,5,5,7,True
mid,free,17,α,16,8,0,14,21,10,11,5,7,11,1,True
mid,free,18,α,17,7,0,18,23,11,12,8,4,9,3,True
mid,free,19,α,12,11,1,15,21,9,12,6,5,6,6,True
mid,free,20,α,14,10,0,15,21,9,12,9,3,5,7,True
mid,free,21,β,10,12,2,10,22,11,11,4,6,6,6,True
mid,free,22,α,15,9,0,15,23,12,11,10,2,5,7,True
mid,free,23,β,9,14,1,9,23,11,12,5,6,4,8,True
mid,free,24,α,13,11,0,15,22,12,10,6,6,7,5,True
mid,free,25,α,12,11,1,13,21,11,10,8,3,4,8,True
mid,free,26,α,16,8,0,17,23,12,11,7,5,9,3,True
mid,free,27,β,11,12,1,10,20,8,12,9,3,2,9,True
mid,free,28,α,14,8,2,16,22,12,10,9,3,5,5,True
mid,free,29,α,12,11,1,12,21,9,12,6,6,6,5,True
mid,free,30,α,16,8,0,18,20,8,12,7,5,9,3,True
mid,free,31,α,16,8,0,14,22,10,12,10,2,6,6,True
mid,free,32,β,9,13,2,14,23,12,11,5,5,4,8,True
mid,free,33,β,9,14,1,11,22,11,11,4,7,5,7,True
mid,free,34,COEX,12,12,0,18,22,11,11,9,3,3,9,True
mid,free,35,β,10,14,0,16,23,11,12,7,5,3,9,True
mid,free,36,α,12,11,1,12,22,10,12,5,6,7,5,True
mid,free,37,β,8,16,0,9,22,10,12,3,9,5,7,True
mid,free,38,α,15,9,0,14,21,10,11,6,6,9,3,True
mid,free,39,α,17,5,2,19,22,10,12,6,5,11,0,True
mid,free,40,α,14,10,0,14,22,12,10,11,1,3,9,True
mid,free,41,α,13,10,1,13,23,11,12,8,3,5,7,True
mid,free,42,α,13,11,0,16,22,12,10,4,8,9,3,True
mid,free,43,COEX,12,12,0,10,21,11,10,8,4,4,8,True
mid,free,44,β,7,16,1,12,23,11,12,2,10,5,6,True
mid,free,45,α,18,6,0,16,21,11,10,7,5,11,1,True
mid,free,46,β,6,17,1,5,22,12,10,0,11,6,6,True
mid,free,47,β,6,16,2,11,23,12,11,2,9,4,7,True
mid,free,48,β,8,16,0,9,23,11,12,6,6,2,10,True
mid,free,49,β,9,15,0,10,22,10,12,5,7,4,8,True
mid,free,50,α,15,8,1,18,24,12,12,7,5,8,3,True
mid,free,51,β,4,19,1,9,23,11,12,2,9,2,10,True
mid,free,52,α,13,11,0,15,24,12,12,9,3,4,8,True
mid,free,53,α,16,7,1,18,23,11,12,9,3,7,4,True
mid,free,54,β,9,15,0,15,22,11,11,4,8,5,7,True
mid,free,55,β,4,19,1,6,22,12,10,2,9,2,10,True
mid,free,56,α,16,8,0,15,22,10,12,9,3,7,5,True
mid,free,57,β,8,15,1,9,22,12,10,7,4,1,11,True
mid,free,58,β,8,16,0,9,20,8,12,5,7,3,9,True
mid,free,59,β,10,14,0,15,22,10,12,3,9,7,5,True
mid,free,60,β,9,15,0,14,22,11,11,4,8,5,7,True
mid,free,61,β,7,17,0,10,22,11,11,0,12,7,5,True
mid,free,62,β,9,14,1,13,21,9,12,4,7,5,7,True
mid,free,63,α,13,10,1,15,22,11,11,6,6,7,4,True
mid,free,64,α,14,9,1,15,23,11,12,9,2,5,7,True
mid,free,65,α,18,6,0,20,22,11,11,8,4,10,2,True
mid,free,66,COEX,12,12,0,14,21,10,11,7,5,5,7,True
mid,free,67,α,12,10,2,19,24,12,12,8,3,4,7,True
mid,free,68,COEX,12,12,0,14,21,11,10,6,6,6,6,True
mid,free,69,α,12,10,2,14,22,10,12,7,3,5,7,True
mid,free,70,α,13,11,0,11,21,10,11,8,4,5,7,True
mid,free,71,α,15,9,0,15,21,10,11,10,2,5,7,True
mid,free,72,β,11,13,0,14,23,12,11,8,4,3,9,True
mid,free,73,α,13,10,1,15,22,11,11,9,2,4,8,True
mid,free,74,α,12,11,1,12,19,11,8,5,6,7,5,True
mid,free,75,α,14,9,1,17,22,12,10,7,4,7,5,True
mid,free,76,β,7,16,1,10,22,10,12,5,6,2,10,True
mid,free,77,β,9,15,0,12,20,11,9,5,7,4,8,True
mid,free,78,β,2,22,0,4,23,11,12,0,12,2,10,True
mid,free,79,α,17,7,0,16,23,12,11,6,6,11,1,True
mid,free,80,α,16,8,0,14,23,11,12,10,2,6,6,True
mid,free,81,α,15,9,0,14,21,10,11,10,2,5,7,True
mid,free,82,α,15,6,3,14,24,12,12,8,2,7,4,True
mid,free,83,β,8,15,1,9,20,10,10,8,4,0,11,True
mid,free,84,β,9,15,0,11,22,11,11,4,8,5,7,True
mid,free,85,α,13,11,0,14,21,12,9,8,4,5,7,True
mid,free,86,β,4,18,2,7,24,12,12,3,7,1,11,True
mid,free,87,β,5,19,0,6,21,11,10,2,10,3,9,True
mid,free,88,β,8,15,1,12,22,11,11,4,8,4,7,True
mid,free,89,COEX,12,12,0,15,22,11,11,4,8,8,4,True
mid,free,90,β,10,14,0,12,22,11,11,5,7,5,7,True
mid,free,91,α,19,4,1,18,20,11,9,9,2,10,2,True
mid,free,92,β,6,17,1,10,22,12,10,4,8,2,9,True
mid,free,93,β,10,14,0,12,23,12,11,7,5,3,9,True
mid,free,94,α,12,10,2,17,22,10,12,4,7,8,3,True
mid,free,95,β,7,16,1,7,23,12,11,5,6,2,10,True
mid,free,96,α,15,8,1,18,24,12,12,7,4,8,4,True
mid,free,97,α,14,10,0,17,22,12,10,9,3,5,7,True
mid,free,98,α,16,8,0,18,23,12,11,12,0,4,8,True
mid,free,99,α,21,3,0,23,22,11,11,9,3,12,0,True
mid,free,100,α,16,8,0,19,22,11,11,9,3,7,5,True
mid,none,1,α,8,7,9,0,0,0,0,8,0,0,7,True
mid,none,2,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,3,β,6,9,9,0,0,0,0,6,0,0,9,True
mid,none,4,β,5,8,11,0,0,0,0,5,0,0,8,True
mid,none,5,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,6,β,5,7,12,0,0,0,0,5,0,0,7,True
mid,none,7,α,8,6,10,0,0,0,0,8,0,0,6,True
mid,none,8,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,9,α,8,6,10,0,0,0,0,8,0,0,6,True
mid,none,10,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,11,α,8,5,11,0,0,0,0,8,0,0,5,True
mid,none,12,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,13,β,4,5,15,0,0,0,0,4,0,0,5,True
mid,none,14,α,7,4,13,0,0,0,0,7,0,0,4,True
mid,none,15,β,4,7,13,0,0,0,0,4,0,0,7,True
mid,none,16,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,17,β,4,8,12,0,0,0,0,4,0,0,8,True
mid,none,18,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,19,β,7,9,8,0,0,0,0,7,0,0,9,True
mid,none,20,β,7,8,9,0,0,0,0,7,0,0,8,True
mid,none,21,α,6,5,13,0,0,0,0,6,0,0,5,True
mid,none,22,α,7,4,13,0,0,0,0,7,0,0,4,True
mid,none,23,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,24,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,25,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,26,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,27,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,28,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,29,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,30,β,5,6,13,0,0,0,0,5,0,0,6,True
mid,none,31,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,32,β,6,8,10,0,0,0,0,6,0,0,8,True
mid,none,33,α,6,4,14,0,0,0,0,6,0,0,4,True
mid,none,34,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,35,β,6,8,10,0,0,0,0,6,0,0,8,True
mid,none,36,β,5,8,11,0,0,0,0,5,0,0,8,True
mid,none,37,β,5,7,12,0,0,0,0,5,0,0,7,True
mid,none,38,β,5,8,11,0,0,0,0,5,0,0,8,True
mid,none,39,α,7,5,12,0,0,0,0,7,0,0,5,True
mid,none,40,β,6,8,10,0,0,0,0,6,0,0,8,True
mid,none,41,β,7,8,9,0,0,0,0,7,0,0,8,True
mid,none,42,β,5,7,12,0,0,0,0,5,0,0,7,True
mid,none,43,β,4,7,13,0,0,0,0,4,0,0,7,True
mid,none,44,β,4,8,12,0,0,0,0,4,0,0,8,True
mid,none,45,β,7,8,9,0,0,0,0,7,0,0,8,True
mid,none,46,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,47,α,8,6,10,0,0,0,0,8,0,0,6,True
mid,none,48,α,6,5,13,0,0,0,0,6,0,0,5,True
mid,none,49,COEX,5,5,14,0,0,0,0,5,0,0,5,True
mid,none,50,α,8,6,10,0,0,0,0,8,0,0,6,True
mid,none,51,β,7,10,7,0,0,0,0,7,0,0,10,True
mid,none,52,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,53,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,54,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,55,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,56,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,57,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,58,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,59,α,6,5,13,0,0,0,0,6,0,0,5,True
mid,none,60,β,5,7,12,0,0,0,0,5,0,0,7,True
mid,none,61,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,62,COEX,7,7,10,0,0,0,0,7,0,0,7,True
mid,none,63,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,64,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,65,COEX,6,6,12,0,0,0,0,6,0,0,6,True
mid,none,66,α,7,5,12,0,0,0,0,7,0,0,5,True
mid,none,67,β,4,7,13,0,0,0,0,4,0,0,7,True
mid,none,68,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,69,β,5,6,13,0,0,0,0,5,0,0,6,True
mid,none,70,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,71,α,7,6,11,0,0,0,0,7,0,0,6,True
mid,none,72,β,6,7,11,0,0,0,0,6,0,0,7,True
mid,none,73,α,6,4,14,0,0,0,0,6,0,0,4,True
mid,none,74,α,8,7,9,0,0,0,0,8,0,0,7,True
