regime,arm,seed,winner,gates_a,gates_b,qmarks,copiers,alive,alive_a,alive_b,aland_α,aland_β,bland_α,bland_β,exact
scarce,none,80,β,6,8,10,0,0,0,0,6,0,0,8,True
scarce,none,81,COEX,5,5,14,0,0,0,0,5,0,0,5,True
scarce,none,82,α,8,6,10,0,0,0,0,8,0,0,6,True
scarce,none,83,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,84,β,5,7,12,0,0,0,0,5,0,0,7,True
scarce,none,85,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,86,β,5,8,11,0,0,0,0,5,0,0,8,True
scarce,none,87,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,88,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,89,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,90,COEX,7,7,10,0,0,0,0,7,0,0,7,True
scarce,none,91,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,92,COEX,6,6,12,0,0,0,0,6,0,0,6,True
scarce,none,93,α,6,5,13,0,0,0,0,6,0,0,5,True
scarce,none,94,α,9,7,8,0,0,0,0,9,0,0,7,True
scarce,none,95,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,96,COEX,8,8,8,0,0,0,0,8,0,0,8,True
scarce,none,97,β,5,7,12,0,0,0,0,5,0,0,7,True
scarce,none,98,α,7,6,11,0,0,0,0,7,0,0,6,True
scarce,none,99,β,6,7,11,0,0,0,0,6,0,0,7,True
scarce,none,100,α,8,6,10,0,0,0,0,8,0,0,6,True
scarce,taxed,1,α,19,0,5,5,8,5,3,10,0,9,0,True
scarce,taxed,2,α,15,4,5,5,9,5,4,10,0,5,4,True
scarce,taxed,3,α,21,0,3,6,6,4,2,10,0,11,0,True
scarce,taxed,4,α,12,8,4,0,6,1,5,10,1,2,7,True
scarce,taxed,5,α,21,1,2,5,4,1,3,10,1,11,0,True
scarce,taxed,6,COEX,10,10,4,0,0,0,0,9,1,1,9,True
scarce,taxed,7,α,19,4,1,13,13,3,10,10,1,9,3,True
scarce,taxed,8,α,11,9,4,5,12,6,6,8,2,3,7,True
scarce,taxed,9,α,20,0,4,7,9,5,4,10,0,10,0,True
scarce,taxed,10,α,24,0,0,0,0,0,0,12,0,12,0,True
scarce,taxed,11,α,16,4,4,0,0,0,0,11,0,5,4,True
scarce,taxed,12,α,13,7,4,4,11,5,6,4,6,9,1,True
scarce,taxed,13,α,12,8,4,4,17,7,10,7,4,5,4,True
scarce,taxed,14,α,23,0,1,6,6,2,4,11,0,12,0,True
scarce,taxed,15,α,22,0,2,5,7,7,0,10,0,12,0,True
scarce,taxed,16,α,24,0,0,1,2,2,0,12,0,12,0,True
scarce,taxed,17,α,18,3,3,3,8,1,7,10,1,8,2,True
scarce,taxed,18,α,21,0,3,8,12,6,6,10,0,11,0,True
scarce,taxed,19,α,15,8,1,11,11,5,6,9,2,6,6,True
scarce,taxed,20,α,13,9,2,0,0,0,0,11,1,2,8,True
scarce,taxed,21,α,23,0,1,7,7,1,6,12,0,11,0,True
scarce,taxed,22,α,17,3,4,0,6,4,2,8,2,9,1,True
scarce,taxed,23,α,23,0,1,3,6,4,2,11,0,12,0,True
scarce,taxed,24,β,11,12,1,5,3,3,0,6,5,5,7,True
scarce,taxed,25,α,16,4,4,6,13,7,6,6,4,10,0,True
scarce,taxed,26,α,11,8,5,0,0,0,0,8,1,3,7,True
scarce,taxed,27,α,18,5,1,3,5,0,5,9,3,9,2,True
scarce,taxed,28,α,19,4,1,10,10,3,7,11,1,8,3,True
scarce,taxed,29,α,11,10,3,0,0,0,0,9,1,2,9,True
scarce,taxed,30,α,19,3,2,6,8,4,4,9,2,10,1,True
scarce,taxed,31,α,20,0,4,7,6,4,2,10,0,10,0,True
scarce,taxed,32,α,17,2,5,9,11,4,7,8,2,9,0,True
scarce,taxed,33,α,15,8,1,3,10,2,8,7,5,8,3,True
scarce,taxed,34,α,18,2,4,4,6,0,6,8,2,10,0,True
scarce,taxed,35,α,12,9,3,1,10,5,5,7,4,5,5,True
scarce,taxed,36,α,19,2,3,10,12,4,8,9,2,10,0,True
scarce,taxed,37,α,21,0,3,7,12,3,9,11,0,10,0,True
scarce,taxed,38,α,22,1,1,8,6,0,6,11,1,11,0,True
scarce,taxed,39,α,19,1,4,2,9,3,6,11,1,8,0,True
scarce,taxed,40,α,19,0,5,7,7,1,6,9,0,10,0,True
scarce,taxed,41,α,13,8,3,2,5,0,5,10,1,3,7,True
scarce,taxed,42,α,15,4,5,0,6,3,3,8,1,7,3,True
scarce,taxed,43,β,5,9,10,0,0,0,0,5,2,0,7,True
scarce,taxed,44,α,23,0,1,8,11,5,6,12,0,11,0,True
scarce,taxed,45,α,16,5,3,8,14,5,9,7,3,9,2,True
scarce,taxed,46,α,22,0,2,5,8,1,7,11,0,11,0,True
scarce,taxed,47,α,22,0,2,10,11,3,8,11,0,11,0,True
scarce,taxed,48,α,12,9,3,1,8,5,3,5,4,7,5,True
scarce,taxed,49,α,23,0,1,5,6,6,0,11,0,12,0,True
scarce,taxed,50,α,22,0,2,7,5,5,0,10,0,12,0,True
scarce,taxed,51,α,19,1,4,6,12,2,10,10,1,9,0,True
scarce,taxed,52,α,18,5,1,5,6,0,6,8,4,10,1,True
scarce,taxed,53,α,18,3,3,8,15,7,8,8,2,10,1,True
scarce,taxed,54,α,14,6,4,6,11,6,5,6,6,8,0,True
scarce,taxed,55,α,21,0,3,4,6,6,0,10,0,11,0,True
scarce,taxed,56,α,19,1,4,8,8,2,6,11,1,8,0,True
scarce,taxed,57,α,18,2,4,10,12,3,9,11,1,7,1,True
scarce,taxed,58,α,15,6,3,3,5,0,5,10,1,5,5,True
scarce,taxed,59,α,21,0,3,4,7,6,1,12,0,9,0,True
scarce,taxed,60,COEX,9,9,6,3,7,4,3,7,2,2,7,True
scarce,taxed,61,α,18,5,1,0,7,6,1,6,5,12,0,True
scarce,taxed,62,α,17,4,3,5,11,3,8,9,2,8,2,True
scarce,taxed,63,α,23,0,1,6,10,2,8,11,0,12,0,True
scarce,taxed,64,α,17,3,4,5,9,0,9,11,1,6,2,True
scarce,taxed,65,α,19,5,0,6,4,0,4,11,1,8,4,True
scarce,taxed,66,α,16,2,6,0,3,1,2,8,0,8,2,True
scarce,taxed,67,α,21,0,3,5,7,5,2,11,0,10,0,True
scarce,taxed,68,α,17,3,4,4,11,5,6,6,3,11,0,True
scarce,taxed,69,α,21,0,3,7,15,6,9,11,0,10,0,True
scarce,taxed,70,α,22,0,2,0,0,0,0,11,0,11,0,True
scarce,taxed,71,α,23,0,1,3,5,0,5,12,0,11,0,True
scarce,taxed,72,α,12,5,7,0,0,0,0,9,0,3,5,True
scarce,taxed,73,α,20,2,2,7,8,2,6,9,2,11,0,True
scarce,taxed,74,α,15,4,5,4,11,3,8,8,1,7,3,True
scarce,taxed,75,α,21,0,3,8,12,3,9,11,0,10,0,True
scarce,taxed,76,α,22,1,1,4,7,2,5,10,1,12,0,True
scarce,taxed,77,α,12,9,3,0,0,0,0,10,0,2,9,True
scarce,taxed,78,α,23,0,1,1,4,0,4,12,0,11,0,True
scarce,taxed,79,α,20,1,3,7,10,2,8,10,1,10,0,True
scarce,taxed,80,α,21,1,2,5,6,1,5,12,0,9,1,True
scarce,taxed,81,α,17,6,1,6,10,2,8,9,3,8,3,True
scarce,taxed,82,α,13,9,2,0,0,0,0,10,1,3,8,True
scarce,taxed,83,α,17,5,2,5,5,1,4,6,5,11,0,True
scarce,taxed,84,α,14,6,4,6,9,4,5,7,4,7,2,True
scarce,taxed,85,α,17,5,2,2,7,0,7,11,1,6,4,True
scarce,taxed,86,α,21,0,3,6,8,3,5,10,0,11,0,True
scarce,taxed,87,α,13,8,3,4,8,1,7,8,2,5,6,True
scarce,taxed,88,β,9,10,5,5,7,1,6,5,4,4,6,True
scarce,taxed,89,α,17,3,4,0,0,0,0,11,0,6,3,True
scarce,taxed,90,α,22,0,2,7,7,4,3,11,0,11,0,True
scarce,taxed,91,α,20,0,4,0,0,0,0,11,0,9,0,True
scarce,taxed,92,α,21,0,3,7,4,3,1,11,0,10,0,True
scarce,taxed,93,α,15,6,3,2,8,4,4,10,0,5,6,True
scarce,taxed,94,α,12,10,2,3,9,1,8,7,4,5,6,True
scarce,taxed,95,α,14,6,4,5,11,3,8,7,2,7,4,True
scarce,taxed,96,α,17,4,3,1,6,3,3,6,3,11,1,True
scarce,taxed,97,α,17,6,1,13,8,4,4,10,2,7,4,True
scarce,taxed,98,α,20,3,1,9,11,2,9,10,2,10,1,True
scarce,taxed,99,α,20,0,4,6,6,5,1,11,0,9,0,True
scarce,taxed,100,α,14,7,3,7,8,4,4,8,3,6,4,True
