config,arm,seed,exact,alive,winner,occupancy
β+ε,treat,6,True,24,β,β:24;ε:0
β+ε,treat,7,True,24,β,β:24;ε:0
β+ε,treat,8,True,24,ε,β:0;ε:24
β+ε,treat,9,True,24,β,β:24;ε:0
β+ε,treat,10,True,24,ε,β:0;ε:24
β+ε,treat,11,True,24,β,β:23;ε:0
β+ε,treat,12,True,24,ε,β:0;ε:24
β+ε,treat,13,True,24,ε,β:0;ε:24
β+ε,treat,14,True,24,ε,β:0;ε:23
β+ε,treat,15,True,24,β,β:24;ε:0
β+ε,treat,16,True,24,ε,β:0;ε:24
β+ε,treat,17,True,24,β,β:24;ε:0
β+ε,treat,18,True,24,ε,β:0;ε:24
β+ε,treat,19,True,24,β,β:24;ε:0
β+ε,treat,20,True,24,β,β:24;ε:0
β+ε,treat,21,True,24,β,β:24;ε:0
β+ε,treat,22,True,24,β,β:24;ε:0
β+ε,treat,23,True,24,ε,β:0;ε:24
β+ε,treat,24,True,24,β,β:24;ε:0
β+ε,treat,25,True,24,β,β:24;ε:0
β+ε,treat,26,True,24,ε,β:0;ε:24
β+ε,treat,27,True,24,β,β:24;ε:0
β+ε,treat,28,True,24,β,β:24;ε:0
β+ε,treat,29,True,24,β,β:24;ε:0
β+ε,treat,30,True,24,β,β:24;ε:0
β+ε,treat,31,True,24,β,β:24;ε:0
β+ε,treat,32,True,24,ε,β:0;ε:24
β+ε,treat,33,True,24,β,β:24;ε:0
β+ε,treat,34,True,24,ε,β:0;ε:24
β+ε,treat,35,True,24,ε,β:0;ε:24
β+ε,treat,36,True,24,ε,β:0;ε:24
β+ε,treat,37,True,24,β,β:24;ε:0
β+ε,treat,38,True,24,ε,β:0;ε:23
β+ε,treat,39,True,24,β,β:24;ε:0
β+ε,treat,40,True,24,ε,β:0;ε:24
β+ε,treat,41,True,24,β,β:23;ε:0
β+ε,treat,42,True,24,β,β:24;ε:0
β+ε,treat,43,True,24,β,β:24;ε:0
β+ε,treat,44,True,24,β,β:24;ε:0
β+ε,treat,45,True,24,ε,β:0;ε:24
β+ε,treat,46,True,24,ε,β:0;ε:24
β+ε,treat,47,True,24,ε,β:0;ε:24
β+ε,treat,48,True,24,ε,β:0;ε:24
β+ε,treat,49,True,24,β,β:24;ε:0
β+ε,treat,50,True,24,ε,β:0;ε:24
γ+δ,control,1,True,0,DEAD,γ:0;δ:0
γ+δ,control,2,True,0,DEAD,γ:0;δ:0
γ+δ,control,3,True,0,DEAD,γ:0;δ:0
γ+δ,control,4,True,0,DEAD,γ:0;δ:0
γ+δ,control,5,True,0,DEAD,γ:0;δ:0
γ+δ,control,6,True,0,DEAD,γ:0;δ:0
γ+δ,control,7,True,0,DEAD,γ:0;δ:0
γ+δ,control,8,True,0,DEAD,γ:0;δ:0
γ+δ,control,9,True,0,DEAD,γ:0;δ:0
γ+δ,control,10,True,0,DEAD,γ:0;δ:0
γ+δ,control,11,True,0,DEAD,γ:0;δ:0
γ+δ,control,12,True,0,DEAD,γ:0;δ:0
γ+δ,control,13,True,0,DEAD,γ:0;δ:0
γ+δ,control,14,True,0,DEAD,γ:0;δ:0
γ+δ,control,15,True,0,DEAD,γ:0;δ:0
γ+δ,control,16,True,0,DEAD,γ:0;δ:0
γ+δ,control,17,True,0,DEAD,γ:0;δ:0
γ+δ,control,18,True,0,DEAD,γ:0;δ:0
γ+δ,control,19,True,0,DEAD,γ:0;δ:0
γ+δ,control,20,True,0,DEAD,γ:0;δ:0
γ+δ,control,21,True,0,DEAD,γ:0;δ:0
γ+δ,control,22,True,0,DEAD,γ:0;δ:0
γ+δ,control,23,True,0,DEAD,γ:0;δ:0
γ+δ,control,24,True,0,DEAD,γ:0;δ:0
γ+δ,control,25,True,0,DEAD,γ:0;δ:0
γ+δ,control,26,True,0,DEAD,γ:0;δ:0
γ+δ,control,27,True,0,DEAD,γ:0;δ:0
γ+δ,control,28,True,0,DEAD,γ:0;δ:0
γ+δ,control,29,True,0,DEAD,γ:0;δ:0
γ+δ,control,30,True,0,DEAD,γ:0;δ:0
γ+δ,control,31,True,0,DEAD,γ:0;δ:0
γ+δ,control,32,True,0,DEAD,γ:0;δ:0
γ+δ,control,33,True,0,DEAD,γ:0;δ:0
γ+δ,control,34,True,0,DEAD,γ:0;δ:0
γ+δ,control,35,True,0,DEAD,γ:0;δ:0
γ+δ,control,36,True,0,DEAD,γ:0;δ:0
γ+δ,control,37,True,0,DEAD,γ:0;δ:0
γ+δ,control,38,True,0,DEAD,γ:0;δ:0
γ+δ,control,39,True,0,DEAD,γ:0;δ:0
γ+δ,control,40,True,0,DEAD,γ:0;δ:0
γ+δ,control,41,True,0,DEAD,γ:0;δ:0
γ+δ,control,42,True,0,DEAD,γ:0;δ:0
γ+δ,control,43,True,0,DEAD,γ:0;δ:0
γ+δ,control,44,True,0,DEAD,γ:0;δ:0
γ+δ,control,45,True,0,DEAD,γ:0;δ:0
γ+δ,control,46,True,0,DEAD,γ:0;δ:0
γ+δ,control,47,True,0,DEAD,γ:0;δ:0
γ+δ,control,48,True,0,DEAD,γ:0;δ:0
γ+δ,control,49,True,0,DEAD,γ:0;δ:0
γ+δ,control,50,True,0,DEAD,γ:0;δ:0
γ+δ,treat,1,True,0,DEAD,γ:0;δ:0
γ+δ,treat,2,True,0,DEAD,γ:0;δ:0
γ+δ,treat,3,True,0,DEAD,γ:0;δ:0
γ+δ,treat,4,True,0,DEAD,γ:0;δ:0
γ+δ,treat,5,True,0,DEAD,γ:0;δ:0
γ+δ,treat,6,True,0,DEAD,γ:0;δ:0
γ+δ,treat,7,True,0,DEAD,γ:0;δ:0
γ+δ,treat,8,True,0,DEAD,γ:0;δ:0
γ+δ,treat,9,True,0,DEAD,γ:0;δ:0
γ+δ,treat,10,True,0,DEAD,γ:0;δ:0
γ+δ,treat,11,True,0,DEAD,γ:0;δ:0
γ+δ,treat,12,True,0,DEAD,γ:0;δ:0
γ+δ,treat,13,True,0,DEAD,γ:0;δ:0
γ+δ,treat,14,True,0,DEAD,γ:0;δ:0
γ+δ,treat,15,True,0,DEAD,γ:0;δ:0
γ+δ,treat,16,True,0,DEAD,γ:0;δ:0
γ+δ,treat,17,True,0,DEAD,γ:0;δ:0
γ+δ,treat,18,True,0,DEAD,γ:0;δ:0
γ+δ,treat,19,True,0,DEAD,γ:0;δ:0
γ+δ,treat,20,True,0,DEAD,γ:0;δ:0
γ+δ,treat,21,True,0,DEAD,γ:0;δ:0
γ+δ,treat,22,True,0,DEAD,γ:0;δ:0
γ+δ,treat,23,True,0,DEAD,γ:0;δ:0
γ+δ,treat,24,True,0,DEAD,γ:0;δ:0
γ+δ,treat,25,True,0,DEAD,γ:0;δ:0
γ+δ,treat,26,True,0,DEAD,γ:0;δ:0
γ+δ,treat,27,True,0,DEAD,γ:0;δ:0
γ+δ,treat,28,True,0,DEAD,γ:0;δ:0
γ+δ,treat,29,True,0,DEAD,γ:0;δ:0
γ+δ,treat,30,True,0,DEAD,γ:0;δ:0
γ+δ,treat,31,True,0,DEAD,γ:0;δ:0
γ+δ,treat,32,True,0,DEAD,γ:0;δ:0
γ+δ,treat,33,True,0,DEAD,γ:0;δ:0
γ+δ,treat,34,True,0,DEAD,γ:0;δ:0
γ+δ,treat,35,True,0,DEAD,γ:0;δ:0
γ+δ,treat,36,True,0,DEAD,γ:0;δ:0
γ+δ,treat,37,True,0,DEAD,γ:0;δ:0
γ+δ,treat,38,True,0,DEAD,γ:0;δ:0
γ+δ,treat,39,True,0,DEAD,γ:0;δ:0
γ+δ,treat,40,True,0,DEAD,γ:0;δ:0
γ+δ,treat,41,True,0,DEAD,γ:0;δ:0
γ+δ,treat,42,True,0,DEAD,γ:0;δ:0
γ+δ,treat,43,True,0,DEAD,γ:0;δ:0
γ+δ,treat,44,True,0,DEAD,γ:0;δ:0
γ+δ,treat,45,True,0,DEAD,γ:0;δ:0
γ+δ,treat,46,True,0,DEAD,γ:0;δ:0
γ+δ,treat,47,True,0,DEAD,γ:0;δ:0
γ+δ,treat,48,True,0,DEAD,γ:0;δ:0
γ+δ,treat,49,True,0,DEAD,γ:0;δ:0
γ+δ,treat,50,True,0,DEAD,γ:0;δ:0
