cell,seed,dom,alive,fuel,hoard
diffuse_k8,44,α,23,0,α:2.53;β:2.29
diffuse_k8,45,α,23,0,α:3.56;β:0.72
diffuse_k8,46,α,23,0,α:3.31;β:0.97
diffuse_k8,47,α,22,0,α:3.66;β:0.93
diffuse_k8,48,α,23,0,α:3.51;β:0.93
diffuse_k8,49,α,24,0,α:2.64;β:2.05
diffuse_k8,50,α,23,0,α:3.58;β:0.68
diffuse_k8,51,α,19,0,α:3.68;β:0.43
diffuse_k8,52,α,21,0,α:3.30;β:1.03
diffuse_k8,53,α,21,0,α:3.72;β:0.51
diffuse_k8,54,α,24,0,α:3.75;β:0.53
diffuse_k8,55,α,24,0,α:3.92;β:0.29
diffuse_k8,56,α,22,0,α:3.85;β:0.32
diffuse_k8,57,α,24,0,α:3.56;β:0.76
diffuse_k8,58,α,23,0,α:3.78;β:0.46
diffuse_k8,59,α,22,0,α:3.27;β:1.13
diffuse_k8,60,α,21,0,α:3.16;β:1.50
harvest_k2,1,α,4,4,α:1.61;β:1.03
harvest_k2,2,β,15,10,α:0.59;β:5.35
harvest_k2,3,α,6,8,α:1.74;β:0.75
harvest_k2,4,α,3,7,α:1.75;β:0.81
harvest_k2,5,DEAD,0,9,α:1.77;β:1.46
harvest_k2,6,α,5,8,α:1.36;β:1.88
harvest_k2,7,DEAD,0,21,α:2.13;β:1.77
harvest_k2,8,DEAD,0,15,α:2.35;β:2.55
harvest_k2,9,α,4,12,α:1.60;β:1.87
harvest_k2,10,α,6,10,α:1.64;β:1.51
harvest_k2,11,α,7,7,α:1.66;β:1.00
harvest_k2,12,α,8,4,α:1.62;β:1.73
harvest_k2,13,α,6,5,α:1.63;β:1.10
harvest_k2,14,α,11,6,α:1.62;β:1.36
harvest_k2,15,β,22,9,α:0.91;β:3.96
harvest_k2,16,DEAD,0,13,α:3.01;β:2.57
harvest_k2,17,DEAD,0,16,α:1.69;β:1.82
harvest_k2,18,DEAD,0,21,α:1.67;β:4.49
harvest_k2,19,α,7,8,α:1.50;β:1.52
harvest_k2,20,α,7,3,α:1.75;β:0.73
harvest_k2,21,α,7,6,α:1.64;β:0.98
harvest_k2,22,DEAD,0,8,α:1.98;β:0.75
harvest_k2,23,DEAD,0,11,α:1.80;β:0.78
harvest_k2,24,DEAD,0,13,α:1.54;β:1.60
harvest_k2,25,α,13,6,α:1.67;β:1.02
harvest_k2,26,DEAD,0,19,α:1.16;β:3.94
harvest_k2,27,α,5,8,α:1.54;β:1.56
harvest_k2,28,α,7,4,α:1.51;β:1.66
harvest_k2,29,α,1,12,α:1.49;β:1.89
harvest_k2,30,α,11,7,α:1.27;β:2.63
harvest_k2,31,DEAD,4,19,α:1.24;β:2.31
harvest_k2,32,DEAD,0,12,α:2.04;β:2.23
harvest_k2,33,β,21,6,α:0.53;β:6.14
harvest_k2,34,DEAD,0,22,α:2.14;β:3.63
harvest_k2,35,α,7,7,α:1.72;β:0.88
harvest_k2,36,DEAD,0,20,α:1.84;β:3.64
harvest_k2,37,β,19,12,α:0.57;β:5.09
harvest_k2,38,β,13,16,α:0.59;β:4.40
harvest_k2,39,β,20,11,α:0.88;β:3.78
harvest_k2,40,α,6,10,α:1.72;β:0.73
harvest_k2,41,DEAD,0,9,α:2.00;β:1.23
harvest_k2,42,β,19,8,α:0.52;β:4.87
harvest_k2,43,DEAD,0,11,α:2.23;β:1.59
harvest_k2,44,DEAD,0,9,α:2.36;β:1.30
harvest_k2,45,α,6,8,α:1.72;β:0.87
harvest_k2,46,DEAD,0,16,α:1.14;β:4.49
harvest_k2,47,β,20,7,α:0.65;β:5.02
harvest_k2,48,α,10,6,α:1.65;β:0.95
harvest_k2,49,DEAD,0,8,α:2.07;β:1.00
harvest_k2,50,DEAD,0,10,α:1.99;β:0.96
harvest_k2,51,DEAD,0,13,α:1.85;β:1.71
harvest_k2,52,α,6,8,α:1.76;β:0.82
harvest_k2,53,DEAD,0,12,α:1.75;β:1.86
harvest_k2,54,β,18,8,α:0.44;β:5.31
harvest_k2,55,DEAD,0,10,α:1.74;β:1.57
harvest_k2,56,DEAD,0,10,α:2.32;β:1.87
harvest_k2,57,β,19,9,α:0.60;β:5.59
harvest_k2,58,DEAD,0,13,α:1.83;β:1.42
harvest_k2,59,β,21,6,α:0.64;β:4.91
harvest_k2,60,α,5,9,α:1.68;β:1.27
harvest_k8,1,α,22,1,α:4.08;β:0.61
harvest_k8,2,α,23,2,α:4.18;β:0.35
harvest_k8,3,α,22,1,α:4.21;β:0.46
harvest_k8,4,α,21,1,α:4.26;β:0.31
harvest_k8,5,α,19,3,α:4.01;β:0.87
harvest_k8,6,α,21,1,α:3.75;β:1.55
harvest_k8,7,α,22,1,α:4.07;β:0.65
harvest_k8,8,α,21,2,α:4.07;β:0.83
harvest_k8,9,α,23,2,α:4.11;β:0.56
harvest_k8,10,α,23,0,α:4.13;β:0.71
harvest_k8,11,α,22,1,α:4.04;β:1.01
harvest_k8,12,α,22,2,α:4.18;β:0.36
harvest_k8,13,α,24,0,α:4.06;β:0.54
harvest_k8,14,α,22,0,α:4.16;β:0.68
harvest_k8,15,α,20,3,α:4.06;β:0.70
harvest_k8,16,α,22,0,α:4.18;β:0.32
harvest_k8,17,α,23,1,α:4.22;β:0.33
harvest_k8,18,α,23,1,α:3.96;β:1.16
harvest_k8,19,α,21,1,α:3.83;β:1.51
harvest_k8,20,α,20,1,α:4.14;β:0.60
harvest_k8,21,α,20,1,α:4.04;β:0.84
harvest_k8,22,α,22,0,α:4.23;β:0.40
harvest_k8,23,α,22,1,α:4.22;β:0.48
harvest_k8,24,α,23,3,α:4.14;β:0.54
harvest_k8,25,α,24,3,α:3.96;β:0.87
harvest_k8,26,α,22,2,α:4.15;β:0.42
harvest_k8,27,α,23,0,α:4.15;β:0.38
harvest_k8,28,α,23,0,α:4.17;β:0.66
harvest_k8,29,α,23,1,α:4.10;β:0.70
harvest_k8,30,α,21,0,α:4.04;β:0.78
harvest_k8,31,α,20,1,α:4.02;β:0.84
harvest_k8,32,α,22,0,α:4.23;β:0.36
harvest_k8,33,α,23,0,α:4.14;β:0.64
harvest_k8,34,α,23,0,α:3.92;β:1.38
harvest_k8,35,α,22,2,α:4.04;β:0.88
harvest_k8,36,α,21,0,α:4.16;β:0.57
harvest_k8,37,α,19,2,α:4.00;β:0.94
harvest_k8,38,α,24,3,α:4.05;β:0.82
harvest_k8,39,α,22,1,α:4.20;β:0.42
harvest_k8,40,α,23,2,α:4.14;β:0.42
harvest_k8,41,α,21,2,α:4.19;β:0.41
harvest_k8,42,α,22,3,α:3.99;β:0.80
harvest_k8,43,α,21,1,α:4.16;β:0.52
harvest_k8,44,α,22,2,α:4.11;β:0.50
harvest_k8,45,α,22,1,α:3.96;β:0.89
harvest_k8,46,α,23,0,α:4.13;β:0.50
harvest_k8,47,α,21,0,α:4.01;β:0.76
harvest_k8,48,α,24,2,α:4.11;β:0.53
harvest_k8,49,α,22,0,α:4.19;β:0.73
harvest_k8,50,α,22,1,α:3.72;β:1.91
harvest_k8,51,α,22,0,α:4.11;β:0.49
harvest_k8,52,α,23,2,α:4.16;β:0.58
harvest_k8,53,α,23,1,α:3.79;β:1.20
harvest_k8,54,α,23,0,α:3.77;β:1.26
harvest_k8,55,α,23,1,α:4.10;β:0.70
harvest_k8,56,α,22,2,α:3.64;β:2.79
harvest_k8,57,α,22,0,α:4.13;β:0.44
harvest_k8,58,α,24,2,α:3.95;β:0.86
harvest_k8,59,α,23,0,α:4.19;β:0.41
harvest_k8,60,α,21,1,α:4.01;β:0.95
mix_k2,1,β,20,8,α:0.79;β:5.59
mix_k2,2,β,13,17,α:1.29;β:3.95
mix_k2,3,α,15,10,α:4.20;β:1.58
mix_k2,4,DEAD,0,24,α:4.75;β:1.08
mix_k2,5,DEAD,0,24,α:2.90;β:5.78
mix_k2,6,DEAD,0,24,α:1.62;β:4.86
mix_k2,7,DEAD,0,24,α:2.16;β:3.75
mix_k2,8,α,8,20,α:3.97;β:2.21
mix_k2,9,β,14,17,α:0.74;β:5.17
mix_k2,10,α,9,18,α:4.68;β:1.10
mix_k2,11,β,18,11,α:0.94;β:4.57
mix_k2,12,DEAD,0,24,α:4.52;β:2.61
mix_k2,13,α,10,16,α:4.04;β:1.04
mix_k2,14,DEAD,0,24,α:3.88;β:3.69
mix_k2,15,β,23,2,α:0.90;β:4.96
mix_k2,16,DEAD,0,24,α:1.12;β:4.65
mix_k2,17,DEAD,0,24,α:2.90;β:3.66
mix_k2,18,DEAD,0,24,α:3.95;β:4.35
mix_k2,19,β,16,11,α:0.79;β:4.96
mix_k2,20,β,13,13,α:0.75;β:4.88
mix_k2,21,α,19,5,α:4.28;β:1.15
mix_k2,22,β,16,12,α:1.02;β:5.15
mix_k2,23,DEAD,0,24,α:4.31;β:3.89
mix_k2,24,DEAD,3,24,α:3.90;β:1.12
mix_k2,25,β,19,9,α:0.83;β:5.30
mix_k2,26,DEAD,0,24,α:3.52;β:2.34
mix_k2,27,DEAD,0,24,α:4.48;β:0.91
mix_k2,28,DEAD,0,24,α:1.91;β:4.22
mix_k2,29,DEAD,0,24,α:2.64;β:4.23
mix_k2,30,DEAD,0,24,α:3.95;β:2.57
mix_k2,31,DEAD,0,24,α:4.67;β:3.59
mix_k2,32,β,15,12,α:1.04;β:4.98
mix_k2,33,DEAD,0,24,α:3.22;β:1.93
mix_k2,34,DEAD,0,24,α:5.89;β:4.03
mix_k2,35,β,19,9,α:1.37;β:4.49
mix_k2,36,DEAD,0,24,α:4.15;β:4.13
mix_k2,37,β,14,14,α:0.94;β:4.63
mix_k2,38,DEAD,0,24,α:4.32;β:1.51
mix_k2,39,β,10,18,α:2.19;β:2.96
mix_k2,40,α,19,5,α:4.16;β:1.11
mix_k2,41,DEAD,0,24,α:4.17;β:1.92
mix_k2,42,DEAD,0,24,α:5.51;β:2.30
mix_k2,43,α,10,16,α:5.19;β:0.84
mix_k2,44,DEAD,0,24,α:3.48;β:4.63
mix_k2,45,DEAD,0,24,α:4.57;β:1.10
mix_k2,46,DEAD,0,24,α:4.60;β:5.25
mix_k2,47,β,9,23,α:0.81;β:5.38
mix_k2,48,DEAD,0,24,α:4.02;β:1.54
mix_k2,49,DEAD,0,24,α:4.14;β:4.81
mix_k2,50,DEAD,0,24,α:5.24;β:3.93
mix_k2,51,DEAD,0,24,α:4.33;β:3.38
mix_k2,52,β,15,16,α:1.05;β:4.85
mix_k2,53,DEAD,0,24,α:3.31;β:3.65
mix_k2,54,DEAD,0,24,α:3.51;β:3.89
mix_k2,55,DEAD,0,24,α:1.10;β:4.91
mix_k2,56,DEAD,0,24,α:4.83;β:4.20
mix_k2,57,β,14,19,α:0.82;β:4.95
mix_k2,58,DEAD,0,24,α:3.22;β:4.91
mix_k2,59,DEAD,0,24,α:2.52;β:3.94
mix_k2,60,DEAD,0,24,α:4.91;β:1.18
mix_k8,1,α,19,9,α:3.93;β:2.40
mix_k8,2,α,23,2,α:3.69;β:2.66
mix_k8,3,α,21,3,α:5.31;β:0.48
mix_k8,4,α,22,4,α:4.74;β:0.67
mix_k8,5,α,22,6,α:3.79;β:1.96
mix_k8,6,α,22,4,α:5.03;β:1.00
mix_k8,7,α,19,5,α:4.66;β:0.39
mix_k8,8,α,19,8,α:4.07;β:1.88
mix_k8,9,α,23,2,α:4.22;β:1.35
mix_k8,10,α,20,7,α:4.53;β:0.96
mix_k8,11,α,19,5,α:4.72;β:1.37
mix_k8,12,α,21,3,α:4.94;β:1.05
mix_k8,13,α,21,5,α:4.84;β:0.55
mix_k8,14,α,18,9,α:4.41;β:1.60
mix_k8,15,α,22,3,α:4.38;β:0.71
mix_k8,16,α,23,3,α:4.41;β:0.77
mix_k8,17,α,15,12,α:4.96;β:1.16
mix_k8,18,α,16,9,α:4.79;β:0.73
mix_k8,19,α,19,6,α:4.51;β:1.06
mix_k8,20,α,21,5,α:3.72;β:2.47
mix_k8,21,α,20,5,α:4.94;β:0.96
mix_k8,22,α,18,7,α:4.97;β:0.44
mix_k8,23,α,22,4,α:4.71;β:0.63
mix_k8,24,α,19,7,α:4.52;β:1.41
mix_k8,25,α,22,4,α:5.12;β:0.82
mix_k8,26,α,22,4,α:4.78;β:0.49
mix_k8,27,α,18,10,α:4.56;β:0.50
mix_k8,28,α,20,5,α:4.55;β:1.02
mix_k8,29,α,23,1,α:4.90;β:0.79
mix_k8,30,α,21,5,α:4.90;β:0.85
mix_k8,31,α,20,6,α:4.98;β:0.62
mix_k8,32,α,20,5,α:5.11;β:0.93
mix_k8,33,α,21,4,α:4.26;β:1.44
mix_k8,34,α,19,9,α:4.31;β:1.54
mix_k8,35,α,20,8,α:5.01;β:0.71
mix_k8,36,α,22,4,α:3.79;β:2.14
mix_k8,37,α,21,8,α:4.37;β:1.43
mix_k8,38,α,18,7,α:4.75;β:1.27
mix_k8,39,α,22,4,α:4.47;β:1.10
mix_k8,40,β,23,2,α:0.37;β:9.46
mix_k8,41,β,23,10,α:0.31;β:9.05
mix_k8,42,α,18,7,α:4.21;β:1.45
mix_k8,43,α,22,2,α:4.59;β:2.00
mix_k8,44,α,21,3,α:4.85;β:1.71
mix_k8,45,α,21,6,α:5.03;β:0.80
mix_k8,46,α,21,3,α:4.69;β:1.28
mix_k8,47,β,21,14,α:2.03;β:5.68
mix_k8,48,α,22,5,α:4.78;β:0.93
mix_k8,49,β,22,14,α:0.51;β:8.88
mix_k8,50,β,23,7,α:0.46;β:8.90
mix_k8,51,α,18,9,α:3.59;β:2.47
mix_k8,52,α,22,4,α:3.95;β:2.31
mix_k8,53,α,20,5,α:4.57;β:0.77
mix_k8,54,α,20,4,α:3.36;β:2.92
mix_k8,55,α,20,5,α:4.96;β:0.96
mix_k8,56,α,21,3,α:4.72;β:1.40
mix_k8,57,α,19,6,α:4.61;β:0.98
mix_k8,58,α,23,2,α:3.95;β:1.56
mix_k8,59,α,20,7,α:4.87;β:0.78
mix_k8,60,α,21,4,α:4.41;β:1.18
mix_t_k2,1,DEAD,0,24,α:2.16;β:4.21
mix_t_k2,2,α,15,13,α:2.21;β:1.56
mix_t_k2,3,α,16,10,α:2.65;β:1.15
mix_t_k2,4,α,16,11,α:2.92;β:0.67
mix_t_k2,5,DEAD,0,24,α:1.62;β:1.77
mix_t_k2,6,DEAD,0,24,α:3.09;β:4.37
mix_t_k2,7,β,20,9,α:1.09;β:3.29
mix_t_k2,8,DEAD,0,24,α:2.16;β:1.96
mix_t_k2,9,DEAD,0,24,α:2.97;β:2.24
mix_t_k2,10,DEAD,0,24,α:1.89;β:3.79
mix_t_k2,11,α,22,3,α:2.28;β:1.09
mix_t_k2,12,DEAD,0,24,α:2.97;β:3.84
mix_t_k2,13,DEAD,0,24,α:2.11;β:1.70
mix_t_k2,14,DEAD,0,24,α:3.76;β:1.77
mix_t_k2,15,α,21,6,α:2.44;β:0.90
mix_t_k2,16,DEAD,0,24,α:2.38;β:1.31
mix_t_k2,17,DEAD,0,24,α:2.41;β:1.68
mix_t_k2,18,DEAD,0,24,α:2.70;β:2.24
mix_t_k2,19,DEAD,0,24,α:2.40;β:3.58
mix_t_k2,20,DEAD,2,24,α:0.80;β:4.04
mix_t_k2,21,DEAD,0,24,α:2.44;β:3.05
mix_t_k2,22,α,24,2,α:2.54;β:1.06
mix_t_k2,23,DEAD,0,24,α:3.30;β:1.47
mix_t_k2,24,DEAD,0,24,α:0.70;β:3.78
mix_t_k2,25,DEAD,0,24,α:2.97;β:2.74
mix_t_k2,26,α,18,8,α:2.62;β:1.12
mix_t_k2,27,DEAD,0,24,α:3.44;β:3.08
mix_t_k2,28,DEAD,0,24,α:1.10;β:3.47
mix_t_k2,29,DEAD,0,24,α:1.77;β:3.29
mix_t_k2,30,DEAD,0,24,α:1.78;β:2.89
mix_t_k2,31,α,23,5,α:2.05;β:1.36
mix_t_k2,32,α,17,9,α:3.03;β:1.07
mix_t_k2,33,DEAD,0,24,α:3.78;β:3.97
mix_t_k2,34,α,22,3,α:2.31;β:1.67
mix_t_k2,35,β,21,8,α:1.08;β:3.19
mix_t_k2,36,DEAD,0,24,α:2.58;β:3.07
mix_t_k2,37,DEAD,0,24,α:2.44;β:2.65
mix_t_k2,38,DEAD,0,24,α:3.14;β:2.77
mix_t_k2,39,β,24,1,α:0.85;β:2.93
mix_t_k2,40,DEAD,0,24,α:1.55;β:4.42
mix_t_k2,41,α,20,10,α:2.80;β:0.92
mix_t_k2,42,α,23,3,α:1.92;β:1.96
mix_t_k2,43,DEAD,0,24,α:2.78;β:1.12
mix_t_k2,44,DEAD,0,24,α:1.17;β:3.03
mix_t_k2,45,α,22,3,α:2.60;β:1.18
mix_t_k2,46,DEAD,0,24,α:2.25;β:3.91
mix_t_k2,47,DEAD,0,24,α:3.12;β:2.51
mix_t_k2,48,DEAD,0,24,α:1.44;β:3.71
mix_t_k2,49,DEAD,0,24,α:2.43;β:2.86
mix_t_k2,50,α,12,20,α:2.20;β:1.02
mix_t_k2,51,DEAD,0,24,α:2.53;β:1.10
mix_t_k2,52,DEAD,0,24,α:3.03;β:4.32
mix_t_k2,53,DEAD,0,24,α:2.39;β:3.32
mix_t_k2,54,DEAD,0,24,α:1.98;β:3.36
mix_t_k2,55,α,7,22,α:2.33;β:2.03
mix_t_k2,56,DEAD,0,24,α:2.49;β:3.06
mix_t_k2,57,α,16,10,α:2.53;β:1.24
mix_t_k2,58,β,22,8,α:0.94;β:2.82
mix_t_k2,59,α,18,7,α:2.61;β:2.11
mix_t_k2,60,DEAD,0,24,α:3.10;β:2.27
mix_t_k8,1,β,24,1,α:0.38;β:8.98
mix_t_k8,2,α,23,5,α:3.53;β:1.11
mix_t_k8,3,α,20,6,α:3.83;β:0.53
mix_t_k8,4,α,24,1,α:3.63;β:1.44
mix_t_k8,5,α,23,6,α:3.30;β:1.26
mix_t_k8,6,α,24,2,α:3.94;β:1.05
mix_t_k8,7,α,23,2,α:3.88;β:0.79
mix_t_k8,8,α,24,3,α:2.86;β:2.07
mix_t_k8,9,α,24,0,α:3.31;β:1.38
mix_t_k8,10,α,24,1,α:3.79;β:1.12
mix_t_k8,11,α,24,1,α:3.09;β:2.16
mix_t_k8,12,α,22,3,α:3.58;β:1.07
mix_t_k8,13,α,24,4,α:3.70;β:1.02
mix_t_k8,14,α,23,1,α:4.17;β:0.49
mix_t_k8,15,α,24,2,α:3.67;β:0.60
mix_t_k8,16,β,24,5,α:0.33;β:8.69
mix_t_k8,17,α,24,2,α:3.30;β:1.16
mix_t_k8,18,α,24,0,α:3.67;β:0.99
mix_t_k8,19,α,22,5,α:3.36;β:2.07
mix_t_k8,20,α,22,4,α:3.60;β:1.18
mix_t_k8,21,α,24,1,α:3.55;β:0.74
mix_t_k8,22,α,24,1,α:3.73;β:0.85
mix_t_k8,23,α,22,2,α:3.25;β:1.14
mix_t_k8,24,α,23,2,α:3.27;β:1.35
mix_t_k8,25,α,24,1,α:3.89;β:0.67
mix_t_k8,26,α,24,0,α:3.58;β:0.61
mix_t_k8,27,α,23,1,α:3.61;β:1.01
mix_t_k8,28,α,21,4,α:3.55;β:1.68
mix_t_k8,29,α,23,7,α:3.76;β:0.73
mix_t_k8,30,α,24,0,α:3.77;β:1.33
mix_t_k8,31,α,23,3,α:3.32;β:1.57
mix_t_k8,32,α,24,2,α:3.22;β:1.80
mix_t_k8,33,α,24,1,α:3.61;β:0.59
mix_t_k8,34,α,23,3,α:3.04;β:2.66
mix_t_k8,35,α,24,0,α:3.25;β:1.48
mix_t_k8,36,α,24,1,α:3.60;β:0.82
mix_t_k8,37,α,24,1,α:3.73;β:1.00
mix_t_k8,38,α,24,1,α:3.45;β:1.65
mix_t_k8,39,α,24,1,α:3.44;β:1.61
mix_t_k8,40,α,24,2,α:3.62;β:0.91
mix_t_k8,41,α,23,4,α:3.35;β:1.76
mix_t_k8,42,α,22,4,α:3.75;β:0.70
mix_t_k8,43,α,23,6,α:3.70;β:0.68
mix_t_k8,44,β,23,9,α:0.60;β:8.75
mix_t_k8,45,α,23,2,α:3.52;β:1.05
mix_t_k8,46,α,24,2,α:3.18;β:2.02
mix_t_k8,47,α,23,2,α:2.66;β:3.34
mix_t_k8,48,α,24,1,α:2.82;β:2.57
mix_t_k8,49,α,23,4,α:3.01;β:1.25
mix_t_k8,50,α,24,2,α:3.28;β:1.44
mix_t_k8,51,α,24,2,α:2.70;β:2.76
mix_t_k8,52,α,22,8,α:2.71;β:3.70
mix_t_k8,53,α,24,1,α:4.09;β:0.94
mix_t_k8,54,α,24,1,α:3.70;β:0.64
mix_t_k8,55,α,22,2,α:3.87;β:0.77
mix_t_k8,56,α,24,0,α:3.09;β:3.16
mix_t_k8,57,α,24,0,α:3.90;β:0.68
mix_t_k8,58,α,20,7,α:3.01;β:2.41
mix_t_k8,59,α,24,3,α:4.01;β:0.83
mix_t_k8,60,α,24,0,α:3.54;β:0.62
rain_k2,1,α,7,12,α:2.93;β:1.48
rain_k2,2,DEAD,0,24,α:2.41;β:2.18
rain_k2,3,α,18,5,α:2.84;β:0.93
rain_k2,4,β,18,5,α:0.73;β:5.45
rain_k2,5,β,19,11,α:0.61;β:6.14
rain_k2,6,β,18,10,α:0.64;β:5.19
rain_k2,7,β,23,4,α:1.20;β:4.38
rain_k2,8,α,17,6,α:2.95;β:0.92
rain_k2,9,α,15,6,α:3.61;β:0.73
rain_k2,10,β,15,10,α:0.64;β:5.43
rain_k2,11,β,22,6,α:0.58;β:4.88
rain_k2,12,DEAD,0,24,α:2.65;β:2.35
rain_k2,13,α,18,5,α:3.11;β:1.04
rain_k2,14,α,7,13,α:3.87;β:0.66
rain_k2,15,α,13,8,α:3.34;β:0.84
rain_k2,16,α,18,3,α:3.42;β:0.94
rain_k2,17,β,16,11,α:0.56;β:5.42
rain_k2,18,α,10,14,α:2.89;β:1.02
rain_k2,19,α,8,14,α:2.43;β:2.02
rain_k2,20,β,15,14,α:0.62;β:4.67
rain_k2,21,DEAD,0,24,α:3.24;β:2.00
rain_k2,22,β,22,3,α:1.36;β:3.03
rain_k2,23,DEAD,0,24,α:3.21;β:3.13
rain_k2,24,β,17,13,α:0.80;β:5.66
rain_k2,25,α,5,17,α:3.63;β:0.88
rain_k2,26,DEAD,0,24,α:3.00;β:2.30
rain_k2,27,α,9,13,α:3.14;β:0.73
rain_k2,28,DEAD,0,24,α:3.38;β:3.30
rain_k2,29,α,12,7,α:2.44;β:1.26
rain_k2,30,DEAD,0,24,α:3.40;β:2.94
rain_k2,31,β,18,13,α:0.69;β:5.07
rain_k2,32,α,10,15,α:2.81;β:0.89
rain_k2,33,DEAD,0,24,α:2.56;β:3.56
rain_k2,34,α,9,14,α:2.77;β:1.73
rain_k2,35,β,15,14,α:0.53;β:5.11
rain_k2,36,β,20,11,α:0.65;β:4.85
rain_k2,37,DEAD,0,24,α:3.06;β:2.65
rain_k2,38,β,15,16,α:0.54;β:5.65
rain_k2,39,α,11,7,α:2.32;β:1.69
rain_k2,40,α,15,6,α:2.37;β:1.25
rain_k2,41,DEAD,0,24,α:3.93;β:4.30
rain_k2,42,α,11,10,α:2.79;β:1.09
rain_k2,43,β,20,11,α:1.00;β:4.71
rain_k2,44,DEAD,0,24,α:5.45;β:4.12
rain_k2,45,β,17,11,α:0.83;β:4.73
rain_k2,46,β,17,14,α:0.84;β:4.49
rain_k2,47,β,17,13,α:0.83;β:5.12
rain_k2,48,β,11,18,α:0.59;β:5.29
rain_k2,49,β,17,14,α:0.94;β:4.74
rain_k2,50,DEAD,0,24,α:1.04;β:4.62
rain_k2,51,α,21,1,α:2.45;β:1.01
rain_k2,52,DEAD,0,24,α:2.78;β:2.53
rain_k2,53,α,7,18,α:2.47;β:1.00
rain_k2,54,DEAD,0,24,α:3.34;β:1.91
rain_k2,55,β,16,14,α:0.76;β:5.08
rain_k2,56,α,8,14,α:2.51;β:0.90
rain_k2,57,DEAD,0,24,α:4.30;β:3.32
rain_k2,58,α,14,7,α:2.17;β:1.28
rain_k2,59,β,12,13,α:0.83;β:5.27
rain_k2,60,DEAD,0,24,α:2.42;β:4.11
rain_k8,1,α,22,0,α:4.85;β:0.69
rain_k8,2,α,24,1,α:4.93;β:0.67
rain_k8,3,α,19,5,α:5.28;β:0.33
rain_k8,4,α,20,2,α:4.92;β:0.36
rain_k8,5,α,20,6,α:5.09;β:1.03
rain_k8,6,α,24,0,α:4.61;β:0.85
rain_k8,7,α,23,1,α:4.70;β:0.68
rain_k8,8,α,22,2,α:4.61;β:1.42
rain_k8,9,α,22,2,α:5.08;β:0.35
rain_k8,10,α,19,6,α:4.81;β:0.49
rain_k8,11,α,21,3,α:4.78;β:0.81
rain_k8,12,α,22,3,α:4.74;β:0.92
rain_k8,13,α,21,2,α:5.18;β:0.70
rain_k8,14,α,22,2,α:4.96;β:0.39
rain_k8,15,α,23,3,α:4.76;β:0.82
rain_k8,16,α,24,1,α:5.09;β:0.21
rain_k8,17,α,23,2,α:4.68;β:0.99
rain_k8,18,α,22,1,α:4.64;β:1.11
rain_k8,19,α,23,1,α:4.80;β:1.05
rain_k8,20,α,22,3,α:4.74;β:0.78
rain_k8,21,α,24,0,α:4.96;β:0.88
rain_k8,22,α,22,2,α:5.03;β:0.42
rain_k8,23,α,24,0,α:4.94;β:0.42
rain_k8,24,α,22,3,α:4.93;β:0.72
rain_k8,25,α,22,1,α:4.45;β:0.87
rain_k8,26,α,21,1,α:4.56;β:1.02
rain_k8,27,α,23,2,α:4.89;β:0.44
rain_k8,28,α,24,1,α:4.77;β:0.69
rain_k8,29,α,21,2,α:4.81;β:0.68
rain_k8,30,α,20,3,α:4.53;β:0.72
rain_k8,31,α,21,2,α:4.65;β:1.17
rain_k8,32,α,21,5,α:4.67;β:1.32
rain_k8,33,α,23,1,α:4.67;β:0.88
rain_k8,34,α,22,1,α:4.90;β:0.58
rain_k8,35,α,21,4,α:4.86;β:1.02
rain_k8,36,α,22,3,α:4.86;β:0.34
rain_k8,37,α,22,0,α:4.91;β:0.65
rain_k8,38,α,22,2,α:4.95;β:1.47
rain_k8,39,α,23,4,α:5.06;β:0.49
rain_k8,40,α,22,2,α:4.88;β:0.46
rain_k8,41,α,23,0,α:4.98;β:0.51
rain_k8,42,α,23,2,α:4.60;β:1.06
rain_k8,43,α,22,4,α:5.01;β:0.46
rain_k8,44,α,23,1,α:5.01;β:0.69
rain_k8,45,α,20,5,α:5.00;β:0.76
rain_k8,46,α,23,0,α:5.20;β:0.49
rain_k8,47,α,22,4,α:4.77;β:1.11
rain_k8,48,α,22,3,α:4.77;β:0.93
rain_k8,49,α,23,0,α:4.61;β:1.16
rain_k8,50,α,21,1,α:4.43;β:1.01
rain_k8,51,α,23,2,α:5.08;β:0.77
rain_k8,52,α,21,4,α:4.96;β:0.90
rain_k8,53,α,21,6,α:4.87;β:0.98
rain_k8,54,α,22,2,α:5.03;β:0.48
rain_k8,55,α,23,2,α:5.14;β:0.58
rain_k8,56,β,24,10,α:0.73;β:9.87
rain_k8,57,α,21,3,α:5.03;β:0.34
rain_k8,58,α,22,2,α:5.02;β:0.54
rain_k8,59,α,21,1,α:4.81;β:0.43
rain_k8,60,α,23,0,α:5.36;β:0.53
rain_t_k2,1,DEAD,0,24,α:3.89;β:4.21
rain_t_k2,2,α,13,11,α:3.31;β:1.00
rain_t_k2,3,α,15,9,α:3.99;β:0.91
rain_t_k2,4,α,13,7,α:3.05;β:1.63
rain_t_k2,5,DEAD,0,24,α:2.31;β:3.71
rain_t_k2,6,β,20,4,α:0.84;β:6.33
rain_t_k2,7,α,16,5,α:2.79;β:1.37
rain_t_k2,8,β,16,13,α:0.58;β:5.98
rain_t_k2,9,β,19,9,α:1.01;β:4.93
rain_t_k2,10,β,20,5,α:0.82;β:5.70
