cell,seed,dom,alive,fuel,hoard
diffuse_k8,31,α,23,0,α:3.62;β:0.70
diffuse_k8,32,α,22,0,α:3.65;β:0.48
diffuse_k8,33,α,23,0,α:3.42;β:0.88
diffuse_k8,34,α,23,0,α:3.97;β:0.27
diffuse_k8,35,α,23,0,α:3.12;β:1.37
diffuse_k8,36,α,23,0,α:3.45;β:0.83
diffuse_k8,37,α,22,0,α:3.46;β:0.78
diffuse_k8,38,α,22,0,α:3.66;β:0.68
diffuse_k8,39,α,23,0,α:2.86;β:1.84
diffuse_k8,40,α,24,0,α:3.65;β:0.56
diffuse_k8,41,α,21,0,α:3.40;β:0.94
diffuse_k8,42,α,23,0,α:3.68;β:0.53
diffuse_k8,43,α,24,0,α:3.71;β:0.43
