ring,w,seed,dom
48,1.05,96,α
48,1.05,97,α
48,1.05,98,α
48,1.05,99,α
48,1.05,100,α
48,1.1,1,α
48,1.1,2,α
48,1.1,3,α
48,1.1,4,α
48,1.1,5,β
48,1.1,6,α
48,1.1,7,α
48,1.1,8,α
48,1.1,9,α
48,1.1,10,α
48,1.1,11,β
48,1.1,12,α
48,1.1,13,α
48,1.1,14,α
48,1.1,15,α
48,1.1,16,β
48,1.1,17,β
48,1.1,18,α
48,1.1,19,α
48,1.1,20,α
48,1.1,21,α
48,1.1,22,α
48,1.1,23,β
48,1.1,24,β
48,1.1,25,α
48,1.1,26,α
48,1.1,27,α
48,1.1,28,α
48,1.1,29,α
48,1.1,30,α
48,1.1,31,α
48,1.1,32,α
48,1.1,33,α
48,1.1,34,β
48,1.1,35,α
48,1.1,36,α
48,1.1,37,α
48,1.1,38,α
48,1.1,39,β
48,1.1,40,α
48,1.1,41,α
48,1.1,42,β
48,1.1,43,α
48,1.1,44,α
48,1.1,45,α
48,1.1,46,β
48,1.1,47,β
48,1.1,48,α
48,1.1,49,β
48,1.1,50,α
48,1.1,51,β
48,1.1,52,β
48,1.1,53,α
48,1.1,54,β
48,1.1,55,α
48,1.1,56,β
48,1.1,57,β
48,1.1,58,α
48,1.1,59,α
48,1.1,60,α
48,1.1,61,α
48,1.1,62,α
48,1.1,63,β
48,1.1,64,α
48,1.1,65,α
48,1.1,66,α
48,1.1,67,α
48,1.1,68,α
48,1.1,69,α
48,1.1,70,α
48,1.1,71,α
48,1.1,72,β
48,1.1,73,β
48,1.1,74,α
48,1.1,75,α
48,1.1,76,β
48,1.1,77,β
48,1.1,78,α
48,1.1,79,α
48,1.1,80,α
48,1.1,81,α
48,1.1,82,α
48,1.1,83,α
48,1.1,84,α
48,1.1,85,β
48,1.1,86,α
48,1.1,87,α
48,1.1,88,β
48,1.1,89,α
48,1.1,90,β
48,1.1,91,β
48,1.1,92,β
48,1.1,93,α
48,1.1,94,α
48,1.1,95,β
48,1.1,96,α
48,1.1,97,β
48,1.1,98,α
48,1.1,99,α
48,1.1,100,β
48,1.15,1,α
48,1.15,2,α
48,1.15,3,α
48,1.15,4,β
48,1.15,5,α
48,1.15,6,α
48,1.15,7,α
48,1.15,8,α
48,1.15,9,α
48,1.15,10,α
48,1.15,11,β
48,1.15,12,α
48,1.15,13,α
48,1.15,14,α
48,1.15,15,α
48,1.15,16,β
48,1.15,17,α
48,1.15,18,α
48,1.15,19,α
48,1.15,20,α
48,1.15,21,α
48,1.15,22,α
48,1.15,23,α
48,1.15,24,β
48,1.15,25,α
48,1.15,26,β
48,1.15,27,β
48,1.15,28,α
48,1.15,29,α
48,1.15,30,β
48,1.15,31,β
48,1.15,32,β
48,1.15,33,α
48,1.15,34,β
48,1.15,35,α
48,1.15,36,β
48,1.15,37,β
48,1.15,38,β
48,1.15,39,α
48,1.15,40,α
48,1.15,41,β
48,1.15,42,α
48,1.15,43,α
48,1.15,44,β
48,1.15,45,β
48,1.15,46,β
48,1.15,47,α
48,1.15,48,β
48,1.15,49,β
48,1.15,50,α
48,1.15,51,β
48,1.15,52,β
48,1.15,53,α
48,1.15,54,α
48,1.15,55,α
48,1.15,56,α
48,1.15,57,β
48,1.15,58,β
48,1.15,59,β
48,1.15,60,α
48,1.15,61,α
48,1.15,62,β
48,1.15,63,β
48,1.15,64,β
48,1.15,65,α
48,1.15,66,α
48,1.15,67,α
48,1.15,68,α
48,1.15,69,α
48,1.15,70,α
48,1.15,71,α
48,1.15,72,β
48,1.15,73,α
48,1.15,74,β
48,1.15,75,β
48,1.15,76,α
48,1.15,77,β
48,1.15,78,β
48,1.15,79,α
48,1.15,80,β
48,1.15,81,α
48,1.15,82,α
48,1.15,83,α
48,1.15,84,α
48,1.15,85,α
48,1.15,86,α
48,1.15,87,β
48,1.15,88,β
48,1.15,89,α
48,1.15,90,α
48,1.15,91,β
48,1.15,92,α
48,1.15,93,β
48,1.15,94,β
48,1.15,95,β
48,1.15,96,α
48,1.15,97,α
48,1.15,98,α
48,1.15,99,β
48,1.15,100,α
48,1.2,1,β
48,1.2,2,α
48,1.2,3,α
48,1.2,4,β
48,1.2,5,β
48,1.2,6,α
48,1.2,7,α
48,1.2,8,β
48,1.2,9,α
48,1.2,10,α
48,1.2,11,α
48,1.2,12,β
48,1.2,13,β
48,1.2,14,α
48,1.2,15,β
48,1.2,16,β
48,1.2,17,β
48,1.2,18,α
48,1.2,19,α
48,1.2,20,α
48,1.2,21,α
48,1.2,22,α
48,1.2,23,β
48,1.2,24,α
48,1.2,25,β
48,1.2,26,β
48,1.2,27,β
48,1.2,28,α
48,1.2,29,β
48,1.2,30,β
48,1.2,31,β
48,1.2,32,β
48,1.2,33,β
48,1.2,34,β
48,1.2,35,α
48,1.2,36,α
48,1.2,37,β
48,1.2,38,α
48,1.2,39,α
48,1.2,40,α
48,1.2,41,β
48,1.2,42,β
48,1.2,43,β
48,1.2,44,β
48,1.2,45,β
48,1.2,46,β
48,1.2,47,β
48,1.2,48,β
48,1.2,49,α
48,1.2,50,β
48,1.2,51,α
48,1.2,52,β
48,1.2,53,β
48,1.2,54,β
48,1.2,55,α
48,1.2,56,β
48,1.2,57,β
48,1.2,58,α
48,1.2,59,β
48,1.2,60,α
48,1.2,61,α
48,1.2,62,β
48,1.2,63,β
48,1.2,64,β
48,1.2,65,β
48,1.2,66,α
48,1.2,67,α
48,1.2,68,α
48,1.2,69,β
48,1.2,70,β
48,1.2,71,α
48,1.2,72,α
48,1.2,73,β
48,1.2,74,β
48,1.2,75,α
48,1.2,76,β
48,1.2,77,α
48,1.2,78,α
48,1.2,79,β
48,1.2,80,α
48,1.2,81,β
48,1.2,82,β
48,1.2,83,α
48,1.2,84,α
48,1.2,85,β
48,1.2,86,β
48,1.2,87,β
48,1.2,88,α
48,1.2,89,β
48,1.2,90,α
48,1.2,91,α
48,1.2,92,β
48,1.2,93,α
48,1.2,94,β
48,1.2,95,β
48,1.2,96,α
48,1.2,97,β
48,1.2,98,α
48,1.2,99,α
48,1.2,100,α
48,1.25,1,β
48,1.25,2,β
48,1.25,3,α
48,1.25,4,β
48,1.25,5,α
48,1.25,6,β
48,1.25,7,α
48,1.25,8,β
48,1.25,9,α
48,1.25,10,α
48,1.25,11,β
48,1.25,12,β
48,1.25,13,α
48,1.25,14,β
48,1.25,15,β
48,1.25,16,β
48,1.25,17,α
48,1.25,18,β
48,1.25,19,β
48,1.25,20,α
48,1.25,21,β
48,1.25,22,β
48,1.25,23,β
48,1.25,24,α
48,1.25,25,α
48,1.25,26,α
48,1.25,27,β
48,1.25,28,α
48,1.25,29,α
48,1.25,30,β
48,1.25,31,β
48,1.25,32,β
48,1.25,33,α
48,1.25,34,β
48,1.25,35,α
48,1.25,36,α
48,1.25,37,α
48,1.25,38,β
48,1.25,39,α
48,1.25,40,β
48,1.25,41,β
48,1.25,42,β
48,1.25,43,β
48,1.25,44,β
48,1.25,45,α
48,1.25,46,α
48,1.25,47,β
48,1.25,48,β
48,1.25,49,α
48,1.25,50,α
48,1.25,51,α
48,1.25,52,β
48,1.25,53,β
48,1.25,54,β
48,1.25,55,β
48,1.25,56,α
48,1.25,57,β
48,1.25,58,β
48,1.25,59,β
48,1.25,60,β
48,1.25,61,α
48,1.25,62,β
48,1.25,63,α
48,1.25,64,α
48,1.25,65,α
48,1.25,66,α
48,1.25,67,β
48,1.25,68,α
48,1.25,69,β
48,1.25,70,α
48,1.25,71,β
48,1.25,72,α
48,1.25,73,α
48,1.25,74,α
48,1.25,75,α
48,1.25,76,β
48,1.25,77,β
48,1.25,78,α
48,1.25,79,β
48,1.25,80,β
48,1.25,81,α
48,1.25,82,β
48,1.25,83,β
48,1.25,84,α
48,1.25,85,β
48,1.25,86,α
48,1.25,87,β
48,1.25,88,α
48,1.25,89,β
48,1.25,90,α
48,1.25,91,β
48,1.25,92,β
48,1.25,93,α
48,1.25,94,β
48,1.25,95,β
48,1.25,96,α
48,1.25,97,β
48,1.25,98,α
48,1.25,99,α
48,1.25,100,β
96,1.0,1,α
96,1.0,2,α
96,1.0,3,α
96,1.0,4,α
96,1.0,5,α
96,1.0,6,α
96,1.0,7,α
96,1.0,8,α
96,1.0,9,α
96,1.0,10,α
96,1.0,11,α
96,1.0,12,α
96,1.0,13,α
96,1.0,14,α
96,1.0,15,α
96,1.0,16,α
96,1.0,17,α
96,1.0,18,α
96,1.0,19,α
96,1.0,20,α
96,1.0,21,α
96,1.0,22,α
96,1.0,23,α
96,1.0,24,α
96,1.0,25,α
96,1.0,26,α
96,1.0,27,α
96,1.0,28,α
96,1.0,29,α
96,1.0,30,α
96,1.0,31,α
96,1.0,32,α
96,1.0,33,α
96,1.0,34,α
96,1.0,35,α
96,1.0,36,α
96,1.0,37,α
96,1.0,38,α
96,1.0,39,α
96,1.0,40,α
96,1.0,41,β
96,1.0,42,α
96,1.0,43,α
96,1.0,44,α
96,1.0,45,α
96,1.0,46,α
96,1.0,47,α
96,1.0,48,α
96,1.0,49,α
96,1.0,50,α
96,1.0,51,α
96,1.0,52,α
96,1.0,53,α
96,1.0,54,α
96,1.0,55,α
96,1.0,56,α
96,1.0,57,α
96,1.0,58,α
96,1.0,59,α
96,1.0,60,α
96,1.05,1,β
96,1.05,2,α
96,1.05,3,α
96,1.05,4,α
96,1.05,5,α
96,1.05,6,α
96,1.05,7,α
96,1.05,8,α
96,1.05,9,α
96,1.05,10,α
96,1.05,11,α
96,1.05,12,α
96,1.05,13,α
96,1.05,14,β
96,1.05,15,α
96,1.05,16,α
96,1.05,17,α
96,1.05,18,α
96,1.05,19,α
96,1.05,20,α
96,1.05,21,α
96,1.05,22,α
96,1.05,23,α
96,1.05,24,α
96,1.05,25,α
96,1.05,26,α
96,1.05,27,α
96,1.05,28,α
96,1.05,29,α
96,1.05,30,α
96,1.05,31,α
96,1.05,32,α
96,1.05,33,β
96,1.05,34,α
96,1.05,35,α
96,1.05,36,α
96,1.05,37,α
96,1.05,38,α
96,1.05,39,α
96,1.05,40,α
96,1.05,41,α
96,1.05,42,α
96,1.05,43,α
96,1.05,44,α
96,1.05,45,α
96,1.05,46,α
96,1.05,47,α
96,1.05,48,α
96,1.05,49,α
96,1.05,50,α
96,1.05,51,α
96,1.05,52,α
96,1.05,53,α
96,1.05,54,α
96,1.05,55,α
96,1.05,56,α
96,1.05,57,α
96,1.05,58,α
96,1.05,59,α
96,1.05,60,α
96,1.1,1,α
96,1.1,2,α
96,1.1,3,β
96,1.1,4,α
96,1.1,5,α
96,1.1,6,α
96,1.1,7,α
96,1.1,8,α
96,1.1,9,α
96,1.1,10,α
96,1.1,11,α
96,1.1,12,α
96,1.1,13,α
96,1.1,14,α
96,1.1,15,α
96,1.1,16,α
96,1.1,17,α
96,1.1,18,α
96,1.1,19,α
96,1.1,20,α
96,1.1,21,α
96,1.1,22,α
96,1.1,23,α
96,1.1,24,α
96,1.1,25,α
96,1.1,26,α
96,1.1,27,α
96,1.1,28,α
96,1.1,29,β
96,1.1,30,α
96,1.1,31,α
96,1.1,32,α
96,1.1,33,α
96,1.1,34,α
96,1.1,35,α
96,1.1,36,α
96,1.1,37,α
96,1.1,38,α
96,1.1,39,α
96,1.1,40,α
96,1.1,41,α
96,1.1,42,α
96,1.1,43,α
96,1.1,44,α
96,1.1,45,α
96,1.1,46,α
96,1.1,47,α
96,1.1,48,α
96,1.1,49,α
96,1.1,50,α
96,1.1,51,α
96,1.1,52,α
96,1.1,53,α
96,1.1,54,α
96,1.1,55,α
96,1.1,56,α
96,1.1,57,α
96,1.1,58,β
96,1.1,59,α
96,1.1,60,α
96,1.15,1,α
96,1.15,2,α
96,1.15,3,α
96,1.15,4,α
96,1.15,5,β
96,1.15,6,β
96,1.15,7,α
96,1.15,8,α
96,1.15,9,α
96,1.15,10,α
96,1.15,11,α
96,1.15,12,α
96,1.15,13,α
96,1.15,14,α
96,1.15,15,α
96,1.15,16,α
96,1.15,17,α
96,1.15,18,α
96,1.15,19,α
96,1.15,20,α
96,1.15,21,α
96,1.15,22,α
96,1.15,23,α
96,1.15,24,α
96,1.15,25,α
96,1.15,26,α
96,1.15,27,β
96,1.15,28,α
96,1.15,29,α
96,1.15,30,α
96,1.15,31,α
96,1.15,32,α
96,1.15,33,α
96,1.15,34,α
96,1.15,35,α
96,1.15,36,α
96,1.15,37,α
96,1.15,38,α
96,1.15,39,α
96,1.15,40,α
96,1.15,41,α
96,1.15,42,α
96,1.15,43,α
96,1.15,44,α
96,1.15,45,α
96,1.15,46,α
96,1.15,47,α
96,1.15,48,α
96,1.15,49,α
96,1.15,50,α
96,1.15,51,α
96,1.15,52,α
96,1.15,53,α
96,1.15,54,α
96,1.15,55,α
96,1.15,56,α
96,1.15,57,α
96,1.15,58,α
96,1.15,59,α
96,1.15,60,α
96,1.2,1,β
96,1.2,2,α
96,1.2,3,α
96,1.2,4,α
96,1.2,5,α
96,1.2,6,α
96,1.2,7,β
96,1.2,8,α
96,1.2,9,α
96,1.2,10,β
96,1.2,11,α
96,1.2,12,α
96,1.2,13,α
96,1.2,14,α
96,1.2,15,α
96,1.2,16,α
96,1.2,17,α
96,1.2,18,β
96,1.2,19,α
96,1.2,20,α
96,1.2,21,α
96,1.2,22,α
96,1.2,23,α
96,1.2,24,α
96,1.2,25,β
96,1.2,26,α
96,1.2,27,α
96,1.2,28,α
96,1.2,29,α
96,1.2,30,α
96,1.2,31,β
96,1.2,32,α
96,1.2,33,α
96,1.2,34,α
96,1.2,35,β
96,1.2,36,α
96,1.2,37,α
96,1.2,38,α
96,1.2,39,α
96,1.2,40,α
96,1.2,41,β
96,1.2,42,α
96,1.2,43,α
96,1.2,44,β
96,1.2,45,α
96,1.2,46,α
96,1.2,47,α
96,1.2,48,α
96,1.2,49,α
96,1.2,50,β
96,1.2,51,α
96,1.2,52,β
96,1.2,53,α
96,1.2,54,α
96,1.2,55,α
96,1.2,56,α
96,1.2,57,α
96,1.2,58,α
96,1.2,59,α
96,1.2,60,α
96,1.25,1,α
96,1.25,2,α
96,1.25,3,α
96,1.25,4,α
96,1.25,5,α
96,1.25,6,β
96,1.25,7,α
96,1.25,8,α
96,1.25,9,α
96,1.25,10,α
96,1.25,11,β
96,1.25,12,α
96,1.25,13,α
96,1.25,14,α
96,1.25,15,α
96,1.25,16,α
96,1.25,17,α
96,1.25,18,α
96,1.25,19,α
96,1.25,20,α
96,1.25,21,α
96,1.25,22,α
96,1.25,23,α
96,1.25,24,α
96,1.25,25,α
96,1.25,26,α
96,1.25,27,α
96,1.25,28,α
96,1.25,29,α
96,1.25,30,α
96,1.25,31,α
96,1.25,32,α
96,1.25,33,α
96,1.25,34,α
96,1.25,35,α
96,1.25,36,α
96,1.25,37,α
96,1.25,38,α
96,1.25,39,α
96,1.25,40,α
96,1.25,41,α
96,1.25,42,β
96,1.25,43,β
96,1.25,44,α
96,1.25,45,α
96,1.25,46,α
96,1.25,47,α
96,1.25,48,α
96,1.25,49,α
96,1.25,50,α
96,1.25,51,β
96,1.25,52,α
96,1.25,53,α
96,1.25,54,α
96,1.25,55,α
96,1.25,56,α
96,1.25,57,β
96,1.25,58,β
96,1.25,59,α
96,1.25,60,α
