glyph,arm,seed,pre_cls,pre_p,outcome,exact
γ,plain,159,TRANSLATION,6,DIED,True
γ,plain,160,TRANSLATION,6,REPAIR,True
γ,plain,161,TRANSLATION,6,REPAIR,True
γ,plain,162,TRANSLATION,6,REPAIR,True
γ,plain,163,TRANSLATION,6,DIED,True
γ,plain,164,TRANSLATION,6,REPAIR,True
γ,plain,165,TRANSLATION,6,REPAIR,True
γ,plain,166,TRANSLATION,6,REPAIR,True
γ,plain,167,TRANSLATION,6,REPAIR,True
γ,plain,168,TRANSLATION,6,DIED,True
γ,plain,169,TRANSLATION,6,REPAIR,True
γ,plain,170,TRANSLATION,6,REPAIR,True
γ,plain,171,TRANSLATION,6,DIED,True
γ,plain,172,TRANSLATION,6,DIED,True
γ,plain,173,TRANSLATION,6,REPAIR,True
γ,plain,174,TRANSLATION,6,DIED,True
γ,plain,175,TRANSLATION,6,REPAIR,True
γ,plain,176,TRANSLATION,6,DIED,True
γ,plain,177,TRANSLATION,6,REPAIR,True
γ,plain,178,TRANSLATION,6,DIED,True
γ,plain,179,TRANSLATION,6,REPAIR,True
γ,plain,180,TRANSLATION,6,DIED,True
γ,plain,181,TRANSLATION,6,REPAIR,True
γ,plain,182,TRANSLATION,6,DIED,True
γ,plain,183,TRANSLATION,6,REPAIR,True
γ,plain,184,TRANSLATION,6,REPAIR,True
γ,plain,185,TRANSLATION,6,REPAIR,True
γ,plain,186,TRANSLATION,6,DIED,True
γ,plain,187,TRANSLATION,6,REPAIR,True
γ,plain,188,TRANSLATION,6,DIED,True
γ,plain,189,TRANSLATION,6,DIED,True
γ,plain,190,TRANSLATION,6,REPAIR,True
γ,plain,191,TRANSLATION,6,DIED,True
γ,plain,192,TRANSLATION,6,DIED,True
γ,plain,193,TRANSLATION,6,DIED,True
γ,plain,194,TRANSLATION,6,DIED,True
γ,plain,195,TRANSLATION,6,DIED,True
γ,plain,196,TRANSLATION,6,REPAIR,True
γ,plain,197,TRANSLATION,6,DIED,True
γ,plain,198,TRANSLATION,6,REPAIR,True
γ,plain,199,TRANSLATION,6,REPAIR,True
γ,plain,200,TRANSLATION,6,REPAIR,True
δ,gated,1,FIXED,1,DIED,True
δ,gated,2,FIXED,1,DIED,True
δ,gated,3,FIXED,1,DIED,True
δ,gated,4,FIXED,1,DIED,True
δ,gated,5,FIXED,1,DIED,True
δ,gated,6,FIXED,1,DIED,True
δ,gated,7,FIXED,1,DIED,True
δ,gated,8,FIXED,1,DIED,True
δ,gated,9,FIXED,1,DIED,True
δ,gated,10,FIXED,1,DIED,True
δ,gated,11,FIXED,1,DIED,True
δ,gated,12,FIXED,1,DIED,True
δ,gated,13,FIXED,1,DIED,True
δ,gated,14,FIXED,1,DIED,True
δ,gated,15,FIXED,1,DIED,True
δ,gated,16,FIXED,1,DIED,True
δ,gated,17,FIXED,1,DIED,True
δ,gated,18,FIXED,1,DIED,True
δ,gated,19,FIXED,1,DIED,True
δ,gated,20,FIXED,1,DIED,True
δ,gated,21,FIXED,1,DIED,True
δ,gated,22,FIXED,1,DIED,True
δ,gated,23,FIXED,1,DIED,True
δ,gated,24,FIXED,1,DIED,True
δ,gated,25,FIXED,1,DIED,True
δ,gated,26,FIXED,1,DIED,True
δ,gated,27,FIXED,1,DIED,True
δ,gated,28,FIXED,1,DIED,True
δ,gated,29,FIXED,1,DIED,True
δ,gated,30,FIXED,1,DIED,True
δ,gated,31,FIXED,1,DIED,True
δ,gated,32,FIXED,1,DIED,True
δ,gated,33,FIXED,1,DIED,True
δ,gated,34,FIXED,1,DIED,True
δ,gated,35,FIXED,1,DIED,True
δ,gated,36,FIXED,1,DIED,True
δ,gated,37,FIXED,1,DIED,True
δ,gated,38,FIXED,1,DIED,True
δ,gated,39,FIXED,1,DIED,True
δ,gated,40,FIXED,1,DIED,True
δ,gated,41,FIXED,1,DIED,True
δ,gated,42,FIXED,1,DIED,True
δ,gated,43,FIXED,1,DIED,True
δ,gated,44,FIXED,1,DIED,True
δ,gated,45,FIXED,1,DIED,True
δ,gated,46,FIXED,1,DIED,True
δ,gated,47,FIXED,1,DIED,True
δ,gated,48,FIXED,1,DIED,True
δ,gated,49,FIXED,1,DIED,True
δ,gated,50,FIXED,1,DIED,True
δ,gated,51,FIXED,1,DIED,True
δ,gated,52,FIXED,1,DIED,True
δ,gated,53,FIXED,1,DIED,True
δ,gated,54,FIXED,1,DIED,True
δ,gated,55,FIXED,1,DIED,True
δ,gated,56,FIXED,1,DIED,True
δ,gated,57,FIXED,1,DIED,True
δ,gated,58,FIXED,1,DIED,True
δ,gated,59,FIXED,1,DIED,True
δ,gated,60,FIXED,1,DIED,True
δ,gated,61,FIXED,1,DIED,True
δ,gated,62,FIXED,1,DIED,True
δ,gated,63,FIXED,1,DIED,True
δ,gated,64,FIXED,1,DIED,True
δ,gated,65,FIXED,1,DIED,True
δ,gated,66,FIXED,1,DIED,True
δ,gated,67,FIXED,1,DIED,True
δ,gated,68,FIXED,1,DIED,True
δ,gated,69,FIXED,1,DIED,True
δ,gated,70,FIXED,1,DIED,True
δ,gated,71,FIXED,1,DIED,True
δ,gated,72,FIXED,1,DIED,True
δ,gated,73,FIXED,1,DIED,True
δ,gated,74,FIXED,1,DIED,True
δ,gated,75,FIXED,1,DIED,True
δ,gated,76,FIXED,1,DIED,True
δ,gated,77,FIXED,1,DIED,True
δ,gated,78,FIXED,1,DIED,True
δ,gated,79,FIXED,1,DIED,True
δ,gated,80,FIXED,1,DIED,True
δ,gated,81,FIXED,1,DIED,True
δ,gated,82,FIXED,1,DIED,True
δ,gated,83,FIXED,1,DIED,True
δ,gated,84,FIXED,1,DIED,True
δ,gated,85,FIXED,1,DIED,True
δ,gated,86,FIXED,1,DIED,True
δ,gated,87,FIXED,1,DIED,True
δ,gated,88,FIXED,1,DIED,True
δ,gated,89,FIXED,1,DIED,True
δ,gated,90,FIXED,1,DIED,True
δ,gated,91,FIXED,1,DIED,True
δ,gated,92,FIXED,1,DIED,True
δ,gated,93,FIXED,1,DIED,True
δ,gated,94,FIXED,1,DIED,True
δ,gated,95,FIXED,1,DIED,True
δ,gated,96,FIXED,1,DIED,True
δ,gated,97,FIXED,1,DIED,True
δ,gated,98,FIXED,1,DIED,True
δ,gated,99,FIXED,1,DIED,True
δ,gated,100,FIXED,1,DIED,True
δ,gated,101,FIXED,1,DIED,True
δ,gated,102,FIXED,1,DIED,True
δ,gated,103,FIXED,1,DIED,True
δ,gated,104,FIXED,1,DIED,True
δ,gated,105,FIXED,1,DIED,True
δ,gated,106,FIXED,1,DIED,True
δ,gated,107,FIXED,1,DIED,True
δ,gated,108,FIXED,1,DIED,True
δ,gated,109,FIXED,1,DIED,True
δ,gated,110,FIXED,1,DIED,True
δ,gated,111,FIXED,1,DIED,True
δ,gated,112,FIXED,1,DIED,True
δ,gated,113,FIXED,1,DIED,True
δ,gated,114,FIXED,1,DIED,True
δ,gated,115,FIXED,1,DIED,True
δ,gated,116,FIXED,1,DIED,True
δ,gated,117,FIXED,1,DIED,True
δ,gated,118,FIXED,1,DIED,True
δ,gated,119,FIXED,1,DIED,True
δ,gated,120,FIXED,1,DIED,True
δ,gated,121,FIXED,1,DIED,True
δ,gated,122,FIXED,1,DIED,True
δ,gated,123,FIXED,1,DIED,True
δ,gated,124,FIXED,1,DIED,True
δ,gated,125,FIXED,1,DIED,True
δ,gated,126,FIXED,1,DIED,True
δ,gated,127,FIXED,1,DIED,True
δ,gated,128,FIXED,1,DIED,True
δ,gated,129,FIXED,1,DIED,True
δ,gated,130,FIXED,1,DIED,True
δ,gated,131,FIXED,1,DIED,True
δ,gated,132,FIXED,1,DIED,True
δ,gated,133,FIXED,1,DIED,True
δ,gated,134,FIXED,1,DIED,True
δ,gated,135,FIXED,1,DIED,True
δ,gated,136,FIXED,1,DIED,True
δ,gated,137,FIXED,1,DIED,True
δ,gated,138,FIXED,1,DIED,True
δ,gated,139,FIXED,1,DIED,True
δ,gated,140,FIXED,1,DIED,True
δ,gated,141,FIXED,1,DIED,True
δ,gated,142,FIXED,1,DIED,True
δ,gated,143,FIXED,1,DIED,True
δ,gated,144,FIXED,1,DIED,True
δ,gated,145,FIXED,1,DIED,True
δ,gated,146,FIXED,1,DIED,True
δ,gated,147,FIXED,1,DIED,True
δ,gated,148,FIXED,1,DIED,True
δ,gated,149,FIXED,1,DIED,True
δ,gated,150,FIXED,1,DIED,True
δ,gated,151,FIXED,1,DIED,True
δ,gated,152,FIXED,1,DIED,True
δ,gated,153,FIXED,1,DIED,True
δ,gated,154,FIXED,1,DIED,True
δ,gated,155,FIXED,1,DIED,True
δ,gated,156,FIXED,1,DIED,True
δ,gated,157,FIXED,1,DIED,True
δ,gated,158,FIXED,1,DIED,True
δ,gated,159,FIXED,1,DIED,True
δ,gated,160,FIXED,1,DIED,True
δ,gated,161,FIXED,1,DIED,True
δ,gated,162,FIXED,1,DIED,True
δ,gated,163,FIXED,1,DIED,True
δ,gated,164,FIXED,1,DIED,True
δ,gated,165,FIXED,1,DIED,True
δ,gated,166,FIXED,1,DIED,True
δ,gated,167,FIXED,1,DIED,True
δ,gated,168,FIXED,1,DIED,True
δ,gated,169,FIXED,1,DIED,True
δ,gated,170,FIXED,1,DIED,True
δ,gated,171,FIXED,1,DIED,True
δ,gated,172,FIXED,1,DIED,True
δ,gated,173,FIXED,1,DIED,True
δ,gated,174,FIXED,1,DIED,True
δ,gated,175,FIXED,1,DIED,True
δ,gated,176,FIXED,1,DIED,True
δ,gated,177,FIXED,1,DIED,True
δ,gated,178,FIXED,1,DIED,True
δ,gated,179,FIXED,1,DIED,True
δ,gated,180,FIXED,1,DIED,True
δ,gated,181,FIXED,1,DIED,True
δ,gated,182,FIXED,1,DIED,True
δ,gated,183,FIXED,1,DIED,True
δ,gated,184,FIXED,1,DIED,True
δ,gated,185,FIXED,1,DIED,True
δ,gated,186,FIXED,1,DIED,True
δ,gated,187,FIXED,1,DIED,True
δ,gated,188,FIXED,1,DIED,True
δ,gated,189,FIXED,1,DIED,True
δ,gated,190,FIXED,1,DIED,True
δ,gated,191,FIXED,1,DIED,True
δ,gated,192,FIXED,1,DIED,True
δ,gated,193,FIXED,1,DIED,True
δ,gated,194,FIXED,1,DIED,True
δ,gated,195,FIXED,1,DIED,True
δ,gated,196,FIXED,1,DIED,True
δ,gated,197,FIXED,1,DIED,True
δ,gated,198,FIXED,1,DIED,True
δ,gated,199,FIXED,1,DIED,True
δ,gated,200,FIXED,1,DIED,True
δ,plain,1,FIXED,1,DIED,True
δ,plain,2,FIXED,1,DIED,True
δ,plain,3,FIXED,1,DIED,True
δ,plain,4,FIXED,1,DIED,True
δ,plain,5,FIXED,1,DIED,True
δ,plain,6,FIXED,1,DIED,True
δ,plain,7,FIXED,1,DIED,True
δ,plain,8,FIXED,1,DIED,True
δ,plain,9,FIXED,1,DIED,True
δ,plain,10,FIXED,1,DIED,True
δ,plain,11,FIXED,1,DIED,True
δ,plain,12,FIXED,1,DIED,True
δ,plain,13,FIXED,1,DIED,True
δ,plain,14,FIXED,1,DIED,True
δ,plain,15,FIXED,1,DIED,True
δ,plain,16,FIXED,1,DIED,True
δ,plain,17,FIXED,1,DIED,True
δ,plain,18,FIXED,1,DIED,True
δ,plain,19,FIXED,1,DIED,True
δ,plain,20,FIXED,1,DIED,True
δ,plain,21,FIXED,1,DIED,True
δ,plain,22,FIXED,1,DIED,True
δ,plain,23,FIXED,1,DIED,True
δ,plain,24,FIXED,1,DIED,True
δ,plain,25,FIXED,1,DIED,True
δ,plain,26,FIXED,1,DIED,True
δ,plain,27,FIXED,1,DIED,True
δ,plain,28,FIXED,1,DIED,True
δ,plain,29,FIXED,1,DIED,True
δ,plain,30,FIXED,1,DIED,True
δ,plain,31,FIXED,1,DIED,True
δ,plain,32,FIXED,1,DIED,True
δ,plain,33,FIXED,1,DIED,True
δ,plain,34,FIXED,1,DIED,True
δ,plain,35,FIXED,1,DIED,True
δ,plain,36,FIXED,1,DIED,True
δ,plain,37,FIXED,1,DIED,True
δ,plain,38,FIXED,1,DIED,True
δ,plain,39,FIXED,1,DIED,True
δ,plain,40,FIXED,1,DIED,True
δ,plain,41,FIXED,1,DIED,True
δ,plain,42,FIXED,1,DIED,True
δ,plain,43,FIXED,1,DIED,True
δ,plain,44,FIXED,1,DIED,True
δ,plain,45,FIXED,1,DIED,True
δ,plain,46,FIXED,1,DIED,True
δ,plain,47,FIXED,1,DIED,True
δ,plain,48,FIXED,1,DIED,True
δ,plain,49,FIXED,1,DIED,True
δ,plain,50,FIXED,1,DIED,True
δ,plain,51,FIXED,1,DIED,True
δ,plain,52,FIXED,1,DIED,True
δ,plain,53,FIXED,1,DIED,True
δ,plain,54,FIXED,1,DIED,True
δ,plain,55,FIXED,1,DIED,True
δ,plain,56,FIXED,1,DIED,True
δ,plain,57,FIXED,1,DIED,True
δ,plain,58,FIXED,1,DIED,True
δ,plain,59,FIXED,1,DIED,True
δ,plain,60,FIXED,1,DIED,True
δ,plain,61,FIXED,1,DIED,True
δ,plain,62,FIXED,1,DIED,True
δ,plain,63,FIXED,1,DIED,True
δ,plain,64,FIXED,1,DIED,True
δ,plain,65,FIXED,1,DIED,True
δ,plain,66,FIXED,1,DIED,True
δ,plain,67,FIXED,1,DIED,True
δ,plain,68,FIXED,1,DIED,True
δ,plain,69,FIXED,1,DIED,True
δ,plain,70,FIXED,1,DIED,True
δ,plain,71,FIXED,1,DIED,True
δ,plain,72,FIXED,1,DIED,True
δ,plain,73,FIXED,1,DIED,True
δ,plain,74,FIXED,1,DIED,True
δ,plain,75,FIXED,1,DIED,True
δ,plain,76,FIXED,1,DIED,True
δ,plain,77,FIXED,1,DIED,True
δ,plain,78,FIXED,1,DIED,True
δ,plain,79,FIXED,1,DIED,True
δ,plain,80,FIXED,1,DIED,True
δ,plain,81,FIXED,1,DIED,True
δ,plain,82,FIXED,1,DIED,True
δ,plain,83,FIXED,1,DIED,True
δ,plain,84,FIXED,1,DIED,True
δ,plain,85,FIXED,1,DIED,True
δ,plain,86,FIXED,1,DIED,True
δ,plain,87,FIXED,1,DIED,True
δ,plain,88,FIXED,1,DIED,True
δ,plain,89,FIXED,1,DIED,True
δ,plain,90,FIXED,1,DIED,True
δ,plain,91,FIXED,1,DIED,True
δ,plain,92,FIXED,1,DIED,True
δ,plain,93,FIXED,1,DIED,True
δ,plain,94,FIXED,1,DIED,True
δ,plain,95,FIXED,1,DIED,True
δ,plain,96,FIXED,1,DIED,True
δ,plain,97,FIXED,1,DIED,True
δ,plain,98,FIXED,1,DIED,True
δ,plain,99,FIXED,1,DIED,True
δ,plain,100,FIXED,1,DIED,True
δ,plain,101,FIXED,1,DIED,True
δ,plain,102,FIXED,1,DIED,True
δ,plain,103,FIXED,1,DIED,True
δ,plain,104,FIXED,1,DIED,True
δ,plain,105,FIXED,1,DIED,True
δ,plain,106,FIXED,1,DIED,True
δ,plain,107,FIXED,1,DIED,True
δ,plain,108,FIXED,1,DIED,True
δ,plain,109,FIXED,1,DIED,True
δ,plain,110,FIXED,1,DIED,True
δ,plain,111,FIXED,1,DIED,True
δ,plain,112,FIXED,1,DIED,True
δ,plain,113,FIXED,1,DIED,True
δ,plain,114,FIXED,1,DIED,True
δ,plain,115,FIXED,1,DIED,True
δ,plain,116,FIXED,1,DIED,True
δ,plain,117,FIXED,1,DIED,True
δ,plain,118,FIXED,1,DIED,True
δ,plain,119,FIXED,1,DIED,True
δ,plain,120,FIXED,1,DIED,True
δ,plain,121,FIXED,1,DIED,True
δ,plain,122,FIXED,1,DIED,True
δ,plain,123,FIXED,1,DIED,True
δ,plain,124,FIXED,1,DIED,True
δ,plain,125,FIXED,1,DIED,True
δ,plain,126,FIXED,1,DIED,True
δ,plain,127,FIXED,1,DIED,True
δ,plain,128,FIXED,1,DIED,True
δ,plain,129,FIXED,1,DIED,True
δ,plain,130,FIXED,1,DIED,True
δ,plain,131,FIXED,1,DIED,True
δ,plain,132,FIXED,1,DIED,True
δ,plain,133,FIXED,1,DIED,True
δ,plain,134,FIXED,1,DIED,True
δ,plain,135,FIXED,1,DIED,True
δ,plain,136,FIXED,1,DIED,True
δ,plain,137,FIXED,1,DIED,True
δ,plain,138,FIXED,1,DIED,True
δ,plain,139,FIXED,1,DIED,True
δ,plain,140,FIXED,1,DIED,True
δ,plain,141,FIXED,1,DIED,True
δ,plain,142,FIXED,1,DIED,True
δ,plain,143,FIXED,1,DIED,True
δ,plain,144,FIXED,1,DIED,True
δ,plain,145,FIXED,1,DIED,True
δ,plain,146,FIXED,1,DIED,True
δ,plain,147,FIXED,1,DIED,True
δ,plain,148,FIXED,1,DIED,True
δ,plain,149,FIXED,1,DIED,True
δ,plain,150,FIXED,1,DIED,True
δ,plain,151,FIXED,1,DIED,True
δ,plain,152,FIXED,1,DIED,True
δ,plain,153,FIXED,1,DIED,True
δ,plain,154,FIXED,1,DIED,True
δ,plain,155,FIXED,1,DIED,True
δ,plain,156,FIXED,1,DIED,True
δ,plain,157,FIXED,1,DIED,True
δ,plain,158,FIXED,1,DIED,True
δ,plain,159,FIXED,1,DIED,True
δ,plain,160,FIXED,1,DIED,True
δ,plain,161,FIXED,1,DIED,True
δ,plain,162,FIXED,1,DIED,True
δ,plain,163,FIXED,1,DIED,True
δ,plain,164,FIXED,1,DIED,True
δ,plain,165,FIXED,1,DIED,True
δ,plain,166,FIXED,1,DIED,True
δ,plain,167,FIXED,1,DIED,True
δ,plain,168,FIXED,1,DIED,True
δ,plain,169,FIXED,1,DIED,True
δ,plain,170,FIXED,1,DIED,True
δ,plain,171,FIXED,1,DIED,True
δ,plain,172,FIXED,1,DIED,True
δ,plain,173,FIXED,1,DIED,True
δ,plain,174,FIXED,1,DIED,True
δ,plain,175,FIXED,1,DIED,True
δ,plain,176,FIXED,1,DIED,True
δ,plain,177,FIXED,1,DIED,True
δ,plain,178,FIXED,1,DIED,True
δ,plain,179,FIXED,1,DIED,True
δ,plain,180,FIXED,1,DIED,True
δ,plain,181,FIXED,1,DIED,True
δ,plain,182,FIXED,1,DIED,True
δ,plain,183,FIXED,1,DIED,True
δ,plain,184,FIXED,1,DIED,True
δ,plain,185,FIXED,1,DIED,True
δ,plain,186,FIXED,1,DIED,True
δ,plain,187,FIXED,1,DIED,True
δ,plain,188,FIXED,1,DIED,True
δ,plain,189,FIXED,1,DIED,True
δ,plain,190,FIXED,1,DIED,True
δ,plain,191,FIXED,1,DIED,True
δ,plain,192,FIXED,1,DIED,True
δ,plain,193,FIXED,1,DIED,True
δ,plain,194,FIXED,1,DIED,True
δ,plain,195,FIXED,1,DIED,True
δ,plain,196,FIXED,1,DIED,True
δ,plain,197,FIXED,1,DIED,True
δ,plain,198,FIXED,1,DIED,True
δ,plain,199,FIXED,1,DIED,True
δ,plain,200,FIXED,1,DIED,True
