glyph,arm,seed,pre_cls,pre_p,outcome,exact
β,plain,3,TRANSLATION,6,REPAIR,True
β,plain,4,TRANSLATION,6,REPAIR,True
β,plain,5,TRANSLATION,6,REPAIR,True
β,plain,6,TRANSLATION,6,REPAIR,True
β,plain,7,TRANSLATION,6,REPAIR,True
β,plain,8,TRANSLATION,6,REPAIR,True
β,plain,9,TRANSLATION,6,REPAIR,True
β,plain,10,TRANSLATION,6,REPAIR,True
β,plain,11,TRANSLATION,6,REPAIR,True
β,plain,12,TRANSLATION,6,REPAIR,True
β,plain,13,TRANSLATION,6,REPAIR,True
β,plain,14,TRANSLATION,6,REPAIR,True
β,plain,15,TRANSLATION,6,REPAIR,True
β,plain,16,TRANSLATION,6,REPAIR,True
β,plain,17,TRANSLATION,6,REPAIR,True
β,plain,18,TRANSLATION,6,REPAIR,True
β,plain,19,TRANSLATION,6,REPAIR,True
β,plain,20,TRANSLATION,6,REPAIR,True
β,plain,21,TRANSLATION,6,REPAIR,True
β,plain,22,TRANSLATION,6,REPAIR,True
β,plain,23,TRANSLATION,6,REPAIR,True
β,plain,24,TRANSLATION,6,REPAIR,True
β,plain,25,TRANSLATION,6,REPAIR,True
β,plain,26,TRANSLATION,6,REPAIR,True
β,plain,27,TRANSLATION,6,REPAIR,True
β,plain,28,TRANSLATION,6,REPAIR,True
β,plain,29,TRANSLATION,6,REPAIR,True
β,plain,30,TRANSLATION,6,REPAIR,True
β,plain,31,TRANSLATION,6,REPAIR,True
β,plain,32,TRANSLATION,6,REPAIR,True
β,plain,33,TRANSLATION,6,REPAIR,True
β,plain,34,TRANSLATION,6,REPAIR,True
β,plain,35,TRANSLATION,6,REPAIR,True
β,plain,36,TRANSLATION,6,REPAIR,True
β,plain,37,TRANSLATION,6,REPAIR,True
β,plain,38,TRANSLATION,6,REPAIR,True
β,plain,39,TRANSLATION,6,REPAIR,True
β,plain,40,TRANSLATION,6,REPAIR,True
β,plain,41,TRANSLATION,6,REPAIR,True
β,plain,42,TRANSLATION,6,REPAIR,True
β,plain,43,TRANSLATION,6,REPAIR,True
β,plain,44,TRANSLATION,6,REPAIR,True
β,plain,45,TRANSLATION,6,REPAIR,True
β,plain,46,TRANSLATION,6,REPAIR,True
β,plain,47,TRANSLATION,6,REPAIR,True
β,plain,48,TRANSLATION,6,REPAIR,True
β,plain,49,TRANSLATION,6,REPAIR,True
β,plain,50,TRANSLATION,6,REPAIR,True
β,plain,51,TRANSLATION,6,REPAIR,True
β,plain,52,TRANSLATION,6,REPAIR,True
β,plain,53,TRANSLATION,6,REPAIR,True
β,plain,54,TRANSLATION,6,REPAIR,True
β,plain,55,TRANSLATION,6,REPAIR,True
β,plain,56,TRANSLATION,6,REPAIR,True
β,plain,57,TRANSLATION,6,REPAIR,True
β,plain,58,TRANSLATION,6,REPAIR,True
β,plain,59,TRANSLATION,6,REPAIR,True
β,plain,60,TRANSLATION,6,REPAIR,True
β,plain,61,TRANSLATION,6,REPAIR,True
β,plain,62,TRANSLATION,6,REPAIR,True
β,plain,63,TRANSLATION,6,REPAIR,True
β,plain,64,TRANSLATION,6,REPAIR,True
β,plain,65,TRANSLATION,6,REPAIR,True
β,plain,66,TRANSLATION,6,REPAIR,True
β,plain,67,TRANSLATION,6,REPAIR,True
β,plain,68,TRANSLATION,6,REPAIR,True
β,plain,69,TRANSLATION,6,REPAIR,True
β,plain,70,TRANSLATION,6,REPAIR,True
β,plain,71,TRANSLATION,6,REPAIR,True
β,plain,72,TRANSLATION,6,REPAIR,True
β,plain,73,TRANSLATION,6,REPAIR,True
β,plain,74,TRANSLATION,6,REPAIR,True
β,plain,75,TRANSLATION,6,REPAIR,True
β,plain,76,TRANSLATION,6,REPAIR,True
β,plain,77,TRANSLATION,6,REPAIR,True
β,plain,78,TRANSLATION,6,REPAIR,True
β,plain,79,TRANSLATION,6,REPAIR,True
β,plain,80,TRANSLATION,6,REPAIR,True
β,plain,81,TRANSLATION,6,REPAIR,True
β,plain,82,TRANSLATION,6,REPAIR,True
β,plain,83,TRANSLATION,6,REPAIR,True
β,plain,84,TRANSLATION,6,REPAIR,True
β,plain,85,TRANSLATION,6,REPAIR,True
β,plain,86,TRANSLATION,6,REPAIR,True
β,plain,87,TRANSLATION,6,REPAIR,True
β,plain,88,TRANSLATION,6,REPAIR,True
β,plain,89,TRANSLATION,6,REPAIR,True
β,plain,90,TRANSLATION,6,REPAIR,True
β,plain,91,TRANSLATION,6,REPAIR,True
β,plain,92,TRANSLATION,6,REPAIR,True
β,plain,93,TRANSLATION,6,REPAIR,True
β,plain,94,TRANSLATION,6,REPAIR,True
β,plain,95,TRANSLATION,6,REPAIR,True
β,plain,96,TRANSLATION,6,REPAIR,True
β,plain,97,TRANSLATION,6,REPAIR,True
β,plain,98,TRANSLATION,6,REPAIR,True
β,plain,99,TRANSLATION,6,REPAIR,True
β,plain,100,TRANSLATION,6,REPAIR,True
β,plain,101,TRANSLATION,6,REPAIR,True
β,plain,102,TRANSLATION,6,REPAIR,True
β,plain,103,TRANSLATION,6,REPAIR,True
β,plain,104,TRANSLATION,6,REPAIR,True
β,plain,105,TRANSLATION,6,REPAIR,True
β,plain,106,TRANSLATION,6,REPAIR,True
β,plain,107,TRANSLATION,6,REPAIR,True
β,plain,108,TRANSLATION,6,REPAIR,True
β,plain,109,TRANSLATION,6,REPAIR,True
β,plain,110,TRANSLATION,6,REPAIR,True
β,plain,111,TRANSLATION,6,REPAIR,True
β,plain,112,TRANSLATION,6,REPAIR,True
β,plain,113,TRANSLATION,6,REPAIR,True
β,plain,114,TRANSLATION,6,REPAIR,True
β,plain,115,TRANSLATION,6,REPAIR,True
β,plain,116,TRANSLATION,6,REPAIR,True
β,plain,117,TRANSLATION,6,REPAIR,True
β,plain,118,TRANSLATION,6,REPAIR,True
β,plain,119,TRANSLATION,6,REPAIR,True
β,plain,120,TRANSLATION,6,REPAIR,True
β,plain,121,TRANSLATION,6,REPAIR,True
β,plain,122,TRANSLATION,6,REPAIR,True
β,plain,123,TRANSLATION,6,REPAIR,True
β,plain,124,TRANSLATION,6,REPAIR,True
β,plain,125,TRANSLATION,6,REPAIR,True
β,plain,126,TRANSLATION,6,REPAIR,True
β,plain,127,TRANSLATION,6,REPAIR,True
β,plain,128,TRANSLATION,6,REPAIR,True
β,plain,129,TRANSLATION,6,REPAIR,True
β,plain,130,TRANSLATION,6,REPAIR,True
β,plain,131,TRANSLATION,6,REPAIR,True
β,plain,132,TRANSLATION,6,REPAIR,True
β,plain,133,TRANSLATION,6,REPAIR,True
β,plain,134,TRANSLATION,6,REPAIR,True
β,plain,135,TRANSLATION,6,REPAIR,True
β,plain,136,TRANSLATION,6,REPAIR,True
β,plain,137,TRANSLATION,6,REPAIR,True
β,plain,138,TRANSLATION,6,REPAIR,True
β,plain,139,TRANSLATION,6,REPAIR,True
β,plain,140,TRANSLATION,6,REPAIR,True
β,plain,141,TRANSLATION,6,REPAIR,True
β,plain,142,TRANSLATION,6,REPAIR,True
β,plain,143,TRANSLATION,6,REPAIR,True
β,plain,144,TRANSLATION,6,REPAIR,True
β,plain,145,TRANSLATION,6,REPAIR,True
β,plain,146,TRANSLATION,6,REPAIR,True
β,plain,147,TRANSLATION,6,REPAIR,True
β,plain,148,TRANSLATION,6,REPAIR,True
β,plain,149,TRANSLATION,6,REPAIR,True
β,plain,150,TRANSLATION,6,REPAIR,True
β,plain,151,TRANSLATION,6,REPAIR,True
β,plain,152,TRANSLATION,6,REPAIR,True
β,plain,153,TRANSLATION,6,REPAIR,True
β,plain,154,TRANSLATION,6,REPAIR,True
β,plain,155,TRANSLATION,6,REPAIR,True
β,plain,156,TRANSLATION,6,REPAIR,True
β,plain,157,TRANSLATION,6,REPAIR,True
β,plain,158,TRANSLATION,6,REPAIR,True
β,plain,159,TRANSLATION,6,REPAIR,True
β,plain,160,TRANSLATION,6,REPAIR,True
β,plain,161,TRANSLATION,6,REPAIR,True
β,plain,162,TRANSLATION,6,REPAIR,True
β,plain,163,TRANSLATION,6,REPAIR,True
β,plain,164,TRANSLATION,6,REPAIR,True
β,plain,165,TRANSLATION,6,REPAIR,True
β,plain,166,TRANSLATION,6,REPAIR,True
β,plain,167,TRANSLATION,6,REPAIR,True
β,plain,168,TRANSLATION,6,REPAIR,True
β,plain,169,TRANSLATION,6,REPAIR,True
β,plain,170,TRANSLATION,6,REPAIR,True
β,plain,171,TRANSLATION,6,REPAIR,True
β,plain,172,TRANSLATION,6,REPAIR,True
β,plain,173,TRANSLATION,6,REPAIR,True
β,plain,174,TRANSLATION,6,REPAIR,True
β,plain,175,TRANSLATION,6,REPAIR,True
β,plain,176,TRANSLATION,6,REPAIR,True
β,plain,177,TRANSLATION,6,REPAIR,True
β,plain,178,TRANSLATION,6,REPAIR,True
β,plain,179,TRANSLATION,6,REPAIR,True
β,plain,180,TRANSLATION,6,REPAIR,True
β,plain,181,TRANSLATION,6,REPAIR,True
β,plain,182,TRANSLATION,6,REPAIR,True
β,plain,183,TRANSLATION,6,REPAIR,True
β,plain,184,TRANSLATION,6,REPAIR,True
β,plain,185,TRANSLATION,6,REPAIR,True
β,plain,186,TRANSLATION,6,REPAIR,True
β,plain,187,TRANSLATION,6,REPAIR,True
β,plain,188,TRANSLATION,6,REPAIR,True
β,plain,189,TRANSLATION,6,REPAIR,True
β,plain,190,TRANSLATION,6,REPAIR,True
β,plain,191,TRANSLATION,6,REPAIR,True
β,plain,192,TRANSLATION,6,REPAIR,True
β,plain,193,TRANSLATION,6,REPAIR,True
β,plain,194,TRANSLATION,6,REPAIR,True
β,plain,195,TRANSLATION,6,REPAIR,True
β,plain,196,TRANSLATION,6,REPAIR,True
β,plain,197,TRANSLATION,6,REPAIR,True
β,plain,198,TRANSLATION,6,REPAIR,True
β,plain,199,TRANSLATION,6,REPAIR,True
β,plain,200,TRANSLATION,6,REPAIR,True
γ,gated,1,TRANSLATION,6,REPAIR,True
γ,gated,2,TRANSLATION,6,REPAIR,True
γ,gated,3,TRANSLATION,6,REPAIR,True
γ,gated,4,TRANSLATION,6,DIED,True
γ,gated,5,TRANSLATION,6,REPAIR,True
γ,gated,6,TRANSLATION,6,DIED,True
γ,gated,7,TRANSLATION,6,DIED,True
γ,gated,8,TRANSLATION,6,REPAIR,True
γ,gated,9,TRANSLATION,6,REPAIR,True
γ,gated,10,TRANSLATION,6,REPAIR,True
γ,gated,11,TRANSLATION,6,DIED,True
γ,gated,12,TRANSLATION,6,REPAIR,True
γ,gated,13,TRANSLATION,6,DIED,True
γ,gated,14,TRANSLATION,6,DIED,True
γ,gated,15,TRANSLATION,6,DIED,True
γ,gated,16,TRANSLATION,6,REPAIR,True
γ,gated,17,TRANSLATION,6,REPAIR,True
γ,gated,18,TRANSLATION,6,REPAIR,True
γ,gated,19,TRANSLATION,6,DIED,True
γ,gated,20,TRANSLATION,6,REPAIR,True
γ,gated,21,TRANSLATION,6,DIED,True
γ,gated,22,TRANSLATION,6,REPAIR,True
γ,gated,23,TRANSLATION,6,REPAIR,True
γ,gated,24,TRANSLATION,6,REPAIR,True
γ,gated,25,TRANSLATION,6,REPAIR,True
γ,gated,26,TRANSLATION,6,REPAIR,True
γ,gated,27,TRANSLATION,6,DIED,True
γ,gated,28,TRANSLATION,6,DIED,True
γ,gated,29,TRANSLATION,6,DIED,True
γ,gated,30,TRANSLATION,6,REPAIR,True
γ,gated,31,TRANSLATION,6,DIED,True
γ,gated,32,TRANSLATION,6,REPAIR,True
γ,gated,33,TRANSLATION,6,REPAIR,True
γ,gated,34,TRANSLATION,6,DIED,True
γ,gated,35,TRANSLATION,6,DIED,True
γ,gated,36,TRANSLATION,6,REPAIR,True
γ,gated,37,TRANSLATION,6,DIED,True
γ,gated,38,TRANSLATION,6,DIED,True
γ,gated,39,TRANSLATION,6,DIED,True
γ,gated,40,TRANSLATION,6,DIED,True
γ,gated,41,TRANSLATION,6,DIED,True
γ,gated,42,TRANSLATION,6,DIED,True
γ,gated,43,TRANSLATION,6,REPAIR,True
γ,gated,44,TRANSLATION,6,DIED,True
γ,gated,45,TRANSLATION,6,REPAIR,True
γ,gated,46,TRANSLATION,6,DIED,True
γ,gated,47,TRANSLATION,6,REPAIR,True
γ,gated,48,TRANSLATION,6,REPAIR,True
γ,gated,49,TRANSLATION,6,REPAIR,True
γ,gated,50,TRANSLATION,6,DIED,True
γ,gated,51,TRANSLATION,6,REPAIR,True
γ,gated,52,TRANSLATION,6,REPAIR,True
γ,gated,53,TRANSLATION,6,REPAIR,True
γ,gated,54,TRANSLATION,6,REPAIR,True
γ,gated,55,TRANSLATION,6,DIED,True
γ,gated,56,TRANSLATION,6,DIED,True
γ,gated,57,TRANSLATION,6,DIED,True
γ,gated,58,TRANSLATION,6,DIED,True
γ,gated,59,TRANSLATION,6,REPAIR,True
γ,gated,60,TRANSLATION,6,REPAIR,True
γ,gated,61,TRANSLATION,6,REPAIR,True
γ,gated,62,TRANSLATION,6,DIED,True
γ,gated,63,TRANSLATION,6,DIED,True
γ,gated,64,TRANSLATION,6,REPAIR,True
γ,gated,65,TRANSLATION,6,DIED,True
γ,gated,66,TRANSLATION,6,REPAIR,True
γ,gated,67,TRANSLATION,6,REPAIR,True
γ,gated,68,TRANSLATION,6,REPAIR,True
γ,gated,69,TRANSLATION,6,DIED,True
γ,gated,70,TRANSLATION,6,REPAIR,True
γ,gated,71,TRANSLATION,6,DIED,True
γ,gated,72,TRANSLATION,6,DIED,True
γ,gated,73,TRANSLATION,6,REPAIR,True
γ,gated,74,TRANSLATION,6,REPAIR,True
γ,gated,75,TRANSLATION,6,REPAIR,True
γ,gated,76,TRANSLATION,6,REPAIR,True
γ,gated,77,TRANSLATION,6,REPAIR,True
γ,gated,78,TRANSLATION,6,DIED,True
γ,gated,79,TRANSLATION,6,REPAIR,True
γ,gated,80,TRANSLATION,6,REPAIR,True
γ,gated,81,TRANSLATION,6,REPAIR,True
γ,gated,82,TRANSLATION,6,DIED,True
γ,gated,83,TRANSLATION,6,REPAIR,True
γ,gated,84,TRANSLATION,6,REPAIR,True
γ,gated,85,TRANSLATION,6,REPAIR,True
γ,gated,86,TRANSLATION,6,REPAIR,True
γ,gated,87,TRANSLATION,6,REPAIR,True
γ,gated,88,TRANSLATION,6,REPAIR,True
γ,gated,89,TRANSLATION,6,DIED,True
γ,gated,90,TRANSLATION,6,REPAIR,True
γ,gated,91,TRANSLATION,6,REPAIR,True
γ,gated,92,TRANSLATION,6,DIED,True
γ,gated,93,TRANSLATION,6,REPAIR,True
γ,gated,94,TRANSLATION,6,DIED,True
γ,gated,95,TRANSLATION,6,REPAIR,True
γ,gated,96,TRANSLATION,6,REPAIR,True
γ,gated,97,TRANSLATION,6,DIED,True
γ,gated,98,TRANSLATION,6,DIED,True
γ,gated,99,TRANSLATION,6,DIED,True
γ,gated,100,TRANSLATION,6,DIED,True
γ,gated,101,TRANSLATION,6,DIED,True
γ,gated,102,TRANSLATION,6,REPAIR,True
γ,gated,103,TRANSLATION,6,DIED,True
γ,gated,104,TRANSLATION,6,DIED,True
γ,gated,105,TRANSLATION,6,REPAIR,True
γ,gated,106,TRANSLATION,6,DIED,True
γ,gated,107,TRANSLATION,6,REPAIR,True
γ,gated,108,TRANSLATION,6,REPAIR,True
γ,gated,109,TRANSLATION,6,REPAIR,True
γ,gated,110,TRANSLATION,6,DIED,True
γ,gated,111,TRANSLATION,6,DIED,True
γ,gated,112,TRANSLATION,6,DIED,True
γ,gated,113,TRANSLATION,6,DIED,True
γ,gated,114,TRANSLATION,6,DIED,True
γ,gated,115,TRANSLATION,6,REPAIR,True
γ,gated,116,TRANSLATION,6,REPAIR,True
γ,gated,117,TRANSLATION,6,REPAIR,True
γ,gated,118,TRANSLATION,6,REPAIR,True
γ,gated,119,TRANSLATION,6,DIED,True
γ,gated,120,TRANSLATION,6,REPAIR,True
γ,gated,121,TRANSLATION,6,REPAIR,True
γ,gated,122,TRANSLATION,6,DIED,True
γ,gated,123,TRANSLATION,6,REPAIR,True
γ,gated,124,TRANSLATION,6,REPAIR,True
γ,gated,125,TRANSLATION,6,REPAIR,True
γ,gated,126,TRANSLATION,6,REPAIR,True
γ,gated,127,TRANSLATION,6,DIED,True
γ,gated,128,TRANSLATION,6,DIED,True
γ,gated,129,TRANSLATION,6,REPAIR,True
γ,gated,130,TRANSLATION,6,DIED,True
γ,gated,131,TRANSLATION,6,DIED,True
γ,gated,132,TRANSLATION,6,REPAIR,True
γ,gated,133,TRANSLATION,6,DIED,True
γ,gated,134,TRANSLATION,6,REPAIR,True
γ,gated,135,TRANSLATION,6,DIED,True
γ,gated,136,TRANSLATION,6,REPAIR,True
γ,gated,137,TRANSLATION,6,REPAIR,True
γ,gated,138,TRANSLATION,6,REPAIR,True
γ,gated,139,TRANSLATION,6,DIED,True
γ,gated,140,TRANSLATION,6,DIED,True
γ,gated,141,TRANSLATION,6,DIED,True
γ,gated,142,TRANSLATION,6,DIED,True
γ,gated,143,TRANSLATION,6,REPAIR,True
γ,gated,144,TRANSLATION,6,REPAIR,True
γ,gated,145,TRANSLATION,6,DIED,True
γ,gated,146,TRANSLATION,6,REPAIR,True
γ,gated,147,TRANSLATION,6,REPAIR,True
γ,gated,148,TRANSLATION,6,DIED,True
γ,gated,149,TRANSLATION,6,REPAIR,True
γ,gated,150,TRANSLATION,6,REPAIR,True
γ,gated,151,TRANSLATION,6,REPAIR,True
γ,gated,152,TRANSLATION,6,DIED,True
γ,gated,153,TRANSLATION,6,REPAIR,True
γ,gated,154,TRANSLATION,6,REPAIR,True
γ,gated,155,TRANSLATION,6,REPAIR,True
γ,gated,156,TRANSLATION,6,REPAIR,True
γ,gated,157,TRANSLATION,6,REPAIR,True
γ,gated,158,TRANSLATION,6,REPAIR,True
γ,gated,159,TRANSLATION,6,REPAIR,True
γ,gated,160,TRANSLATION,6,REPAIR,True
γ,gated,161,TRANSLATION,6,REPAIR,True
γ,gated,162,TRANSLATION,6,REPAIR,True
γ,gated,163,TRANSLATION,6,DIED,True
γ,gated,164,TRANSLATION,6,REPAIR,True
γ,gated,165,TRANSLATION,6,REPAIR,True
γ,gated,166,TRANSLATION,6,DIED,True
γ,gated,167,TRANSLATION,6,REPAIR,True
γ,gated,168,TRANSLATION,6,REPAIR,True
γ,gated,169,TRANSLATION,6,DIED,True
γ,gated,170,TRANSLATION,6,REPAIR,True
γ,gated,171,TRANSLATION,6,REPAIR,True
γ,gated,172,TRANSLATION,6,DIED,True
γ,gated,173,TRANSLATION,6,DIED,True
γ,gated,174,TRANSLATION,6,REPAIR,True
γ,gated,175,TRANSLATION,6,DIED,True
γ,gated,176,TRANSLATION,6,REPAIR,True
γ,gated,177,TRANSLATION,6,DIED,True
γ,gated,178,TRANSLATION,6,REPAIR,True
γ,gated,179,TRANSLATION,6,DIED,True
γ,gated,180,TRANSLATION,6,REPAIR,True
γ,gated,181,TRANSLATION,6,DIED,True
γ,gated,182,TRANSLATION,6,DIED,True
γ,gated,183,TRANSLATION,6,DIED,True
γ,gated,184,TRANSLATION,6,DIED,True
γ,gated,185,TRANSLATION,6,DIED,True
γ,gated,186,TRANSLATION,6,REPAIR,True
γ,gated,187,TRANSLATION,6,DIED,True
γ,gated,188,TRANSLATION,6,REPAIR,True
γ,gated,189,TRANSLATION,6,DIED,True
γ,gated,190,TRANSLATION,6,DIED,True
γ,gated,191,TRANSLATION,6,REPAIR,True
γ,gated,192,TRANSLATION,6,REPAIR,True
γ,gated,193,TRANSLATION,6,REPAIR,True
γ,gated,194,TRANSLATION,6,DIED,True
γ,gated,195,TRANSLATION,6,REPAIR,True
γ,gated,196,TRANSLATION,6,REPAIR,True
γ,gated,197,TRANSLATION,6,REPAIR,True
γ,gated,198,TRANSLATION,6,REPAIR,True
γ,gated,199,TRANSLATION,6,REPAIR,True
γ,gated,200,TRANSLATION,6,REPAIR,True
γ,plain,1,TRANSLATION,6,DIED,True
γ,plain,2,TRANSLATION,6,DIED,True
γ,plain,3,TRANSLATION,6,REPAIR,True
γ,plain,4,TRANSLATION,6,DIED,True
γ,plain,5,TRANSLATION,6,REPAIR,True
γ,plain,6,TRANSLATION,6,REPAIR,True
γ,plain,7,TRANSLATION,6,DIED,True
γ,plain,8,TRANSLATION,6,REPAIR,True
γ,plain,9,TRANSLATION,6,DIED,True
γ,plain,10,TRANSLATION,6,REPAIR,True
γ,plain,11,TRANSLATION,6,REPAIR,True
γ,plain,12,TRANSLATION,6,DIED,True
γ,plain,13,TRANSLATION,6,DIED,True
γ,plain,14,TRANSLATION,6,REPAIR,True
γ,plain,15,TRANSLATION,6,REPAIR,True
γ,plain,16,TRANSLATION,6,DIED,True
γ,plain,17,TRANSLATION,6,REPAIR,True
γ,plain,18,TRANSLATION,6,DIED,True
γ,plain,19,TRANSLATION,6,REPAIR,True
γ,plain,20,TRANSLATION,6,REPAIR,True
γ,plain,21,TRANSLATION,6,REPAIR,True
γ,plain,22,TRANSLATION,6,REPAIR,True
γ,plain,23,TRANSLATION,6,DIED,True
γ,plain,24,TRANSLATION,6,DIED,True
γ,plain,25,TRANSLATION,6,DIED,True
γ,plain,26,TRANSLATION,6,REPAIR,True
γ,plain,27,TRANSLATION,6,REPAIR,True
γ,plain,28,TRANSLATION,6,REPAIR,True
γ,plain,29,TRANSLATION,6,REPAIR,True
γ,plain,30,TRANSLATION,6,DIED,True
γ,plain,31,TRANSLATION,6,REPAIR,True
γ,plain,32,TRANSLATION,6,REPAIR,True
γ,plain,33,TRANSLATION,6,DIED,True
γ,plain,34,TRANSLATION,6,REPAIR,True
γ,plain,35,TRANSLATION,6,REPAIR,True
γ,plain,36,TRANSLATION,6,DIED,True
γ,plain,37,TRANSLATION,6,DIED,True
γ,plain,38,TRANSLATION,6,REPAIR,True
γ,plain,39,TRANSLATION,6,REPAIR,True
γ,plain,40,TRANSLATION,6,REPAIR,True
γ,plain,41,TRANSLATION,6,REPAIR,True
γ,plain,42,TRANSLATION,6,DIED,True
γ,plain,43,TRANSLATION,6,REPAIR,True
γ,plain,44,TRANSLATION,6,REPAIR,True
γ,plain,45,TRANSLATION,6,REPAIR,True
γ,plain,46,TRANSLATION,6,REPAIR,True
γ,plain,47,TRANSLATION,6,REPAIR,True
γ,plain,48,TRANSLATION,6,DIED,True
γ,plain,49,TRANSLATION,6,DIED,True
γ,plain,50,TRANSLATION,6,REPAIR,True
γ,plain,51,TRANSLATION,6,REPAIR,True
γ,plain,52,TRANSLATION,6,DIED,True
γ,plain,53,TRANSLATION,6,DIED,True
γ,plain,54,TRANSLATION,6,REPAIR,True
γ,plain,55,TRANSLATION,6,REPAIR,True
γ,plain,56,TRANSLATION,6,DIED,True
γ,plain,57,TRANSLATION,6,REPAIR,True
γ,plain,58,TRANSLATION,6,DIED,True
γ,plain,59,TRANSLATION,6,REPAIR,True
γ,plain,60,TRANSLATION,6,DIED,True
γ,plain,61,TRANSLATION,6,REPAIR,True
γ,plain,62,TRANSLATION,6,REPAIR,True
γ,plain,63,TRANSLATION,6,REPAIR,True
γ,plain,64,TRANSLATION,6,DIED,True
γ,plain,65,TRANSLATION,6,REPAIR,True
γ,plain,66,TRANSLATION,6,DIED,True
γ,plain,67,TRANSLATION,6,REPAIR,True
γ,plain,68,TRANSLATION,6,REPAIR,True
γ,plain,69,TRANSLATION,6,REPAIR,True
γ,plain,70,TRANSLATION,6,DIED,True
γ,plain,71,TRANSLATION,6,DIED,True
γ,plain,72,TRANSLATION,6,REPAIR,True
γ,plain,73,TRANSLATION,6,REPAIR,True
γ,plain,74,TRANSLATION,6,REPAIR,True
γ,plain,75,TRANSLATION,6,REPAIR,True
γ,plain,76,TRANSLATION,6,REPAIR,True
γ,plain,77,TRANSLATION,6,REPAIR,True
γ,plain,78,TRANSLATION,6,REPAIR,True
γ,plain,79,TRANSLATION,6,REPAIR,True
γ,plain,80,TRANSLATION,6,REPAIR,True
γ,plain,81,TRANSLATION,6,REPAIR,True
γ,plain,82,TRANSLATION,6,DIED,True
γ,plain,83,TRANSLATION,6,REPAIR,True
γ,plain,84,TRANSLATION,6,REPAIR,True
γ,plain,85,TRANSLATION,6,REPAIR,True
γ,plain,86,TRANSLATION,6,DIED,True
γ,plain,87,TRANSLATION,6,DIED,True
γ,plain,88,TRANSLATION,6,REPAIR,True
γ,plain,89,TRANSLATION,6,DIED,True
γ,plain,90,TRANSLATION,6,REPAIR,True
γ,plain,91,TRANSLATION,6,DIED,True
γ,plain,92,TRANSLATION,6,DIED,True
γ,plain,93,TRANSLATION,6,REPAIR,True
γ,plain,94,TRANSLATION,6,REPAIR,True
γ,plain,95,TRANSLATION,6,REPAIR,True
γ,plain,96,TRANSLATION,6,REPAIR,True
γ,plain,97,TRANSLATION,6,REPAIR,True
γ,plain,98,TRANSLATION,6,REPAIR,True
γ,plain,99,TRANSLATION,6,REPAIR,True
γ,plain,100,TRANSLATION,6,REPAIR,True
γ,plain,101,TRANSLATION,6,REPAIR,True
γ,plain,102,TRANSLATION,6,REPAIR,True
γ,plain,103,TRANSLATION,6,REPAIR,True
γ,plain,104,TRANSLATION,6,REPAIR,True
γ,plain,105,TRANSLATION,6,DIED,True
γ,plain,106,TRANSLATION,6,REPAIR,True
γ,plain,107,TRANSLATION,6,DIED,True
γ,plain,108,TRANSLATION,6,DIED,True
γ,plain,109,TRANSLATION,6,REPAIR,True
γ,plain,110,TRANSLATION,6,DIED,True
γ,plain,111,TRANSLATION,6,REPAIR,True
γ,plain,112,TRANSLATION,6,DIED,True
γ,plain,113,TRANSLATION,6,REPAIR,True
γ,plain,114,TRANSLATION,6,REPAIR,True
γ,plain,115,TRANSLATION,6,REPAIR,True
γ,plain,116,TRANSLATION,6,REPAIR,True
γ,plain,117,TRANSLATION,6,DIED,True
γ,plain,118,TRANSLATION,6,REPAIR,True
γ,plain,119,TRANSLATION,6,DIED,True
γ,plain,120,TRANSLATION,6,REPAIR,True
γ,plain,121,TRANSLATION,6,REPAIR,True
γ,plain,122,TRANSLATION,6,DIED,True
γ,plain,123,TRANSLATION,6,REPAIR,True
γ,plain,124,TRANSLATION,6,REPAIR,True
γ,plain,125,TRANSLATION,6,REPAIR,True
γ,plain,126,TRANSLATION,6,REPAIR,True
γ,plain,127,TRANSLATION,6,DIED,True
γ,plain,128,TRANSLATION,6,REPAIR,True
γ,plain,129,TRANSLATION,6,DIED,True
γ,plain,130,TRANSLATION,6,REPAIR,True
γ,plain,131,TRANSLATION,6,REPAIR,True
γ,plain,132,TRANSLATION,6,REPAIR,True
γ,plain,133,TRANSLATION,6,REPAIR,True
γ,plain,134,TRANSLATION,6,REPAIR,True
γ,plain,135,TRANSLATION,6,DIED,True
γ,plain,136,TRANSLATION,6,DIED,True
γ,plain,137,TRANSLATION,6,DIED,True
γ,plain,138,TRANSLATION,6,REPAIR,True
γ,plain,139,TRANSLATION,6,REPAIR,True
γ,plain,140,TRANSLATION,6,DIED,True
γ,plain,141,TRANSLATION,6,DIED,True
γ,plain,142,TRANSLATION,6,DIED,True
γ,plain,143,TRANSLATION,6,REPAIR,True
γ,plain,144,TRANSLATION,6,REPAIR,True
γ,plain,145,TRANSLATION,6,DIED,True
γ,plain,146,TRANSLATION,6,DIED,True
γ,plain,147,TRANSLATION,6,REPAIR,True
γ,plain,148,TRANSLATION,6,DIED,True
γ,plain,149,TRANSLATION,6,DIED,True
γ,plain,150,TRANSLATION,6,DIED,True
γ,plain,151,TRANSLATION,6,DIED,True
γ,plain,152,TRANSLATION,6,DIED,True
γ,plain,153,TRANSLATION,6,REPAIR,True
γ,plain,154,TRANSLATION,6,REPAIR,True
γ,plain,155,TRANSLATION,6,REPAIR,True
γ,plain,156,TRANSLATION,6,REPAIR,True
γ,plain,157,TRANSLATION,6,DIED,True
γ,plain,158,TRANSLATION,6,DIED,True
