eco,seed,dom,tape_ext,n_applies,spends,looted,repairs,q_g_spend,feeds_q,alive_q
mix,68,DEAD,373,373,α.prime:10;β.prime:14;α.f:1;β.f:39;β.g:33,β:3,β:42,0β:2;1β:15;2β:11;3β:5,17;25;29;26,24;16;23;18
mix,69,DEAD,241,242,β.prime:11;α.prime:13;α.f:16;β.f:9;β.g:7;α.g:7,,β:9;α:9,1β:6;2β:1;2α:6;3α:1,5;19;19;20,24;21;16;15
mix,70,DEAD,248,248,α.prime:10;β.prime:14;β.f:18;β.g:12;α.f:7;α.g:2,β:2,β:17;α:2,0β:1;1α:2;1β:3;2β:6;3β:2,4;22;20;17,24;22;16;9
mix,71,DEAD,180,180,β.prime:12;α.prime:12;β.f:8;α.f:6;α.g:1;β.g:5,,α:1;β:6,1α:1;1β:1;2β:2;3β:2,0;15;17;12,24;24;18;11
mix,72,α,,718,β.prime:12;α.prime:12;α.f:117;β.f:3;β.g:1;α.g:90,α:5,β:1;α:115,0β:1;0α:13;1α:26;2α:26;3α:25,40;60;60;55,24;21;20;18
mix,73,β,,729,α.prime:11;β.prime:13;α.f:7;β.f:106;α.g:2;β.g:70,β:5,β:108;α:2,0α:2;0β:7;1β:25;2β:19;3β:19,47;48;49;57,24;11;20;20
mix,74,β,,733,α.prime:11;β.prime:13;β.f:87;β.g:72;α.f:25;α.g:11,β:12;α:7,β:93;α:17,0β:6;0α:5;1α:6;1β:22;2β:20;3β:24,46;53;57;54,24;10;21;12
mix,75,DEAD,354,356,α.prime:12;β.prime:12;β.f:8;α.f:43;α.g:23;β.g:5,β:3;α:7,α:30;β:6,1α:10;1β:3;2β:2;2α:6;3α:7,17;27;30;29,24;16;17;12
mix,76,DEAD,366,366,β.prime:13;α.prime:11;β.f:33;α.f:9;α.g:3;β.g:30,β:5,α:4;β:35,0α:1;1α:2;1β:10;2β:14;3β:6,17;28;29;25,24;16;13;13
mix,77,β,,720,β.prime:13;α.prime:11;β.f:105;β.g:74;α.f:4,β:5,β:110,0β:14;1β:18;2β:23;3β:19,43;52;53;51,24;13;16;15
mix,78,DEAD,347,347,β.prime:11;α.prime:13;α.f:46;β.f:4;α.g:24;β.g:3,α:5,α:32;β:3,1α:6;1β:3;2α:10;3α:8,16;29;27;29,24;15;10;9
mix,79,α,,724,β.prime:11;α.prime:13;α.f:113;β.f:3;α.g:94,α:5,α:109,0α:14;1α:26;2α:26;3α:28,46;60;62;56,24;15;16;7
mix,80,β,,740,β.prime:12;α.prime:12;β.f:108;α.f:7;α.g:2;β.g:79,β:6,α:2;β:113,0α:2;0β:12;1β:18;2β:20;3β:29,45;51;57;52,24;14;16;11
mix,81,β,,724,β.prime:12;α.prime:12;α.f:2;β.f:112;β.g:73,β:3,β:111,0β:15;1β:17;2β:19;3β:22,43;53;51;53,24;19;15;14
mix,82,β,,733,β.prime:10;α.prime:14;β.f:108;α.f:7;α.g:2;β.g:77,β:5,α:4;β:112,0α:2;0β:6;1β:21;2β:23;3β:27,44;52;54;52,24;9;15;16
mix,83,α,,717,β.prime:11;α.prime:13;α.f:108;α.g:78;β.f:9;β.g:10,α:9,α:96;β:14,0α:9;0β:4;1α:19;1β:6;2α:24;3α:26,47;53;57;60,24;11;15;16
mix,84,DEAD,166,168,β.prime:10;α.prime:14;β.f:1;α.f:15;α.g:3,,α:3,1α:3,0;13;15;15,24;24;20;11
mix,85,DEAD,496,497,β.prime:13;α.prime:11;α.f:61;β.f:8;β.g:9;α.g:46,α:8,β:9;α:50,0β:2;1β:7;1α:18;2α:15;3α:13,28;34;45;41,24;14;21;13
mix,86,β,,738,α.prime:13;β.prime:11;β.f:101;α.f:14;α.g:5;β.g:75,β:5,α:6;β:106,0α:4;0β:7;1α:1;1β:25;2β:25;3β:18,47;53;55;52,24;10;13;13
mix,87,α,,719,α.prime:10;β.prime:14;β.f:4;α.f:115;α.g:85;β.g:2,α:8,α:106;β:2,0α:5;0β:2;1α:29;2α:28;3α:23,45;53;59;61,24;6;17;18
mix,88,β,,734,β.prime:11;α.prime:13;α.f:3;β.f:109;β.g:81,β:7,β:111,0β:14;1β:23;2β:21;3β:23,47;53;54;52,24;12;14;11
mix,89,DEAD,412,412,β.prime:12;α.prime:12;α.f:57;β.f:2;β.g:6;α.g:35,α:3,β:6;α:39,1β:6;1α:10;2α:17;3α:8,20;35;33;36,24;13;12;15
mix,90,DEAD,207,207,α.prime:13;β.prime:11;α.f:17;β.f:1;β.g:1;α.g:13,,β:1;α:14,1β:1;1α:3;2α:8;3α:2,1;19;18;18,24;23;16;14
mix,91,β,,709,α.prime:13;β.prime:11;β.f:107;α.f:3;β.g:69,β:7,β:109,0β:9;1β:21;2β:17;3β:22,43;50;51;50,24;13;13;13
mix,92,DEAD,185,186,α.prime:13;β.prime:11;α.f:19;β.f:2;α.g:5,α:5,α:6,2α:4;3α:1,0;17;17;16,24;24;14;10
mix,93,β,,738,β.prime:13;α.prime:11;β.f:100;β.g:73;α.f:17;α.g:12,α:7;β:13,β:104;α:13,0β:2;0α:10;1β:24;1α:2;2β:24;3β:23,49;55;50;52,24;11;12;16
mix,94,DEAD,341,342,β.prime:14;α.prime:10;β.f:8;α.f:38;β.g:4;α.g:23,α:5,β:7;α:29,0β:2;1α:11;2α:6;2β:2;3α:6,13;31;25;28,24;19;13;12
mix,95,DEAD,347,347,α.prime:13;β.prime:11;α.f:36;β.f:6;α.g:29;β.g:6,α:7,α:32;β:6,0α:2;1α:2;1β:6;2α:17;3α:8,14;33;24;30,24;18;9;17
mix,96,DEAD,514,514,β.prime:12;α.prime:12;α.f:64;β.f:11;β.g:4;α.g:50,α:10;β:2,β:4;α:61,0β:1;0α:6;1β:3;1α:11;2α:19;3α:14,28;41;42;42,24;17;11;11
mix,97,DEAD,296,297,β.prime:11;α.prime:13;α.f:9;β.f:23;α.g:6;β.g:16,,α:6;β:21,1α:5;1β:4;2β:8;2α:1;3β:4,12;21;24;21,24;19;16;11
mix,98,DEAD,331,331,β.prime:13;α.prime:11;α.f:7;β.f:31;β.g:25,β:4,β:34,1β:7;2β:15;3β:3,13;29;22;23,24;17;9;17
mix,99,DEAD,215,219,α.prime:11;β.prime:13;α.f:22;α.g:10;β.f:2;β.g:1,α:6,α:10;β:1,1α:1;1β:1;2α:7;3α:2,2;21;18;18,24;22;13;11
mix,100,α,,722,α.prime:14;β.prime:10;α.f:110;β.f:8;β.g:2;α.g:91,β:1;α:6,β:3;α:109,0β:2;0α:11;1α:24;2α:27;3α:29,46;57;59;58,24;16;14;16
mix,101,α,,698,α.prime:13;β.prime:11;α.f:112;β.f:3;α.g:76;β.g:2,α:4,α:98;β:2,0α:3;0β:2;1α:28;2α:26;3α:19,46;55;56;57,24;4;7;12
mix,102,α,669,673,β.prime:11;α.prime:13;α.f:99;α.g:71;β.f:6;β.g:4,α:8,α:89;β:4,0α:8;0β:3;1β:1;1α:22;2α:26;3α:15,43;53;55;53,24;12;13;11
mix,103,DEAD,163,164,α.prime:12;β.prime:12;α.f:11;α.g:3;β.f:2;β.g:1,,α:3;β:1,1α:3;2β:1,0;12;15;14,24;24;20;13
mix,104,DEAD,617,617,β.prime:12;α.prime:12;α.f:12;α.g:7;β.f:75;β.g:51,β:2,α:8;β:80,0α:7;0β:1;1β:19;2β:13;3β:18,39;43;45;42,24;10;15;10
mix,105,DEAD,165,165,β.prime:12;α.prime:12;β.f:8;β.g:3;α.f:3;α.g:1,β:2,β:5;α:1,1β:2;1α:1;2β:1,0;12;17;10,24;24;20;13
mix,106,β,,743,α.prime:13;β.prime:11;α.f:2;β.f:109;β.g:84,β:5,β:111,0β:14;1β:20;2β:26;3β:24,43;57;53;59,24;21;16;19
mix,107,DEAD,280,280,α.prime:10;β.prime:14;α.f:11;β.f:21;β.g:13;α.g:6,β:3;α:2,β:17;α:7,1β:2;1α:1;2β:7;2α:5;3β:4,8;25;20;22,24;19;8;13
mix,108,DEAD,238,239,α.prime:12;β.prime:12;β.f:4;α.f:21;α.g:15,α:7,α:17,1α:3;2α:10;3α:2,4;22;19;19,24;21;12;14
mix,109,DEAD,671,671,α.prime:12;β.prime:12;α.f:2;α.g:1;β.f:90;β.g:68,β:4,α:1;β:91,0α:1;0β:13;1β:21;2β:18;3β:16,38;48;49;50,24;22;20;20
mix,110,DEAD,309,309,α.prime:11;β.prime:13;β.f:31;α.f:3;β.g:23,β:5,β:30,1β:14;2β:4;3β:5,11;22;25;23,24;17;23;14
mix,111,DEAD,565,565,β.prime:12;α.prime:12;β.f:9;α.f:75;α.g:58;β.g:2,α:5,α:76;β:2,0α:4;0β:1;1β:1;1α:19;2α:20;3α:15,35;42;45;46,24;12;12;15
mix,112,α,,731,β.prime:11;α.prime:13;α.f:115;β.f:5;β.g:1;α.g:98,α:5,β:1;α:117,0β:1;0α:13;1α:30;2α:23;3α:32,46;58;63;54,24;15;19;11
mix,113,α,,699,α.prime:15;β.prime:9;α.f:111;β.f:5;α.g:80;β.g:2,α:4,α:111;β:2,0α:5;0β:2;1α:25;2α:21;3α:29,44;53;55;56,24;6;12;12
mix,114,DEAD,158,160,α.prime:11;β.prime:13;α.f:13;α.g:2,α:1,α:3,1α:1;2α:1,0;12;15;12,24;24;18;11
mix,115,DEAD,192,194,β.prime:13;α.prime:11;β.f:7;β.g:2;α.f:12;α.g:5,,β:2;α:5,1β:2;2α:3;3α:2,0;18;18;14,24;23;18;9
mix,116,DEAD,402,404,β.prime:14;α.prime:10;α.f:56;β.f:1;β.g:1;α.g:35,α:7,β:1;α:46,0β:1;0α:4;1α:10;2α:17;3α:4,18;33;32;34,24;18;15;16
mix,117,DEAD,365,365,α.prime:12;β.prime:12;β.f:45;β.g:27;α.f:1,β:4,β:40,0β:2;1β:11;2β:11;3β:3,16;24;28;29,24;17;19;18
mix,118,DEAD,197,203,β.prime:13;α.prime:11;α.f:19;β.f:3;α.g:7,,α:7,2α:3;3α:4,0;20;19;14,24;23;14;6
mix,119,α,701,702,β.prime:11;α.prime:13;α.f:110;α.g:84,α:4,α:96,0α:18;1α:19;2α:31;3α:16,44;60;54;60,24;19;11;18
mix,120,α,,729,α.prime:12;β.prime:12;α.f:103;β.f:17;β.g:16;α.g:77,β:7;α:10,β:22;α:97,0β:11;0α:2;1α:19;1β:5;2α:23;3α:33,42;58;58;56,24;17;18;14
mix,121,DEAD,517,517,β.prime:13;α.prime:11;β.f:67;α.f:3;β.g:48,β:5,β:64,0β:3;1β:22;2β:15;3β:8,30;34;41;37,24;11;17;17
mix,122,DEAD,612,614,β.prime:11;α.prime:13;β.f:3;α.f:88;α.g:70;β.g:1,α:7,α:82;β:1,0α:10;0β:1;1α:20;2α:24;3α:16,35;53;49;49,24;18;13;16
mix,123,DEAD,660,663,β.prime:15;α.prime:9;α.f:6;β.f:95;β.g:54;α.g:1,β:3,β:89;α:1,0β:7;0α:1;1β:20;2β:16;3β:11,40;45;46;49,24;9;13;13
mix,124,DEAD,195,196,β.prime:14;α.prime:10;α.f:17;β.f:2;α.g:8,,α:9,1α:3;2α:1;3α:4,0;16;21;14,24;23;18;11
mix,125,α,,710,α.prime:11;β.prime:13;α.f:117;β.f:3;β.g:3;α.g:86,β:2;α:8,β:3;α:116,0β:3;0α:13;1α:20;2α:21;3α:32,40;60;61;49,24;22;15;8
mix,126,DEAD,500,501,β.prime:12;α.prime:12;β.f:64;α.f:4;β.g:46;α.g:1,β:5,α:1;β:60,0β:5;0α:1;1β:17;2β:15;3β:9,28;37;37;37,24;15;16;17
mix,127,α,,720,α.prime:11;β.prime:13;β.f:5;β.g:1;α.f:113;α.g:91,α:8,β:1;α:113,0β:1;0α:7;1α:28;2α:26;3α:30,45;57;60;55,24;7;14;12
mix,128,α,,721,β.prime:12;α.prime:12;β.f:9;α.f:108;α.g:80;β.g:8,α:7,α:98;β:9,0α:5;0β:8;1α:21;2α:32;3α:22,46;57;56;61,24;15;10;17
mix,129,DEAD,531,533,β.prime:9;α.prime:15;β.f:4;α.f:78;α.g:49;β.g:6,α:11;β:3,α:59;β:8,0α:7;1α:13;1β:6;2α:21;3α:8,31;40;44;46,24;15;18;18
mix,130,DEAD,148,148,β.prime:16;α.prime:8;β.f:6;β.g:2,,β:4,2β:2,0;9;13;10,24;24;17;12
mix,131,α,,728,β.prime:12;α.prime:12;α.f:106;β.f:11;β.g:14;α.g:78,α:9;β:4,α:95;β:16,0β:13;0α:2;1α:21;1β:1;2α:27;3α:28,42;60;60;57,24;19;13;12
mix,132,β,,697,α.prime:14;β.prime:10;α.f:20;α.g:15;β.f:92;β.g:53,β:8;α:3,α:17;β:96,0α:5;0β:6;1β:9;1α:10;2β:21;3β:17,43;52;43;52,24;14;13;22
mix,133,DEAD,513,513,β.prime:13;α.prime:11;β.f:60;β.g:41;α.f:10;α.g:2,β:8;α:3,β:64;α:3,0β:3;0α:2;1β:19;2β:11;3β:8,27;36;38;36,24;15;21;17
mix,134,β,,742,β.prime:12;α.prime:12;β.f:116;α.f:2;β.g:78,β:5,β:118,0β:16;1β:21;2β:14;3β:27,44;54;53;49,24;18;11;10
mix,135,DEAD,676,676,α.prime:12;β.prime:12;β.f:87;β.g:61;α.f:10;α.g:4,α:2;β:4,β:89;α:5,0β:6;0α:4;1β:17;2β:20;3β:18,40;52;46;48,24;17;7;15
mix,136,β,,744,β.prime:12;α.prime:12;β.f:110;β.g:80;α.f:5;α.g:1,β:6,β:112;α:1,0β:15;0α:1;1β:16;2β:21;3β:28,43;55;57;52,24;21;12;10
mix,137,DEAD,168,168,β.prime:12;α.prime:12;α.f:7;α.g:3;β.f:6;β.g:1,,α:3;β:3,1α:1;2α:2;2β:1,0;14;14;13,24;24;19;13
mix,138,DEAD,483,483,α.prime:12;β.prime:12;β.f:6;α.f:62;β.g:3;α.g:51,α:5,β:3;α:55,0β:3;0α:2;1α:18;2α:21;3α:10,25;41;38;42,24;16;15;16
mix,139,DEAD,156,159,β.prime:13;α.prime:11;α.f:8;β.f:2;β.g:1;α.g:2,,β:1;α:3,1β:1;2α:1;3α:1,0;13;14;10,24;24;17;12
mix,140,DEAD,219,224,α.prime:13;β.prime:11;β.f:4;β.g:2;α.f:21;α.g:8,α:2,β:2;α:11,1β:2;1α:1;2α:6;3α:1,3;20;18;18,24;22;14;12
mix,141,α,,720,α.prime:11;β.prime:13;α.f:115;β.f:4;α.g:91,α:8,β:1;α:111,0α:6;1α:30;2α:27;3α:28,47;54;59;59,24;6;15;13
mix,142,DEAD,340,340,β.prime:13;α.prime:11;α.f:42;β.f:1;β.g:1;α.g:30,α:5,α:34;β:1,1β:1;1α:14;2α:12;3α:4,14;26;29;29,24;19;19;18
mix,143,β,,703,β.prime:12;α.prime:12;α.f:9;α.g:2;β.f:102;β.g:67,β:6,α:2;β:108,0α:2;0β:8;1β:24;2β:22;3β:13,46;51;46;53,24;10;10;19
mix,144,DEAD,167,168,α.prime:13;β.prime:11;α.f:4;α.g:1;β.f:7;β.g:4,,α:1;β:4,1α:1;1β:1;2β:2;3β:1,0;13;15;12,24;24;18;13
mix,145,α,,712,β.prime:12;α.prime:12;α.f:114;β.f:4;α.g:87,α:8,α:110,0α:16;1α:19;2α:31;3α:21,41;62;54;58,24;21;9;19
mix,146,β,,743,α.prime:12;β.prime:12;α.f:3;β.f:109;β.g:80,β:3,β:108,0β:17;1β:18;2β:22;3β:23,44;54;56;55,24;20;15;15
mix,147,DEAD,530,531,α.prime:13;β.prime:11;α.f:76;β.f:5;β.g:3;α.g:48,α:8,β:5;α:65,0β:3;1α:18;2α:19;3α:11,30;41;42;43,24;11;11;15
mix,148,α,,724,α.prime:12;β.prime:12;β.f:3;α.f:116;α.g:92;β.g:1,α:5,α:110;β:1,0α:6;0β:1;1α:30;2α:30;3α:26,47;58;58;58,24;8;9;12
mix,149,DEAD,393,393,β.prime:12;α.prime:12;α.f:8;α.g:2;β.f:40;β.g:32,β:5,α:2;β:42,0α:2;1β:10;2β:16;3β:6,18;30;26;32,24;16;14;17
mix,150,DEAD,591,594,α.prime:13;β.prime:11;α.f:74;β.f:15;α.g:50;β.g:13,β:3;α:7,α:63;β:16,0α:4;0β:6;1α:12;1β:7;2α:19;3α:15,35;46;49;46,24;17;13;9
harvest,1,α,,762,α.prime:11;β.prime:13;β.f:21;α.f:210,α:3,β:10;α:90,,47;64;63;61,24;14;9;2
harvest,2,β,,815,α.prime:13;β.prime:11;α.f:19;β.f:211,,α:7;β:104,,52;60;68;60,24;15;17;11
harvest,3,α,,760,β.prime:12;α.prime:12;β.f:4;α.f:227,α:4,α:101;β:1,,48;64;64;63,24;15;9;4
harvest,4,α,,767,β.prime:11;α.prime:13;α.f:219;β.f:14,α:3,α:93;β:6,,50;64;62;64,24;14;8;7
harvest,5,DEAD,548,548,α.prime:9;β.prime:15;β.f:16;α.f:137,α:5,α:58;β:7,,30;46;44;42,24;17;13;10
harvest,6,α,,772,α.prime:12;β.prime:12;α.f:173;β.f:57,α:9;β:1,β:32;α:69,,50;59;65;64,24;14;15;10
harvest,7,DEAD,467,467,β.prime:12;α.prime:12;β.f:17;α.f:104,α:4,β:11;α:43,,24;40;40;38,24;17;10;10
harvest,8,DEAD,309,309,β.prime:14;α.prime:10;α.f:60;β.f:12,α:2,α:20;β:6,,11;25;26;25,24;21;17;10
harvest,9,α,,770,β.prime:12;α.prime:12;β.f:50;α.f:178,α:6,β:31;α:69,,48;64;62;66,24;15;10;8
harvest,10,α,,765,β.prime:13;α.prime:11;α.f:212;β.f:17,α:7,α:91;β:11,,48;62;66;63,24;17;11;8
harvest,11,α,,768,α.prime:12;β.prime:12;α.f:217;β.f:16,β:1;α:7,β:11;α:92,,48;64;64;64,24;14;13;11
harvest,12,α,,773,β.prime:12;α.prime:12;α.f:193;β.f:43,α:14,α:75;β:29,,50;65;61;64,24;12;9;12
harvest,13,α,,769,α.prime:12;β.prime:12;β.f:17;α.f:218,α:2,α:91;β:11,,49;65;60;66,24;10;7;11
harvest,14,α,,777,α.prime:14;β.prime:10;α.f:195;β.f:39,α:8,α:86;β:21,,48;64;64;64,24;9;10;10
harvest,15,β,,790,α.prime:11;β.prime:13;α.f:79;β.f:148,α:3,α:28;β:90,,50;62;67;57,24;13;13;17
harvest,16,DEAD,225,226,α.prime:12;β.prime:12;α.f:38;β.f:8,,β:4;α:7,,3;21;18;17,24;22;14;11
harvest,17,DEAD,534,534,α.prime:11;β.prime:13;β.f:18;α.f:129,α:6,α:54;β:9,,30;42;47;44,24;13;14;10
harvest,18,DEAD,294,294,β.prime:10;α.prime:14;β.f:50;α.f:7,,β:28,,8;26;25;19,24;19;15;11
harvest,19,α,,769,β.prime:13;α.prime:11;β.f:40;α.f:190,α:5,β:19;α:84,,48;64;63;63,24;16;6;7
harvest,20,α,,766,α.prime:12;β.prime:12;α.f:232;β.f:4,α:2,α:103,,50;63;64;62,24;14;10;3
harvest,21,α,,769,β.prime:14;α.prime:10;β.f:26;α.f:208,α:3,α:95;β:8,,50;62;64;64,24;9;8;10
harvest,22,DEAD,670,671,β.prime:9;α.prime:15;β.f:7;α.f:193,α:3,β:4;α:79,,42;56;55;55,24;14;9;7
harvest,23,DEAD,706,706,β.prime:11;α.prime:13;β.f:16;α.f:189,α:3,β:9;α:82,,43;57;59;57,24;14;8;7
harvest,24,DEAD,733,733,α.prime:11;β.prime:13;α.f:177;β.f:37,α:7,α:74;β:19,,46;58;62;61,24;14;16;8
harvest,25,α,,768,β.prime:12;α.prime:12;α.f:213;β.f:21,α:5,β:14;α:95,,50;62;66;62,24;18;16;7
harvest,26,DEAD,367,367,β.prime:12;α.prime:12;α.f:14;β.f:68,,β:34;α:2,,14;32;29;26,24;18;11;10
harvest,27,α,,773,β.prime:11;α.prime:13;β.f:52;α.f:179,α:7;β:1,β:23;α:78,,48;63;62;66,24;14;14;11
harvest,28,α,,768,β.prime:12;α.prime:12;α.f:193;β.f:39,α:6,β:19;α:84,,49;61;63;63,24;13;11;9
harvest,29,α,,754,β.prime:14;α.prime:10;α.f:181;β.f:39,α:6,β:23;α:74,,48;60;62;62,24;15;12;10
harvest,30,α,,786,α.prime:12;β.prime:12;β.f:84;α.f:149,α:8;β:1,β:53;α:54,,50;64;64;62,24;12;17;7
harvest,31,DEAD,,739,α.prime:13;β.prime:11;α.f:122;β.f:82,α:8,α:40;β:60,,47;61;58;57,24;14;9;16
harvest,32,DEAD,391,391,α.prime:12;β.prime:12;β.f:31;α.f:69,α:2,β:12;α:26,,18;32;32;30,24;16;15;8
harvest,33,β,,812,β.prime:14;α.prime:10;β.f:232;α.f:1,,β:117,,51;63;65;60,24;16;19;18
harvest,34,DEAD,292,292,β.prime:13;α.prime:11;β.f:41;α.f:15,,β:22;α:5,,8;28;22;20,24;20;15;13
harvest,35,α,,767,β.prime:14;α.prime:10;β.f:13;α.f:220,α:5,β:6;α:97,,49;63;64;64,24;13;7;8
harvest,36,DEAD,287,287,α.prime:12;β.prime:12;β.f:51;α.f:4,,β:26,,8;26;21;20,24;20;15;7
harvest,37,β,,803,β.prime:13;α.prime:11;β.f:214;α.f:12,,β:113;α:2,,53;62;59;64,24;17;13;21
harvest,38,β,,781,β.prime:13;α.prime:11;β.f:202;α.f:15,α:2,α:5;β:104,,50;60;60;63,24;10;12;17
harvest,39,β,,794,α.prime:12;β.prime:12;α.f:72;β.f:156,α:3,α:23;β:93,,51;63;63;62,24;12;14;21
harvest,40,α,,761,β.prime:12;α.prime:12;α.f:222;β.f:8,α:3,β:3;α:99,,48;65;61;66,24;12;7;5
harvest,41,DEAD,487,487,α.prime:12;β.prime:12;α.f:133;β.f:5,α:1,β:2;α:50,,26;40;40;41,24;16;9;12
harvest,42,β,,822,β.prime:13;α.prime:11;β.f:227;α.f:5,,β:114;α:1,,50;64;65;61,24;14;14;15
harvest,43,DEAD,352,355,β.prime:11;α.prime:13;α.f:80;β.f:11,α:2,α:28;β:3,,14;30;30;28,24;18;12;5
harvest,44,DEAD,416,416,β.prime:14;α.prime:10;β.f:7;α.f:105,α:1,β:4;α:37,,18;35;35;33,24;17;8;5
harvest,45,α,,754,β.prime:11;α.prime:13;α.f:223;β.f:4,α:2,α:102,,48;63;61;63,24;7;3;9
harvest,46,DEAD,404,404,α.prime:12;β.prime:12;β.f:76;α.f:19,α:1,β:38;α:6,,18;38;29;26,24;18;13;9
harvest,47,β,,813,β.prime:12;α.prime:12;α.f:14;β.f:219,,β:111;α:5,,51;65;62;62,24;16;15;20
harvest,48,α,,767,β.prime:14;α.prime:10;α.f:219;β.f:15,α:3,β:5;α:101,,50;62;64;64,24;13;11;8
harvest,49,DEAD,548,553,α.prime:13;β.prime:11;β.f:3;α.f:156,α:4,β:1;α:62,,32;46;46;43,24;14;7;8
harvest,50,DEAD,563,563,β.prime:11;α.prime:13;α.f:154;β.f:7,α:2,α:63;β:3,,32;48;46;45,24;17;13;8
harvest,51,DEAD,493,493,α.prime:12;β.prime:12;α.f:114;β.f:19,α:5,α:46;β:11,,27;39;42;38,24;14;11;9
harvest,52,α,,764,α.prime:12;β.prime:12;α.f:223;β.f:9,α:2,α:99;β:3,,48;66;62;64,24;13;9;11
harvest,53,DEAD,533,533,α.prime:13;β.prime:11;α.f:128;β.f:20,α:3,α:47;β:13,,28;44;44;44,24;15;10;9
harvest,54,β,,819,α.prime:11;β.prime:13;β.f:221;α.f:11,β:1,β:108;α:6,,51;65;64;60,24;16;21;18
harvest,55,DEAD,633,633,α.prime:11;β.prime:13;α.f:135;β.f:45,α:3,β:20;α:59,,36;52;52;50,24;14;12;11
harvest,56,DEAD,360,360,α.prime:13;β.prime:11;α.f:86;β.f:7,α:6,α:30;β:4,,16;28;32;27,24;17;13;8
harvest,57,β,,811,β.prime:11;α.prime:13;β.f:223;α.f:6,,α:3;β:112,,52;62;64;60,24;16;20;17
harvest,58,DEAD,511,511,α.prime:12;β.prime:12;β.f:10;α.f:131,α:2,α:56;β:3,,28;42;44;40,24;17;13;5
harvest,59,β,,808,α.prime:13;β.prime:11;β.f:208;α.f:26,,α:7;β:110,,52;68;62;58,24;13;15;15
harvest,60,α,,766,β.prime:13;α.prime:11;α.f:217;β.f:13,α:6,β:7;α:94,,48;64;65;62,24;9;8;5
harvest,61,β,,803,β.prime:13;α.prime:11;α.f:6;β.f:217,,β:109;α:1,,53;61;62;63,24;12;12;13
harvest,62,α,,774,α.prime:12;β.prime:12;α.f:170;β.f:62,α:13,α:71;β:35,,47;64;65;62,24;14;16;12
harvest,63,DEAD,585,585,α.prime:11;β.prime:13;α.f:156;β.f:10,α:6,β:3;α:68,,35;49;46;49,24;13;10;12
harvest,64,DEAD,522,522,α.prime:13;β.prime:11;α.f:109;β.f:32,α:3,α:38;β:22,,26;43;45;40,24;20;17;11
harvest,65,α,,770,α.prime:12;β.prime:12;α.f:201;β.f:31,α:3,β:16;α:89,,48;63;65;64,24;18;9;9
harvest,66,α,,770,β.prime:10;α.prime:14;α.f:220;β.f:16,α:5,β:11;α:97,,52;60;64;64,24;12;15;7
harvest,67,β,,800,α.prime:12;β.prime:12;α.f:48;β.f:183,α:5,β:103;α:14,,52;63;62;60,24;12;13;19
harvest,68,DEAD,746,747,α.prime:10;β.prime:14;α.f:185;β.f:34,α:6,β:15;α:80,,46;62;62;61,24;18;13;7
harvest,69,DEAD,443,443,β.prime:11;α.prime:13;α.f:5;β.f:100,,β:45;α:1,,20;38;34;30,24;18;13;10
harvest,70,α,,764,α.prime:10;β.prime:14;β.f:7;α.f:228,α:5,β:4;α:104,,52;60;66;61,24;11;14;8
harvest,71,α,,764,β.prime:12;α.prime:12;β.f:11;α.f:221,α:4,β:6;α:103,,51;63;60;66,24;13;14;13
harvest,72,DEAD,502,503,β.prime:12;α.prime:12;β.f:11;α.f:128,α:5,α:47;β:8,,26;42;42;40,24;16;14;7
harvest,73,DEAD,666,667,α.prime:11;β.prime:13;α.f:189;β.f:7,α:4,α:79;β:3,,40;54;56;55,24;15;12;7
harvest,74,DEAD,698,698,α.prime:11;β.prime:13;β.f:13;α.f:193,α:3,β:8;α:79,,41;59;56;58,24;17;12;11
harvest,75,α,,764,α.prime:12;β.prime:12;α.f:229;β.f:4,α:3,β:3;α:101,,50;62;64;64,24;13;5;6
harvest,76,β,,799,β.prime:13;α.prime:11;β.f:181;α.f:43,,β:96;α:16,,50;64;61;64,24;13;16;22
harvest,77,α,,766,β.prime:13;α.prime:11;β.f:16;α.f:216,α:4,β:8;α:92,,50;62;64;63,24;14;10;5
harvest,78,α,,764,β.prime:11;α.prime:13;α.f:209;β.f:22,α:6,β:8;α:94,,48;63;64;64,24;12;6;5
harvest,79,α,,781,β.prime:11;α.prime:13;α.f:201;β.f:37,α:5,α:87;β:18,,48;63;65;64,24;16;9;10
harvest,80,β,,819,β.prime:12;α.prime:12;β.f:220;α.f:9,α:1,β:106;α:2,,52;64;60;64,24;14;12;16
harvest,81,α,,764,β.prime:12;α.prime:12;β.f:26;α.f:207,α:5,α:89;β:16,,48;64;62;63,24;18;9;8
harvest,82,α,,764,β.prime:10;α.prime:14;α.f:231;β.f:2,α:2,β:2;α:100,,48;64;62;66,24;9;10;7
harvest,83,α,,767,β.prime:11;α.prime:13;β.f:14;α.f:222,α:4,α:102;β:6,,50;63;64;63,24;13;12;6
harvest,84,DEAD,,756,β.prime:10;α.prime:14;β.f:8;α.f:219,α:3,α:92;β:5,,48;61;65;62,24;15;14;6
harvest,85,DEAD,485,485,β.prime:13;α.prime:11;α.f:19;β.f:100,,α:6;β:49,,24;42;38;36,24;15;12;15
harvest,86,α,,758,α.prime:13;β.prime:11;β.f:11;α.f:215,α:3,β:4;α:96,,50;62;62;65,24;14;7;7
harvest,87,DEAD,474,474,α.prime:10;β.prime:14;α.f:114;β.f:15,α:3,β:10;α:40,,22;40;38;41,24;20;12;12
