start,eps,m,seed,dom,alive,n_applies,mut_α,mut_β,mut_γ,mut_δ
γ,0.01,50,19,α,22,10808,11,104,79,118
γ,0.01,50,20,α,24,10808,15,104,97,93
γ,0.01,50,21,α,24,10808,16,91,97,87
γ,0.01,50,22,DEAD,0,848,0,1,0,2
γ,0.01,50,23,DEAD,0,298,0,1,0,2
γ,0.01,50,24,γ,24,10808,15,79,104,86
γ,0.01,50,25,α,23,10808,9,96,93,95
γ,0.01,50,26,DEAD,0,8402,10,62,74,72
γ,0.01,50,27,β,24,10808,15,88,93,81
γ,0.01,50,28,DEAD,0,3658,8,26,37,30
γ,0.01,50,29,α,24,10808,15,92,91,78
γ,0.01,50,30,DEAD,0,548,0,1,0,3
γ,0.03,6,1,DEAD,0,6092,19,123,100,116
γ,0.03,6,2,α,16,10800,30,176,186,216
γ,0.03,6,3,α,24,10800,26,203,209,209
γ,0.03,6,4,β,19,10782,39,190,184,197
γ,0.03,6,5,DEAD,0,7267,14,161,142,138
γ,0.03,6,6,α,22,10800,30,208,197,212
γ,0.03,6,7,α,20,10800,35,179,203,221
γ,0.03,6,8,α,19,10800,27,223,211,192
γ,0.03,6,9,DEAD,0,3527,12,71,61,74
γ,0.03,6,10,α,18,10800,28,196,193,205
γ,0.03,6,11,α,17,10800,34,198,213,236
γ,0.03,6,12,α,20,10800,32,206,205,208
γ,0.03,6,13,β,22,10788,40,230,191,223
γ,0.03,6,14,DEAD,0,1191,9,23,19,14
γ,0.03,6,15,γ,22,10800,32,173,185,233
γ,0.03,6,16,α,22,10800,33,191,193,211
γ,0.03,6,17,α,18,10800,34,195,193,209
γ,0.03,6,18,DEAD,0,9505,33,187,174,199
γ,0.03,6,19,γ,19,10800,35,211,190,239
γ,0.03,6,20,α,17,10800,28,203,188,234
γ,0.03,6,21,α,18,10800,40,197,204,233
γ,0.03,6,22,α,20,10800,32,201,206,218
γ,0.03,6,23,α,16,10800,33,198,208,213
γ,0.03,6,24,DEAD,0,5587,21,93,111,104
γ,0.03,6,25,α,17,10800,29,168,228,231
γ,0.03,6,26,α,15,10800,24,196,206,204
γ,0.03,6,27,α,18,10800,39,184,206,201
γ,0.03,6,28,DEAD,0,4856,16,87,89,87
γ,0.03,6,29,α,17,10794,30,188,195,232
γ,0.03,6,30,γ,20,10782,29,188,164,214
γ,0.03,12,1,α,23,10798,52,209,239,236
γ,0.03,12,2,β,21,10798,41,238,223,242
γ,0.03,12,3,β,23,10690,38,201,213,237
γ,0.03,12,4,β,22,10798,37,244,222,268
γ,0.03,12,5,DEAD,0,1530,6,31,21,35
γ,0.03,12,6,α,23,10798,43,233,205,210
γ,0.03,12,7,α,23,10798,35,220,219,257
γ,0.03,12,8,β,23,10798,33,236,254,244
γ,0.03,12,9,α,21,10798,40,222,225,241
γ,0.03,12,10,DEAD,0,616,6,15,7,15
γ,0.03,12,11,β,22,10798,38,207,198,241
γ,0.03,12,12,β,22,10798,47,260,240,253
γ,0.03,12,13,α,21,10774,50,229,213,247
γ,0.03,12,14,α,22,10798,47,201,235,252
γ,0.03,12,15,α,19,10798,44,210,236,257
γ,0.03,12,16,γ,22,10798,49,238,233,274
γ,0.03,12,17,α,21,10798,38,224,212,237
γ,0.03,12,18,α,19,10798,46,212,249,243
γ,0.03,12,19,α,19,10798,38,217,218,231
γ,0.03,12,20,DEAD,0,3227,13,68,65,66
γ,0.03,12,21,α,22,10798,32,229,222,264
γ,0.03,12,22,α,16,10798,42,211,229,251
γ,0.03,12,23,DEAD,0,6148,18,110,112,149
γ,0.03,12,24,DEAD,0,7576,34,150,168,171
γ,0.03,12,25,β,24,10798,39,229,221,235
γ,0.03,12,26,α,22,10798,49,243,225,222
γ,0.03,12,27,α,24,10798,38,225,235,234
γ,0.03,12,28,DEAD,0,4148,17,83,71,103
γ,0.03,12,29,α,23,10798,32,223,237,239
γ,0.03,12,30,β,24,10798,49,228,228,257
γ,0.03,25,1,α,23,10811,39,215,241,276
γ,0.03,25,2,DEAD,0,7123,27,154,146,166
γ,0.03,25,3,DEAD,0,660,2,6,5,7
γ,0.03,25,4,α,24,10811,41,236,225,271
γ,0.03,25,5,α,24,10811,51,226,241,253
γ,0.03,25,6,α,24,10811,41,250,242,254
γ,0.03,25,7,α,23,10811,48,228,219,276
γ,0.03,25,8,DEAD,0,1841,6,37,45,36
γ,0.03,25,9,α,22,10811,48,250,241,281
γ,0.03,25,10,DEAD,0,8618,42,169,172,170
γ,0.03,25,11,α,23,10811,28,238,223,280
γ,0.03,25,12,α,23,10811,46,216,236,240
γ,0.03,25,13,γ,23,10761,49,217,246,230
γ,0.03,25,14,DEAD,0,934,4,13,18,11
γ,0.03,25,15,α,23,10811,37,225,250,262
γ,0.03,25,16,DEAD,0,7312,33,152,145,190
γ,0.03,25,17,DEAD,0,674,0,5,1,3
γ,0.03,25,18,β,24,10811,36,250,242,273
γ,0.03,25,19,α,23,10811,57,243,225,252
γ,0.03,25,20,DEAD,0,3993,16,73,88,93
γ,0.03,25,21,α,21,10811,48,236,246,280
γ,0.03,25,22,α,24,10811,51,223,248,275
γ,0.03,25,23,DEAD,0,1957,6,36,32,38
γ,0.03,25,24,α,21,10811,36,228,223,270
γ,0.03,25,25,β,24,10811,44,226,244,263
γ,0.03,25,26,β,24,10811,53,240,245,263
γ,0.03,25,27,α,23,10811,48,203,243,277
γ,0.03,25,28,DEAD,0,7942,38,154,177,179
γ,0.03,25,29,DEAD,0,729,1,14,7,17
γ,0.03,25,30,DEAD,0,5151,22,105,103,121
γ,0.03,50,1,α,24,10808,63,249,242,266
γ,0.03,50,2,α,24,10758,65,202,212,246
γ,0.03,50,3,DEAD,0,1911,11,34,34,44
γ,0.03,50,4,α,24,10708,51,238,239,239
γ,0.03,50,5,α,24,10808,32,256,254,290
γ,0.03,50,6,α,24,10808,46,248,262,248
γ,0.03,50,7,DEAD,0,4666,25,106,84,123
γ,0.03,50,8,α,24,10758,56,243,230,272
γ,0.03,50,9,α,23,10808,71,259,253,289
γ,0.03,50,10,DEAD,0,7512,31,155,148,167
γ,0.03,50,11,DEAD,0,1433,6,31,28,29
γ,0.03,50,12,β,24,10758,37,218,205,254
γ,0.03,50,13,α,24,10708,51,231,223,271
γ,0.03,50,14,α,24,10558,46,229,221,257
γ,0.03,50,15,DEAD,0,7231,21,147,135,157
γ,0.03,50,16,α,23,10808,38,212,245,289
γ,0.03,50,17,α,24,10808,43,261,233,279
γ,0.03,50,18,DEAD,0,2932,11,61,54,62
γ,0.03,50,19,DEAD,0,2161,8,37,34,58
γ,0.03,50,20,DEAD,0,5523,23,102,108,114
γ,0.03,50,21,α,24,10808,48,253,264,271
γ,0.03,50,22,DEAD,0,7568,41,176,142,178
γ,0.03,50,23,α,24,10808,44,249,236,247
γ,0.03,50,24,DEAD,0,6644,31,159,154,176
γ,0.03,50,25,DEAD,0,7367,34,159,172,163
γ,0.03,50,26,DEAD,0,7192,34,143,121,144
γ,0.03,50,27,DEAD,0,4434,15,89,84,97
γ,0.03,50,28,α,24,10808,47,258,236,272
γ,0.03,50,29,α,23,10808,49,259,238,260
γ,0.03,50,30,α,24,10808,56,253,194,231
