glyph,arm,cad,seed,outcome,alive,active,qmarks,copiers,matter_events,total_events,exact
α,f3,1,1,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,2,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,3,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,4,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,5,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,6,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,7,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,8,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,9,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,10,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,11,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,12,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,13,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,14,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,15,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,16,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,17,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,18,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,19,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,20,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,21,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,22,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,23,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,24,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,25,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,26,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,27,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,28,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,29,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,30,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,31,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,32,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,33,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,34,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,35,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,36,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,37,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,38,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,39,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,40,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,41,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,42,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,43,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,44,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,45,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,46,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,47,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,48,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,49,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,50,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,51,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,52,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,53,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,54,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,55,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,56,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,57,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,58,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,59,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,60,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,61,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,62,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,63,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,64,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,65,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,66,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,67,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,68,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,69,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,70,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,71,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,72,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,73,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,74,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,75,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,76,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,77,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,78,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,79,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,80,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,81,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,82,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,83,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,84,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,85,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,86,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,87,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,88,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,89,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,90,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,91,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,92,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,93,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,94,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,95,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,96,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,97,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,98,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,99,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,100,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,101,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,102,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,103,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,104,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,105,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,106,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,107,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,108,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,109,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,110,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,111,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,112,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,113,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,114,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,115,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,116,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,117,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,118,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,119,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,120,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,121,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,122,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,123,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,124,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,125,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,126,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,127,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,128,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,129,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,130,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,131,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,132,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,133,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,134,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,135,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,136,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,137,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,138,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,139,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,140,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,141,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,142,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,143,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,144,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,145,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,146,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,147,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,148,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,149,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,150,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,151,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,152,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,153,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,154,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,155,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,156,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,157,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,158,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,159,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,160,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,161,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,162,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,163,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,164,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,165,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,166,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,167,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,168,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,169,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,170,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,171,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,172,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,173,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,174,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,175,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,176,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,177,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,178,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,179,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,180,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,181,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,182,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,183,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,184,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,185,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,186,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,187,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,188,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,189,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,190,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,191,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,192,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,193,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,194,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,195,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,196,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,197,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,198,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,199,REPAIR,6,6,0,0,1603,1603,True
α,f3,1,200,REPAIR,6,6,0,0,1603,1603,True
α,f4none,1,1,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,2,DIED,0,0,1,0,402,402,True
α,f4none,1,3,DIED,0,0,1,0,803,803,True
α,f4none,1,4,DIED,1,0,1,0,1203,1203,True
α,f4none,1,5,DIED,0,0,1,0,803,803,True
α,f4none,1,6,DIED,0,0,1,0,803,803,True
α,f4none,1,7,DIED,0,0,1,0,402,402,True
α,f4none,1,8,DIED,1,0,1,0,1203,1203,True
α,f4none,1,9,DIED,0,0,1,0,803,803,True
α,f4none,1,10,DIED,1,0,1,0,1203,1203,True
α,f4none,1,11,DIED,1,0,1,0,1203,1203,True
α,f4none,1,12,DIED,0,0,1,0,803,803,True
α,f4none,1,13,DIED,0,0,1,0,803,803,True
α,f4none,1,14,DIED,1,0,1,0,1203,1203,True
α,f4none,1,15,DIED,0,0,1,0,803,803,True
α,f4none,1,16,DIED,0,0,1,0,402,402,True
α,f4none,1,17,DIED,0,0,1,0,803,803,True
α,f4none,1,18,DIED,0,0,1,0,402,402,True
α,f4none,1,19,DIED,0,0,1,0,803,803,True
α,f4none,1,20,DIED,0,0,1,0,402,402,True
α,f4none,1,21,DIED,0,0,1,0,803,803,True
α,f4none,1,22,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,23,DIED,0,0,1,0,402,402,True
α,f4none,1,24,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,25,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,26,DIED,0,0,1,0,402,402,True
α,f4none,1,27,DIED,0,0,1,0,803,803,True
α,f4none,1,28,DIED,0,0,1,0,803,803,True
α,f4none,1,29,DIED,0,0,1,0,803,803,True
α,f4none,1,30,DIED,0,0,1,0,402,402,True
α,f4none,1,31,DIED,0,0,1,0,402,402,True
α,f4none,1,32,DIED,0,0,1,0,803,803,True
α,f4none,1,33,DIED,0,0,1,0,402,402,True
α,f4none,1,34,DIED,0,0,1,0,402,402,True
α,f4none,1,35,DIED,0,0,1,0,402,402,True
α,f4none,1,36,DIED,0,0,1,0,402,402,True
α,f4none,1,37,DIED,0,0,1,0,402,402,True
α,f4none,1,38,DIED,1,0,1,0,1203,1203,True
α,f4none,1,39,DIED,1,0,1,0,1203,1203,True
α,f4none,1,40,DIED,0,0,1,0,803,803,True
α,f4none,1,41,DIED,1,0,1,0,1203,1203,True
α,f4none,1,42,DIED,0,0,1,0,402,402,True
α,f4none,1,43,DIED,0,0,1,0,803,803,True
α,f4none,1,44,DIED,0,0,1,0,402,402,True
α,f4none,1,45,DIED,1,0,1,0,1203,1203,True
α,f4none,1,46,DIED,0,0,1,0,402,402,True
α,f4none,1,47,DIED,0,0,1,0,402,402,True
α,f4none,1,48,DIED,0,0,1,0,402,402,True
α,f4none,1,49,DIED,0,0,1,0,402,402,True
α,f4none,1,50,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,51,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,52,DIED,0,0,1,0,402,402,True
α,f4none,1,53,DIED,1,0,1,0,1203,1203,True
α,f4none,1,54,DIED,0,0,1,0,402,402,True
α,f4none,1,55,DIED,0,0,1,0,402,402,True
α,f4none,1,56,DIED,0,0,1,0,402,402,True
α,f4none,1,57,DIED,0,0,1,0,402,402,True
α,f4none,1,58,DIED,0,0,1,0,803,803,True
α,f4none,1,59,DIED,0,0,1,0,402,402,True
α,f4none,1,60,DIED,0,0,1,0,402,402,True
α,f4none,1,61,DIED,0,0,1,0,402,402,True
α,f4none,1,62,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,63,DIED,0,0,1,0,402,402,True
α,f4none,1,64,DIED,0,0,1,0,803,803,True
α,f4none,1,65,DIED,0,0,1,0,402,402,True
α,f4none,1,66,DIED,0,0,1,0,803,803,True
α,f4none,1,67,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,68,DIED,0,0,1,0,402,402,True
α,f4none,1,69,DIED,0,0,1,0,402,402,True
α,f4none,1,70,DIED,0,0,1,0,402,402,True
α,f4none,1,71,DIED,0,0,1,0,402,402,True
α,f4none,1,72,DIED,1,0,1,0,1203,1203,True
α,f4none,1,73,DIED,0,0,1,0,402,402,True
α,f4none,1,74,DIED,1,0,1,0,1203,1203,True
α,f4none,1,75,DIED,0,0,1,0,803,803,True
α,f4none,1,76,DIED,1,0,1,0,1203,1203,True
α,f4none,1,77,DIED,0,0,1,0,803,803,True
α,f4none,1,78,DIED,0,0,1,0,402,402,True
α,f4none,1,79,DIED,0,0,1,0,803,803,True
α,f4none,1,80,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,81,DIED,0,0,1,0,402,402,True
α,f4none,1,82,DIED,0,0,1,0,803,803,True
α,f4none,1,83,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,84,DIED,1,0,1,0,1203,1203,True
α,f4none,1,85,DIED,1,0,1,0,1203,1203,True
α,f4none,1,86,DIED,0,0,1,0,402,402,True
α,f4none,1,87,DIED,0,0,1,0,803,803,True
α,f4none,1,88,DIED,1,0,1,0,1203,1203,True
α,f4none,1,89,DIED,0,0,1,0,402,402,True
α,f4none,1,90,DIED,0,0,1,0,803,803,True
α,f4none,1,91,DIED,0,0,1,0,402,402,True
α,f4none,1,92,DIED,0,0,1,0,402,402,True
α,f4none,1,93,DIED,0,0,1,0,402,402,True
α,f4none,1,94,DIED,0,0,1,0,402,402,True
α,f4none,1,95,DIED,0,0,1,0,803,803,True
α,f4none,1,96,DIED,1,0,1,0,1203,1203,True
α,f4none,1,97,DIED,0,0,1,0,402,402,True
α,f4none,1,98,DIED,0,0,1,0,402,402,True
α,f4none,1,99,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,100,DIED,0,0,1,0,803,803,True
α,f4none,1,101,DIED,0,0,1,0,402,402,True
α,f4none,1,102,DIED,0,0,1,0,803,803,True
α,f4none,1,103,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,104,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,105,DIED,0,0,1,0,803,803,True
α,f4none,1,106,DIED,0,0,1,0,402,402,True
α,f4none,1,107,DIED,0,0,1,0,402,402,True
α,f4none,1,108,DIED,0,0,1,0,402,402,True
α,f4none,1,109,DIED,0,0,1,0,402,402,True
α,f4none,1,110,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,111,DIED,0,0,1,0,402,402,True
α,f4none,1,112,DIED,0,0,1,0,402,402,True
α,f4none,1,113,DIED,0,0,1,0,402,402,True
α,f4none,1,114,DIED,0,0,1,0,803,803,True
α,f4none,1,115,DIED,0,0,1,0,803,803,True
α,f4none,1,116,DIED,0,0,1,0,402,402,True
α,f4none,1,117,DIED,0,0,1,0,402,402,True
α,f4none,1,118,DIED,0,0,1,0,803,803,True
α,f4none,1,119,DIED,0,0,1,0,402,402,True
α,f4none,1,120,DIED,0,0,1,0,402,402,True
α,f4none,1,121,DIED,0,0,1,0,803,803,True
α,f4none,1,122,DIED,0,0,1,0,402,402,True
α,f4none,1,123,DIED,0,0,1,0,402,402,True
α,f4none,1,124,DIED,0,0,1,0,803,803,True
α,f4none,1,125,DIED,0,0,1,0,402,402,True
α,f4none,1,126,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,127,DIED,0,0,1,0,402,402,True
α,f4none,1,128,DIED,0,0,1,0,803,803,True
α,f4none,1,129,DIED,0,0,1,0,402,402,True
α,f4none,1,130,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,131,DIED,0,0,1,0,402,402,True
α,f4none,1,132,DIED,0,0,1,0,402,402,True
α,f4none,1,133,DIED,1,0,1,0,1203,1203,True
α,f4none,1,134,DIED,0,0,1,0,402,402,True
α,f4none,1,135,DIED,1,0,1,0,1203,1203,True
α,f4none,1,136,DIED,0,0,1,0,402,402,True
α,f4none,1,137,DIED,0,0,1,0,402,402,True
α,f4none,1,138,DIED,0,0,1,0,803,803,True
α,f4none,1,139,DIED,1,0,1,0,1203,1203,True
α,f4none,1,140,DIED,0,0,1,0,803,803,True
α,f4none,1,141,DIED,0,0,1,0,803,803,True
α,f4none,1,142,DIED,0,0,1,0,402,402,True
α,f4none,1,143,DIED,0,0,1,0,803,803,True
α,f4none,1,144,DIED,1,0,1,0,1203,1203,True
α,f4none,1,145,DIED,0,0,1,0,803,803,True
α,f4none,1,146,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,147,DIED,0,0,1,0,803,803,True
α,f4none,1,148,DIED,1,0,1,0,1203,1203,True
α,f4none,1,149,DIED,0,0,1,0,803,803,True
α,f4none,1,150,DIED,0,0,1,0,402,402,True
α,f4none,1,151,DIED,0,0,1,0,803,803,True
α,f4none,1,152,DIED,0,0,1,0,803,803,True
α,f4none,1,153,DIED,1,0,1,0,1203,1203,True
α,f4none,1,154,DIED,1,0,1,0,1203,1203,True
α,f4none,1,155,DIED,0,0,1,0,803,803,True
α,f4none,1,156,DIED,0,0,1,0,803,803,True
α,f4none,1,157,DIED,0,0,1,0,402,402,True
α,f4none,1,158,DIED,0,0,1,0,402,402,True
α,f4none,1,159,DIED,0,0,1,0,402,402,True
α,f4none,1,160,DIED,0,0,1,0,803,803,True
α,f4none,1,161,DIED,0,0,1,0,402,402,True
α,f4none,1,162,DIED,0,0,1,0,803,803,True
α,f4none,1,163,DIED,0,0,1,0,803,803,True
α,f4none,1,164,DIED,0,0,1,0,402,402,True
α,f4none,1,165,DIED,0,0,1,0,402,402,True
α,f4none,1,166,DIED,0,0,1,0,402,402,True
α,f4none,1,167,DIED,0,0,1,0,402,402,True
α,f4none,1,168,DIED,0,0,1,0,402,402,True
α,f4none,1,169,DIED,0,0,1,0,803,803,True
α,f4none,1,170,DIED,0,0,1,0,402,402,True
α,f4none,1,171,DIED,0,0,1,0,803,803,True
α,f4none,1,172,DIED,0,0,1,0,803,803,True
α,f4none,1,173,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,174,DIED,0,0,1,0,402,402,True
α,f4none,1,175,DIED,0,0,1,0,402,402,True
α,f4none,1,176,DIED,0,0,1,0,402,402,True
α,f4none,1,177,DIED,0,0,1,0,803,803,True
α,f4none,1,178,DIED,1,0,1,0,1203,1203,True
α,f4none,1,179,DIED,0,0,1,0,402,402,True
α,f4none,1,180,DIED,0,0,1,0,803,803,True
α,f4none,1,181,DIED,0,0,1,0,803,803,True
α,f4none,1,182,DIED,0,0,1,0,402,402,True
α,f4none,1,183,DIED,1,0,1,0,1203,1203,True
α,f4none,1,184,DIED,1,0,1,0,1203,1203,True
α,f4none,1,185,DIED,0,0,1,0,402,402,True
α,f4none,1,186,DIED,0,0,1,0,402,402,True
α,f4none,1,187,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,188,REPAIR,2,1,1,0,1603,1603,True
α,f4none,1,189,DIED,0,0,1,0,402,402,True
α,f4none,1,190,DIED,0,0,1,0,803,803,True
α,f4none,1,191,DIED,1,0,1,0,1203,1203,True
α,f4none,1,192,DIED,0,0,1,0,402,402,True
α,f4none,1,193,DIED,0,0,1,0,402,402,True
α,f4none,1,194,DIED,0,0,1,0,803,803,True
α,f4none,1,195,DIED,0,0,1,0,402,402,True
α,f4none,1,196,DIED,0,0,1,0,803,803,True
α,f4none,1,197,DIED,0,0,1,0,402,402,True
α,f4none,1,198,DIED,0,0,1,0,803,803,True
α,f4none,1,199,DIED,0,0,1,0,402,402,True
α,f4none,1,200,DIED,1,0,1,0,1203,1203,True
α,f4sat,1,1,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,2,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,3,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,4,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,5,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,6,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,7,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,8,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,9,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,10,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,11,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,12,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,13,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,14,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,15,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,16,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,17,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,18,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,19,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,20,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,21,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,22,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,23,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,24,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,25,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,26,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,27,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,28,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,29,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,30,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,31,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,32,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,33,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,34,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,35,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,36,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,37,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,38,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,39,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,40,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,41,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,42,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,43,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,44,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,45,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,46,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,47,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,48,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,49,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,50,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,51,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,52,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,53,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,54,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,55,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,56,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,57,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,58,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,59,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,60,REPAIR,6,6,0,3,1603,3204,True
α,f4sat,1,61,REPAIR,6,6,0,3,1603,3204,True
